ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000036.SZ,20260421,5.1,2.1397,3.0515,176.7249,184.8105,1.4086,16.8337,17.1626,715947.5498,714587.0013
000036.SZ,20260420,5.1,2.1321,3.0406,176.7249,184.8105,1.4086,16.8337,17.1626,715947.5498,714587.0013
000036.SZ,20260417,5.17,3.9781,5.6733,179.1505,187.3471,1.428,17.0648,17.3981,725774.2808,724395.0582
000036.SZ,20260416,5.03,3.0213,4.3088,174.2992,182.2739,1.3893,16.6027,16.927,706120.8187,704778.9444
000036.SZ,20260415,4.89,3.9786,5.6741,169.448,177.2007,1.3506,16.1406,16.4559,686467.3565,685162.8307
000036.SZ,20260414,5.15,3.6362,5.1858,178.4575,186.6224,1.4225,16.9987,17.3308,722966.6434,721592.7562
000036.SZ,20260413,5.14,4.8233,6.8787,178.1109,186.26,1.4197,16.9657,17.2972,721562.8247,720191.6053
000036.SZ,20260410,4.92,2.7584,3.9339,170.4875,178.2878,1.3589,16.2396,16.5568,690678.8127,689366.2836
000036.SZ,20260409,4.79,2.6228,3.7405,165.9828,173.5769,1.323,15.8105,16.1193,672429.1693,671151.3209
000036.SZ,20260408,4.87,2.0816,2.9686,168.7549,176.4759,1.3451,16.0745,16.3886,683659.7191,682360.5287
000036.SZ,20260407,4.7,1.3823,1.9714,162.8641,170.3156,1.2982,15.5134,15.8165,659794.8008,658540.962
000036.SZ,20260403,4.66,1.6867,2.4055,161.478,168.8661,1.2871,15.3814,15.6819,654179.5259,652936.3581
000036.SZ,20260402,4.79,2.1014,2.9969,165.9828,173.5769,1.323,15.8105,16.1193,672429.1693,671151.3209
000036.SZ,20260401,4.84,2.3923,3.4118,167.7154,175.3888,1.3368,15.9755,16.2876,679448.2629,678157.0758
000036.SZ,20260331,4.84,3.0032,4.2829,167.7154,175.3888,1.3368,15.9755,16.2876,679448.2629,678157.0758
000036.SZ,20260330,5.01,5.0688,7.2288,173.6062,181.5492,1.3838,16.5366,16.8597,703313.1812,701976.6425
000036.SZ,20260327,5.21,8.49,12.1079,180.5366,188.7966,1.439,17.1968,17.5327,731389.5557,729999.6621
000036.SZ,20260326,4.96,2.4219,3.4539,171.8736,179.7373,1.37,16.3716,16.6914,696294.0876,694970.8876
000036.SZ,20260325,4.94,2.4866,3.5462,171.1806,179.0125,1.3645,16.3056,16.6241,693486.4502,692168.5856
000036.SZ,20260324,4.77,2.9455,4.2007,165.2897,172.8522,1.3175,15.7445,16.052,669621.5318,668349.0189
000036.SZ,20260323,4.51,4.2295,6.0319,156.2802,163.4305,1.2457,14.8863,15.1771,633122.245,631919.0933
000036.SZ,20260320,4.82,2.0713,2.954,167.0223,174.6641,1.3313,15.9095,16.2203,676640.6255,675354.7738
000036.SZ,20260319,4.86,1.8912,2.6971,168.4084,176.1136,1.3424,16.0415,16.3549,682255.9004,680959.3777
000036.SZ,20260318,5.0,2.7137,3.8702,173.2597,181.1868,1.381,16.5036,16.826,701909.3625,700575.4915
000036.SZ,20260317,5.04,1.7989,2.5654,174.6458,182.6363,1.3921,16.6357,16.9606,707524.6374,706180.0954
000036.SZ,20260316,5.12,2.2636,3.2282,177.4179,185.5353,1.4142,16.8997,17.2299,718755.1872,717389.3033
000036.SZ,20260313,5.05,2.6809,3.8234,174.9923,182.9987,1.3948,16.6687,16.9943,708928.4561,707581.2464
000036.SZ,20260312,5.06,2.3236,3.3137,175.3388,183.361,1.3976,16.7017,17.0279,710332.2749,708982.3974
000036.SZ,20260311,5.18,1.843,2.6284,179.497,187.7095,1.4307,17.0978,17.4318,727178.0996,725796.2092
000036.SZ,20260310,5.23,2.1001,2.995,181.2296,189.5214,1.4446,17.2628,17.6,734197.1932,732801.9641
000036.SZ,20260309,5.16,2.6113,3.7241,178.804,186.9848,1.4252,17.0318,17.3645,724370.4621,722993.9072
