ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000030.SZ,20260421,5.65,2.2145,7.9887,14.3701,14.4577,1.1924,0.59,0.5682,971693.1274,944062.1414
000030.SZ,20260420,5.67,3.9993,14.4272,14.421,14.5089,1.1966,0.5921,0.5702,975132.7491,947403.9543
000030.SZ,20260417,5.5,4.0789,14.7143,13.9886,14.0739,1.1608,0.5744,0.5531,945895.9648,918998.5448
000030.SZ,20260416,5.2,0.8145,2.9381,13.2256,13.3062,1.0974,0.543,0.5229,894301.6394,868871.3514
000030.SZ,20260415,5.15,0.7966,2.8738,13.0984,13.1783,1.0869,0.5378,0.5179,885702.5852,860516.8192
000030.SZ,20260414,5.19,1.0335,3.7282,13.2002,13.2806,1.0953,0.542,0.5219,892581.8286,867200.445
000030.SZ,20260413,5.11,0.85,3.0664,12.9967,13.0759,1.0785,0.5336,0.5139,878823.3418,853833.1934
000030.SZ,20260410,5.12,1.143,4.1233,13.0221,13.1015,1.0806,0.5347,0.5149,880543.1526,855504.0998
000030.SZ,20260409,5.01,1.1643,4.2002,12.7424,12.82,1.0573,0.5232,0.5038,861625.2333,837124.1289
000030.SZ,20260408,5.06,2.0205,7.2887,12.8695,12.948,1.0679,0.5284,0.5089,870224.2876,845478.6612
000030.SZ,20260407,4.81,1.465,5.2847,12.2337,12.3083,1.0151,0.5023,0.4837,827229.0164,803706.0
000030.SZ,20260403,4.8,2.7383,9.8783,12.2083,12.2827,1.013,0.5013,0.4827,825509.2056,802035.0936
000030.SZ,20260402,5.12,2.9097,10.4966,13.0221,13.1015,1.0806,0.5347,0.5149,880543.1526,855504.0998
000030.SZ,20260401,5.2,5.1318,18.5123,13.2256,13.3062,1.0974,0.543,0.5229,894301.6394,868871.3514
000030.SZ,20260331,5.56,3.0594,11.0366,14.1412,14.2274,1.1734,0.5806,0.5591,956214.8298,929023.9834
000030.SZ,20260330,5.05,0.7158,2.5823,12.8441,12.9224,1.0658,0.5274,0.5078,868504.4767,843807.7547
000030.SZ,20260327,5.02,0.4885,1.7622,12.7678,12.8456,1.0595,0.5242,0.5048,863345.0442,838795.0354
000030.SZ,20260326,4.97,0.5954,2.1477,12.6406,12.7177,1.0489,0.519,0.4998,854745.99,830440.5032
000030.SZ,20260325,4.95,0.6666,2.4046,12.5898,12.6665,1.0447,0.5169,0.4978,851306.3683,827098.6903
000030.SZ,20260324,4.85,0.7687,2.7731,12.3354,12.4106,1.0236,0.5065,0.4877,834108.2598,810389.6258
000030.SZ,20260323,4.69,1.0308,3.7185,11.9285,12.0012,0.9898,0.4898,0.4716,806591.2863,783655.1227
000030.SZ,20260320,5.01,0.7856,2.834,12.7424,12.82,1.0573,0.5232,0.5038,861625.2333,837124.1289
000030.SZ,20260319,5.09,0.6653,2.4,12.9458,13.0247,1.0742,0.5316,0.5119,875383.7201,850491.3805
000030.SZ,20260318,5.2,0.9135,3.2952,13.2256,13.3062,1.0974,0.543,0.5229,894301.6394,868871.3514
000030.SZ,20260317,5.26,0.6542,2.36,13.3782,13.4598,1.1101,0.5493,0.529,904620.5045,878896.7901
000030.SZ,20260316,5.28,0.8055,2.9057,13.4291,13.5109,1.1143,0.5514,0.531,908060.1262,882238.603
000030.SZ,20260313,5.36,0.6939,2.503,13.6326,13.7156,1.1312,0.5598,0.539,921818.6129,895605.8545
000030.SZ,20260312,5.35,0.6426,2.3183,13.6071,13.6901,1.1291,0.5587,0.538,920098.8021,893934.9481
000030.SZ,20260311,5.38,0.6114,2.2056,13.6834,13.7668,1.1354,0.5618,0.541,925258.2346,898947.6674
000030.SZ,20260310,5.35,0.732,2.6406,13.6071,13.6901,1.1291,0.5587,0.538,920098.8021,893934.9481
000030.SZ,20260309,5.27,0.9677,3.491,13.4037,13.4853,1.1122,0.5504,0.53,906340.3153,880567.6965
000030.SZ,20260306,5.35,0.646,2.3303,13.6071,13.6901,1.1291,0.5587,0.538,920098.8021,893934.9481
000030.SZ,20260305,5.27,0.8591,3.0991,13.4037,13.4853,1.1122,0.5504,0.53,906340.3153,880567.6965
000030.SZ,20260304,5.21,1.0993,3.9654,13.2511,13.3318,1.0996,0.5441,0.5239,896021.4502,870542.2578
000030.SZ,20260303,5.41,1.0088,3.639,13.7597,13.8436,1.1418,0.565,0.544,930417.6671,903960.3867
