ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000055.SZ,20260421,3.4,1.3658,1.8124,,,0.6568,1.0811,1.0811,365117.2372,229790.5059
000055.SZ,20260420,3.43,1.4964,1.9857,,,0.6626,1.0906,1.0906,368338.8599,231818.0691
000055.SZ,20260417,3.44,1.5829,2.1005,,,0.6645,1.0938,1.0938,369412.7341,232493.9236
000055.SZ,20260416,3.52,1.4595,1.9367,,,0.68,1.1192,1.1192,378003.7279,237900.759
000055.SZ,20260415,3.46,1.3863,1.8396,,,0.6684,1.1002,1.1002,371560.4825,233845.6324
000055.SZ,20260414,3.53,1.3246,1.7577,,,0.6819,1.1224,1.1224,379077.6021,238576.6134
000055.SZ,20260413,3.53,1.2252,1.6258,,,0.6819,1.1224,1.1224,379077.6021,238576.6134
000055.SZ,20260410,3.51,1.5775,2.0933,,,0.678,1.1161,1.1161,376929.8537,237224.9046
000055.SZ,20260409,3.5,1.779,2.3607,,,0.6761,1.1129,1.1129,375855.9795,236549.0502
000055.SZ,20260408,3.63,1.8514,2.4569,,,0.7012,1.1542,1.1542,389816.3444,245335.1577
000055.SZ,20260407,3.56,1.3449,1.7563,26.3994,347.7709,0.6278,0.8641,1.0122,382299.2248,240603.3935
000055.SZ,20260403,3.42,1.2606,1.6461,25.3612,334.0945,0.6031,0.8301,0.9724,367264.9856,231141.4623
000055.SZ,20260402,3.59,0.9903,1.2932,26.6218,350.7016,0.6331,0.8714,1.0207,385520.8475,242630.9502
000055.SZ,20260401,3.66,1.2283,1.6039,27.1409,357.5398,0.6454,0.8884,1.0406,393037.9671,247361.9158
000055.SZ,20260331,3.63,1.0498,1.3708,26.9185,354.6091,0.6401,0.8811,1.0321,389816.3444,245334.3591
000055.SZ,20260330,3.68,1.2663,1.6536,27.2892,359.4935,0.649,0.8932,1.0463,395185.7155,248713.6203
000055.SZ,20260327,3.67,1.171,1.5291,27.2151,358.5167,0.6472,0.8908,1.0435,394111.8413,248037.768
000055.SZ,20260326,3.62,1.1904,1.5545,26.8443,353.6322,0.6384,0.8787,1.0292,388742.4702,244658.5069
000055.SZ,20260325,3.67,1.1675,1.5245,27.2151,358.5167,0.6472,0.8908,1.0435,394111.8413,248037.768
000055.SZ,20260324,3.6,2.1322,2.7843,26.696,351.6785,0.6349,0.8738,1.0236,386594.7217,243306.8024
000055.SZ,20260323,3.38,1.9823,2.5885,25.0646,330.187,0.5961,0.8204,0.961,362969.4887,228438.0534
000055.SZ,20260320,3.59,2.0878,2.7264,26.6218,350.7016,0.6331,0.8714,1.0207,385520.8475,242630.9502
000055.SZ,20260319,3.77,1.4695,1.919,27.9566,368.2855,0.6648,0.9151,1.0719,404850.5836,254796.2903
000055.SZ,20260318,3.88,1.3039,1.7027,28.7724,379.0312,0.6842,0.9418,1.1032,416663.2001,262230.6649
000055.SZ,20260317,3.87,1.4734,1.924,28.6982,378.0544,0.6825,0.9393,1.1003,415589.3258,261554.8126
000055.SZ,20260316,3.91,1.3505,1.7636,28.9948,381.9619,0.6895,0.9491,1.1117,419884.8228,264258.2215
000055.SZ,20260313,3.89,1.2968,1.6934,28.8465,380.0081,0.686,0.9442,1.106,417737.0743,262906.5171
000055.SZ,20260312,3.91,1.1065,1.445,28.9948,381.9619,0.6895,0.9491,1.1117,419884.8228,264258.2215
000055.SZ,20260311,3.94,1.0758,1.4048,29.2173,384.8925,0.6948,0.9563,1.1202,423106.4454,266285.7782
000055.SZ,20260310,3.94,1.3873,1.8116,29.2173,384.8925,0.6948,0.9563,1.1202,423106.4454,266285.7782
000055.SZ,20260309,3.94,1.3864,1.8105,29.2173,384.8925,0.6948,0.9563,1.1202,423106.4454,266285.7782
000055.SZ,20260306,3.95,1.4553,1.9003,29.2914,385.8694,0.6966,0.9588,1.1231,424180.3197,266961.6305
000055.SZ,20260305,3.85,1.1873,1.5504,28.5499,376.1006,0.6789,0.9345,1.0946,413441.5774,260203.1082
000055.SZ,20260304,3.8,1.9897,2.5982,28.1791,371.2162,0.6701,0.9224,1.0804,408072.2063,256823.847
000055.SZ,20260303,3.88,1.5701,2.0502,28.7724,379.0312,0.6842,0.9418,1.1032,416663.2001,262230.6649
000055.SZ,20260302,3.94,1.5019,1.9613,29.2173,384.8925,0.6948,0.9563,1.1202,423106.4454,266285.7782
000055.SZ,20260227,4.02,0.9937,1.2977,29.8105,392.7076,0.7089,0.9758,1.143,431697.4393,271692.5961
000055.SZ,20260226,4.0,1.1023,1.4394,29.6622,390.7539,0.7054,0.9709,1.1373,429549.6908,270340.8916
000055.SZ,20260225,4.02,1.7998,2.3502,29.8105,392.7076,0.7089,0.9758,1.143,431697.4393,271692.5961
000055.SZ,20260224,3.99,1.9598,2.5591,29.5881,389.777,0.7036,0.9685,1.1344,428475.8166,269665.0394
000055.SZ,20260213,3.86,2.2116,2.888,28.624,377.0775,0.6807,0.9369,1.0975,414515.4516,260878.9604
000055.SZ,20260212,3.94,1.8412,2.4044,29.2173,384.8925,0.6948,0.9563,1.1202,423106.4454,266285.7782
000055.SZ,20260211,4.04,1.0697,1.3968,29.9588,394.6614,0.7125,0.9806,1.1487,433845.1877,273044.3005
000055.SZ,20260210,4.04,1.316,1.7185,29.9588,394.6614,0.7125,0.9806,1.1487,433845.1877,273044.3005
000055.SZ,20260209,4.05,1.4059,1.8359,30.033,395.6383,0.7142,0.983,1.1515,434919.0619,273720.1527
000055.SZ,20260206,3.99,1.5648,2.0434,29.5881,389.777,0.7036,0.9685,1.1344,428475.8166,269665.0394
000055.SZ,20260205,3.96,1.9786,2.5837,29.3656,386.8463,0.6983,0.9612,1.1259,425254.1939,267637.4827
000055.SZ,20260204,3.99,2.0547,2.6831,29.5881,389.777,0.7036,0.9685,1.1344,428475.8166,269665.0394
000055.SZ,20260203,3.92,2.0657,2.6975,29.069,382.9388,0.6913,0.9515,1.1145,420958.697,264934.0738
000055.SZ,20260202,3.84,5.1999,6.7903,28.4757,375.1237,0.6772,0.9321,1.0918,412367.7032,259527.2559
000055.SZ,20260130,4.25,2.0676,2.6999,31.5161,415.176,0.7495,1.0316,1.2084,456396.5465,287237.1973
000055.SZ,20260129,4.29,1.8694,2.4411,31.8127,419.0835,0.7565,1.0413,1.2197,460692.0434,289940.6062
000055.SZ,20260128,4.24,1.4823,1.9357,31.442,414.1991,0.7477,1.0292,1.2055,455322.6722,286561.3451
000055.SZ,20260127,4.28,1.5417,2.0133,31.7386,418.1066,0.7548,1.0389,1.2169,459618.1692,289264.754
000055.SZ,20260126,4.31,1.5633,2.0414,31.961,421.0373,0.7601,1.0461,1.2254,462839.7918,291292.3107
000055.SZ,20260123,4.31,1.5291,1.9967,31.961,421.0373,0.7601,1.0461,1.2254,462839.7918,291292.3107
000055.SZ,20260122,4.3,2.1002,2.7425,31.8869,420.0604,0.7583,1.0437,1.2226,461765.9176,290616.4585
000055.SZ,20260121,4.24,1.3436,1.7545,31.442,414.1991,0.7477,1.0292,1.2055,455322.6722,286561.3451
