ts_code,trade_date,total_mv,pb,pe_ttm
002129.SZ,20260416,3541769.4171,1.6122,
002129.SZ,20260415,3509424.491,1.5975,
002129.SZ,20260414,3570071.2276,1.6251,
002129.SZ,20260413,3578157.4591,1.6288,
002129.SZ,20260410,3489208.9121,1.5883,
002129.SZ,20260409,3420475.944,1.557,
002129.SZ,20260408,3485165.7963,1.5865,
002129.SZ,20260407,3331527.397,1.5165,
002129.SZ,20260403,3283010.0077,1.4944,
002129.SZ,20260402,3473036.449,1.5809,
002129.SZ,20260401,3630717.9642,1.6527,
002129.SZ,20260331,3549855.6487,1.6159,
002129.SZ,20260330,3683278.4692,1.6767,
002129.SZ,20260327,3784356.3635,1.7227,
002129.SZ,20260326,3707537.1638,1.6877,
002129.SZ,20260325,3897563.6052,1.7742,
002129.SZ,20260324,3917779.184,1.5589,
002129.SZ,20260323,3881391.1421,1.5444,
002129.SZ,20260320,3986512.1522,1.5862,
002129.SZ,20260319,3905649.8367,1.5541,
002129.SZ,20260318,3942037.8787,1.5686,
002129.SZ,20260317,3974382.8049,1.5814,
002129.SZ,20260316,4018857.0784,1.5991,
002129.SZ,20260313,4107805.6254,1.6345,
002129.SZ,20260312,4119934.9727,1.6393,
002129.SZ,20260311,4111848.7411,1.6361,
002129.SZ,20260310,4103762.5096,1.6329,
002129.SZ,20260309,4071417.5834,1.62,
002129.SZ,20260306,3966296.5733,1.5782,
002129.SZ,20260305,3962253.4575,1.5766,
002129.SZ,20260304,3929908.5314,1.5637,
002129.SZ,20260303,3986512.1522,1.5862,
002129.SZ,20260302,4047158.8888,1.6104,
002129.SZ,20260227,4172495.4777,1.6603,
002129.SZ,20260226,4144193.6673,1.649,
002129.SZ,20260225,4216969.7512,1.6779,
002129.SZ,20260224,4204840.4039,1.6731,
002129.SZ,20260213,4172495.4777,1.6603,
002129.SZ,20260212,4350392.5717,1.731,
002129.SZ,20260211,4439341.1188,1.7664,
002129.SZ,20260210,4568720.8235,1.8179,
002129.SZ,20260209,4722359.2229,1.879,
002129.SZ,20260206,4293788.9509,1.7085,
002129.SZ,20260205,4342306.3402,1.7278,
002129.SZ,20260204,4273573.3721,1.7005,
002129.SZ,20260203,3885434.2579,1.546,
002129.SZ,20260202,3735838.9743,1.4865,
002129.SZ,20260130,3804571.9424,1.5139,
002129.SZ,20260129,3966296.5733,1.5782,
002129.SZ,20260128,3743925.2058,1.4897,
002129.SZ,20260127,3800528.8266,1.5122,
002129.SZ,20260126,3760097.6689,1.4962,
002129.SZ,20260123,3942037.8787,1.5686,
002129.SZ,20260122,3654976.6588,1.4543,
002129.SZ,20260121,3578157.4591,1.4238,
002129.SZ,20260120,3517510.7225,1.3996,
002129.SZ,20260119,3626674.8484,1.4431,
002129.SZ,20260116,3574114.3433,1.4222,
002129.SZ,20260115,3517510.7225,1.3996,
002129.SZ,20260114,3529640.0698,1.4045,
002129.SZ,20260113,3570071.2276,1.4205,
002129.SZ,20260112,3691364.7007,1.4688,
002129.SZ,20260109,3582200.5749,1.4254,
002129.SZ,20260108,3679235.3534,1.464,
002129.SZ,20260107,3626674.8484,1.4431,
002129.SZ,20260106,3626674.8484,1.4431,
002129.SZ,20260105,3529640.0698,1.4045,
