ts_code,trade_date,total_mv,pb,pe_ttm
000554.SZ,20260416,384634.6544,3.4082,24.1591
000554.SZ,20260415,383673.0678,3.3997,24.0987
000554.SZ,20260414,396173.694,3.5104,24.8839
000554.SZ,20260413,411559.0802,3.6467,25.8503
000554.SZ,20260410,393288.9341,3.4849,24.7027
000554.SZ,20260409,393288.9341,3.4849,24.7027
000554.SZ,20260408,389923.3809,3.455,24.4913
000554.SZ,20260407,405789.5604,3.5956,25.4879
000554.SZ,20260403,395212.1074,3.5019,24.8235
000554.SZ,20260402,411078.2869,3.6425,25.8201
000554.SZ,20260401,392327.3475,3.4763,24.6423
000554.SZ,20260331,396173.694,3.5104,24.8839
000554.SZ,20260330,406270.3537,3.5999,25.5181
000554.SZ,20260327,409635.9069,3.6297,25.7295
000554.SZ,20260326,403866.3871,3.5786,25.3671
000554.SZ,20260325,403385.5938,3.5743,25.3369
000554.SZ,20260324,408193.527,3.6169,25.6389
000554.SZ,20260323,405789.5604,3.5956,25.4879
000554.SZ,20260320,413001.4602,3.6595,25.9409
000554.SZ,20260319,446656.9924,3.9577,28.0548
000554.SZ,20260318,430310.0196,3.8129,27.028
000554.SZ,20260317,442810.6459,3.9237,27.8132
000554.SZ,20260316,453868.8922,4.0216,28.5078
000554.SZ,20260313,446656.9924,3.9577,28.0548
000554.SZ,20260312,460599.9986,4.0813,28.9306
000554.SZ,20260311,467331.1051,4.1409,29.3534
000554.SZ,20260310,462042.3786,4.0941,29.0212
000554.SZ,20260309,500505.844,4.4349,31.4371
000554.SZ,20260306,499063.4641,4.4221,31.3465
000554.SZ,20260305,523583.9233,4.6394,32.8866
000554.SZ,20260304,558681.8355,4.9504,35.0912
000554.SZ,20260303,521660.75,4.6223,32.7658
000554.SZ,20260302,474062.2115,4.2006,29.7761
000554.SZ,20260227,430790.8129,3.8172,27.0582
000554.SZ,20260226,418290.1867,3.7064,26.2731
000554.SZ,20260225,424540.4998,3.7618,26.6657
000554.SZ,20260224,419251.7733,3.7149,26.3335
000554.SZ,20260213,381269.1012,3.3784,23.9477
000554.SZ,20260212,386077.0344,3.421,24.2497
000554.SZ,20260211,392327.3475,3.4763,24.6423
000554.SZ,20260210,388481.0009,3.4423,24.4007
000554.SZ,20260209,390404.1742,3.4593,24.5215
000554.SZ,20260206,397135.2807,3.5189,24.9443
000554.SZ,20260205,377422.7546,3.3443,23.7062
000554.SZ,20260204,385115.4477,3.4124,24.1893
000554.SZ,20260203,372614.8215,3.3017,23.4042
000554.SZ,20260202,372614.8215,3.3017,23.4042
000554.SZ,20260130,406751.147,3.6041,25.5483
000554.SZ,20260129,429348.433,3.8044,26.9676
000554.SZ,20260128,390404.1742,3.4593,24.5215
000554.SZ,20260127,365402.9217,3.2378,22.9512
000554.SZ,20260126,372134.0281,3.2974,23.374
000554.SZ,20260123,355306.262,3.1483,22.317
000554.SZ,20260122,355787.0553,3.1526,22.3472
000554.SZ,20260121,341363.2558,3.0248,21.4412
000554.SZ,20260120,333670.5627,2.9566,20.9581
000554.SZ,20260119,332708.9761,2.9481,20.8977
000554.SZ,20260116,328862.6295,2.914,20.6561
000554.SZ,20260115,340401.6691,3.0162,21.3808
000554.SZ,20260114,337036.1159,2.9864,21.1694
000554.SZ,20260113,330305.0095,2.9268,20.7467
000554.SZ,20260112,323573.903,2.8671,20.3239
000554.SZ,20260109,327420.2496,2.9012,20.5655
000554.SZ,20260108,317804.3832,2.816,19.9615
000554.SZ,20260107,313477.2433,2.7777,19.6897
000554.SZ,20260106,321169.9364,2.8458,20.1729
000554.SZ,20260105,315400.4166,2.7947,19.8105
000554.SZ,20251231,311554.0701,2.7606,19.5689
000554.SZ,20251230,315881.2099,2.799,19.8407
000554.SZ,20251229,312996.45,2.7734,19.6595
000554.SZ,20251226,311554.0701,2.7606,19.5689
000554.SZ,20251225,311554.0701,2.7606,19.5689
000554.SZ,20251224,312515.6567,2.7691,19.6293
000554.SZ,20251223,309630.8968,2.7436,19.4481
000554.SZ,20251222,311554.0701,2.7606,19.5689
000554.SZ,20251219,310592.4834,2.7521,19.5085
000554.SZ,20251218,307226.9302,2.7223,19.2971
000554.SZ,20251217,302899.7903,2.6839,19.0253
000554.SZ,20251216,300976.6171,2.6669,18.9045
000554.SZ,20251215,307226.9302,2.7223,19.2971
000554.SZ,20251212,304822.9636,2.701,19.1461
000554.SZ,20251211,308188.5168,2.7308,19.3575
000554.SZ,20251210,316842.7966,2.8075,19.9011
000554.SZ,20251209,318285.1765,2.8203,19.9917
000554.SZ,20251208,324535.4897,2.8756,20.3843
000554.SZ,20251205,325016.283,2.8799,20.4145
000554.SZ,20251204,323093.1097,2.8629,20.2937
000554.SZ,20251203,326939.4562,2.8969,20.5353
000554.SZ,20251202,327420.2496,2.9012,20.5655
000554.SZ,20251201,329343.4228,2.9182,20.6863
000554.SZ,20251128,322612.3164,2.8586,20.2635
000554.SZ,20251127,317323.5899,2.8117,19.9313
000554.SZ,20251126,315400.4166,2.7947,19.8105
000554.SZ,20251125,319246.7632,2.8288,20.0521
000554.SZ,20251124,314919.6233,2.7904,19.7803
000554.SZ,20251121,316842.7966,2.8075,19.9011
000554.SZ,20251120,336555.3226,2.9822,21.1392
000554.SZ,20251119,346171.189,3.0674,21.7432
000554.SZ,20251118,342324.8424,3.0333,21.5016
000554.SZ,20251117,348094.3622,3.0844,21.864
000554.SZ,20251114,348094.3622,3.0844,21.864
000554.SZ,20251113,341363.2558,3.0248,21.4412
000554.SZ,20251112,343286.4291,3.0418,21.562
000554.SZ,20251111,342324.8424,3.0333,21.5016
000554.SZ,20251110,340882.4625,3.0205,21.411
000554.SZ,20251107,339440.0825,3.0077,21.3204
000554.SZ,20251106,339920.8758,3.012,21.3506
000554.SZ,20251105,338478.4959,2.9992,21.26
000554.SZ,20251104,331747.3894,2.9395,20.8373
000554.SZ,20251103,331747.3894,2.9395,20.8373
000554.SZ,20251031,325977.8696,2.8884,20.4749
000554.SZ,20251030,324535.4897,2.8756,20.3843
000554.SZ,20251029,329343.4228,2.9182,20.6863
000554.SZ,20251028,329824.2161,2.9225,20.7165
000554.SZ,20251027,330305.0095,2.9268,20.7467
000554.SZ,20251024,333670.5627,2.9566,20.9581
000554.SZ,20251023,342805.6357,2.9594,21.5318
000554.SZ,20251022,345690.3956,3.1663,22.3212
000554.SZ,20251021,337516.9092,3.0914,21.7934
000554.SZ,20251020,328381.8362,3.0077,21.2036
000554.SZ,20251017,325977.8696,2.9857,21.0484
000554.SZ,20251016,326939.4562,2.9945,21.1104
000554.SZ,20251015,328381.8362,3.0077,21.2036
000554.SZ,20251014,326939.4562,2.9945,21.1104
000554.SZ,20251013,325497.0763,2.9813,21.0173
000554.SZ,20251010,329343.4228,3.0165,21.2657
000554.SZ,20251009,324054.6963,2.9681,20.9242
000554.SZ,20250930,319727.5565,2.9285,20.6448
000554.SZ,20250929,321650.7297,2.9461,20.769
000554.SZ,20250926,320689.1431,2.9373,20.7069
000554.SZ,20250925,318765.9698,2.9197,20.5827
000554.SZ,20250924,321169.9364,2.9417,20.7379
000554.SZ,20250923,317804.3832,2.9109,20.5206
000554.SZ,20250922,319727.5565,2.9285,20.6448
000554.SZ,20250919,322612.3164,2.9549,20.831
000554.SZ,20250918,323093.1097,2.9593,20.8621
000554.SZ,20250917,332228.1827,3.043,21.4519
000554.SZ,20250916,331266.5961,3.0342,21.3898
000554.SZ,20250915,332228.1827,3.043,21.4519
000554.SZ,20250912,332708.9761,3.0474,21.483
000554.SZ,20250911,335593.736,3.0738,21.6693
000554.SZ,20250910,343286.4291,3.1442,22.166
000554.SZ,20250909,333670.5627,3.0562,21.5451
000554.SZ,20250908,337516.9092,3.0914,21.7934
000554.SZ,20250905,334151.356,3.0606,21.5761
000554.SZ,20250904,330785.8028,3.0298,21.3588
000554.SZ,20250903,332228.1827,3.043,21.4519
000554.SZ,20250902,345209.6023,3.1619,22.2901
000554.SZ,20250901,339920.8758,3.1134,21.9487
000554.SZ,20250829,336555.3226,3.0826,21.7313
000554.SZ,20250828,339920.8758,3.1134,21.9487
000554.SZ,20250827,340401.6691,3.2358,25.449
000554.SZ,20250826,349055.9489,3.3181,26.096
000554.SZ,20250825,342805.6357,3.2587,25.6287
000554.SZ,20250822,342805.6357,3.2587,25.6287
000554.SZ,20250821,344728.809,3.277,25.7725
000554.SZ,20250820,343767.2224,3.2678,25.7006
000554.SZ,20250819,331747.3894,3.1536,24.802
000554.SZ,20250818,330785.8028,3.1444,24.7301
000554.SZ,20250815,331266.5961,3.149,24.766
000554.SZ,20250814,329343.4228,3.1307,24.6222
000554.SZ,20250813,336555.3226,3.1993,25.1614
000554.SZ,20250812,338478.4959,3.2175,25.3052
000554.SZ,20250811,334632.1493,3.181,25.0176
000554.SZ,20250808,333670.5627,3.1718,24.9457
000554.SZ,20250807,330785.8028,3.1444,24.7301
000554.SZ,20250806,329824.2161,3.1353,24.6582
000554.SZ,20250805,330305.0095,3.1399,24.6941
000554.SZ,20250804,325497.0763,3.0941,24.3347
000554.SZ,20250801,324535.4897,3.085,24.2628
000554.SZ,20250731,322612.3164,3.0667,24.119
000554.SZ,20250730,334151.356,3.1764,24.9817
000554.SZ,20250729,331266.5961,3.149,24.766
000554.SZ,20250728,329824.2161,3.1353,24.6582
000554.SZ,20250725,331266.5961,3.149,24.766
000554.SZ,20250724,331747.3894,3.1536,24.802
000554.SZ,20250723,328381.8362,3.1216,24.5503
000554.SZ,20250722,332708.9761,3.1627,24.8738
000554.SZ,20250721,333189.7694,3.1673,24.9098
000554.SZ,20250718,330785.8028,3.1444,24.7301
000554.SZ,20250717,328862.6295,3.1261,24.5863
000554.SZ,20250716,327420.2496,3.1124,24.4785
000554.SZ,20250715,325016.283,3.0896,24.2987
000554.SZ,20250714,331266.5961,3.149,24.766
000554.SZ,20250711,328862.6295,3.1261,24.5863
000554.SZ,20250710,329343.4228,3.1307,24.6222
000554.SZ,20250709,329824.2161,3.1353,24.6582
000554.SZ,20250708,330305.0095,3.1399,24.6941
000554.SZ,20250707,329343.4228,3.1307,24.6222
000554.SZ,20250704,330785.8028,3.1444,24.7301
000554.SZ,20250703,333670.5627,3.1718,24.9457
000554.SZ,20250702,333670.5627,3.1718,24.9457
000554.SZ,20250701,337036.1159,3.2038,25.1973
000554.SZ,20250630,339920.8758,3.2313,25.413
000554.SZ,20250627,325977.8696,3.0987,24.3706
000554.SZ,20250626,337516.9092,3.2084,25.2333
000554.SZ,20250625,327420.2496,3.1124,24.4785
000554.SZ,20250624,357710.2286,3.2746,26.743
000554.SZ,20250623,397616.074,3.64,29.7264
000554.SZ,20250620,361556.5751,3.3099,27.0305
000554.SZ,20250619,391846.5542,3.5871,29.2951
000554.SZ,20250618,373095.6148,3.4155,27.8932
000554.SZ,20250617,391846.5542,3.5871,29.2951
000554.SZ,20250616,378384.3413,3.4639,28.2886
000554.SZ,20250613,343767.2224,3.147,25.7006
000554.SZ,20250612,312515.6567,2.8609,23.3642
000554.SZ,20250611,309630.8968,2.8345,23.1485
000554.SZ,20250610,310592.4834,2.8433,23.2204
000554.SZ,20250609,310592.4834,2.8433,23.2204
000554.SZ,20250606,306265.3436,2.8037,22.8969
000554.SZ,20250605,300015.0304,2.7465,22.4296
000554.SZ,20250604,304822.9636,2.7905,22.789
000554.SZ,20250603,300495.8238,2.7509,22.4655
000554.SZ,20250530,296168.6839,2.7113,22.142
000554.SZ,20250529,302418.997,2.7685,22.6093
000554.SZ,20250528,301938.2037,2.7641,22.5734
000554.SZ,20250527,302418.997,2.7685,22.6093
000554.SZ,20250526,301457.4104,2.7597,22.5374
000554.SZ,20250523,298091.8572,2.7289,22.2858
000554.SZ,20250522,300495.8238,2.7509,22.4655
000554.SZ,20250521,307226.9302,2.8125,22.9688
000554.SZ,20250520,307707.7235,2.8169,23.0047
000554.SZ,20250519,306746.1369,2.8081,22.9328
000554.SZ,20250516,302899.7903,2.7729,22.6453
000554.SZ,20250515,301457.4104,2.7597,22.5374
000554.SZ,20250514,304342.1703,2.7861,22.7531
000554.SZ,20250513,300495.8238,2.7509,22.4655
000554.SZ,20250512,302418.997,2.7685,22.6093
000554.SZ,20250509,305303.7569,2.7949,22.825
000554.SZ,20250508,300976.6171,2.7553,22.5015
000554.SZ,20250507,300495.8238,2.7509,22.4655
000554.SZ,20250506,293283.924,2.6849,21.9264
000554.SZ,20250430,287514.4042,2.632,21.495
000554.SZ,20250429,292322.3373,2.6761,21.8545
000554.SZ,20250428,292803.1307,2.6805,21.8904
000554.SZ,20250425,297130.2705,2.7201,22.2139
000554.SZ,20250424,298572.6505,2.8887,30.0588
000554.SZ,20250423,296168.6839,2.8655,29.8168
000554.SZ,20250422,296649.4772,2.8701,29.8652
000554.SZ,20250421,293764.7173,2.8422,29.5748
000554.SZ,20250418,289918.3708,2.805,29.1875
