ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000301.SZ,20260421,12.67,0.4257,1.2977,,,2.5061,0.6084,0.6892,8376429.3362,8372496.0031
000301.SZ,20260420,12.37,0.4044,1.2325,,,2.4468,0.594,0.6729,8178092.4142,8174252.2145
000301.SZ,20260417,12.17,0.7987,2.4344,,,2.4072,0.5844,0.662,8045867.7996,8042089.6888
000301.SZ,20260416,11.54,0.2435,0.7423,,,2.2826,0.5542,0.6278,7629360.2636,7625777.7329
000301.SZ,20260415,11.46,0.2748,0.8376,,,2.2668,0.5503,0.6234,7576470.4177,7572912.7226
000301.SZ,20260414,11.4,0.333,1.015,,,2.2549,0.5474,0.6201,7536803.0333,7533263.9649
000301.SZ,20260413,11.16,0.3458,1.054,,,2.2074,0.5359,0.6071,7378133.4958,7374668.9341
000301.SZ,20260410,11.52,0.4107,1.2519,,,2.2786,0.5532,0.6267,7616137.8021,7612561.4803
000301.SZ,20260409,11.2,0.28,0.8536,,,2.2153,0.5378,0.6093,7404578.4187,7401101.4392
000301.SZ,20260408,11.45,0.5152,1.5705,,,2.2648,0.5498,0.6229,7569859.187,7566304.5963
000301.SZ,20260407,11.51,0.3917,1.1938,,,2.2767,0.5527,0.6261,7609526.5714,7605953.354
000301.SZ,20260403,11.14,0.444,1.3532,,,2.2035,0.535,0.606,7364911.0343,7361452.6815
000301.SZ,20260402,11.04,0.358,1.0913,,,2.1837,0.5301,0.6006,7298798.727,7295371.4186
000301.SZ,20260401,10.89,0.3407,1.0383,,,2.154,0.5229,0.5924,7199629.8152,7196717.2063
000301.SZ,20260331,10.65,0.2228,0.6789,,,2.1066,0.5114,0.5793,7040960.2876,7038111.8684
000301.SZ,20260330,10.81,0.2617,0.7975,,,2.1382,0.5191,0.588,7146739.9727,7143848.7603
000301.SZ,20260327,10.76,0.2831,0.8628,,,2.1283,0.5167,0.5853,7113683.8211,7110805.9816
000301.SZ,20260326,10.61,0.375,1.1427,,,2.0986,0.5095,0.5772,7014515.3663,7011677.6454
000301.SZ,20260325,10.8,0.5271,1.6063,,,2.1362,0.5186,0.5875,7140128.7424,7137240.2046
000301.SZ,20260324,10.26,0.3209,0.9781,,,2.0294,0.4927,0.5581,6783122.3052,6780378.1944
000301.SZ,20260323,10.22,0.5135,1.5648,,,2.0215,0.4908,0.5559,6756677.384,6753943.9714
000301.SZ,20260320,10.65,0.3597,1.0961,,,2.1066,0.5114,0.5793,7040960.2876,7038111.8684
000301.SZ,20260319,10.81,0.5734,1.7475,,,2.1382,0.5191,0.588,7146739.9727,7143848.7603
000301.SZ,20260318,11.48,0.3758,1.1452,,,2.2707,0.5513,0.6245,7589692.4039,7586621.9953
000301.SZ,20260317,11.33,0.4115,1.2541,,,2.2411,0.5441,0.6163,7490523.9492,7487493.6591
000301.SZ,20260316,11.4,0.7075,2.1562,,,2.2549,0.5474,0.6201,7536802.5614,7533753.5493
000301.SZ,20260313,11.56,0.5294,1.6133,,,2.2866,0.5551,0.6288,7642582.2465,7639490.4412
000301.SZ,20260312,11.78,0.7949,2.4225,,,2.3301,0.5657,0.6408,7788029.3134,7784878.6676
000301.SZ,20260311,11.83,0.7727,2.3548,,,2.34,0.5681,0.6435,7821085.465,7817921.4463
000301.SZ,20260310,11.76,0.8265,2.5189,,,2.3261,0.5647,0.6397,7774806.8528,7771661.5561
000301.SZ,20260309,12.07,0.9559,2.9132,,,2.3874,0.5796,0.6566,7979754.9926,7976526.7842
000301.SZ,20260306,12.93,0.6029,1.8375,,,2.5575,0.6209,0.7034,8548320.7999,8544862.5783
000301.SZ,20260305,13.43,0.972,2.9622,,,2.6564,0.6449,0.7306,8878882.3157,8875290.3655
000301.SZ,20260304,13.71,1.3122,3.9992,,,2.7118,0.6584,0.7458,9063996.7646,9060329.9264
000301.SZ,20260303,14.58,1.3215,4.0273,,,2.8839,0.7001,0.7931,9639173.8022,9635274.2762
000301.SZ,20260302,13.25,0.7631,2.3257,,,2.6208,0.6363,0.7208,8759880.17,8756336.3621
000301.SZ,20260227,13.02,0.5145,1.568,,,2.5753,0.6252,0.7083,8607821.8727,8604339.58
000301.SZ,20260226,12.98,0.6039,1.8405,,,2.5674,0.6233,0.7061,8581376.9515,8577905.357
000301.SZ,20260225,13.42,0.5887,1.794,,,2.6545,0.6444,0.73,8872271.0854,8868681.8098
000301.SZ,20260224,13.11,0.4704,1.4335,,,2.5931,0.6296,0.7132,8667322.9456,8663816.5817
000301.SZ,20260213,12.56,0.3594,1.0953,,,2.4843,0.6031,0.6832,8303705.2782,8300346.0157
000301.SZ,20260212,12.99,0.3352,1.0214,,,2.5694,0.6238,0.7066,8587988.1818,8584513.9128
000301.SZ,20260211,13.2,0.5881,1.7921,,,2.6109,0.6339,0.7181,8726824.0184,8723293.5834
000301.SZ,20260210,12.76,0.5197,1.5839,,,2.5239,0.6127,0.6941,8435929.8845,8432517.1306
000301.SZ,20260209,13.0,0.4058,1.2368,,,2.5714,0.6243,0.7072,8594599.4121,8591122.4685
000301.SZ,20260206,12.79,0.5579,1.7002,,,2.5298,0.6142,0.6957,8455763.5754,8452342.7979
000301.SZ,20260205,12.53,0.3567,1.0872,,,2.4784,0.6017,0.6816,8283871.5872,8280520.3485
000301.SZ,20260204,12.7,0.387,1.1793,,,2.512,0.6099,0.6909,8396262.5026,8392865.7962
