ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000069.SZ,20260421,2.2,0.4504,0.9072,,,0.4964,0.5635,0.5635,1768306.7717,1517692.3918
000069.SZ,20260420,2.22,0.4856,0.9782,,,0.5009,0.5686,0.5686,1784382.2878,1531489.5954
000069.SZ,20260417,2.23,0.6557,1.3209,,,0.5032,0.5712,0.5712,1792420.0458,1538388.1972
000069.SZ,20260416,2.22,0.6222,1.2532,,,0.5009,0.5686,0.5686,1784382.2878,1531489.5954
000069.SZ,20260415,2.24,0.6515,1.3123,,,0.5054,0.5737,0.5737,1800457.8039,1545286.7989
000069.SZ,20260414,2.28,0.9952,2.0047,,,0.5144,0.584,0.584,1832608.8361,1572881.2061
000069.SZ,20260413,2.24,0.6468,1.3028,,,0.5054,0.5737,0.5737,1800457.8039,1545286.7989
000069.SZ,20260410,2.23,0.6092,1.2271,,,0.5032,0.5712,0.5712,1792420.0458,1538388.1972
000069.SZ,20260409,2.19,0.5078,1.0229,,,0.4941,0.5609,0.5609,1760269.0136,1510793.79
000069.SZ,20260408,2.24,0.7673,1.5457,,,0.5054,0.5737,0.5737,1800457.8039,1545286.7989
000069.SZ,20260407,2.17,0.363,0.7311,,,0.4896,0.5558,0.5558,1744193.4975,1496996.5865
000069.SZ,20260403,2.16,0.5264,1.0603,,,0.4874,0.5532,0.5532,1736155.7394,1490097.9847
000069.SZ,20260402,2.18,0.5039,1.015,,,0.4919,0.5584,0.5584,1752231.2556,1503895.1883
000069.SZ,20260401,2.21,0.5963,1.2011,,,0.4986,0.5661,0.5661,1776344.5297,1524590.9936
000069.SZ,20260331,2.17,0.6716,1.3529,,,0.4896,0.5558,0.5558,1744193.4975,1496996.5865
000069.SZ,20260330,2.17,0.6205,1.2499,,,0.3801,0.3206,0.4143,1744193.4975,1496996.5865
000069.SZ,20260327,2.2,0.5032,1.0136,,,0.3854,0.325,0.42,1768306.7717,1517692.3918
000069.SZ,20260326,2.18,0.5908,1.19,,,0.3819,0.3221,0.4162,1752231.2556,1503895.1883
000069.SZ,20260325,2.21,0.7665,1.5439,,,0.3871,0.3265,0.4219,1776344.5297,1524590.9936
000069.SZ,20260324,2.16,1.2234,2.4642,,,0.3784,0.3191,0.4124,1736155.7394,1490097.9847
000069.SZ,20260323,2.15,1.2735,2.5651,,,0.3766,0.3176,0.4105,1728117.9814,1483199.3829
000069.SZ,20260320,2.29,0.5799,1.168,,,0.4011,0.3383,0.4372,1840646.5941,1579779.8078
000069.SZ,20260319,2.35,0.5233,1.0541,,,0.4117,0.3472,0.4486,1888873.1425,1621171.4185
000069.SZ,20260318,2.39,1.1728,2.3623,,,0.4187,0.3531,0.4563,1921024.1747,1648765.8257
000069.SZ,20260317,2.46,0.8067,1.625,,,0.4309,0.3634,0.4696,1977288.481,1697056.0381
000069.SZ,20260316,2.46,0.8698,1.752,,,0.4309,0.3634,0.4696,1977288.481,1697056.0381
000069.SZ,20260313,2.48,1.2981,2.6147,,,0.4344,0.3664,0.4735,1993363.9971,1710853.2417
000069.SZ,20260312,2.42,0.6469,1.3031,,,0.4239,0.3575,0.462,1945137.4488,1669461.631
000069.SZ,20260311,2.42,0.5662,1.1404,,,0.4239,0.3575,0.462,1945137.4488,1669461.631
000069.SZ,20260310,2.42,0.4738,0.9544,,,0.4239,0.3575,0.462,1945137.4488,1669461.631
000069.SZ,20260309,2.4,0.9523,1.9183,,,0.4204,0.3546,0.4582,1929061.9327,1655664.4274
000069.SZ,20260306,2.46,0.5875,1.1834,,,0.4309,0.3634,0.4696,1977288.481,1697056.0381
000069.SZ,20260305,2.42,0.6619,1.3332,,,0.4239,0.3575,0.462,1945137.4488,1669461.631
000069.SZ,20260304,2.42,1.4273,2.875,,,0.4239,0.3575,0.462,1945137.4488,1669461.631
000069.SZ,20260303,2.49,0.852,1.7161,,,0.4362,0.3679,0.4754,2001401.7552,1717751.8435
000069.SZ,20260302,2.53,1.1809,2.3786,,,0.4432,0.3738,0.483,2033552.7874,1745346.2506
000069.SZ,20260227,2.61,0.9859,1.9858,,,0.4572,0.3856,0.4983,2097854.8518,1800535.0648
000069.SZ,20260226,2.59,1.2349,2.4875,,,0.4537,0.3826,0.4945,2081779.3357,1786737.8613
000069.SZ,20260225,2.66,1.1987,2.4146,,,0.466,0.393,0.5078,2138043.6421,1835028.0737
000069.SZ,20260224,2.62,0.6634,1.3363,,,0.459,0.3871,0.5002,2105892.6099,1807433.6666
000069.SZ,20260213,2.64,0.5835,1.1754,,,0.4625,0.39,0.504,2121968.126,1821230.8702
000069.SZ,20260212,2.66,0.6811,1.372,,,0.466,0.393,0.5078,2138043.6421,1835028.0737
000069.SZ,20260211,2.69,0.6831,1.376,,,0.4712,0.3974,0.5135,2162156.9163,1855723.8791
000069.SZ,20260210,2.73,0.8019,1.6152,,,0.4782,0.4033,0.5212,2194307.9485,1883318.2862
000069.SZ,20260209,2.79,1.0442,2.1033,,,0.4887,0.4122,0.5326,2242534.4968,1924709.8969
000069.SZ,20260206,2.71,0.8224,1.6565,,,0.4747,0.4004,0.5174,2178232.4324,1869521.0827
000069.SZ,20260205,2.77,1.2485,2.5149,,,0.4852,0.4092,0.5288,2226458.9807,1910912.6933
000069.SZ,20260204,2.78,2.0755,4.1807,,,0.487,0.4107,0.5307,2234496.7387,1917811.2951
000069.SZ,20260203,2.6,1.0051,2.0246,,,0.4555,0.3841,0.4964,2089817.0938,1793636.4631
000069.SZ,20260202,2.59,1.5327,3.0873,,,0.4537,0.3826,0.4945,2081779.3357,1786737.8613
000069.SZ,20260130,2.74,1.4629,2.9467,,,0.48,0.4048,0.5231,2202345.7065,1890216.888
000069.SZ,20260129,2.83,1.7292,3.4831,,,0.4957,0.4181,0.5403,2274685.529,1952304.304
000069.SZ,20260128,2.77,1.7924,3.6105,,,0.4852,0.4092,0.5288,2226458.9807,1910912.6933
000069.SZ,20260127,2.67,1.0034,2.0211,,,0.4677,0.3944,0.5097,2146081.4002,1841926.6755
000069.SZ,20260126,2.72,1.1649,2.3465,,,0.4765,0.4018,0.5193,2186270.1904,1876419.6844
000069.SZ,20260123,2.74,1.0871,2.1898,,,0.48,0.4048,0.5231,2202345.7065,1890216.888
000069.SZ,20260122,2.7,0.9531,1.9199,,,0.473,0.3989,0.5155,2170194.6743,1862622.4809
000069.SZ,20260121,2.69,1.1335,2.2832,,,0.4712,0.3974,0.5135,2162156.9163,1855723.8791
000069.SZ,20260120,2.71,2.817,5.6744,,,0.4747,0.4004,0.5174,2178232.4324,1869521.0827
000069.SZ,20260119,2.59,1.2516,2.5211,,,0.4537,0.3826,0.4945,2081779.3357,1786737.8613
000069.SZ,20260116,2.55,1.5437,3.1095,,,0.4467,0.3767,0.4868,2049628.3035,1759143.4542
000069.SZ,20260115,2.65,2.3969,4.8281,,,0.4642,0.3915,0.5059,2130005.884,1828129.472
000069.SZ,20260114,2.57,1.6674,3.3355,,,0.4502,0.3797,0.4906,2065703.8196,1772940.6577
000069.SZ,20260113,2.61,1.6377,3.2762,,,0.4572,0.3856,0.4983,2097854.8518,1800535.0648
000069.SZ,20260112,2.59,1.0492,2.0989,,,0.4537,0.3826,0.4945,2081779.3357,1786737.8613
000069.SZ,20260109,2.6,1.0424,2.0853,,,0.4555,0.3841,0.4964,2089817.0938,1793636.4631
000069.SZ,20260108,2.6,1.2007,2.4019,,,0.4555,0.3841,0.4964,2089817.0938,1793636.4631
000069.SZ,20260107,2.56,0.9325,1.8654,,,0.4484,0.3782,0.4887,2057666.0616,1766042.0559
000069.SZ,20260106,2.58,1.5066,3.0138,,,0.4519,0.3812,0.4925,2073741.5777,1779839.2595
000069.SZ,20260105,2.52,1.3806,2.7619,,,0.4414,0.3723,0.4811,2025515.0294,1738447.6488
000069.SZ,20251231,2.48,1.036,2.0725,,,0.4344,0.3664,0.4735,1993363.9971,1710853.2417
000069.SZ,20251230,2.48,0.9665,1.9335,,,0.4344,0.3664,0.4735,1993363.9971,1710853.2417
000069.SZ,20251229,2.51,0.8569,1.7141,,,0.4397,0.3708,0.4792,2017477.2713,1731549.047
000069.SZ,20251226,2.53,1.8269,3.6545,,,0.4432,0.3738,0.483,2033552.7874,1745346.2506
000069.SZ,20251225,2.59,1.4124,2.8254,,,0.4537,0.3826,0.4945,2081779.3357,1786737.8613
000069.SZ,20251224,2.54,0.8714,1.7432,,,0.4449,0.3752,0.4849,2041590.5455,1752244.8524
000069.SZ,20251223,2.52,1.2882,2.577,,,0.4414,0.3723,0.4811,2025515.0294,1738447.6488
000069.SZ,20251222,2.58,2.0459,4.0927,,,0.4519,0.3812,0.4925,2073741.5777,1779839.2595
000069.SZ,20251219,2.67,2.9963,5.994,,,0.4677,0.3944,0.5097,2146081.4002,1841926.6755
000069.SZ,20251218,2.52,1.0666,2.1337,,,0.4414,0.3723,0.4811,2025515.0294,1738447.6488
000069.SZ,20251217,2.56,1.1611,2.3227,,,0.4484,0.3782,0.4887,2057666.0616,1766042.0559
000069.SZ,20251216,2.54,1.0858,2.1601,,,0.4449,0.3752,0.4849,2041590.5455,1752244.8524
000069.SZ,20251215,2.57,1.711,3.4038,,,0.4502,0.3797,0.4906,2065703.8196,1772940.6577
000069.SZ,20251212,2.46,0.702,1.3965,,,0.4309,0.3634,0.4696,1977288.481,1697056.0381
000069.SZ,20251211,2.46,1.249,2.4847,,,0.4309,0.3634,0.4696,1977288.481,1697056.0381
000069.SZ,20251210,2.55,1.6339,3.2506,,,0.4467,0.3767,0.4868,2049628.3035,1759143.4542
000069.SZ,20251209,2.48,1.0051,1.9996,,,0.4344,0.3664,0.4735,1993363.9971,1710853.2417
