ts_code,trade_date,total_mv,pb,pe_ttm
001335.SZ,20260416,405142.3783,4.2163,39.3822
001335.SZ,20260415,392862.496,4.0885,38.1885
001335.SZ,20260414,382269.9257,3.9782,37.1589
001335.SZ,20260413,381145.051,3.9665,37.0495
001335.SZ,20260410,385644.5498,4.0133,37.4869
001335.SZ,20260409,384707.1542,4.0036,37.3958
001335.SZ,20260408,393706.152,4.0972,38.2705
001335.SZ,20260407,378895.3015,3.9431,36.8308
001335.SZ,20260403,374958.24,3.9021,36.4481
001335.SZ,20260402,378895.3015,3.9431,36.8308
001335.SZ,20260401,392487.5377,4.0846,38.1521
001335.SZ,20260331,385082.1125,4.0075,37.4322
001335.SZ,20260330,392206.319,4.0816,38.1247
001335.SZ,20260327,396143.3806,4.1226,38.5074
001335.SZ,20260326,394081.1102,4.1011,38.307
001335.SZ,20260325,400830.3586,4.1714,38.963
001335.SZ,20260324,393612.4124,4.0963,38.2614
001335.SZ,20260323,381988.707,3.9753,37.1315
001335.SZ,20260320,406923.43,4.2348,39.5553
001335.SZ,20260319,415266.2508,4.3216,40.3663
001335.SZ,20260318,427358.654,4.4475,41.5417
001335.SZ,20260317,418078.4376,4.3509,40.6396
001335.SZ,20260316,434295.3815,4.5196,42.216
001335.SZ,20260313,427358.654,4.4475,41.5417
001335.SZ,20260312,422296.7178,4.3948,41.0497
001335.SZ,20260311,410485.5332,4.2719,39.9016
001335.SZ,20260310,414328.8552,4.3119,40.2752
001335.SZ,20260309,416953.5629,4.3392,40.5303
001335.SZ,20260306,410673.0124,4.2738,39.9198
001335.SZ,20260305,405892.2948,4.2241,39.4551
001335.SZ,20260304,408517.0025,4.2514,39.7102
001335.SZ,20260303,419672.0101,4.3675,40.7946
001335.SZ,20260302,446950.2221,4.6513,43.4462
001335.SZ,20260227,480696.4637,5.0025,46.7265
001335.SZ,20260226,479009.1516,4.985,46.5625
001335.SZ,20260225,485570.9208,5.0533,47.2003
001335.SZ,20260224,486320.8373,5.0611,47.2732
001335.SZ,20260213,487539.4516,5.0737,47.3917
001335.SZ,20260212,482852.4736,5.025,46.9361
001335.SZ,20260211,495132.3559,5.1528,48.1297
001335.SZ,20260210,500944.2086,5.2132,48.6947
001335.SZ,20260209,531503.3052,5.5313,51.6652
001335.SZ,20260206,509568.2482,5.303,49.533
001335.SZ,20260205,504318.8328,5.2484,49.0227
001335.SZ,20260204,503193.9581,5.2367,48.9134
001335.SZ,20260203,501975.3438,5.224,48.7949
001335.SZ,20260202,467010.4879,4.8601,45.3961
001335.SZ,20260130,469072.7582,4.8816,45.5966
001335.SZ,20260129,462885.9473,4.8172,44.9952
001335.SZ,20260128,486508.3164,5.063,47.2914
001335.SZ,20260127,510505.6438,5.3127,49.6241
001335.SZ,20260126,516973.6734,5.3801,50.2528
001335.SZ,20260123,503850.135,5.2435,48.9772
001335.SZ,20260122,503006.479,5.2347,48.8951
001335.SZ,20260121,510411.9042,5.3118,49.615
001335.SZ,20260120,500756.7295,5.2113,48.6765
001335.SZ,20260119,500756.7295,5.2113,48.6765
001335.SZ,20260116,503381.4372,5.2386,48.9316
001335.SZ,20260115,500006.813,5.2035,48.6036
001335.SZ,20260114,467947.8835,4.8699,45.4872
001335.SZ,20260113,444419.254,4.625,43.2001
001335.SZ,20260112,441138.3694,4.5909,42.8812
001335.SZ,20260109,448075.0968,4.663,43.5555
001335.SZ,20260108,432326.8507,4.4992,42.0247
001335.SZ,20260107,462510.989,4.8133,44.9587
001335.SZ,20260106,443106.9001,4.6113,43.0726
001335.SZ,20260105,452199.6374,4.706,43.9564
001335.SZ,20251231,462323.5099,4.8113,44.9405
001335.SZ,20251230,466166.8319,4.8513,45.3141
001335.SZ,20251229,454824.3451,4.7333,44.2116
001335.SZ,20251226,413485.1992,4.3031,40.1932
001335.SZ,20251225,419203.3123,4.3626,40.749
001335.SZ,20251224,409548.1376,4.2621,39.8105
001335.SZ,20251223,419015.8332,4.3606,40.7308
001335.SZ,20251222,429702.143,4.4718,41.7695
001335.SZ,20251219,428577.2683,4.4601,41.6602
001335.SZ,20251218,426983.6958,4.4436,41.5053
001335.SZ,20251217,427921.0914,4.4533,41.5964
001335.SZ,20251216,434951.5584,4.5265,42.2798
001335.SZ,20251215,437013.8287,4.5479,42.4803
001335.SZ,20251212,432326.8507,4.4992,42.0247
001335.SZ,20251211,436920.0892,4.547,42.4712
001335.SZ,20251210,441982.0254,4.5996,42.9632
001335.SZ,20251209,436451.3914,4.5421,42.4256
001335.SZ,20251208,415266.2508,4.3216,40.3663
001335.SZ,20251205,409735.6168,4.2641,39.8287
001335.SZ,20251204,406642.2113,4.2319,39.528
001335.SZ,20251203,421734.2804,4.3889,40.995
001335.SZ,20251202,421734.2804,4.3889,40.995
001335.SZ,20251201,424921.4255,4.4221,41.3048
001335.SZ,20251128,401955.2333,4.1831,39.0724
001335.SZ,20251127,384613.4147,4.0026,37.3867
001335.SZ,20251126,362115.9203,3.7685,35.1998
001335.SZ,20251125,382082.4466,3.9763,37.1406
001335.SZ,20251124,374114.584,3.8933,36.3661
001335.SZ,20251121,355272.9324,3.6973,34.5346
001335.SZ,20251120,361366.0038,3.7607,35.1269
001335.SZ,20251119,359491.2126,3.7412,34.9446
001335.SZ,20251118,365584.284,3.8046,35.5369
001335.SZ,20251117,369146.3873,3.8416,35.8832
001335.SZ,20251114,373927.1048,3.8914,36.3479
001335.SZ,20251113,378614.0828,3.9402,36.8035
001335.SZ,20251112,367646.5543,3.826,35.7374
001335.SZ,20251111,366427.94,3.8134,35.6189
001335.SZ,20251110,363615.7532,3.7841,35.3456
001335.SZ,20251107,364178.1906,3.7899,35.4002
001335.SZ,20251106,362772.0972,3.7753,35.2636
001335.SZ,20251105,365303.0653,3.8016,35.5096
001335.SZ,20251104,374020.8444,3.8924,36.357
001335.SZ,20251103,378801.562,3.9421,36.8217
001335.SZ,20251031,355741.6302,3.7021,34.5801
001335.SZ,20251030,352367.006,3.667,34.2521
001335.SZ,20251029,354429.2764,3.6885,34.4526
001335.SZ,20251028,355741.6302,3.7021,34.5801
001335.SZ,20251027,364553.1488,3.8381,30.5123
001335.SZ,20251024,360616.0873,3.7967,30.1828
001335.SZ,20251023,363896.9719,3.8312,30.4574
001335.SZ,20251022,351804.5687,3.7039,29.4453
001335.SZ,20251021,351804.5687,3.7039,29.4453
001335.SZ,20251020,349648.5588,3.6812,29.2649
001335.SZ,20251017,345992.716,3.6427,28.9589
001335.SZ,20251016,347773.7676,3.6615,29.1079
001335.SZ,20251015,350304.7357,3.6881,29.3198
001335.SZ,20251014,349179.861,3.6763,29.2256
001335.SZ,20251013,354710.495,3.7345,29.6885
001335.SZ,20251010,360147.3895,3.7918,30.1436
001335.SZ,20251009,362209.6598,3.8135,30.3162
001335.SZ,20250930,363334.5346,3.8253,30.4103
001335.SZ,20250929,357616.4214,3.7651,29.9317
001335.SZ,20250926,357428.9423,3.7631,29.9161
001335.SZ,20250925,356304.0676,3.7513,29.8219
001335.SZ,20250924,360522.3478,3.7957,30.175
001335.SZ,20250923,358085.1192,3.77,29.971
001335.SZ,20250922,364459.4093,3.8372,30.5045
001335.SZ,20250919,366896.6378,3.8628,30.7085
001335.SZ,20250918,363709.4928,3.8293,30.4417
001335.SZ,20250917,372427.2719,3.921,31.1714
001335.SZ,20250916,373458.407,3.9319,31.2577
001335.SZ,20250915,372333.5323,3.9201,31.1635
001335.SZ,20250912,374770.7609,3.9457,31.3675
001335.SZ,20250911,382269.9257,4.0247,31.9952
001335.SZ,20250910,381238.7905,4.0138,31.9089
001335.SZ,20250909,387613.0806,4.0809,32.4424
001335.SZ,20250908,376645.5521,3.9654,31.5244
001335.SZ,20250905,375895.6356,3.9576,31.4617
001335.SZ,20250904,369052.6477,3.8855,30.8889
001335.SZ,20250903,369990.0433,3.8954,30.9674
001335.SZ,20250902,377957.9059,3.9793,31.6343
001335.SZ,20250901,386206.9872,4.0661,32.3247
001335.SZ,20250829,390050.3092,4.1066,32.6464
001335.SZ,20250828,393706.152,4.1451,32.9524
001335.SZ,20250827,375708.1565,3.9556,31.446
001335.SZ,20250826,376833.0312,4.1014,32.3847
001335.SZ,20250825,371771.095,4.0463,31.9496
001335.SZ,20250822,371489.8763,4.0433,31.9255
001335.SZ,20250821,371583.6158,4.0443,31.9335
001335.SZ,20250820,376739.2916,4.1004,32.3766
001335.SZ,20250819,376833.0312,4.1014,32.3847
001335.SZ,20250818,378426.6037,4.1188,32.5216
001335.SZ,20250815,367271.5961,3.9973,31.563
001335.SZ,20250814,359116.2544,3.9086,30.8621
001335.SZ,20250813,368677.6895,4.0127,31.6838
001335.SZ,20250812,361928.4412,3.9392,31.1038
001335.SZ,20250811,363522.0137,3.9565,31.2407
001335.SZ,20250808,362303.3994,3.9433,31.136
001335.SZ,20250807,367552.8148,4.0004,31.5871
001335.SZ,20250806,363334.5346,3.9545,31.2246
001335.SZ,20250805,362772.0972,3.9484,31.1763
001335.SZ,20250804,359959.9104,3.9178,30.9346
001335.SZ,20250801,353585.6203,3.8484,30.3868
001335.SZ,20250731,353585.6203,3.8484,30.3868
001335.SZ,20250730,356585.2862,3.881,30.6446
001335.SZ,20250729,357147.7236,3.8872,30.6929
001335.SZ,20250728,355460.4115,3.8688,30.5479
001335.SZ,20250725,357147.7236,3.8872,30.6929
001335.SZ,20250724,356679.0258,3.8821,30.6526
001335.SZ,20250723,354335.5368,3.8566,30.4513
001335.SZ,20250722,355460.4115,3.8688,30.5479
001335.SZ,20250721,356491.5467,3.88,30.6365
001335.SZ,20250718,353210.6621,3.8443,30.3546
001335.SZ,20250717,354616.7555,3.8596,30.4754
001335.SZ,20250716,351148.3918,3.8219,30.1774
001335.SZ,20250715,352835.7038,3.7823,30.3224
001335.SZ,20250714,358647.5566,3.8446,30.8218
001335.SZ,20250711,358178.8588,3.8396,30.7815
001335.SZ,20250710,361366.0038,3.8738,31.0554
001335.SZ,20250709,364178.1906,3.9039,31.2971
001335.SZ,20250708,363803.2324,3.8999,31.2649
001335.SZ,20250707,352648.2247,3.7803,30.3062
001335.SZ,20250704,348898.6423,3.7401,29.984
001335.SZ,20250703,357428.9423,3.8316,30.7171
001335.SZ,20250702,357803.9005,3.8356,30.7493
001335.SZ,20250701,360709.8269,3.8668,30.9991
