ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000428.SZ,20260421,3.83,1.311,2.9262,,,2.7999,6.4622,7.1353,390248.658,390248.658
000428.SZ,20260420,3.83,1.7947,4.0057,,,2.7999,6.4622,7.1353,390248.658,390248.658
000428.SZ,20260417,3.82,2.9022,6.4776,,,2.7926,6.4453,7.1166,389229.732,389229.732
000428.SZ,20260416,3.97,1.8923,4.2236,,,2.9023,6.6984,7.3961,404513.622,404513.622
000428.SZ,20260415,3.89,1.4959,3.3388,,,2.8438,6.5634,7.247,396362.214,396362.214
000428.SZ,20260414,3.88,2.1988,4.9077,,,2.8365,6.5466,7.2284,395343.288,395343.288
000428.SZ,20260413,3.97,1.4428,3.2204,,,2.9023,6.6984,7.3961,404513.622,404513.622
000428.SZ,20260410,3.99,1.5766,3.519,,,2.9169,6.7321,7.4333,406551.474,406551.474
000428.SZ,20260409,4.02,1.8167,4.0548,,,2.9388,6.7828,7.4892,409608.252,409608.252
000428.SZ,20260408,4.1,2.5596,5.7129,,,2.9973,6.9177,7.6383,417759.66,417759.66
000428.SZ,20260407,3.89,1.8354,4.0966,,,2.8438,6.5634,7.247,396362.214,396362.214
000428.SZ,20260403,3.87,2.075,4.6313,,,2.8292,6.5297,7.2098,394324.362,394324.362
000428.SZ,20260402,4.02,2.1759,4.8566,,,2.9388,6.7828,7.4892,409608.252,409608.252
000428.SZ,20260401,4.04,2.113,4.716,,,2.9534,6.8165,7.5265,411646.104,411646.104
000428.SZ,20260331,4.02,2.6338,5.8786,,,2.9388,6.7828,7.4892,409608.252,409608.252
000428.SZ,20260330,4.0,1.7359,3.8745,,,2.9242,6.749,7.452,407570.4,407570.4
000428.SZ,20260327,3.97,1.4564,3.2506,,,2.9023,6.6984,7.3961,404513.622,404513.622
000428.SZ,20260326,3.94,2.0006,4.4653,,,2.8803,6.6478,7.3402,401456.844,401456.844
000428.SZ,20260325,3.9,1.7684,3.9469,,,2.8511,6.5803,7.2657,397381.14,397381.14
000428.SZ,20260324,3.68,1.709,3.8145,,,2.6903,6.2091,6.8558,374964.768,374964.768
000428.SZ,20260323,3.52,2.9427,6.568,,,2.5733,5.9391,6.5577,358661.952,358661.952
000428.SZ,20260320,3.78,1.8037,4.0257,,,2.7634,6.3778,7.0421,385154.028,385154.028
000428.SZ,20260319,3.82,1.2104,2.7017,,,2.7926,6.4453,7.1166,389229.732,389229.732
000428.SZ,20260318,3.88,1.0598,2.3655,,,2.8365,6.5466,7.2284,395343.288,395343.288
000428.SZ,20260317,3.86,1.3999,3.1245,,,2.8218,6.5128,7.1912,393305.436,393305.436
000428.SZ,20260316,3.85,1.2919,2.8834,,,2.8145,6.4959,7.1725,392286.51,392286.51
000428.SZ,20260313,3.87,1.1368,2.5373,,,2.8292,6.5297,7.2098,394324.362,394324.362
000428.SZ,20260312,3.88,1.2492,2.7882,,,2.8365,6.5466,7.2284,395343.288,395343.288
000428.SZ,20260311,3.84,1.2313,2.7482,,,2.8072,6.4791,7.1539,391267.584,391267.584
000428.SZ,20260310,3.89,1.6105,3.5946,,,2.8438,6.5634,7.247,396362.214,396362.214
000428.SZ,20260309,3.81,1.5341,3.4241,,,2.7853,6.4284,7.098,388210.806,388210.806
000428.SZ,20260306,3.89,1.8758,4.1867,,,2.8438,6.5634,7.247,396362.214,396362.214
000428.SZ,20260305,3.79,1.7384,3.8801,,,2.7707,6.3947,7.0607,386172.954,386172.954
000428.SZ,20260304,3.71,1.6239,3.6244,,,2.7122,6.2597,6.9117,378021.546,378021.546
000428.SZ,20260303,3.71,2.2395,4.9984,,,2.7122,6.2597,6.9117,378021.546,378021.546
000428.SZ,20260302,3.73,2.0768,4.6354,,,2.7268,6.2935,6.949,380059.398,380059.398
000428.SZ,20260227,3.88,1.2842,2.8663,,,2.8365,6.5466,7.2284,395343.288,395343.288
000428.SZ,20260226,3.82,1.1747,2.6218,,,2.7926,6.4453,7.1166,389229.732,389229.732
000428.SZ,20260225,3.86,1.8411,4.1092,,,2.8218,6.5128,7.1912,393305.436,393305.436
000428.SZ,20260224,3.81,2.1282,4.7501,,,2.7853,6.4284,7.098,388210.806,388210.806
000428.SZ,20260213,3.89,1.5479,3.4548,,,2.8438,6.5634,7.247,396362.214,396362.214
000428.SZ,20260212,3.88,2.2431,5.0065,,,2.8365,6.5466,7.2284,395343.288,395343.288
