ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000062.SZ,20260421,29.67,4.9263,16.2377,67.0329,67.0329,4.6094,1.2458,1.2458,3103212.9584,3100218.5285
000062.SZ,20260420,31.17,8.0596,26.5652,70.4218,70.4218,4.8424,1.3088,1.3088,3260099.3567,3256953.54
000062.SZ,20260417,29.76,8.1595,26.8944,67.2362,67.2362,4.6234,1.2496,1.2496,3112626.1423,3109622.6292
000062.SZ,20260416,28.62,4.4366,14.6236,64.6606,64.6606,4.4463,1.2017,1.2017,2993392.4796,2990504.0204
000062.SZ,20260415,28.0,4.803,15.831,63.2599,63.2599,4.35,1.1757,1.1757,2928546.1016,2925720.2156
000062.SZ,20260414,28.57,4.194,13.8237,64.5477,64.5477,4.4385,1.1996,1.1996,2988162.933,2985279.52
000062.SZ,20260413,28.69,4.2162,13.8971,64.8188,64.8188,4.4572,1.2047,1.2047,3000713.8448,2997818.3209
000062.SZ,20260410,28.58,6.1717,20.3424,64.5703,64.5703,4.4401,1.2001,1.2001,2989208.8423,2986324.4201
000062.SZ,20260409,28.98,8.1901,26.9954,65.474,65.474,4.5022,1.2169,1.2169,3031045.2152,3028120.4231
000062.SZ,20260408,28.31,8.3435,27.5011,63.9603,63.9603,4.3981,1.1887,1.1887,2960969.2906,2958112.118
000062.SZ,20260407,27.03,5.1717,17.0465,61.0684,61.0684,4.1993,1.135,1.135,2827092.8974,2824364.9081
000062.SZ,20260403,24.57,2.5869,8.5267,55.5105,55.5105,3.8171,1.0317,1.0317,2569799.2042,2567319.4892
000062.SZ,20260402,24.33,3.8457,12.6759,54.9683,54.9683,3.7798,1.0216,1.0216,2544697.3804,2542241.8873
000062.SZ,20260401,26.08,4.8154,15.872,58.9221,58.9221,4.0517,1.0951,1.0951,2727731.5118,2725099.4008
000062.SZ,20260331,24.71,3.2601,10.7457,55.8268,55.8268,3.8388,1.0376,1.0376,2584441.9347,2581948.0903
