ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000061.SZ,20260421,7.54,0.8643,2.188,38.9578,40.9817,1.7604,2.6593,2.2926,1496660.7433,1352911.239
000061.SZ,20260420,7.41,0.6541,1.6559,38.2862,40.2751,1.73,2.6134,2.253,1470856.2477,1329585.1831
000061.SZ,20260417,7.43,0.9192,2.3271,38.3895,40.3838,1.7347,2.6205,2.2591,1474826.1701,1333173.8071
000061.SZ,20260416,7.34,0.7102,1.7978,37.9245,39.8946,1.7137,2.5887,2.2317,1456961.5193,1317024.9992
000061.SZ,20260415,7.3,0.8274,2.0945,37.7178,39.6772,1.7043,2.5746,2.2196,1449021.6745,1309847.7512
000061.SZ,20260414,7.3,0.8219,2.0808,37.7178,43.288,1.7248,2.5746,2.0421,1449021.6745,1309847.7512
000061.SZ,20260413,7.22,0.5874,1.487,37.3045,42.8137,1.7059,2.5464,2.0198,1433141.985,1295493.2553
000061.SZ,20260410,7.23,0.5773,1.4614,37.3561,42.873,1.7083,2.5499,2.0226,1435126.9462,1297287.5673
000061.SZ,20260409,7.21,0.8041,2.0355,37.2528,42.7544,1.7035,2.5429,2.017,1431157.0238,1293698.9433
000061.SZ,20260408,7.32,1.2037,3.0473,37.8211,43.4066,1.7295,2.5817,2.0477,1452991.5969,1313436.3752
000061.SZ,20260407,7.15,1.222,3.0935,36.9428,42.3986,1.6894,2.5217,2.0002,1419247.2566,1282933.0714
000061.SZ,20260403,7.09,1.0055,2.5454,36.6328,42.0428,1.6752,2.5006,1.9834,1407337.4894,1272167.1995
000061.SZ,20260402,7.41,0.6368,1.6121,38.2862,43.9403,1.7508,2.6134,2.0729,1470856.2477,1329585.1831
000061.SZ,20260401,7.43,0.8494,2.1502,38.3895,44.0589,1.7555,2.6205,2.0785,1474826.1701,1333173.8071
000061.SZ,20260331,7.38,1.2818,3.245,38.1311,43.7624,1.7437,2.6028,2.0645,1464901.3641,1324202.2471
000061.SZ,20260330,7.48,2.2163,5.6107,38.6478,44.3554,1.7673,2.6381,2.0925,1484750.9761,1342145.367
000061.SZ,20260327,7.77,2.0514,5.6936,40.1462,46.0751,1.8359,2.7404,2.1736,1542314.8508,1318515.1974
000061.SZ,20260326,7.95,0.9115,2.5299,41.0762,47.1425,1.8784,2.8039,2.224,1578044.1524,1349061.7398
