ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000407.SZ,20260421,4.71,1.8275,2.4459,26.6102,26.6102,1.3573,0.9952,0.9952,414519.873,412489.9129
000407.SZ,20260420,4.71,2.1912,2.9326,26.6102,26.6102,1.3573,0.9952,0.9952,414519.873,412489.9129
000407.SZ,20260417,4.64,1.5148,2.0273,26.2147,26.2147,1.3371,0.9804,0.9804,408359.2804,406359.4896
000407.SZ,20260416,4.63,1.9723,2.6396,26.1582,26.1582,1.3342,0.9783,0.9783,407479.1957,405483.7148
000407.SZ,20260415,4.59,1.8433,2.467,25.9322,25.9322,1.3227,0.9699,0.9699,403958.8571,401980.6158
000407.SZ,20260414,4.67,2.0508,2.7447,26.3842,26.3842,1.3458,0.9868,0.9868,410999.5344,408986.8139
000407.SZ,20260413,4.71,2.047,2.7396,26.6102,26.6102,1.3573,0.9952,0.9952,414519.873,412489.9129
000407.SZ,20260410,4.64,1.6447,2.2012,26.2147,26.2147,1.3371,0.9804,0.9804,408359.2804,406359.4896
000407.SZ,20260409,4.6,1.7893,2.3947,25.9887,25.9887,1.3256,0.972,0.972,404838.9418,402856.3905
000407.SZ,20260408,4.67,2.8202,3.7745,26.3842,26.3842,1.3458,0.9868,0.9868,410999.5344,408986.8139
000407.SZ,20260407,4.6,2.4439,3.2708,25.9887,25.9887,1.3256,0.972,0.972,404838.9418,402856.3905
000407.SZ,20260403,4.46,3.0159,4.0363,25.1978,25.1978,1.2852,0.9424,0.9424,392517.7566,390595.5439
000407.SZ,20260402,4.7,2.225,2.9779,26.5537,26.5537,1.3544,0.9931,0.9931,413639.7883,411614.1381
000407.SZ,20260401,4.71,1.9144,2.5622,26.6102,26.6102,1.3573,0.9952,0.9952,414519.873,412489.9129
000407.SZ,20260331,4.72,3.0919,4.1382,26.6667,26.6667,1.3602,0.9973,0.9973,415399.9576,413365.6877
000407.SZ,20260330,4.85,3.1176,4.1725,27.4011,27.4011,1.3976,1.0248,1.0248,426841.0582,424750.7596
000407.SZ,20260327,4.94,3.8973,5.2161,27.9096,27.9096,1.4236,1.0438,1.0438,434761.8201,432632.7324
000407.SZ,20260326,4.84,3.8,5.0858,27.3447,27.3447,1.3947,1.0227,1.0227,425960.9735,423874.9848
000407.SZ,20260325,4.87,3.7292,4.9911,27.5141,27.5141,1.4034,1.029,1.029,428601.2275,426502.3091
000407.SZ,20260324,4.8,3.6027,4.8217,36.0316,33.1089,1.3928,0.9997,1.0396,422440.6349,420375.4618
000407.SZ,20260323,4.69,5.3552,7.1672,35.2059,32.3501,1.3609,0.9768,1.0158,412759.7037,410741.8574
000407.SZ,20260320,5.01,6.9314,9.2767,37.608,34.5574,1.4538,1.0434,1.0851,440922.4127,438766.8882
000407.SZ,20260319,5.25,11.9457,15.9877,39.4096,36.2128,1.5234,1.0934,1.1371,462044.4444,459785.6613
000407.SZ,20260318,4.98,4.0515,5.4224,37.3828,34.3505,1.4451,1.0372,1.0786,438282.1587,436139.5416
000407.SZ,20260317,5.05,2.984,3.9937,37.9083,34.8333,1.4654,1.0517,1.0938,444442.7513,442270.0171
000407.SZ,20260316,5.04,3.4894,4.6701,37.8332,34.7643,1.4625,1.0496,1.0916,443562.6666,441394.2348
000407.SZ,20260313,5.09,5.4756,7.3283,38.2086,35.1092,1.477,1.0601,1.1024,447963.0899,445773.1459
000407.SZ,20260312,5.19,6.9377,9.2851,38.9592,35.799,1.506,1.0809,1.1241,456763.9365,454530.968
000407.SZ,20260311,5.14,5.9028,7.9001,38.5839,35.4541,1.4915,1.0705,1.1132,452363.5132,450152.057
000407.SZ,20260310,5.17,7.6523,10.2416,38.8091,35.661,1.5002,1.0767,1.1197,455003.7672,452779.4036
000407.SZ,20260309,5.31,12.6671,16.9532,39.86,36.6267,1.5408,1.1059,1.1501,467324.9523,465040.3546
000407.SZ,20260306,5.31,9.0244,12.0779,39.86,36.6267,1.5408,1.1059,1.1501,467324.9523,465040.3546
000407.SZ,20260305,5.41,14.807,19.8171,40.6107,37.3165,1.5698,1.1267,1.1717,476125.7989,473798.1767
000407.SZ,20260304,5.63,22.1701,29.6716,42.2621,38.8339,1.6337,1.1725,1.2194,495487.6613,493065.3854
000407.SZ,20260303,5.86,3.2537,4.3546,43.9886,40.4204,1.7004,1.2204,1.2692,515729.6084,513208.3762
000407.SZ,20260302,5.33,12.6607,16.9446,40.0101,36.7646,1.5466,1.11,1.1544,469085.1216,466791.919
000407.SZ,20260227,5.21,4.1075,5.4973,39.1093,35.9369,1.5118,1.0851,1.1284,458524.1058,456282.5325
