ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000513.SZ,20260421,33.68,0.4672,0.8046,14.7805,14.7805,2.1532,2.4878,2.4878,2990471.3519,1913494.8262
000513.SZ,20260420,33.62,0.7536,1.2977,14.7542,14.7542,2.1494,2.4834,2.4834,2985143.9089,1910085.9874
000513.SZ,20260417,33.79,1.1599,1.9974,14.8288,14.8288,2.1603,2.496,2.496,3000238.3308,1919744.3639
000513.SZ,20260416,34.31,0.7356,1.2668,15.057,15.057,2.1935,2.5344,2.5344,3046409.5037,1949287.6332
000513.SZ,20260415,34.46,1.1785,2.0294,15.1228,15.1228,2.2031,2.5455,2.5455,3059728.1113,1957809.7301
000513.SZ,20260414,33.85,0.7898,1.3601,14.8551,14.8551,2.1641,2.5004,2.5004,3005565.7738,1923153.2027
000513.SZ,20260413,33.57,1.1055,1.9037,14.7323,14.7323,2.1462,2.4797,2.4797,2980704.373,1907245.2885
000513.SZ,20260410,34.39,0.8571,1.476,15.0921,15.0921,2.1986,2.5403,2.5403,3053512.7611,1953832.7516
000513.SZ,20260409,34.27,1.1133,1.9172,15.0395,15.0395,2.1909,2.5314,2.5314,3042857.875,1947015.074
000513.SZ,20260408,34.53,1.0927,1.8817,15.1536,15.1536,2.2076,2.5506,2.5506,3065943.4615,1961786.7087
000513.SZ,20260407,34.15,0.7169,1.2345,14.9868,14.9868,2.1833,2.5226,2.5226,3032202.989,1940197.3965
000513.SZ,20260403,34.43,1.0145,1.747,15.1097,15.1097,2.2012,2.5432,2.5432,3057064.3898,1956105.3107
000513.SZ,20260402,35.07,1.2567,2.164,15.3905,15.3905,2.2421,2.5905,2.5905,3113890.4487,1992466.2576
000513.SZ,20260401,34.9,1.4742,2.5386,15.3159,15.3159,2.2312,2.578,2.578,3098796.0268,1982807.8811
000513.SZ,20260331,34.01,0.8993,1.5486,14.9254,14.9254,2.1743,2.5122,2.5122,3019772.2886,1932243.4394
000513.SZ,20260330,34.01,1.529,2.633,14.9254,14.9254,2.1743,2.5122,2.5122,3019772.2886,1932243.4394
000513.SZ,20260327,34.07,1.3034,2.2445,14.9517,14.9517,2.1782,2.5166,2.5166,3025099.7316,1935652.2782
000513.SZ,20260326,33.22,0.9614,1.6555,14.5787,14.5787,2.1238,2.4539,2.4539,2949627.6221,1887360.3957
000513.SZ,20260325,33.38,0.9553,1.645,14.6489,14.6489,2.134,2.4657,2.4657,2963834.1368,1896450.6324
000513.SZ,20260324,33.34,0.8375,1.4421,14.3627,13.8172,2.2153,2.5061,2.4988,2960282.5081,1894178.0732
000513.SZ,20260323,32.7,1.8727,3.2248,14.087,13.552,2.1728,2.458,2.4509,2903456.4492,1857817.1264
000513.SZ,20260320,34.26,0.7137,1.2289,14.759,14.1985,2.2765,2.5752,2.5678,3041969.9678,1946446.9342
000513.SZ,20260319,34.53,0.9038,1.5563,14.8753,14.3104,2.2944,2.5955,2.588,3065943.4615,1961786.7087
000513.SZ,20260318,35.1,0.8376,1.4423,15.1209,14.5466,2.3323,2.6384,2.6307,3116554.1702,1994170.6769
000513.SZ,20260317,35.31,1.6229,2.7947,15.2113,14.6336,2.3462,2.6542,2.6465,3135200.2208,2006101.6126
000513.SZ,20260316,34.86,0.7594,1.3076,15.0175,14.4471,2.3163,2.6203,2.6128,3095244.3981,1980535.3219
000513.SZ,20260313,34.73,0.7302,1.2573,14.9615,14.3933,2.3077,2.6106,2.603,3083701.6049,1973149.5046
000513.SZ,20260312,34.73,0.5157,0.8881,14.9615,14.3933,2.3077,2.6106,2.603,3083701.6049,1973149.5046
000513.SZ,20260311,34.87,0.5164,0.8892,15.0218,14.4513,2.317,2.6211,2.6135,3096132.3053,1981103.4617
000513.SZ,20260310,34.99,0.7938,1.3669,15.0735,14.501,2.325,2.6301,2.6225,3106787.1913,1987921.1392
000513.SZ,20260309,34.69,0.9869,1.6994,14.9442,14.3767,2.305,2.6076,2.6,3080149.9762,1970876.9454
000513.SZ,20260306,34.79,1.1542,1.9875,14.9873,14.4181,2.3117,2.6151,2.6075,3089029.0479,1976558.3433
000513.SZ,20260305,33.84,0.6588,1.1345,14.5781,14.0244,2.2486,2.5437,2.5363,3004677.8667,1922585.0629
000513.SZ,20260304,33.81,1.0296,1.7729,14.5651,14.012,2.2466,2.5414,2.5341,3002014.1452,1920880.6435
000513.SZ,20260303,34.38,1.2942,2.2287,14.8107,14.2482,2.2845,2.5843,2.5768,3052624.8539,1953264.6118
000513.SZ,20260302,34.7,1.4416,2.4824,14.9485,14.3808,2.3057,2.6083,2.6008,3081037.8834,1971445.0852
000513.SZ,20260227,35.44,0.4997,0.8606,15.2673,14.6875,2.3549,2.6639,2.6562,3146743.014,2013487.4299
000513.SZ,20260226,35.38,0.6346,1.0927,15.2415,14.6626,2.3509,2.6594,2.6517,3141415.571,2010078.5912
000513.SZ,20260225,35.46,0.7875,1.3561,15.2759,14.6958,2.3562,2.6654,2.6577,3148518.8284,2014623.7095
000513.SZ,20260224,35.19,0.7179,1.2362,15.1596,14.5839,2.3383,2.6452,2.6375,3124545.3347,1999283.9351
000513.SZ,20260213,34.82,0.7415,1.2768,15.0002,14.4306,2.3137,2.6173,2.6098,3091692.7694,1978262.7627
000513.SZ,20260212,35.33,0.6487,1.1171,15.2199,14.6419,2.3476,2.6557,2.648,3136976.0351,2007237.8922
000513.SZ,20260211,35.47,0.5152,0.8871,15.2803,14.6999,2.3569,2.6662,2.6585,3149406.7355,2015191.8493
000513.SZ,20260210,35.59,0.7669,1.3206,15.3319,14.7497,2.3649,2.6752,2.6675,3160061.6216,2022009.5268
000513.SZ,20260209,35.49,0.9653,1.6622,15.2889,14.7082,2.3582,2.6677,2.66,3151182.5499,2016328.1289
000513.SZ,20260206,35.46,1.049,1.8064,15.2759,14.6958,2.3562,2.6654,2.6577,3148518.8284,2014623.7095
000513.SZ,20260205,35.61,0.9996,1.7213,15.3406,14.758,2.3662,2.6767,2.669,3161837.4359,2023145.8064
000513.SZ,20260204,35.49,1.1401,1.9633,15.2889,14.7082,2.3582,2.6677,2.66,3151182.5499,2016328.1289
