ts_code,trade_date,total_mv,pb,pe_ttm
001390.SZ,20260416,437400.0,2.7556,25.7968
001390.SZ,20260415,440600.0,2.7757,25.9855
001390.SZ,20260414,444200.0,2.7984,26.1978
001390.SZ,20260413,445600.0,2.8072,26.2804
001390.SZ,20260410,443800.0,2.7959,26.1743
001390.SZ,20260409,444800.0,2.8022,26.2332
001390.SZ,20260408,438400.0,2.7619,25.8558
001390.SZ,20260407,431400.0,2.7178,25.4429
001390.SZ,20260403,428400.0,2.6989,25.266
001390.SZ,20260402,429200.0,2.7039,25.3132
001390.SZ,20260401,424800.0,2.6762,25.0537
001390.SZ,20260331,413400.0,2.6044,24.3813
001390.SZ,20260330,417600.0,2.6308,24.629
001390.SZ,20260327,419600.0,2.6434,24.747
001390.SZ,20260326,414000.0,2.6081,24.4167
001390.SZ,20260325,422000.0,2.6585,24.8885
001390.SZ,20260324,417200.0,2.6283,24.6055
001390.SZ,20260323,405200.0,2.5527,23.8977
001390.SZ,20260320,429000.0,2.7026,25.3014
001390.SZ,20260319,446800.0,2.8148,26.3512
001390.SZ,20260318,459600.0,2.8954,27.1061
001390.SZ,20260317,456800.0,2.8778,26.941
001390.SZ,20260316,455600.0,2.8702,26.8702
001390.SZ,20260313,456000.0,2.8727,26.8938
001390.SZ,20260312,458800.0,2.8904,27.0589
001390.SZ,20260311,455600.0,2.8702,26.8702
001390.SZ,20260310,457600.0,2.8828,26.9881
001390.SZ,20260309,449200.0,2.8299,26.4927
001390.SZ,20260306,453000.0,2.8538,26.7169
001390.SZ,20260305,449200.0,2.8299,26.4927
001390.SZ,20260304,451000.0,2.8412,26.5989
001390.SZ,20260303,453800.0,2.8589,26.764
001390.SZ,20260302,456000.0,2.8727,26.8938
001390.SZ,20260227,470400.0,2.9635,27.7431
001390.SZ,20260226,472000.0,2.9735,27.8374
001390.SZ,20260225,472600.0,2.9773,27.8728
001390.SZ,20260224,469800.0,2.9597,27.7077
001390.SZ,20260213,465800.0,2.9345,27.4718
001390.SZ,20260212,474400.0,2.9887,27.979
001390.SZ,20260211,481800.0,3.0353,28.4154
001390.SZ,20260210,483800.0,3.0479,28.5334
001390.SZ,20260209,483600.0,3.0466,28.5216
001390.SZ,20260206,481800.0,3.0353,28.4154
001390.SZ,20260205,481600.0,3.034,28.4036
001390.SZ,20260204,482000.0,3.0365,28.4272
001390.SZ,20260203,477600.0,3.0088,28.1677
001390.SZ,20260202,473600.0,2.9836,27.9318
001390.SZ,20260130,482600.0,3.0403,28.4626
001390.SZ,20260129,482000.0,3.0365,28.4272
001390.SZ,20260128,480400.0,3.0265,28.3328
001390.SZ,20260127,487000.0,3.068,28.7221
001390.SZ,20260126,493400.0,3.1083,29.0995
001390.SZ,20260123,505000.0,3.1814,29.7837
001390.SZ,20260122,504400.0,3.1776,29.7483
001390.SZ,20260121,509200.0,3.2079,30.0314
001390.SZ,20260120,508800.0,3.2054,30.0078
001390.SZ,20260119,514000.0,3.2381,30.3145
001390.SZ,20260116,512000.0,3.2255,30.1965
001390.SZ,20260115,499000.0,3.1436,29.4298
001390.SZ,20260114,502000.0,3.1625,29.6068
001390.SZ,20260113,503600.0,3.1726,29.7011
001390.SZ,20260112,501200.0,3.1575,29.5596
001390.SZ,20260109,499800.0,3.1487,29.477
001390.SZ,20260108,499600.0,3.1474,29.4652
001390.SZ,20260107,496800.0,3.1298,29.3001
001390.SZ,20260106,498400.0,3.1398,29.3944
001390.SZ,20260105,493200.0,3.1071,29.0878
001390.SZ,20251231,489200.0,3.0819,28.8518
001390.SZ,20251230,486600.0,3.0655,28.6985
001390.SZ,20251229,488000.0,3.0743,28.7811
001390.SZ,20251226,493800.0,3.1109,29.1231
001390.SZ,20251225,499200.0,3.1449,29.4416
001390.SZ,20251224,499000.0,3.1436,29.4298
001390.SZ,20251223,496600.0,3.1285,29.2883
001390.SZ,20251222,504000.0,3.1751,29.7247
001390.SZ,20251219,504000.0,3.1751,29.7247
001390.SZ,20251218,496400.0,3.1272,29.2765
001390.SZ,20251217,496800.0,3.1298,29.3001
001390.SZ,20251216,496400.0,3.1272,29.2765
001390.SZ,20251215,511000.0,3.2192,30.1376
001390.SZ,20251212,518000.0,3.2633,30.5504
001390.SZ,20251211,521600.0,3.286,30.7627
001390.SZ,20251210,535200.0,3.3717,31.5648
001390.SZ,20251209,528200.0,3.3276,31.152
001390.SZ,20251208,543400.0,3.4233,32.0484
001390.SZ,20251205,547600.0,3.4498,32.2961
001390.SZ,20251204,540600.0,3.4057,31.8833
001390.SZ,20251203,568400.0,3.5808,33.5229
001390.SZ,20251202,562000.0,3.5405,33.1454
