ts_code,trade_date,total_mv,pb,pe_ttm
002010.SZ,20260416,1630778.2357,0.9188,29.5816
002010.SZ,20260415,1605901.9575,0.9048,29.1303
002010.SZ,20260414,1592081.803,0.897,28.8796
002010.SZ,20260413,1594845.8339,0.8986,28.9298
002010.SZ,20260410,1608665.9885,0.9064,29.1805
002010.SZ,20260409,1592081.803,0.897,28.8796
002010.SZ,20260408,1625250.1739,0.9157,29.4813
002010.SZ,20260407,1556149.4012,0.8768,28.2278
002010.SZ,20260403,1539565.2158,0.8674,27.927
002010.SZ,20260402,1589317.7721,0.8955,28.8295
002010.SZ,20260401,1636306.2975,0.922,29.6818
002010.SZ,20260331,1586553.7412,0.8939,28.7793
002010.SZ,20260330,1589317.7721,0.8955,28.8295
002010.SZ,20260327,1592081.803,0.897,28.8796
002010.SZ,20260326,1581025.6794,0.8908,28.6791
002010.SZ,20260325,1578261.6485,0.8892,28.6289
002010.SZ,20260324,1550621.3394,0.8737,28.1276
002010.SZ,20260323,1520216.9994,0.8565,27.576
002010.SZ,20260320,1619722.1121,0.9126,29.381
002010.SZ,20260319,1644598.3903,0.9266,29.8323
002010.SZ,20260318,1688822.8848,0.9515,30.6345
002010.SZ,20260317,1694350.9466,0.9547,30.7347
002010.SZ,20260316,1708171.1011,0.9624,30.9854
002010.SZ,20260313,1744103.5029,0.9827,31.6372
002010.SZ,20260312,1763451.7193,0.9936,31.9882
002010.SZ,20260311,1768979.7811,0.9967,32.0885
002010.SZ,20260310,1763451.7193,0.9936,31.9882
002010.SZ,20260309,1766215.7502,0.9951,32.0383
002010.SZ,20260306,1785563.9666,1.0061,32.3893
002010.SZ,20260305,1755159.6266,0.9889,31.8378
002010.SZ,20260304,1730283.3484,0.9749,31.3865
002010.SZ,20260303,1757923.6575,0.9905,31.8879
002010.SZ,20260302,1818732.3375,1.0247,32.991
002010.SZ,20260227,1887833.1102,1.0637,34.2444
002010.SZ,20260226,1885069.0793,1.0621,34.1943
002010.SZ,20260225,1890597.1411,1.0652,34.2946
002010.SZ,20260224,1860192.8011,1.0481,33.743
002010.SZ,20260213,1813204.2756,1.0216,32.8907
002010.SZ,20260212,1832552.492,1.0325,33.2417
002010.SZ,20260211,1827024.4302,1.0294,33.1414
002010.SZ,20260210,1838080.5538,1.0356,33.3419
002010.SZ,20260209,1838080.5538,1.0356,33.3419
002010.SZ,20260206,1791092.0284,1.0092,32.4896
002010.SZ,20260205,1782799.9357,1.0045,32.3392
002010.SZ,20260204,1810440.2447,1.0201,32.8405
002010.SZ,20260203,1804912.1829,1.017,32.7403
002010.SZ,20260202,1768979.7811,0.9967,32.0885
002010.SZ,20260130,1843608.6156,1.0388,33.4422
002010.SZ,20260129,1862956.832,1.0497,33.7932
002010.SZ,20260128,1865720.8629,1.0512,33.8433
002010.SZ,20260127,1857428.7702,1.0465,33.6929
002010.SZ,20260126,1893361.172,1.0668,34.3447
002010.SZ,20260123,1965225.9756,1.1073,35.6483
002010.SZ,20260122,1879541.0174,1.059,34.094
002010.SZ,20260121,1871248.9247,1.0543,33.9436
002010.SZ,20260120,1865720.8629,1.0512,33.8433
002010.SZ,20260119,1824260.3993,1.0279,33.0912
002010.SZ,20260116,1785563.9666,1.0061,32.3893
002010.SZ,20260115,1815968.3066,1.0232,32.9408
002010.SZ,20260114,1793856.0593,1.0107,32.5397
002010.SZ,20260113,1771743.812,0.9983,32.1386
002010.SZ,20260112,1804912.1829,1.017,32.7403
002010.SZ,20260109,1735811.4102,0.978,31.4868
002010.SZ,20260108,1708171.1011,0.9624,30.9854
002010.SZ,20260107,1713699.163,0.9656,31.0857
002010.SZ,20260106,1713699.163,0.9656,31.0857
002010.SZ,20260105,1680530.7921,0.9469,30.484
002010.SZ,20251231,1605901.9575,0.9048,29.1303
002010.SZ,20251230,1616958.0812,0.9111,29.3309
002010.SZ,20251229,1608665.9885,0.9064,29.1805
002010.SZ,20251226,1619722.1121,0.9126,29.381
002010.SZ,20251225,1636306.2975,0.922,29.6818
002010.SZ,20251224,1616958.0812,0.9111,29.3309
002010.SZ,20251223,1611430.0194,0.9079,29.2306
002010.SZ,20251222,1622486.143,0.9142,29.4311
002010.SZ,20251219,1608665.9885,0.9064,29.1805
002010.SZ,20251218,1583789.7103,0.8924,28.7292
002010.SZ,20251217,1572733.5867,0.8861,28.5287
002010.SZ,20251216,1558913.4321,0.8783,28.278
