ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000066.SZ,20260421,15.41,2.5216,4.2115,,,4.4812,3.5,3.3379,4970956.3946,4970633.9404
000066.SZ,20260420,15.85,2.4892,4.1573,,,4.6092,3.5999,3.4333,5112891.5545,5112559.8932
000066.SZ,20260417,15.72,2.9166,4.8712,,,4.5714,3.5704,3.4051,5070956.1663,5070627.2253
000066.SZ,20260416,15.6,2.3067,3.8525,,,4.5365,3.5431,3.3791,5032246.5773,5031920.1473
000066.SZ,20260415,15.65,3.8688,6.4615,,,4.551,3.5545,3.3899,5048375.5727,5048048.0965
000066.SZ,20260414,15.57,2.5257,4.2183,,,4.5277,3.5363,3.3726,5022569.18,5022243.3778
000066.SZ,20260413,15.39,3.0003,5.0109,,,4.4754,3.4955,3.3336,4964504.7964,4964182.7607
000066.SZ,20260410,15.06,2.3948,3.9996,,,4.3794,3.4205,3.2621,4858053.4265,4857738.296
000066.SZ,20260409,14.9,2.029,3.3887,,,4.3329,3.3842,3.2275,4806440.6411,4806128.8586
000066.SZ,20260408,14.98,2.3079,3.8545,,,4.3562,3.4023,3.2448,4832247.0338,4831933.5773
000066.SZ,20260407,14.25,0.8869,1.4812,,,4.1439,3.2365,3.0867,4596763.7004,4596465.5192
000066.SZ,20260403,14.19,1.2081,2.0178,,,4.1264,3.2229,3.0737,4577408.9059,4577111.9801
000066.SZ,20260402,14.43,1.5834,2.6445,,,4.1962,3.2774,3.1257,4654828.084,4654526.1362
000066.SZ,20260401,14.85,1.2684,2.1185,,,4.3184,3.3728,3.2166,4790311.6457,4790000.9094
000066.SZ,20260331,14.71,1.4694,2.4541,,,4.2777,3.341,3.1863,4745150.4584,4744842.6517
000066.SZ,20260330,14.91,1.579,2.6372,,,4.3358,3.3864,3.2296,4809666.4402,4809354.4485
000066.SZ,20260327,15.07,2.6694,4.4582,,,4.3823,3.4228,3.2643,4861279.2256,4860963.8859
