ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000037.SZ,20260421,11.4,21.824,36.9566,42.67,42.67,4.0961,17.1068,17.1068,687149.3594,386355.291
000037.SZ,20260420,10.92,19.1202,32.3781,40.8733,40.8733,3.9237,16.3865,16.3865,658216.7548,370087.6998
000037.SZ,20260417,11.07,6.7173,11.3751,41.4348,41.4348,3.9776,16.6116,16.6116,667258.1938,375171.3221
000037.SZ,20260416,10.06,8.7045,14.7402,37.6544,37.6544,3.6147,15.096,15.096,606379.1716,340941.5989
000037.SZ,20260415,9.89,10.6329,18.0057,37.0181,37.0181,3.5536,14.8409,14.8409,596132.2074,335180.1604
000037.SZ,20260414,9.76,7.153,12.1128,268.5202,123.6078,4.0017,13.2807,16.7656,588296.2937,330774.3544
000037.SZ,20260413,9.76,9.4984,16.0846,268.5202,123.6078,4.0017,13.2807,16.7656,588296.2937,330774.3544
000037.SZ,20260410,9.33,8.1063,13.7272,256.6899,118.162,3.8254,12.6956,16.0269,562377.5021,316201.304
000037.SZ,20260409,9.51,10.1679,17.2182,261.6421,120.4416,3.8992,12.9405,16.3361,573227.2288,322301.6507
000037.SZ,20260408,9.89,10.7385,18.1845,272.0968,125.2542,4.055,13.4576,16.9889,596132.2074,335180.1604
000037.SZ,20260407,9.66,10.1242,17.1442,265.769,122.3413,3.9607,13.1446,16.5938,582268.6677,327385.2729
000037.SZ,20260403,9.75,14.3278,24.2627,268.2451,123.4812,3.9976,13.2671,16.7484,587693.5311,330435.4463
000037.SZ,20260402,10.83,18.008,30.4946,297.9584,137.1591,4.4404,14.7366,18.6036,652791.8915,367037.5265
000037.SZ,20260401,11.85,23.3986,39.6231,326.0209,150.0771,4.8586,16.1246,20.3557,714273.6763,401606.1578
000037.SZ,20260331,13.02,24.3743,41.2753,358.2103,164.8948,5.3383,17.7166,22.3655,784796.9,441258.4113
000037.SZ,20260330,11.84,22.914,38.8025,325.7458,149.9505,4.8545,16.111,20.3386,713670.9137,401267.2496
000037.SZ,20260327,12.4,31.4621,53.2778,341.1527,157.0427,5.0841,16.873,21.3005,747425.619,420246.106
000037.SZ,20260326,11.99,20.7194,35.0861,329.8727,151.8502,4.916,16.3151,20.5962,722712.3526,406350.8719
000037.SZ,20260325,10.9,19.4503,32.9371,299.8842,138.0456,4.4691,14.8319,18.7238,657011.2296,369409.8835
000037.SZ,20260324,10.5,15.7853,26.7308,288.8793,132.9797,4.3051,14.2876,18.0367,632900.7258,355853.5575
000037.SZ,20260323,10.09,14.6067,24.7349,277.5993,127.7872,4.137,13.7297,17.3324,608187.4594,341958.3234
000037.SZ,20260320,10.4,18.662,31.6021,286.1281,131.7132,4.2641,14.1515,17.865,626873.0998,352464.476
000037.SZ,20260319,10.6,26.2335,44.4237,291.6305,134.2462,4.3461,14.4237,18.2085,638928.3518,359242.639
000037.SZ,20260318,10.54,3.8723,6.5573,289.9798,133.4863,4.3215,14.342,18.1054,635311.7762,357209.1901
000037.SZ,20260317,9.58,3.3276,5.635,263.568,121.3282,3.9279,13.0357,16.4564,577446.567,324674.0077
000037.SZ,20260316,9.64,4.3508,7.3677,265.2187,122.088,3.9525,13.1174,16.5594,581063.1425,326707.4566
