ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000049.SZ,20260421,29.64,8.4198,15.4503,27.6038,27.3089,1.7112,0.5466,0.5181,1140068.6148,1139761.331
000049.SZ,20260420,27.64,2.0268,3.7192,25.7412,25.4662,1.5958,0.5097,0.4831,1063140.908,1062854.3586
000049.SZ,20260417,27.82,3.2797,6.0182,25.9088,25.6321,1.6061,0.513,0.4863,1070064.4016,1069775.9861
000049.SZ,20260416,27.3,2.1782,3.9969,25.4245,25.153,1.5761,0.5034,0.4772,1050063.1978,1049780.1733
000049.SZ,20260415,27.17,2.2201,4.0738,25.3035,25.0332,1.5686,0.501,0.4749,1045062.8969,1044781.2201
000049.SZ,20260414,27.57,3.2331,5.9328,25.676,25.4017,1.5917,0.5084,0.4819,1060448.4382,1060162.6145
000049.SZ,20260413,27.21,4.0135,7.3648,25.3407,25.0701,1.5709,0.5017,0.4756,1046601.451,1046319.3595
000049.SZ,20260410,26.86,7.0626,12.9599,25.0147,24.7476,1.5507,0.4953,0.4695,1033139.1023,1032860.6393
000049.SZ,20260409,25.44,2.5973,4.766,23.6923,23.4393,1.4687,0.4691,0.4447,978520.4305,978256.6889
000049.SZ,20260408,25.26,3.0211,5.5438,23.5247,23.2734,1.4584,0.4658,0.4415,971596.9369,971335.0614
000049.SZ,20260407,24.88,1.674,3.0719,23.1708,22.9233,1.4364,0.4588,0.4349,956980.6726,956722.7367
000049.SZ,20260403,24.56,2.5944,4.7607,22.8728,22.6285,1.4179,0.4529,0.4293,944672.2395,944417.6211
000049.SZ,20260402,25.67,2.5105,4.6068,23.9065,23.6512,1.482,0.4733,0.4487,987367.1168,987100.9908
000049.SZ,20260401,26.25,2.7622,5.0687,24.4467,24.1856,1.5155,0.484,0.4588,1009676.1518,1009404.0128
000049.SZ,20260331,26.04,3.8436,7.053,24.2511,23.9921,1.5034,0.4802,0.4552,1001598.7425,1001328.7806
000049.SZ,20260330,27.3,3.3646,6.1741,25.4245,25.153,1.5761,0.5034,0.4772,1050063.1978,1049780.1733
000049.SZ,20260327,27.42,3.7391,6.8613,25.5363,25.2635,1.5831,0.5056,0.4793,1054678.8602,1054394.5916
000049.SZ,20260326,27.53,3.9651,7.276,25.6387,25.3649,1.5894,0.5076,0.4812,1058909.8841,1058624.4751
000049.SZ,20260325,27.99,5.5384,10.163,26.0671,25.7887,1.616,0.5161,0.4892,1076603.2567,1076313.0787
000049.SZ,20260324,28.44,7.335,13.4597,26.4862,26.2033,1.6419,0.5244,0.4971,1093911.9907,1093617.1475
000049.SZ,20260323,26.61,4.5403,8.3315,24.7819,24.5172,1.5363,0.4907,0.4651,1023523.139,1023247.2678
000049.SZ,20260320,27.75,6.1943,11.3666,25.8436,25.5676,1.6021,0.5117,0.485,1067371.9319,1067084.2421
000049.SZ,20260319,26.83,1.9518,3.5815,24.9868,24.7199,1.549,0.4947,0.469,1031985.1867,1031707.0347
