ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000521.SZ,20260421,5.72,0.8554,1.1943,14.3543,14.3543,0.9684,0.1937,0.1937,589116.365,500797.8084
000521.SZ,20260420,5.78,1.1649,1.6265,14.5049,14.5049,0.9785,0.1958,0.1958,595295.9073,506050.9322
000521.SZ,20260417,5.7,0.5492,0.7668,14.3041,14.3041,0.965,0.1931,0.1931,587056.5176,499046.7671
000521.SZ,20260416,5.72,0.6738,0.9408,14.3543,14.3543,0.9684,0.1937,0.1937,589116.365,500797.8084
000521.SZ,20260415,5.68,1.1622,1.6227,14.254,14.254,0.9616,0.1924,0.1924,584996.6701,497295.7258
000521.SZ,20260414,5.71,0.7976,1.1136,14.3292,14.3292,0.9667,0.1934,0.1934,588086.4413,499922.2877
000521.SZ,20260413,5.72,0.679,0.948,14.3543,14.3543,0.9684,0.1937,0.1937,589116.365,500797.8084
000521.SZ,20260410,5.75,1.0021,1.3992,14.4296,14.4296,0.9735,0.1948,0.1948,592206.1361,503424.3703
000521.SZ,20260409,5.68,0.9909,1.3835,14.254,14.254,0.9616,0.1924,0.1924,584996.6701,497295.7258
000521.SZ,20260408,5.81,1.5019,2.097,14.5802,14.5802,0.9836,0.1968,0.1968,598385.6784,508677.4942
000521.SZ,20260407,5.68,2.1449,2.9947,14.254,14.254,0.9616,0.1924,0.1924,584996.6701,497295.7258
000521.SZ,20260403,5.77,3.637,5.0781,14.4798,14.4798,0.9768,0.1954,0.1954,594265.9836,505175.4116
000521.SZ,20260402,6.29,1.1069,1.5454,9.2643,9.8568,1.0429,0.2265,0.2074,647822.0167,550739.6238
000521.SZ,20260401,6.3,1.408,1.9658,9.279,9.8724,1.0446,0.2269,0.2077,648851.9405,551615.2034
000521.SZ,20260331,6.17,0.8844,1.2348,9.0875,9.6687,1.023,0.2222,0.2034,635462.9322,540232.6675
000521.SZ,20260330,6.14,0.9506,1.3271,9.0433,9.6217,1.018,0.2211,0.2024,632373.161,537605.9284
