ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000426.SZ,20260421,44.93,2.1368,2.9405,52.1482,50.0469,8.7111,18.682,15.7251,7977931.3753,7975998.1498
000426.SZ,20260420,45.48,3.5538,4.8906,52.7865,50.6595,8.8177,18.9107,15.9176,8075591.341,8073634.4503
000426.SZ,20260417,44.28,2.3802,3.2755,51.3937,49.3229,8.5851,18.4117,15.4976,7862515.0523,7860609.7946
000426.SZ,20260416,44.75,2.9549,4.0664,51.9392,49.8464,8.6762,18.6071,15.6621,7945969.932,7944044.4514
000426.SZ,20260415,43.87,4.6885,6.4522,50.9179,48.8662,8.5056,18.2412,15.3541,7789713.987,7787826.3706
000426.SZ,20260414,43.6,2.7075,3.726,50.6045,48.5654,8.4532,18.129,15.2596,7741771.822,7739895.823
000426.SZ,20260413,42.72,2.2442,3.0884,49.5831,47.5852,8.2826,17.7631,14.9516,7585515.877,7583677.7422
000426.SZ,20260410,43.3,2.949,4.0583,50.2563,48.2312,8.3951,18.0042,15.1546,7688502.7499,7686639.6591
000426.SZ,20260409,43.56,4.4548,6.1305,50.5581,48.5209,8.4455,18.1123,15.2456,7734669.2791,7732795.0012
000426.SZ,20260408,43.56,3.1316,4.3096,50.5581,48.5209,8.4455,18.1123,15.2456,7734669.2791,7732795.0012
000426.SZ,20260407,39.6,1.5701,2.1607,45.9619,44.1099,7.6777,16.4658,13.8597,7031517.5264,7029813.6374
000426.SZ,20260403,39.42,1.6717,2.3005,45.753,43.9094,7.6428,16.3909,13.7967,6999556.0831,6997859.9391
000426.SZ,20260402,39.96,3.0102,4.1425,46.3797,44.5109,7.7475,16.6154,13.9857,7095440.413,7093721.0341
000426.SZ,20260401,41.55,3.7642,5.1802,48.2252,46.2819,8.0558,17.2766,14.5421,7377766.4955,7375978.7029
000426.SZ,20260331,40.22,3.8994,5.3662,46.6815,44.8005,7.7979,16.7236,14.0766,7141606.9423,7139876.3762
000426.SZ,20260330,40.26,2.7011,3.7172,46.7279,44.845,7.8057,16.7402,14.0906,7148709.4852,7146977.1981
000426.SZ,20260327,40.08,3.0268,4.1654,46.519,44.6445,7.7708,16.6653,14.0277,7116748.0419,7115023.4997
000426.SZ,20260326,39.1,2.7071,3.7254,45.3816,43.5529,7.5808,16.2579,13.6847,6942735.7395,6941053.3642
000426.SZ,20260325,40.15,5.6344,7.7538,46.6002,44.7225,7.7843,16.6945,14.0522,7129177.4921,7127449.938
000426.SZ,20260324,38.25,4.8848,6.7223,44.395,42.6061,7.416,15.9044,13.3872,6791806.7017,6790160.8998
000426.SZ,20260323,36.09,6.1166,8.4174,41.888,40.2001,6.9972,15.0063,12.6312,6408269.3821,6406716.5196
000426.SZ,20260320,39.37,4.127,5.6795,45.6949,43.8537,7.6331,16.3701,13.7792,6990677.9044,6988983.9118
000426.SZ,20260319,40.33,5.634,7.7533,46.8092,44.923,7.8192,16.7693,14.1151,7161138.9354,7159403.6363
000426.SZ,20260318,44.12,3.0829,4.2425,51.208,49.1446,8.554,18.3452,15.4416,7834104.8805,7832206.5072
000426.SZ,20260317,44.71,2.2874,3.1479,51.8928,49.8018,8.6684,18.5905,15.6481,7938867.3891,7936943.6295
000426.SZ,20260316,45.37,4.3807,6.0285,52.6589,50.537,8.7964,18.8649,15.8791,8056059.3478,8054107.1902
000426.SZ,20260313,46.9,2.9732,4.0916,54.4347,52.2412,9.093,19.5011,16.4146,8327731.6159,8325713.6262
000426.SZ,20260312,48.77,4.1261,5.6782,56.6051,54.3242,9.4556,20.2787,17.0691,8659775.4991,8657677.0479
000426.SZ,20260311,50.67,1.9794,2.724,58.8103,56.4406,9.824,21.0687,17.7341,8997146.2895,8994966.0861
000426.SZ,20260310,51.7,2.7185,3.7412,60.0058,57.5879,10.0237,21.497,18.0945,9180036.7706,9177812.2489
000426.SZ,20260309,49.68,3.8673,5.3221,57.6613,55.3378,9.632,20.657,17.3876,8821358.3514,8819220.7452
000426.SZ,20260306,50.18,2.89,3.9772,58.2416,55.8948,9.729,20.8649,17.5626,8910140.1383,8907981.0184
000426.SZ,20260305,51.15,3.306,4.5495,59.3674,56.9752,9.917,21.2683,17.9021,9082376.805,9080175.9484
000426.SZ,20260304,51.8,4.4932,6.1834,60.1219,57.6993,10.043,21.5385,18.1295,9197793.128,9195564.3035
000426.SZ,20260303,54.2,5.6581,7.7865,62.9074,60.3726,10.5084,22.5365,18.9695,9623945.7054,9621613.6149
000426.SZ,20260302,60.22,7.4227,10.2148,69.8946,67.0782,11.6755,25.0396,21.0765,10692878.4203,10690287.3042
000426.SZ,20260227,55.19,5.2382,7.2086,64.0565,61.4753,10.7003,22.9481,19.316,9799733.6435,9797358.9558
000426.SZ,20260226,52.14,3.5379,4.8687,60.5165,58.078,10.109,21.6799,18.2485,9258164.7431,9255921.2893
000426.SZ,20260225,53.07,5.0652,6.9706,61.5959,59.1139,10.2893,22.0666,18.574,9423298.8669,9421015.3974
000426.SZ,20260224,51.14,3.9766,5.4724,59.3558,56.9641,9.9151,21.2641,17.8986,9080601.1692,9078400.7429
000426.SZ,20260213,48.09,3.6399,5.0091,55.8158,53.5668,9.3237,19.9959,16.8311,8539032.2689,8536963.0764
000426.SZ,20260212,50.15,3.0925,4.2558,58.2068,55.8614,9.7231,20.8525,17.5521,8904813.2311,8902655.402
000426.SZ,20260211,50.39,2.9566,4.0687,58.4853,56.1287,9.7697,20.9523,17.6361,8947428.4888,8945260.3331
000426.SZ,20260210,49.62,3.191,4.3913,57.5916,55.271,9.6204,20.6321,17.3666,8810704.5369,8808569.5124
000426.SZ,20260209,50.21,4.9098,6.7567,58.2764,55.9282,9.7348,20.8774,17.5731,8915467.0455,8913306.6347
000426.SZ,20260206,48.02,7.3186,10.0717,55.7346,53.4888,9.3102,19.9668,16.8066,8526602.8187,8524536.6381
000426.SZ,20260205,50.02,8.2637,11.3722,58.0559,55.7166,9.6979,20.7984,17.5066,8881729.9665,8879577.7309
000426.SZ,20260204,53.4,6.4716,8.906,61.9789,59.4815,10.3533,22.2038,18.6895,9481894.8463,9479597.1778
000426.SZ,20260203,51.45,10.545,14.5116,59.7156,57.3094,9.9752,21.393,18.0071,9135645.8772,9133432.1123
000426.SZ,20260202,55.37,0.2781,0.3827,64.2654,61.6758,10.7352,23.023,19.379,9831695.0868,9829312.6542
000426.SZ,20260130,61.52,4.3301,5.9589,71.4034,68.5262,11.9276,25.5801,21.5315,10923711.0663,10921064.0145
000426.SZ,20260129,68.36,7.7948,10.727,79.3423,76.1452,13.2537,28.4242,23.9254,12138245.9118,12135304.5519
000426.SZ,20260128,68.8,7.0274,9.6708,79.853,76.6353,13.339,28.6072,24.0794,12216373.8843,12213413.5923
000426.SZ,20260127,62.88,8.3527,11.4947,72.9819,70.0411,12.1913,26.1456,22.0075,11165197.5268,11162491.9576
000426.SZ,20260126,63.67,4.4609,6.139,73.8988,70.9211,12.3444,26.4741,22.2839,11305472.7502,11302733.1893
000426.SZ,20260123,57.88,5.1176,7.0427,67.1786,64.4717,11.2218,24.0666,20.2575,10277379.6573,10274889.2256
000426.SZ,20260122,52.66,5.036,6.9304,61.12,58.6572,10.2098,21.8961,18.4305,9350497.8016,9348231.9734
000426.SZ,20260121,54.2,4.8442,6.6664,62.9074,60.3726,10.5084,22.5365,18.9695,9623945.7054,9621613.6149
000426.SZ,20260120,51.75,5.025,6.9152,60.0638,57.6436,10.0334,21.5178,18.112,9188914.9493,9186688.2762
000426.SZ,20260119,50.15,3.8817,5.3418,58.2068,55.8614,9.7231,20.8525,17.5521,8904813.2311,8902655.402
000426.SZ,20260116,51.0,4.5411,6.2493,59.1933,56.8082,9.8879,21.2059,17.8496,9055742.2689,9053547.8664
000426.SZ,20260115,49.85,6.5432,9.0045,57.8586,55.5272,9.665,20.7277,17.4471,8851544.1589,8849399.238
000426.SZ,20260114,50.38,5.6893,7.8294,58.4737,56.1176,9.7677,20.9481,17.6326,8945652.8531,8943485.1276
000426.SZ,20260113,46.76,4.8765,6.7109,54.2722,52.0853,9.0659,19.4429,16.3656,8302872.7156,8300860.7497
000426.SZ,20260112,45.4,5.2143,7.1758,52.6937,50.5704,8.8022,18.8774,15.8896,8061386.2551,8059432.8066
000426.SZ,20260109,42.27,4.0048,5.5112,49.0608,47.0839,8.1954,17.576,14.7941,7505612.2688,7503793.4963
000426.SZ,20260108,40.92,4.374,6.0193,47.4939,45.5802,7.9336,17.0146,14.3216,7265901.444,7264140.7587
000426.SZ,20260107,42.14,5.5601,7.6516,48.9099,46.9391,8.1702,17.5219,14.7486,7482529.0041,7480715.8253
000426.SZ,20260106,40.29,5.399,7.4299,46.7627,44.8784,7.8115,16.7527,14.1011,7154036.3924,7152302.8145
000426.SZ,20260105,39.16,6.0724,8.3566,45.4512,43.6198,7.5924,16.2828,13.7057,6953389.5539,6951704.597
000426.SZ,20251231,35.6,4.2225,5.8108,41.3193,39.6543,6.9022,14.8026,12.4597,6321263.2308,6319731.4518
000426.SZ,20251230,36.7,4.5925,6.32,42.596,40.8796,7.1154,15.2599,12.8447,6516583.1621,6515004.0529
000426.SZ,20251229,36.79,6.4143,8.8271,42.7004,40.9799,7.1329,15.2974,12.8762,6532563.8838,6530980.9021
000426.SZ,20251226,35.76,3.3856,4.6591,41.505,39.8325,6.9332,14.8691,12.5157,6349673.4027,6348134.7393
000426.SZ,20251225,34.97,3.1737,4.3676,40.5881,38.9526,6.78,14.5406,12.2392,6209398.1793,6207893.5076
000426.SZ,20251224,36.1,4.0459,5.5678,41.8996,40.2113,6.9991,15.0105,12.6347,6410045.0178,6408491.725
000426.SZ,20251223,35.27,3.5489,4.8839,40.9362,39.2867,6.8382,14.6653,12.3442,6262667.2515,6261149.6715
000426.SZ,20251222,36.14,3.7528,5.1645,41.946,40.2558,7.0069,15.0271,12.6487,6417147.5607,6415592.5469
000426.SZ,20251219,35.33,2.8418,3.9108,41.0059,39.3536,6.8498,14.6903,12.3652,6273321.0659,6271800.9043
000426.SZ,20251218,34.78,2.3693,3.2606,40.3675,38.7409,6.7432,14.4616,12.1727,6175661.1002,6174164.6038
000426.SZ,20251217,34.95,3.6284,4.9932,40.5648,38.9303,6.7761,14.5323,12.2322,6205846.9078,6204343.0967
000426.SZ,20251216,32.83,3.2417,4.4611,38.1043,36.5689,6.3651,13.6508,11.4902,5829412.1311,5827999.5383
000426.SZ,20251215,34.69,2.4232,3.3348,40.2631,38.6407,6.7257,14.4242,12.1412,6159680.3786,6158187.7546
000426.SZ,20251212,34.9,3.2993,4.5404,40.5068,38.8746,6.7665,14.5115,12.2147,6196968.7291,6195467.0694
000426.SZ,20251211,33.8,3.7487,5.1588,39.2301,37.6493,6.5532,14.0541,11.8297,6001648.7978,6000194.4683
000426.SZ,20251210,35.27,4.1622,5.7279,40.9362,39.2867,6.8382,14.6653,12.3442,6262667.2515,6261149.6715
000426.SZ,20251209,33.9,3.4813,4.7908,39.3462,37.7607,6.5726,14.0957,11.8647,6019405.1552,6017946.523
000426.SZ,20251208,34.99,2.8689,3.948,40.6113,38.9749,6.7839,14.5489,12.2462,6212949.4508,6211443.9185
000426.SZ,20251205,35.48,3.8033,5.234,41.18,39.5207,6.8789,14.7527,12.4177,6299955.602,6298428.9863
000426.SZ,20251204,34.71,4.573,6.2932,40.2863,38.663,6.7296,14.4325,12.1482,6163231.6501,6161738.1655
000426.SZ,20251203,36.16,4.3102,5.9316,41.9692,40.2781,7.0107,15.0354,12.6557,6420698.8322,6419142.9578
000426.SZ,20251202,36.74,3.3903,4.6656,42.6424,40.9242,7.1232,15.2766,12.8587,6523685.7051,6522104.8747
