ts_code,trade_date,total_mv,pb,pe_ttm
002125.SZ,20260416,899570.606,2.9478,39.4236
002125.SZ,20260415,848580.2497,2.7807,37.1889
002125.SZ,20260414,871872.1408,2.857,38.2097
002125.SZ,20260413,854245.8448,2.7992,37.4372
002125.SZ,20260410,838508.0806,2.7477,36.7475
002125.SZ,20260409,821511.2952,2.692,36.0026
002125.SZ,20260408,832842.4854,2.7291,36.4992
002125.SZ,20260407,807662.0626,2.6466,35.3957
002125.SZ,20260403,783111.1503,2.5661,34.3198
002125.SZ,20260402,817104.7212,2.6775,35.8095
002125.SZ,20260401,832811.0933,2.7292,36.4979
002125.SZ,20260331,822739.3038,2.6962,36.0565
002125.SZ,20260330,849177.7512,2.7829,37.2151
002125.SZ,20260327,862396.9749,2.8262,37.7944
002125.SZ,20260326,831552.1196,2.7251,36.4427
002125.SZ,20260325,831552.1196,2.7251,36.4427
002125.SZ,20260324,821480.3301,2.6921,36.0013
002125.SZ,20260323,813297.0012,2.6653,35.6426
002125.SZ,20260320,848548.2644,2.7808,37.1875
002125.SZ,20260319,856102.1065,2.8056,37.5186
002125.SZ,20260318,914014.896,2.9953,40.0566
002125.SZ,20260317,931011.0408,3.051,40.8015
002125.SZ,20260316,952413.5935,3.1212,41.7394
002125.SZ,20260313,950525.1329,3.115,41.6567
002125.SZ,20260312,958708.4619,3.1418,42.0153
002125.SZ,20260311,962485.3829,3.1542,42.1808
002125.SZ,20260310,933528.9882,3.0593,40.9118
002125.SZ,20260309,937305.9092,3.0717,41.0773
002125.SZ,20260306,934158.475,3.0614,40.9394
002125.SZ,20260305,941712.3171,3.0861,41.2704
002125.SZ,20260304,914644.3829,2.9974,40.0842
002125.SZ,20260303,917162.3303,3.0057,40.1945
002125.SZ,20260302,949266.1592,3.1109,41.6015
002125.SZ,20260227,951784.1066,3.1191,41.7118
002125.SZ,20260226,927234.1197,3.0387,40.6359
002125.SZ,20260225,927863.6066,3.0407,40.6635
002125.SZ,20260224,888835.4223,2.9128,38.9531
002125.SZ,20260213,857361.0802,2.8097,37.5738
002125.SZ,20260212,870580.3039,2.853,38.1531
002125.SZ,20260211,867432.8697,2.8427,38.0151
002125.SZ,20260210,861767.4881,2.8241,37.7669
002125.SZ,20260209,869950.817,2.8509,38.1255
002125.SZ,20260206,852954.6723,2.7952,37.3806
002125.SZ,20260205,840994.4222,2.756,36.8565
002125.SZ,20260204,865544.4091,2.8365,37.9324
002125.SZ,20260203,865544.4091,2.8365,37.9324
002125.SZ,20260202,842882.8828,2.7622,36.9392
002125.SZ,20260130,881911.067,2.8901,38.6497
002125.SZ,20260129,947377.6987,3.1047,41.5187
002125.SZ,20260128,954302.054,3.1274,41.8222
002125.SZ,20260127,943600.7777,3.0923,41.3532
002125.SZ,20260126,953043.0803,3.1232,41.767
002125.SZ,20260123,965003.3303,3.1624,42.2912
