ts_code,trade_date,total_mv,pb,pe_ttm
001336.SZ,20260416,208408.4855,2.639,78.8887
001336.SZ,20260415,202541.22,2.5647,76.6678
001336.SZ,20260414,205916.907,2.6074,77.9456
001336.SZ,20260413,208488.859,2.64,78.9192
001336.SZ,20260410,208971.1,2.6461,79.1017
001336.SZ,20260409,208649.606,2.642,78.98
001336.SZ,20260408,217410.3175,2.7529,82.2962
001336.SZ,20260407,203827.196,2.5809,77.1546
001336.SZ,20260403,195548.7255,2.4761,74.0209
001336.SZ,20260402,205515.0395,2.6023,77.7935
001336.SZ,20260401,215240.233,2.7255,81.4747
001336.SZ,20260331,213954.257,2.7092,80.988
001336.SZ,20260330,215642.1005,2.7306,81.6269
001336.SZ,20260327,213150.522,2.699,80.6837
001336.SZ,20260326,208649.606,2.642,78.98
001336.SZ,20260325,215802.8475,2.7326,81.6877
001336.SZ,20260324,206640.2685,2.6166,78.2194
001336.SZ,20260323,194182.376,2.4588,73.5037
001336.SZ,20260320,205273.919,2.5993,77.7022
001336.SZ,20260319,214757.992,2.7194,81.2922
001336.SZ,20260318,221750.4865,2.8079,83.9391
001336.SZ,20260317,216043.968,2.7356,81.779
001336.SZ,20260316,221750.4865,2.8079,83.9391
001336.SZ,20260313,222232.7275,2.814,84.1216
001336.SZ,20260312,222956.089,2.8232,84.3954
001336.SZ,20260311,225769.1615,2.8588,85.4603
001336.SZ,20260310,227778.499,2.8842,86.2208
001336.SZ,20260309,222393.4745,2.816,84.1825
001336.SZ,20260306,223277.583,2.8272,84.5171
001336.SZ,20260305,215802.8475,2.7326,81.6877
001336.SZ,20260304,213472.016,2.7031,80.8054
001336.SZ,20260303,217249.5705,2.7509,82.2353
001336.SZ,20260302,225769.1615,2.8588,85.4603
001336.SZ,20260227,234610.2465,2.9707,88.8069
001336.SZ,20260226,227457.005,2.8802,86.0992
001336.SZ,20260225,226974.764,2.8741,85.9166
001336.SZ,20260224,228260.74,2.8903,86.4034
001336.SZ,20260213,222313.101,2.815,84.152
001336.SZ,20260212,222313.101,2.815,84.152
001336.SZ,20260211,225608.4145,2.8567,85.3994
001336.SZ,20260210,225688.788,2.8578,85.4298
001336.SZ,20260209,227457.005,2.8802,86.0992
001336.SZ,20260206,224161.6915,2.8384,84.8518
001336.SZ,20260205,222714.9685,2.8201,84.3042
001336.SZ,20260204,222071.9805,2.812,84.0608
001336.SZ,20260203,219017.7875,2.7733,82.9047
001336.SZ,20260202,218615.92,2.7682,82.7525
001336.SZ,20260130,215240.233,2.7255,81.4747
001336.SZ,20260129,210096.329,2.6603,79.5276
001336.SZ,20260128,211703.799,2.6807,80.1361
001336.SZ,20260127,216204.715,2.7377,81.8398
001336.SZ,20260126,216847.703,2.7458,82.0832
001336.SZ,20260123,217892.5585,2.759,82.4787
001336.SZ,20260122,217088.8235,2.7489,82.1745
001336.SZ,20260121,214115.004,2.7112,81.0488
001336.SZ,20260120,211703.799,2.6807,80.1361
001336.SZ,20260119,211301.9315,2.6756,79.984
001336.SZ,20260116,208971.1,2.6461,79.1017
001336.SZ,20260115,210578.57,2.6664,79.7102
001336.SZ,20260114,209774.835,2.6563,79.4059
001336.SZ,20260113,207363.63,2.6257,78.4932
001336.SZ,20260112,209614.088,2.6542,79.3451
001336.SZ,20260109,206479.5215,2.6145,78.1586
001336.SZ,20260108,207122.5095,2.6227,78.4019
001336.SZ,20260107,204068.3165,2.584,77.2458
001336.SZ,20260106,205675.7865,2.6044,77.8543
001336.SZ,20260105,204309.437,2.5871,77.3371
001336.SZ,20251231,196593.581,2.4894,74.4164
001336.SZ,20251230,201014.1235,2.5453,76.0897
001336.SZ,20251229,199085.1595,2.5209,75.3596
001336.SZ,20251226,205997.2805,2.6084,77.976
001336.SZ,20251225,214516.8715,2.7163,81.2009
001336.SZ,20251224,230430.8245,2.9178,87.2248
001336.SZ,20251223,255989.5975,3.2414,96.8996
001336.SZ,20251222,232681.2825,2.9463,88.0767
001336.SZ,20251219,211543.052,2.6786,80.0753
001336.SZ,20251218,192333.7855,2.4354,72.804
