ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000045.SZ,20260421,12.1,2.988,6.125,89.5796,89.5796,2.0569,1.8908,1.8908,612891.4373,552996.4373
000045.SZ,20260420,11.89,1.9726,4.0436,88.0249,88.0249,2.0212,1.858,1.858,602254.4785,543398.9785
000045.SZ,20260417,11.97,1.4922,3.0588,88.6171,88.6171,2.0348,1.8705,1.8705,606306.6533,547055.1533
000045.SZ,20260416,12.16,2.2287,4.5685,90.0238,90.0238,2.0671,1.9002,1.9002,615930.5684,555738.5684
000045.SZ,20260415,12.03,1.447,2.9661,89.0613,89.0613,2.045,1.8799,1.8799,609345.7843,549797.2843
000045.SZ,20260414,12.15,1.884,3.8619,89.9497,89.9497,2.0654,1.8986,1.8986,615424.0465,555281.5465
000045.SZ,20260413,12.04,1.9954,4.0904,89.1354,89.1354,2.0467,1.8815,1.8815,609852.3062,550254.3062
000045.SZ,20260410,12.17,1.9891,4.0774,90.0978,90.0978,2.0688,1.9018,1.9018,616437.0902,556195.5902
000045.SZ,20260409,12.12,2.5358,5.1979,89.7276,89.7276,2.0603,1.894,1.894,613904.481,553910.481
000045.SZ,20260408,12.55,2.7421,5.6209,92.911,92.911,2.1334,1.9612,1.9612,635684.9205,573562.4205
000045.SZ,20260407,12.29,2.3083,4.7317,90.9862,90.9862,2.0892,1.9205,1.9205,622515.3524,561679.8524
000045.SZ,20260403,12.2,3.1128,6.3807,90.3199,90.3199,2.0739,1.9065,1.9065,617956.6558,557566.6558
000045.SZ,20260402,12.77,4.6522,9.5365,94.5398,94.5398,2.1708,1.9955,1.9955,646828.4012,583616.9012
000045.SZ,20260401,13.69,4.7041,9.6427,101.3508,101.3508,2.3272,2.1393,2.1393,693428.4113,625662.9113
000045.SZ,20260331,13.97,6.6279,13.5862,103.4237,103.4237,2.3748,2.1831,2.1831,707611.0231,638459.5231
000045.SZ,20260330,14.55,7.1616,14.6803,107.7176,107.7176,2.4734,2.2737,2.2737,736989.2903,664966.7903
000045.SZ,20260327,14.41,7.9656,16.3284,81.6704,104.3983,2.4531,2.1884,2.2265,729897.9844,658568.4844
000045.SZ,20260326,13.63,5.1447,10.546,77.2497,98.7473,2.3204,2.07,2.106,690389.2802,622920.7802
000045.SZ,20260325,13.98,7.9082,16.2107,79.2334,101.283,2.3799,2.1231,2.16,708117.5449,638916.5449
000045.SZ,20260324,13.18,4.561,9.3495,74.6993,95.4871,2.2438,2.0016,2.0364,667595.797,602354.797
000045.SZ,20260323,12.73,6.3873,13.0931,72.1488,92.2269,2.1671,1.9333,1.9669,644802.3138,581788.8138
000045.SZ,20260320,13.6,7.4338,15.2383,77.0797,98.5299,2.3153,2.0654,2.1013,688869.7146,621549.7146
000045.SZ,20260319,13.29,3.3366,6.8396,75.3227,96.284,2.2625,2.0183,2.0534,673167.5373,607382.0373
000045.SZ,20260318,13.38,4.211,8.6319,75.8328,96.9361,2.2778,2.032,2.0673,677726.234,611495.234
000045.SZ,20260317,12.8,1.9688,4.0357,72.5456,92.734,2.1791,1.9439,1.9777,648347.9667,584987.9667
000045.SZ,20260316,13.16,1.8997,3.8942,74.5859,95.3422,2.2403,1.9986,2.0333,666582.7533,601440.7533
000045.SZ,20260313,12.96,1.8121,3.7146,73.4524,93.8932,2.2063,1.9682,2.0024,656452.3163,592300.3163
000045.SZ,20260312,13.14,2.2075,4.5251,74.4726,95.1973,2.2369,1.9955,2.0303,665569.7096,600526.7096
000045.SZ,20260311,13.29,3.3061,6.7771,75.3227,96.284,2.2625,2.0183,2.0534,673167.5373,607382.0373
000045.SZ,20260310,13.05,3.5513,7.2796,73.9625,94.5453,2.2216,1.9819,2.0163,661011.0129,596413.5129
000045.SZ,20260309,12.51,2.4763,5.076,70.902,90.633,2.1297,1.8999,1.9329,633658.8331,571734.3331
000045.SZ,20260306,12.78,5.1851,10.6288,72.4322,92.5892,2.1757,1.9409,1.9746,647334.923,584073.923
000045.SZ,20260305,13.2,3.3438,6.8542,74.8126,95.632,2.2472,2.0047,2.0395,668608.8407,603268.8407
000045.SZ,20260304,12.0,1.8269,3.7449,68.0115,86.9382,2.0429,1.8224,1.8541,607826.2188,548426.2188
000045.SZ,20260303,12.24,2.2915,4.6972,69.3717,88.6769,2.0837,1.8589,1.8912,619982.7432,559394.7432
000045.SZ,20260302,12.64,2.5427,5.2121,71.6387,91.5749,2.1518,1.9196,1.953,640243.6171,577675.6171
000045.SZ,20260227,13.19,1.5645,3.2071,74.7559,95.5595,2.2455,2.0031,2.038,668102.3188,602811.8188
000045.SZ,20260226,13.29,1.6047,3.2894,75.3227,96.284,2.2625,2.0183,2.0534,673167.5373,607382.0373
000045.SZ,20260225,13.24,1.7245,3.5349,75.0393,95.9218,2.254,2.0107,2.0457,670634.9281,605096.9281
000045.SZ,20260224,13.17,1.7885,3.6662,74.6426,95.4146,2.2421,2.0001,2.0349,667089.2751,601897.7751
000045.SZ,20260213,13.16,2.2225,4.5558,74.5859,95.3422,2.2403,1.9986,2.0333,666582.7533,601440.7533
000045.SZ,20260212,13.0,1.5518,3.181,73.6791,94.183,2.2131,1.9743,2.0086,658478.4037,594128.4037
000045.SZ,20260211,13.16,1.9228,3.9415,74.5859,95.3422,2.2403,1.9986,2.0333,666582.7533,601440.7533
000045.SZ,20260210,13.14,2.303,4.7209,74.4726,95.1973,2.2369,1.9955,2.0303,665569.7096,600526.7096
000045.SZ,20260209,12.95,2.1337,4.3738,73.3957,93.8208,2.2046,1.9667,2.0009,655945.7945,591843.2945
000045.SZ,20260206,12.9,3.5426,7.2618,73.1123,93.4585,2.1961,1.9591,1.9932,653413.1852,589558.1852
000045.SZ,20260205,12.44,1.0234,2.0978,70.5052,90.1259,2.1178,1.8892,1.9221,630113.1802,568535.1802
