ts_code,trade_date,total_mv,pb,pe_ttm
002101.SZ,20260416,697595.051,0.8754,19.2557
002101.SZ,20260415,696266.2985,0.8737,19.219
002101.SZ,20260414,750080.7738,0.9595,20.9458
002101.SZ,20260413,738122.0015,0.9443,20.6119
002101.SZ,20260410,742772.6352,0.9502,20.7417
002101.SZ,20260409,731478.2391,0.9358,20.4263
002101.SZ,20260408,742108.259,0.9494,20.7232
002101.SZ,20260407,727491.9817,0.9307,20.315
002101.SZ,20260403,719519.4668,0.9205,20.0924
002101.SZ,20260402,733471.3679,0.9383,20.482
002101.SZ,20260401,744765.7639,0.9527,20.7974
002101.SZ,20260331,726827.6055,0.9298,20.2965
002101.SZ,20260330,726827.6055,0.9298,20.2965
002101.SZ,20260327,727491.9817,0.9307,20.315
002101.SZ,20260326,724170.1005,0.9264,20.2223
002101.SZ,20260325,732806.9916,0.9375,20.4635
002101.SZ,20260324,724170.1005,0.9264,20.2223
002101.SZ,20260323,716861.9619,0.9171,20.0182
002101.SZ,20260320,749416.3976,0.9587,20.9273
002101.SZ,20260319,770012.061,0.985,21.5024
002101.SZ,20260318,789278.9719,1.0097,22.0404
002101.SZ,20260317,785292.7145,1.0046,21.9291
002101.SZ,20260316,784628.3383,1.0037,21.9105
002101.SZ,20260313,787950.2195,1.008,22.0033
002101.SZ,20260312,793265.2294,1.0148,22.1517
002101.SZ,20260311,801237.7442,1.025,22.3744
002101.SZ,20260310,795922.7343,1.0182,22.2259
002101.SZ,20260309,773998.3184,0.9901,21.6137
002101.SZ,20260306,787285.8432,1.0071,21.9848
002101.SZ,20260305,777984.5759,0.9952,21.725
002101.SZ,20260304,761375.1699,0.974,21.2612
002101.SZ,20260303,782635.2095,1.0012,21.8549
002101.SZ,20260302,819175.9027,1.0479,22.8753
002101.SZ,20260227,837778.4374,1.0717,23.3948
002101.SZ,20260226,833792.1799,1.0666,23.2834
002101.SZ,20260225,833792.1799,1.0666,23.2834
002101.SZ,20260224,834456.5562,1.0675,23.302
002101.SZ,20260213,819840.2789,1.0488,22.8938
002101.SZ,20260212,813860.8928,1.0411,22.7269
002101.SZ,20260211,813860.8928,1.0411,22.7269
002101.SZ,20260210,814525.269,1.042,22.7454
002101.SZ,20260209,814525.269,1.042,22.7454
002101.SZ,20260206,805224.0017,1.0301,22.4857
002101.SZ,20260205,805224.0017,1.0301,22.4857
002101.SZ,20260204,815854.0215,1.0437,22.7825
002101.SZ,20260203,806552.7541,1.0318,22.5228
002101.SZ,20260202,796587.1106,1.019,22.2445
002101.SZ,20260130,803895.2492,1.0284,22.4486
002101.SZ,20260129,807217.1304,1.0326,22.5413
002101.SZ,20260128,819840.2789,1.0488,22.8938
002101.SZ,20260127,833792.1799,1.0666,23.2834
002101.SZ,20260126,839771.5661,1.0743,23.4504
002101.SZ,20260123,859702.8533,1.0998,24.007
002101.SZ,20260122,847079.7047,1.0836,23.6545
002101.SZ,20260121,841764.6948,1.0768,23.5061
002101.SZ,20260120,838442.8136,1.0726,23.4133
002101.SZ,20260119,841764.6948,1.0768,23.5061
002101.SZ,20260116,829805.9225,1.0615,23.1721
002101.SZ,20260115,823162.1601,1.053,22.9866
002101.SZ,20260114,821169.0314,1.0505,22.9309
002101.SZ,20260113,828477.17,1.0598,23.135
002101.SZ,20260112,837114.0611,1.0709,23.3762
002101.SZ,20260109,829805.9225,1.0615,23.1721
002101.SZ,20260108,822497.7839,1.0522,22.968
002101.SZ,20260107,820504.6552,1.0496,22.9124
002101.SZ,20260106,829141.5463,1.0607,23.1536
002101.SZ,20260105,825819.6651,1.0564,23.0608
002101.SZ,20251231,818511.5264,1.0471,22.8567
002101.SZ,20251230,823162.1601,1.053,22.9866
002101.SZ,20251229,819840.2789,1.0488,22.8938
002101.SZ,20251226,819840.2789,1.0488,22.8938
002101.SZ,20251225,808545.8829,1.0343,22.5784
002101.SZ,20251224,806552.7541,1.0318,22.5228
002101.SZ,20251223,799908.9918,1.0233,22.3373
002101.SZ,20251222,810539.0116,1.0369,22.6341
002101.SZ,20251219,809874.6353,1.036,22.6155
002101.SZ,20251218,796587.1106,1.019,22.2445
002101.SZ,20251217,791272.1006,1.0122,22.0961
002101.SZ,20251216,789278.9719,1.0097,22.0404
002101.SZ,20251215,793929.6056,1.0156,22.1703
002101.SZ,20251212,800573.368,1.0241,22.3558
002101.SZ,20251211,805888.3779,1.0309,22.5042
002101.SZ,20251210,817847.1502,1.0462,22.8382
002101.SZ,20251209,819175.9027,1.0479,22.8753
002101.SZ,20251208,831134.675,1.0632,23.2092
002101.SZ,20251205,833792.1799,1.0666,23.2834
002101.SZ,20251204,826484.0413,1.0573,23.0794
002101.SZ,20251203,826484.0413,1.0573,23.0794
002101.SZ,20251202,831134.675,1.0632,23.2092
002101.SZ,20251201,840435.9423,1.0751,23.469
002101.SZ,20251128,833127.8037,1.0658,23.2649
002101.SZ,20251127,821169.0314,1.0505,22.9309
002101.SZ,20251126,821169.0314,1.0505,22.9309
002101.SZ,20251125,823162.1601,1.053,22.9866
002101.SZ,20251124,826484.0413,1.0573,23.0794
002101.SZ,20251121,814525.269,1.042,22.7454
002101.SZ,20251120,837778.4374,1.0717,23.3948
002101.SZ,20251119,849072.8334,1.0862,23.7101
002101.SZ,20251118,863024.7345,1.104,24.0997
002101.SZ,20251117,883620.3979,1.1304,24.6749
002101.SZ,20251114,894914.7939,1.1448,24.9903
002101.SZ,20251113,902887.3088,1.155,25.2129
002101.SZ,20251112,888935.4078,1.1372,24.8233
002101.SZ,20251111,895579.1702,1.1457,25.0088
002101.SZ,20251110,882956.0216,1.1295,24.6563
002101.SZ,20251107,885613.5266,1.1329,24.7305
002101.SZ,20251106,890928.5365,1.1397,24.879
002101.SZ,20251105,884284.7741,1.1312,24.6934
002101.SZ,20251104,874319.1305,1.1185,24.4151
002101.SZ,20251103,866346.6157,1.1083,24.1925
002101.SZ,20251031,857045.3483,1.0964,23.9328
002101.SZ,20251030,841100.3186,1.076,23.4875
002101.SZ,20251029,851730.3384,1.1039,23.9115
002101.SZ,20251028,845086.576,1.0953,23.725
002101.SZ,20251027,853059.0909,1.1057,23.9488
002101.SZ,20251024,851730.3384,1.1039,23.9115
002101.SZ,20251023,851730.3384,1.1039,23.9115
002101.SZ,20251022,851065.9622,1.1031,23.8929
002101.SZ,20251021,855052.2196,1.1082,24.0048
002101.SZ,20251020,839771.5661,1.0884,23.5758
002101.SZ,20251017,827148.4176,1.0721,23.2214
002101.SZ,20251016,862360.3582,1.1177,24.2099
002101.SZ,20251015,883620.3979,1.1453,24.8068
002101.SZ,20251014,861695.982,1.1169,24.1913
002101.SZ,20251013,877641.0117,1.1375,24.6389
002101.SZ,20251010,898901.0514,1.1651,25.2358
002101.SZ,20251009,896907.9227,1.1625,25.1798
002101.SZ,20250930,899565.4276,1.1659,25.2544
002101.SZ,20250929,916174.8336,1.1875,25.7207
002101.SZ,20250926,919496.7148,1.1918,25.814
002101.SZ,20250925,926804.8534,1.2012,26.0191
002101.SZ,20250924,935441.7445,1.2124,26.2616
002101.SZ,20250923,941421.1307,1.2202,26.4295
002101.SZ,20250922,979954.9525,1.2701,27.5113
002101.SZ,20250919,943414.2594,1.2228,26.4854
002101.SZ,20250918,932119.8633,1.2081,26.1684
002101.SZ,20250917,939428.0019,1.2176,26.3735
002101.SZ,20250916,938099.2495,1.2159,26.3362
002101.SZ,20250915,923482.9722,1.1969,25.9259
002101.SZ,20250912,922154.2197,1.1952,25.8886
002101.SZ,20250911,935441.7445,1.2124,26.2616
002101.SZ,20250910,958694.9129,1.2426,26.9144
002101.SZ,20250909,871661.6256,1.1298,24.4711
002101.SZ,20250908,867010.9919,1.1237,24.3405
002101.SZ,20250905,850401.5859,1.1022,23.8742
002101.SZ,20250904,835120.9324,1.0824,23.4452
002101.SZ,20250903,839771.5661,1.0884,23.5758
002101.SZ,20250902,873654.7543,1.1324,24.527
002101.SZ,20250901,857045.3483,1.1108,24.0607
002101.SZ,20250829,862360.3582,1.1177,24.2099
002101.SZ,20250828,865017.8632,1.1212,24.2845
002101.SZ,20250827,870997.2493,1.1289,24.4524
002101.SZ,20250826,896243.5464,1.1616,25.1612
002101.SZ,20250825,907537.9425,1.1884,23.0387
002101.SZ,20250822,912852.9524,1.1953,23.1736
002101.SZ,20250821,901558.5563,1.1805,22.8869
002101.SZ,20250820,910859.8237,1.1927,23.123
002101.SZ,20250819,884284.7741,1.1579,22.4484
002101.SZ,20250818,880962.8929,1.1536,22.3641
002101.SZ,20250815,876976.6355,1.1483,22.2629
002101.SZ,20250814,857045.3483,1.1222,21.7569
002101.SZ,20250813,866346.6157,1.1344,21.993
002101.SZ,20250812,863689.1107,1.1309,21.9256
002101.SZ,20250811,865017.8632,1.1327,21.9593
002101.SZ,20250808,853059.0909,1.117,21.6557
002101.SZ,20250807,841100.3186,1.1014,21.3521
002101.SZ,20250806,849072.8334,1.1118,21.5545
002101.SZ,20250805,841764.6948,1.1022,21.369
002101.SZ,20250804,831134.675,1.0883,21.0991
002101.SZ,20250801,819175.9027,1.0727,20.7956
002101.SZ,20250731,811203.3878,1.0622,20.5932
002101.SZ,20250730,825155.2888,1.0805,20.9473
002101.SZ,20250729,840435.9423,1.1005,21.3353
002101.SZ,20250728,845086.576,1.1066,21.4533
002101.SZ,20250725,849072.8334,1.1118,21.5545
002101.SZ,20250724,840435.9423,1.1005,21.3353
002101.SZ,20250723,832463.4275,1.0901,21.1329
002101.SZ,20250722,840435.9423,1.1005,21.3353
002101.SZ,20250721,835785.3087,1.0944,21.2172
002101.SZ,20250718,833127.8037,1.0909,21.1497
002101.SZ,20250717,841764.6948,1.1022,21.369
002101.SZ,20250716,841100.3186,1.1014,21.3521
002101.SZ,20250715,840435.9423,1.1005,21.3353
002101.SZ,20250714,829805.9225,1.0866,21.0654
002101.SZ,20250711,819175.9027,1.0727,20.7956
002101.SZ,20250710,815189.6453,1.0674,20.6944
002101.SZ,20250709,813196.5165,1.0648,20.6438
002101.SZ,20250708,816518.3977,1.0692,20.7281
002101.SZ,20250707,811203.3878,1.0622,20.5932
002101.SZ,20250704,831134.675,1.0595,21.0991
002101.SZ,20250703,841100.3186,1.0722,21.3521
002101.SZ,20250702,834456.5562,1.0637,21.1835
002101.SZ,20250701,833127.8037,1.062,21.1497
002101.SZ,20250630,831134.675,1.0595,21.0991
002101.SZ,20250627,825155.2888,1.0518,20.9473
002101.SZ,20250626,823162.1601,1.0493,20.8967
002101.SZ,20250625,833127.8037,1.062,21.1497
002101.SZ,20250624,828477.17,1.0561,21.0317
002101.SZ,20250623,797251.4868,1.0163,20.239
002101.SZ,20250620,793265.2294,1.0112,20.1378
002101.SZ,20250619,797915.863,1.0171,20.2558
002101.SZ,20250618,811203.3878,1.0341,20.5932
002101.SZ,20250617,818511.5264,1.0434,20.7787
002101.SZ,20250616,814525.269,1.0383,20.6775
002101.SZ,20250613,818511.5264,1.0434,20.7787
002101.SZ,20250612,838442.8136,1.0688,21.2847
002101.SZ,20250611,837778.4374,1.0679,21.2678
002101.SZ,20250610,813860.8928,1.0374,20.6606
