ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000430.SZ,20260421,7.95,2.2214,2.7389,,,3.5419,14.0346,13.7979,643660.1207,294592.4064
000430.SZ,20260420,7.91,1.8952,2.3367,,,3.5241,13.964,13.7285,640421.5793,293110.1804
000430.SZ,20260417,7.98,2.8454,3.5082,,,3.5553,14.0876,13.85,646089.0269,295704.0758
000430.SZ,20260416,8.1,3.8639,4.764,,,3.6087,14.2994,14.0583,655804.6513,300150.7537
000430.SZ,20260415,8.08,6.1979,7.6418,,,3.5998,14.2641,14.0236,654185.3806,299409.6407
000430.SZ,20260414,7.79,3.4809,4.2918,,,3.4706,13.7522,13.5202,630705.9548,288663.5026
000430.SZ,20260413,7.68,2.0512,3.2915,,,23.2222,14.4066,13.5765,621799.9657,284587.3812
000430.SZ,20260410,7.54,1.1692,1.8761,,,22.7988,14.144,13.329,610465.0705,279399.5904
000430.SZ,20260409,7.43,0.6557,1.0521,,,22.4662,13.9377,13.1345,601559.0814,275323.4691
000430.SZ,20260408,7.49,0.8575,1.3759,,,22.6477,14.0502,13.2406,606416.8936,277546.808
000430.SZ,20260407,7.32,0.4832,0.7753,,,22.1336,13.7313,12.9401,592653.0923,271247.3478
000430.SZ,20260403,7.28,0.4412,0.708,,,22.0127,13.6563,12.8694,589414.5508,269765.1218
000430.SZ,20260402,7.35,0.6683,1.0724,,,22.2243,13.7876,12.9931,595081.9984,272359.0172
000430.SZ,20260401,7.44,0.6464,1.0373,,,22.4965,13.9564,13.1522,602368.7168,275694.0256
000430.SZ,20260331,7.37,0.8441,1.3544,,,22.2848,13.8251,13.0285,596701.2692,273100.1302
000430.SZ,20260330,7.43,0.9568,1.5353,,,22.4662,13.9377,13.1345,601559.0814,275323.4691
000430.SZ,20260327,7.32,0.6349,1.0187,,,22.1336,13.7313,12.9401,592653.0923,271247.3478
000430.SZ,20260326,7.27,0.6285,1.0085,,,21.9824,13.6375,12.8517,588604.9154,269394.5653
000430.SZ,20260325,7.34,0.7992,1.2824,,,22.1941,13.7689,12.9754,594272.363,271988.4607
000430.SZ,20260324,7.2,1.1427,1.8336,,,21.7708,13.5062,12.7279,582937.4678,266800.6699
000430.SZ,20260323,7.02,1.8709,3.0021,,,21.2265,13.1686,12.4097,568364.0311,260130.6532
000430.SZ,20260320,7.32,0.8972,1.4396,,,22.1336,13.7313,12.9401,592653.0923,271247.3478
000430.SZ,20260319,7.33,1.2051,1.9338,,,22.1639,13.7501,12.9578,593462.7277,271617.9042
000430.SZ,20260318,7.56,0.9736,1.5623,,,22.8593,14.1815,13.3643,612084.3412,280140.7034
000430.SZ,20260317,7.58,1.8474,2.9644,,,22.9198,14.2191,13.3997,613703.612,280881.8164
000430.SZ,20260316,7.64,1.3353,2.1427,,,23.1012,14.3316,13.5058,618561.4242,283105.1553
000430.SZ,20260313,7.47,1.1862,1.9035,,,22.5872,14.0127,13.2052,604797.6229,276805.695
000430.SZ,20260312,7.55,1.5185,2.4366,,,22.8291,14.1628,13.3467,611274.7059,279770.1469
000430.SZ,20260311,7.49,1.3954,2.239,,,22.6477,14.0502,13.2406,606416.8936,277546.808
000430.SZ,20260310,7.42,1.2113,1.9437,,,22.436,13.9189,13.1169,600749.446,274952.9126
000430.SZ,20260309,7.3,1.0795,1.7323,,,22.0731,13.6938,12.9047,591033.8216,270506.2348
000430.SZ,20260306,7.32,0.8842,1.4188,,,22.1336,13.7313,12.9401,592653.0923,271247.3478
000430.SZ,20260305,7.29,1.215,1.9497,,,22.0429,13.6751,12.887,590224.1862,270135.6783
000430.SZ,20260304,7.15,1.2491,2.0043,,,21.6196,13.4124,12.6396,578889.291,264947.8875
000430.SZ,20260303,7.23,1.3587,2.1802,,,21.8615,13.5625,12.781,585366.374,267912.3394
000430.SZ,20260302,7.41,1.7693,2.8392,,,22.4058,13.9002,13.0992,599939.8107,274582.3561
000430.SZ,20260227,7.44,1.4512,2.3287,,,22.4965,13.9564,13.1522,602368.7168,275694.0256
000430.SZ,20260226,7.31,1.1264,1.8075,,,22.1034,13.7126,12.9224,591843.4569,270876.7913
000430.SZ,20260225,7.29,0.9274,1.4881,,,22.0429,13.6751,12.887,590224.1862,270135.6783
000430.SZ,20260224,7.27,0.9622,1.5439,,,21.9824,13.6375,12.8517,588604.9154,269394.5653
000430.SZ,20260213,7.26,0.8541,1.3705,,,21.9522,13.6188,12.834,587795.2801,269024.0088
000430.SZ,20260212,7.23,2.1065,3.3802,,,21.8615,13.5625,12.781,585366.374,267912.3394
000430.SZ,20260210,7.42,1.2033,1.9309,,,22.436,13.9189,13.1169,600749.446,274952.9126
000430.SZ,20260209,7.49,2.073,3.3265,,,22.6477,14.0502,13.2406,606416.8936,277546.808
000430.SZ,20260206,7.29,2.3551,3.7792,,,22.0429,13.6751,12.887,590224.1862,270135.6783
000430.SZ,20260205,7.32,0.9425,1.5124,,,22.1336,13.7313,12.9401,592653.0923,271247.3478
000430.SZ,20260204,7.3,1.2642,2.0285,,,22.0731,13.6938,12.9047,591033.8216,270506.2348
000430.SZ,20260203,7.23,0.9363,1.5024,,,21.8615,13.5625,12.781,585366.374,267912.3394
000430.SZ,20260202,7.2,1.2521,2.0092,,,21.7708,13.5062,12.7279,582937.4678,266800.6699
000430.SZ,20260130,7.21,1.217,1.9528,,,21.801,13.525,12.7456,583747.1032,267171.2264
000430.SZ,20260129,7.19,1.3198,2.1178,,,21.7405,13.4875,12.7103,582127.8325,266430.1134
000430.SZ,20260128,7.15,0.8735,1.4016,,,21.6196,13.4124,12.6396,578889.291,264947.8875
000430.SZ,20260127,7.18,1.2676,2.0341,,,21.7103,13.4687,12.6926,581318.1971,266059.5569
000430.SZ,20260126,7.24,1.9557,3.1382,,,21.8917,13.5813,12.7987,586176.0093,268282.8959
000430.SZ,20260123,7.3,1.4748,2.3665,,,22.0731,13.6938,12.9047,591033.8216,270506.2348
000430.SZ,20260122,7.28,1.2222,1.9611,,,22.0127,13.6563,12.8694,589414.5508,269765.1218
000430.SZ,20260121,7.25,1.0345,1.66,,,21.922,13.6,12.8163,586985.6447,268653.4524
000430.SZ,20260120,7.24,1.6839,2.702,,,21.8917,13.5813,12.7987,586176.0093,268282.8959
000430.SZ,20260119,7.35,1.3462,2.1602,,,22.2243,13.7876,12.9931,595081.9984,272359.0172
000430.SZ,20260116,7.38,1.3699,2.1982,,,22.315,13.8439,13.0461,597510.9045,273470.6867
000430.SZ,20260115,7.48,1.8018,2.8912,,,22.6174,14.0315,13.2229,605607.2583,277176.2515
000430.SZ,20260114,7.47,1.4667,2.3535,,,22.5872,14.0127,13.2052,604797.6229,276805.695
000430.SZ,20260113,7.42,2.4125,3.8712,,,22.436,13.9189,13.1169,600749.446,274952.9126
000430.SZ,20260112,7.64,1.5103,2.4235,,,23.1012,14.3316,13.5058,618561.4242,283105.1553
000430.SZ,20260109,7.68,2.144,3.4403,,,23.2222,14.4066,13.5765,621799.9657,284587.3812
000430.SZ,20260108,7.82,1.9218,3.0838,,,23.6455,14.6693,13.824,633134.8609,289775.1721
000430.SZ,20260107,7.6,1.2326,1.9778,,,22.9803,14.2566,13.4351,615322.8827,281622.9294
000430.SZ,20260106,7.64,1.639,2.63,,,23.1012,14.3316,13.5058,618561.4242,283105.1553
000430.SZ,20260105,7.64,2.3255,3.7316,,,23.1012,14.3316,13.5058,618561.4242,283105.1553
000430.SZ,20251231,7.76,3.6222,5.8123,,,23.4641,14.5567,13.7179,628277.0487,287551.8331
000430.SZ,20251230,7.57,0.0126,0.0203,,,22.8896,14.2003,13.382,612893.9766,280511.2599
000430.SZ,20251229,7.21,0.0399,0.0641,,,21.801,13.525,12.7456,583747.1032,267171.2264
000430.SZ,20251225,7.9,3.4803,4.408,,,11.9437,7.4097,6.9827,319805.9719,262073.652
000430.SZ,20251224,7.78,2.1135,2.6768,,,11.7623,7.2971,6.8766,314948.1597,258092.7864
000430.SZ,20251223,7.92,2.0615,2.611,,,11.9739,7.4284,7.0004,320615.6073,262737.1296
000430.SZ,20251222,7.79,1.7957,2.2744,,,11.7774,7.3065,6.8855,315352.9774,258424.5252
000430.SZ,20251219,7.93,1.9707,2.496,,,11.989,7.4378,7.0092,321020.425,263068.8684
000430.SZ,20251218,7.73,0.9602,1.2161,,,11.6867,7.2502,6.8324,312924.0713,256434.0924
000430.SZ,20251217,7.69,1.7126,2.1691,,,11.6262,7.2127,6.7971,311304.8005,255107.1372
000430.SZ,20251216,7.74,1.2476,1.5802,,,11.7018,7.2596,6.8413,313328.889,256765.8312
