ts_code,trade_date,total_mv,pb,pe_ttm
002097.SZ,20260416,1085363.4366,2.3123,80.5022
002097.SZ,20260415,1076766.4985,2.294,79.8645
002097.SZ,20260414,1088587.2884,2.3192,80.7413
002097.SZ,20260413,1076766.4985,2.294,79.8645
002097.SZ,20260410,1081064.9676,2.3031,80.1833
002097.SZ,20260409,1083214.2021,2.3077,80.3428
002097.SZ,20260408,1101482.6956,2.3466,81.6977
002097.SZ,20260407,1054199.536,2.2459,78.1907
002097.SZ,20260403,1030557.9562,2.1955,76.4372
002097.SZ,20260402,1060647.2396,2.2596,78.6689
002097.SZ,20260401,1087512.6712,2.3169,80.6616
002097.SZ,20260331,1102557.3129,2.3489,81.7774
002097.SZ,20260330,1075691.8813,2.2917,79.7848
002097.SZ,20260327,1068169.5604,2.2757,79.2269
002097.SZ,20260326,1053124.9187,2.2436,78.111
002097.SZ,20260325,1069244.1777,2.278,79.3066
002097.SZ,20260324,1057423.3878,2.2528,78.4298
002097.SZ,20260323,1020886.4008,2.1749,75.7199
002097.SZ,20260320,1081064.9676,2.3031,80.1833
002097.SZ,20260319,1114378.1028,2.3741,82.6542
002097.SZ,20260318,1141243.5344,2.4313,84.6468
002097.SZ,20260317,1144467.3862,2.4382,84.8859
002097.SZ,20260316,1156288.1761,2.4634,85.7627
002097.SZ,20260313,1171332.8178,2.4955,86.8786
002097.SZ,20260312,1182078.9904,2.5183,87.6756
002097.SZ,20260311,1204645.9529,2.5664,89.3494
002097.SZ,20260310,1211093.6565,2.5802,89.8277
002097.SZ,20260309,1191750.5458,2.5389,88.393
002097.SZ,20260306,1222914.4464,2.6053,90.7044
002097.SZ,20260305,1203571.3357,2.5641,89.2697
002097.SZ,20260304,1172407.435,2.4977,86.9583
002097.SZ,20260303,1173482.0523,2.5,87.038
002097.SZ,20260302,1246556.0262,2.6557,92.4579
002097.SZ,20260227,1271272.2233,2.7084,94.2912
002097.SZ,20260226,1272346.8406,2.7107,94.3709
002097.SZ,20260225,1269122.9888,2.7038,94.1317
002097.SZ,20260224,1266973.7543,2.6992,93.9723
002097.SZ,20260213,1240108.3227,2.642,91.9797
002097.SZ,20260212,1242257.5572,2.6466,92.1391
002097.SZ,20260211,1253003.7298,2.6694,92.9362
002097.SZ,20260210,1263749.9025,2.6923,93.7332
002097.SZ,20260209,1258376.8161,2.6809,93.3347
002097.SZ,20260206,1236884.4709,2.6351,91.7406
002097.SZ,20260205,1247630.6435,2.658,92.5376
002097.SZ,20260204,1255152.9644,2.674,93.0956
002097.SZ,20260203,1239033.7054,2.6397,91.9
002097.SZ,20260202,1204645.9529,2.5664,89.3494
002097.SZ,20260130,1231511.3845,2.6237,91.3421
002097.SZ,20260129,1246556.0262,2.6557,92.4579
002097.SZ,20260128,1269122.9888,2.7038,94.1317
002097.SZ,20260127,1289540.7168,2.7473,95.6461
002097.SZ,20260126,1302436.124,2.7748,96.6026
002097.SZ,20260123,1364763.9253,2.9075,101.2255
002097.SZ,20260122,1351868.5181,2.8801,100.269
002097.SZ,20260121,1338973.1109,2.8526,99.3126
002097.SZ,20260120,1337898.4937,2.8503,99.2329
