ts_code,trade_date,close,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,ps,ps_ttm,total_mv,circ_mv
000528.SZ,20260421,9.82,1.8889,2.5523,15.0719,13.6618,1.0951,0.6653,0.6067,2000100.0827,1997320.4345
000528.SZ,20260420,9.59,1.2583,1.7002,14.7189,13.3418,1.0695,0.6497,0.5925,1953254.5614,1950540.017
000528.SZ,20260417,9.54,1.2229,1.6524,14.6421,13.2723,1.0639,0.6463,0.5894,1943070.7524,1940370.361
000528.SZ,20260416,9.66,1.046,1.4133,14.8263,13.4392,1.0773,0.6545,0.5968,1967511.894,1964777.5353
000528.SZ,20260415,9.67,1.1147,1.5062,14.8417,13.4531,1.0784,0.6551,0.5974,1969548.6558,1966811.4665
000528.SZ,20260414,9.68,0.9967,1.3467,14.857,13.467,1.0795,0.6558,0.5981,1971585.4176,1968845.3977
000528.SZ,20260413,9.6,0.9038,1.2212,14.7342,13.3558,1.0706,0.6504,0.5931,1955291.3232,1952573.9482
000528.SZ,20260410,9.64,1.2662,1.7109,14.7956,13.4114,1.0751,0.6531,0.5956,1963438.3704,1960709.6729
000528.SZ,20260409,9.59,1.3532,1.8285,14.7189,13.3418,1.0695,0.6497,0.5925,1953254.5614,1950540.017
000528.SZ,20260408,9.76,2.7771,3.7524,14.9798,13.5783,1.0885,0.6612,0.603,1987879.5119,1985116.8473
000528.SZ,20260407,9.2,0.8183,1.1056,14.1203,12.7993,1.026,0.6233,0.5684,1873820.8514,1871216.7003
000528.SZ,20260403,9.24,0.8014,1.0828,14.1817,12.8549,1.0305,0.626,0.5709,1881967.8986,1879352.4251
000528.SZ,20260402,9.39,1.7589,2.3767,14.411,13.0627,1.0474,0.6361,0.5801,1912392.8779,1909878.6894
000528.SZ,20260401,9.57,1.6929,2.2875,14.6872,13.3131,1.0675,0.6483,0.5912,1949052.1663,1946489.7825
000528.SZ,20260331,9.32,1.3647,1.844,14.3035,12.9654,1.0396,0.6314,0.5758,1898136.488,1895641.0421
000528.SZ,20260330,9.32,1.2661,1.7108,14.3035,12.9654,1.0396,0.6314,0.5758,1898136.488,1895641.0421
000528.SZ,20260327,9.35,1.0315,1.3937,14.3496,13.0071,1.043,0.6334,0.5776,1904246.3694,1901742.891
000528.SZ,20260326,9.32,1.4949,2.0199,14.3035,12.9654,1.0396,0.6314,0.5758,1898136.488,1895641.0421
000528.SZ,20260325,9.49,2.1835,2.9503,14.5644,13.2018,1.0586,0.6429,0.5863,1932759.1492,1930218.1856
000528.SZ,20260324,9.25,1.9758,2.6697,14.1961,12.868,1.0318,0.6267,0.5715,1883880.098,1881403.3948
000528.SZ,20260323,9.01,2.6037,3.5181,13.8278,12.5341,1.005,0.6104,0.5566,1835001.0468,1832588.604
000528.SZ,20260320,9.5,1.7597,2.3776,14.5798,13.2158,1.0597,0.6436,0.5869,1934795.7764,1932252.1352
000528.SZ,20260319,9.64,1.9561,2.6431,14.7947,13.4105,1.0753,0.6531,0.5955,1963308.5562,1960727.4298
000528.SZ,20260318,9.9,2.5794,3.4853,15.1937,13.7722,1.1043,0.6707,0.6116,2016260.8617,2013610.1198
000528.SZ,20260317,10.02,1.78,2.4051,15.3778,13.9391,1.1177,0.6788,0.619,2040700.3873,2038017.5152
000528.SZ,20260316,10.02,2.7634,3.7343,15.3728,13.9346,1.1173,0.6786,0.6188,2040037.7567,2037354.8846
000528.SZ,20260313,10.32,2.4148,3.2632,15.8331,14.3518,1.1508,0.6989,0.6373,2101116.7314,2098353.5339
000528.SZ,20260312,10.43,2.7038,3.6538,16.0019,14.5048,1.1631,0.7064,0.6441,2123512.3555,2120719.7052
000528.SZ,20260311,10.66,1.7682,2.3895,16.3547,14.8247,1.1887,0.7219,0.6583,2170339.5695,2167485.3363
000528.SZ,20260310,10.67,2.1319,2.8809,16.3701,14.8386,1.1898,0.7226,0.659,2172375.5353,2169518.6246
000528.SZ,20260309,10.44,3.6416,4.921,16.0172,14.5187,1.1642,0.707,0.6448,2125548.3213,2122752.9936
000528.SZ,20260306,11.03,1.659,2.2419,16.9224,15.3392,1.23,0.747,0.6812,2245670.305,2242717.0037
000528.SZ,20260305,11.0,1.8343,2.4788,16.8764,15.2975,1.2266,0.745,0.6793,2239562.4075,2236617.1388
000528.SZ,20260304,10.94,1.6676,2.2535,16.7843,15.214,1.2199,0.7409,0.6756,2227346.6126,2224417.409
000528.SZ,20260303,11.17,2.6957,3.6429,17.1372,15.5339,1.2456,0.7565,0.6898,2274173.8265,2271183.04
000528.SZ,20260302,11.66,2.2797,3.0806,17.889,16.2153,1.3002,0.7897,0.7201,2373936.152,2370814.1671
000528.SZ,20260227,11.94,1.7463,2.3599,18.3185,16.6047,1.3314,0.8086,0.7374,2430943.1951,2427746.2398
000528.SZ,20260226,11.88,1.1229,1.5174,18.2265,16.5213,1.3247,0.8046,0.7337,2418727.4001,2415546.5099
000528.SZ,20260225,11.94,1.6373,2.2126,18.3185,16.6047,1.3314,0.8086,0.7374,2430943.1951,2427746.2398
000528.SZ,20260224,11.81,1.6138,2.1808,18.1191,16.4239,1.3169,0.7998,0.7294,2404475.6393,2401313.4917
000528.SZ,20260213,11.44,1.3984,1.8897,17.5514,15.9094,1.2757,0.7748,0.7065,2329144.9038,2326081.8244
000528.SZ,20260212,11.76,1.1252,1.5205,18.0424,16.3544,1.3114,0.7964,0.7263,2394295.8102,2391147.0502
000528.SZ,20260211,11.85,1.2411,1.6772,18.1805,16.4796,1.3214,0.8025,0.7318,2412619.5026,2409446.645
000528.SZ,20260210,11.82,1.2021,1.6244,18.1344,16.4378,1.3181,0.8005,0.73,2406511.6052,2403346.7801
000528.SZ,20260209,11.78,2.0163,2.7247,18.0731,16.3822,1.3136,0.7978,0.7275,2398367.7419,2395213.6268
000528.SZ,20260206,11.48,1.1275,1.5237,17.6128,15.965,1.2801,0.7775,0.709,2337288.7671,2334214.9776
000528.SZ,20260205,11.68,1.357,1.8338,17.9196,16.2431,1.3024,0.791,0.7213,2378008.0836,2374880.7437
000528.SZ,20260204,11.68,1.9878,2.6862,17.9196,16.2431,1.3024,0.791,0.7213,2378008.0836,2374880.7437
000528.SZ,20260203,11.55,2.9382,3.9706,17.7202,16.0624,1.2879,0.7822,0.7133,2351540.5279,2348447.9957
000528.SZ,20260202,10.91,2.2483,3.0383,16.7383,15.1723,1.2166,0.7389,0.6738,2221238.7151,2218317.544
000528.SZ,20260130,11.39,1.797,2.4283,17.4747,15.8399,1.2701,0.7714,0.7034,2318965.0747,2315915.3828
000528.SZ,20260129,11.46,2.0555,2.7778,17.5821,15.9372,1.2779,0.7761,0.7078,2333216.8355,2330148.401
000528.SZ,20260128,11.63,2.1388,2.8903,17.8429,16.1736,1.2969,0.7876,0.7183,2367828.2545,2364714.3022
000528.SZ,20260127,11.51,1.7876,2.4157,17.6588,16.0067,1.2835,0.7795,0.7108,2343396.6646,2340314.8425
000528.SZ,20260126,11.74,2.3159,3.1296,18.0117,16.3266,1.3091,0.7951,0.725,2390223.8786,2387080.4736
000528.SZ,20260123,11.9,2.153,2.9094,18.2572,16.5491,1.327,0.8059,0.7349,2422799.3318,2419613.0865
000528.SZ,20260122,11.77,1.481,2.0014,18.0577,16.3683,1.3125,0.7971,0.7269,2396331.776,2393180.3385
000528.SZ,20260121,11.74,1.9252,2.6016,18.0117,16.3266,1.3091,0.7951,0.725,2390223.8786,2387080.4736
000528.SZ,20260120,11.76,2.1613,2.9206,18.0424,16.3544,1.3114,0.7964,0.7263,2394295.8102,2391147.0502
000528.SZ,20260119,11.57,1.3821,1.8677,17.7509,16.0902,1.2902,0.7836,0.7145,2355612.4595,2352514.5724
000528.SZ,20260116,11.47,1.4661,1.9812,17.5975,15.9511,1.279,0.7768,0.7084,2335252.8013,2332181.6893
000528.SZ,20260115,11.51,1.243,1.6798,17.6588,16.0067,1.2835,0.7795,0.7108,2343396.6646,2340314.8425
000528.SZ,20260114,11.48,2.4625,3.3277,17.6128,15.965,1.2801,0.7775,0.709,2337288.7671,2334214.9776
000528.SZ,20260113,11.67,2.4673,3.3342,17.9043,16.2292,1.3013,0.7903,0.7207,2375972.1178,2372847.4554
000528.SZ,20260112,11.94,1.7622,2.3814,18.3185,16.6047,1.3314,0.8086,0.7374,2430943.1951,2427746.2398
000528.SZ,20260109,11.97,2.3861,3.2245,18.3646,16.6464,1.3348,0.8107,0.7392,2437051.0925,2433846.1047
000528.SZ,20260108,11.8,1.8296,2.4724,18.1038,16.41,1.3158,0.7991,0.7288,2402439.6735,2399280.2034
000528.SZ,20260107,11.93,2.8759,3.8863,18.3032,16.5908,1.3303,0.8079,0.7368,2428907.2292,2425712.9514
000528.SZ,20260106,12.33,2.8594,3.864,18.9169,17.1471,1.3749,0.835,0.7615,2510345.8622,2507044.4838
000528.SZ,20260105,12.01,1.7307,2.3389,18.4135,16.6908,1.3402,0.8128,0.7412,2443541.1188,2441714.0267
000528.SZ,20251231,11.87,1.4765,1.9953,18.1988,16.4962,1.3245,0.8033,0.7326,2415056.8759,2413251.0821
000528.SZ,20251230,11.95,2.6428,3.5715,18.3215,16.6074,1.3335,0.8088,0.7375,2431333.5861,2429515.6219
000528.SZ,20251229,12.1,3.3158,4.481,18.5515,16.8159,1.3502,0.8189,0.7468,2461852.4178,2460011.6339
000528.SZ,20251226,12.61,1.1171,1.5096,19.3334,17.5246,1.4071,0.8534,0.7782,2565616.4453,2563698.0746
000528.SZ,20251225,12.4,0.8129,1.0986,19.0114,17.2328,1.3837,0.8392,0.7653,2522890.081,2521003.6578
