ts_code,trade_date,total_mv,pb,pe_ttm
001289.SZ,20260416,12940995.4219,1.7254,28.5912
001289.SZ,20260415,12865757.0764,1.7154,28.425
001289.SZ,20260414,12882476.7087,1.7176,28.4619
001289.SZ,20260413,12849037.4441,1.7131,28.388
001289.SZ,20260410,12740359.8339,1.6986,28.1479
001289.SZ,20260409,12631682.2238,1.6841,27.9078
001289.SZ,20260408,12982794.5027,1.731,28.6835
001289.SZ,20260407,12840677.6279,1.712,28.3696
001289.SZ,20260403,13024593.5835,1.7365,28.7759
001289.SZ,20260402,13584701.2665,1.8112,30.0134
001289.SZ,20260401,13534542.3695,1.8045,29.9025
001289.SZ,20260331,13944173.3616,1.8574,26.4931
001289.SZ,20260330,14763435.3456,1.9666,28.0497
001289.SZ,20260327,15290103.764,2.0367,29.0503
001289.SZ,20260326,15591057.1459,2.0768,29.6221
001289.SZ,20260325,16034127.4026,2.1358,30.4639
001289.SZ,20260324,15925449.7924,2.1214,30.2574
001289.SZ,20260323,14980790.5659,1.9955,28.4626
001289.SZ,20260320,15231585.0508,2.0289,28.9391
001289.SZ,20260319,15323543.0286,2.0412,29.1139
001289.SZ,20260318,15265024.3155,2.0334,29.0027
001289.SZ,20260317,15147986.8892,2.0178,28.7803
001289.SZ,20260316,15423860.8226,2.0545,29.3045
001289.SZ,20260313,15407141.1903,2.0523,29.2727
001289.SZ,20260312,15448940.2711,2.0579,29.3521
001289.SZ,20260311,15156346.7053,2.0189,28.7962
001289.SZ,20260310,14788514.7941,1.9699,28.0973
001289.SZ,20260309,14888832.5881,1.9833,28.2879
001289.SZ,20260306,14796874.6103,1.971,28.1132
001289.SZ,20260305,14395603.4344,1.9176,27.3508
001289.SZ,20260304,14370523.9859,1.9142,27.3032
001289.SZ,20260303,14278566.0081,1.902,27.1285
001289.SZ,20260302,14236766.9273,1.8964,27.049
001289.SZ,20260227,13860575.1999,1.8463,26.3343
001289.SZ,20260226,13484383.4725,1.7962,25.6196
001289.SZ,20260225,13216869.3553,1.7606,25.1113
001289.SZ,20260224,13300467.5169,1.7717,25.2701
001289.SZ,20260213,13016233.7673,1.7338,24.7301
001289.SZ,20260212,13149990.826,1.7516,24.9842
001289.SZ,20260211,13016233.7673,1.7338,24.7301
001289.SZ,20260210,12966074.8704,1.7272,24.6348
001289.SZ,20260209,12999514.135,1.7316,24.6983
001289.SZ,20260206,12940995.4219,1.7238,24.5872
001289.SZ,20260205,12974434.6865,1.7283,24.6507
001289.SZ,20260204,13158350.6421,1.7528,25.0001
001289.SZ,20260203,12982794.5027,1.7294,24.6666
001289.SZ,20260202,12974434.6865,1.7283,24.6507
001289.SZ,20260130,13091472.1128,1.7439,24.873
001289.SZ,20260129,13183430.0906,1.7561,25.0478
001289.SZ,20260128,13275388.0684,1.7684,25.2225
001289.SZ,20260127,13074752.4805,1.7416,24.8413
001289.SZ,20260126,13241948.8038,1.7639,25.1589
001289.SZ,20260123,13208509.5391,1.7594,25.0954
001289.SZ,20260122,13166710.4583,1.7539,25.016
001289.SZ,20260121,13124911.3775,1.7483,24.9366
