ts_code,trade_date,total_mv,pb,pe_ttm
001324.SZ,20260416,275172.0,2.4272,57.1594
001324.SZ,20260415,272826.0,2.4065,56.6721
001324.SZ,20260414,270894.0,2.3894,56.2708
001324.SZ,20260413,266754.0,2.3529,55.4108
001324.SZ,20260410,268272.0,2.3663,55.7261
001324.SZ,20260409,268134.0,2.3651,55.6975
001324.SZ,20260408,274620.0,2.4223,57.0447
001324.SZ,20260407,265512.0,2.342,55.1528
001324.SZ,20260403,263580.0,2.3249,54.7515
001324.SZ,20260402,272688.0,2.4053,56.6434
001324.SZ,20260401,269376.0,2.376,55.9555
001324.SZ,20260331,276138.0,2.4357,57.3601
001324.SZ,20260330,278622.0,2.4576,57.8761
001324.SZ,20260327,269928.0,2.3809,56.0701
001324.SZ,20260326,269652.0,2.3785,56.0128
001324.SZ,20260325,273930.0,2.4162,56.9014
001324.SZ,20260324,257232.0,2.2689,53.4329
001324.SZ,20260323,243570.0,2.1484,50.595
001324.SZ,20260320,263304.0,2.3225,54.6942
001324.SZ,20260319,269376.0,2.376,55.9555
001324.SZ,20260318,276000.0,2.4345,57.3314
001324.SZ,20260317,267168.0,2.3566,55.4968
001324.SZ,20260316,285936.0,2.5221,59.3953
001324.SZ,20260313,289938.0,2.5574,60.2266
001324.SZ,20260312,283176.0,2.4978,58.822
001324.SZ,20260311,274344.0,2.4199,56.9874
001324.SZ,20260310,280416.0,2.4734,58.2487
001324.SZ,20260309,272688.0,2.4053,56.6434
001324.SZ,20260306,276276.0,2.4369,57.3887
001324.SZ,20260305,271722.0,2.3967,56.4428
001324.SZ,20260304,270894.0,2.3894,56.2708
001324.SZ,20260303,273240.0,2.4101,56.7581
001324.SZ,20260302,280692.0,2.4759,58.306
001324.SZ,20260227,283590.0,2.5014,58.908
001324.SZ,20260226,275724.0,2.432,57.2741
001324.SZ,20260225,275172.0,2.4272,57.1594
001324.SZ,20260224,275724.0,2.432,57.2741
001324.SZ,20260213,276690.0,2.4406,57.4747
001324.SZ,20260212,268548.0,2.3687,55.7835
001324.SZ,20260211,271584.0,2.3955,56.4141
001324.SZ,20260210,270342.0,2.3846,56.1561
001324.SZ,20260209,270480.0,2.3858,56.1848
001324.SZ,20260206,268824.0,2.3712,55.8408
001324.SZ,20260205,267306.0,2.3578,55.5255
001324.SZ,20260204,269100.0,2.3736,55.8981
001324.SZ,20260203,266478.0,2.3505,55.3535
001324.SZ,20260202,263580.0,2.3249,54.7515
001324.SZ,20260130,260268.0,2.2957,54.0635
001324.SZ,20260129,257784.0,2.2738,53.5475
001324.SZ,20260128,258474.0,2.2799,53.6909
001324.SZ,20260127,264822.0,2.3359,55.0095
001324.SZ,20260126,266478.0,2.3505,55.3535
001324.SZ,20260123,267858.0,2.3626,55.6401
001324.SZ,20260122,266754.0,2.3529,55.4108
001324.SZ,20260121,265098.0,2.3383,55.0668
001324.SZ,20260120,262890.0,2.3188,54.6082
001324.SZ,20260119,263718.0,2.3261,54.7802
001324.SZ,20260116,260820.0,2.3006,54.1782
001324.SZ,20260115,260544.0,2.2981,54.1208
001324.SZ,20260114,261234.0,2.3042,54.2642
001324.SZ,20260113,261924.0,2.3103,54.4075
001324.SZ,20260112,262890.0,2.3188,54.6082
001324.SZ,20260109,261510.0,2.3067,54.3215
001324.SZ,20260108,267996.0,2.3639,55.6688
001324.SZ,20260107,252816.0,2.23,52.5156
001324.SZ,20260106,255300.0,2.2519,53.0316
001324.SZ,20260105,251436.0,2.2178,52.2289
001324.SZ,20251231,248952.0,2.1959,51.7129
001324.SZ,20251230,247296.0,2.1813,51.3689
001324.SZ,20251229,251850.0,2.2215,52.3149
001324.SZ,20251226,249642.0,2.202,51.8563
001324.SZ,20251225,252540.0,2.2275,52.4582
001324.SZ,20251224,250470.0,2.2093,52.0283
001324.SZ,20251223,247434.0,2.1825,51.3976
001324.SZ,20251222,249228.0,2.1983,51.7703
001324.SZ,20251219,251022.0,2.2141,52.1429
001324.SZ,20251218,247020.0,2.1788,51.3116
001324.SZ,20251217,244950.0,2.1606,50.8816
001324.SZ,20251216,244950.0,2.1606,50.8816
001324.SZ,20251215,249918.0,2.2044,51.9136
001324.SZ,20251212,251436.0,2.2178,52.2289
001324.SZ,20251211,251160.0,2.2154,52.1716
001324.SZ,20251210,257922.0,2.275,53.5762
001324.SZ,20251209,263304.0,2.3225,54.6942
001324.SZ,20251208,276000.0,2.4345,57.3314
001324.SZ,20251205,276966.0,2.443,57.5321
001324.SZ,20251204,274068.0,2.4174,56.9301
001324.SZ,20251203,267444.0,2.359,55.5541
001324.SZ,20251202,266202.0,2.348,55.2961
001324.SZ,20251201,267582.0,2.3602,55.5828
001324.SZ,20251128,263442.0,2.3237,54.7228
001324.SZ,20251127,266616.0,2.3517,55.3821
001324.SZ,20251126,259302.0,2.2872,53.8629
001324.SZ,20251125,262062.0,2.3115,54.4362
001324.SZ,20251124,259992.0,2.2933,54.0062
001324.SZ,20251121,254196.0,2.2421,52.8022
001324.SZ,20251120,266478.0,2.3505,55.3535
001324.SZ,20251119,265512.0,2.342,55.1528
001324.SZ,20251118,274758.0,2.4235,57.0734
001324.SZ,20251117,278622.0,2.4576,57.8761
001324.SZ,20251114,275724.0,2.432,57.2741
001324.SZ,20251113,273240.0,2.4101,56.7581
001324.SZ,20251112,274620.0,2.4223,57.0447
001324.SZ,20251111,278484.0,2.4564,57.8474
001324.SZ,20251110,279036.0,2.4612,57.9621
001324.SZ,20251107,277656.0,2.4491,57.6754
001324.SZ,20251106,275448.0,2.4296,57.2167
001324.SZ,20251105,274896.0,2.4247,57.1021
001324.SZ,20251104,270894.0,2.3894,56.2708
001324.SZ,20251103,273516.0,2.4126,56.8154
001324.SZ,20251031,275310.0,2.4284,57.1881
001324.SZ,20251030,277518.0,2.4471,44.9282
001324.SZ,20251029,282210.0,2.4885,45.6878
001324.SZ,20251028,284142.0,2.5055,46.0005
001324.SZ,20251027,282210.0,2.4885,45.6878
001324.SZ,20251024,282762.0,2.4934,45.7771
001324.SZ,20251023,278070.0,2.452,45.0175
001324.SZ,20251022,278346.0,2.4544,45.0622
001324.SZ,20251021,277932.0,2.4508,44.9952
001324.SZ,20251020,274758.0,2.4228,44.4813
001324.SZ,20251017,270204.0,2.3826,43.7441
001324.SZ,20251016,274068.0,2.4167,44.3696
001324.SZ,20251015,277104.0,2.4435,44.8611
001324.SZ,20251014,275448.0,2.4289,44.5931
001324.SZ,20251013,274482.0,2.4204,44.4367
001324.SZ,20251010,273516.0,2.4118,44.2803
001324.SZ,20251009,271722.0,2.396,43.9898
001324.SZ,20250930,269238.0,2.3741,43.5877
001324.SZ,20250929,270066.0,2.3642,43.7217
001324.SZ,20250926,269790.0,2.3618,43.6771
001324.SZ,20250925,272688.0,2.3871,44.1462
001324.SZ,20250924,272274.0,2.3835,44.0792
001324.SZ,20250923,270756.0,2.3702,43.8335
001324.SZ,20250922,271584.0,2.3775,43.9675
001324.SZ,20250919,273240.0,2.392,44.2356
001324.SZ,20250918,274896.0,2.4065,44.5037
001324.SZ,20250917,280968.0,2.4596,45.4867
001324.SZ,20250916,279588.0,2.4475,45.2633
001324.SZ,20250915,277518.0,2.4294,44.9282
001324.SZ,20250912,276138.0,2.4173,44.7048
001324.SZ,20250911,278346.0,2.4367,45.0622
001324.SZ,20250910,276828.0,2.4234,44.8165
001324.SZ,20250909,277380.0,2.4282,44.9058
001324.SZ,20250908,279174.0,2.4439,45.1963
001324.SZ,20250905,274896.0,2.4065,44.5037
001324.SZ,20250904,270894.0,2.3714,43.8558
001324.SZ,20250903,269100.0,2.3557,43.5654
001324.SZ,20250902,277380.0,2.4282,44.9058
001324.SZ,20250901,277932.0,2.433,44.9952
001324.SZ,20250829,279450.0,2.4463,45.2409
001324.SZ,20250828,280002.0,2.4512,45.3303
001324.SZ,20250827,288696.0,2.5273,46.7378
001324.SZ,20250826,306912.0,2.6867,49.6868
001324.SZ,20250825,310776.0,2.7206,50.3124
001324.SZ,20250822,307326.0,2.7579,52.1162
001324.SZ,20250821,310086.0,2.7827,52.5843
001324.SZ,20250820,308430.0,2.7678,52.3034
001324.SZ,20250819,307464.0,2.7591,52.1396
001324.SZ,20250818,311880.0,2.7988,52.8885
001324.SZ,20250815,307050.0,2.7554,52.0694
001324.SZ,20250814,309810.0,2.7802,52.5375
001324.SZ,20250813,313674.0,2.8149,53.1927
001324.SZ,20250812,305670.0,2.743,51.8354
001324.SZ,20250811,308430.0,2.7678,52.3034
001324.SZ,20250808,306360.0,2.7492,51.9524
001324.SZ,20250807,299874.0,2.691,50.8525
001324.SZ,20250806,294768.0,2.6452,49.9866
001324.SZ,20250805,300840.0,2.6997,51.0163
001324.SZ,20250804,298632.0,2.6799,50.6419
001324.SZ,20250801,299184.0,2.6848,50.7355
001324.SZ,20250731,305670.0,2.743,51.8354
001324.SZ,20250730,303324.0,2.722,51.4376
001324.SZ,20250729,316020.0,2.8359,53.5906
001324.SZ,20250728,316986.0,2.8446,53.7544
001324.SZ,20250725,307326.0,2.7579,52.1162
001324.SZ,20250724,317124.0,2.8458,53.7778
001324.SZ,20250723,288282.0,2.587,48.8868
001324.SZ,20250722,286074.0,2.5672,48.5123
001324.SZ,20250721,292560.0,2.6254,49.6122
001324.SZ,20250718,305394.0,2.7406,51.7886
001324.SZ,20250717,277656.0,2.4916,47.0848
001324.SZ,20250716,277242.0,2.4879,47.0146
001324.SZ,20250715,276276.0,2.4793,46.8508
001324.SZ,20250714,278484.0,2.4991,47.2252
001324.SZ,20250711,275172.0,2.4694,46.6636
001324.SZ,20250710,276552.0,2.4817,46.8976
001324.SZ,20250709,278622.0,2.5003,47.2486
001324.SZ,20250708,278070.0,2.4954,47.155
001324.SZ,20250707,279450.0,2.5077,47.389
001324.SZ,20250704,270894.0,2.431,45.9381
001324.SZ,20250703,275448.0,2.4718,46.7104
001324.SZ,20250702,273516.0,2.4545,46.3827
001324.SZ,20250701,276138.0,2.478,46.8274
001324.SZ,20250630,271860.0,2.4396,46.1019
001324.SZ,20250627,262890.0,2.3591,44.5808
001324.SZ,20250626,262476.0,2.3554,44.5106
001324.SZ,20250625,262890.0,2.3591,44.5808
001324.SZ,20250624,259578.0,2.3294,44.0191
001324.SZ,20250623,250056.0,2.244,42.4044
001324.SZ,20250620,246330.0,2.2105,41.7726
001324.SZ,20250619,249918.0,2.2427,42.381
001324.SZ,20250618,253230.0,2.2725,42.9427
001324.SZ,20250617,259026.0,2.3245,43.9255
001324.SZ,20250616,256680.0,2.3034,43.5277
001324.SZ,20250613,251574.0,2.2576,42.6618
001324.SZ,20250612,256128.0,2.2985,43.4341
001324.SZ,20250611,258612.0,2.3207,43.8553
001324.SZ,20250610,256680.0,2.3034,43.5277
001324.SZ,20250609,259164.0,2.3257,43.9489
001324.SZ,20250606,254058.0,2.2799,43.0831
001324.SZ,20250605,251850.0,2.2601,42.7086
001324.SZ,20250604,251850.0,2.2601,42.7086
001324.SZ,20250603,250884.0,2.2514,42.5448
001324.SZ,20250530,249780.0,2.2415,42.3576
001324.SZ,20250529,255162.0,2.2694,43.2703
001324.SZ,20250528,254334.0,2.2621,43.1299
001324.SZ,20250527,252402.0,2.2449,42.8022
001324.SZ,20250526,251436.0,2.2363,42.6384
001324.SZ,20250523,247986.0,2.2056,42.0534
001324.SZ,20250522,251298.0,2.2351,42.615
001324.SZ,20250521,252540.0,2.2461,42.8256
001324.SZ,20250520,254196.0,2.2608,43.1065
001324.SZ,20250519,252402.0,2.2449,42.8022
001324.SZ,20250516,251298.0,2.2351,42.615
001324.SZ,20250515,250056.0,2.224,42.4044
001324.SZ,20250514,251574.0,2.2375,42.6618
001324.SZ,20250513,254886.0,2.267,43.2235
001324.SZ,20250512,257094.0,2.2866,43.5979
001324.SZ,20250509,253230.0,2.2522,42.9427
001324.SZ,20250508,254886.0,2.267,43.2235
001324.SZ,20250507,248400.0,2.2093,42.1236
001324.SZ,20250506,246192.0,2.1896,41.7491
001324.SZ,20250430,237636.0,2.1135,40.2982
001324.SZ,20250429,235290.0,2.0927,39.9004
001324.SZ,20250428,230598.0,2.051,39.1047
001324.SZ,20250425,234600.0,2.113,38.983
001324.SZ,20250424,233634.0,2.1043,38.8225
001324.SZ,20250423,237912.0,2.1428,39.5334
001324.SZ,20250422,235152.0,2.118,39.0748
001324.SZ,20250421,233358.0,2.1018,38.7767
001324.SZ,20250418,231978.0,2.0894,38.5473
001324.SZ,20250417,233358.0,2.1018,38.7767
001324.SZ,20250416,232116.0,2.0906,38.5703
001324.SZ,20250415,235980.0,2.1254,39.2123
001324.SZ,20250414,236808.0,2.1329,39.3499
001324.SZ,20250411,233220.0,2.1006,38.7537
001324.SZ,20250410,227562.0,2.0496,37.8135
001324.SZ,20250409,222180.0,2.0011,36.9192
001324.SZ,20250408,220800.0,2.0083,36.1008
001324.SZ,20250407,228804.0,2.0811,37.4094
001324.SZ,20250403,254196.0,2.312,41.561
001324.SZ,20250402,252816.0,2.2995,41.3354
001324.SZ,20250401,249918.0,2.2731,40.8615
001324.SZ,20250331,248952.0,2.2644,40.7036
001324.SZ,20250328,254058.0,2.3108,41.5384
001324.SZ,20250327,254334.0,2.3133,41.5836
001324.SZ,20250326,256542.0,2.3334,41.9446
001324.SZ,20250325,253506.0,2.3058,41.4482
001324.SZ,20250324,252540.0,2.297,41.2902
001324.SZ,20250321,266892.0,2.4275,43.6368
001324.SZ,20250320,267858.0,2.4363,43.7947
001324.SZ,20250319,262200.0,2.3848,42.8697
001324.SZ,20250318,261510.0,2.3786,42.7568
001324.SZ,20250317,257094.0,2.3384,42.0348
001324.SZ,20250314,261510.0,2.3786,42.7568
001324.SZ,20250313,260958.0,2.3736,42.6666
001324.SZ,20250312,265650.0,2.4162,43.4337
001324.SZ,20250311,271170.0,2.4664,44.3362
001324.SZ,20250310,261510.0,2.3786,42.7568
001324.SZ,20250307,258060.0,2.3472,42.1928
001324.SZ,20250306,257094.0,2.3384,42.0348
001324.SZ,20250305,256128.0,2.3296,41.8769
001324.SZ,20250304,255576.0,2.3246,41.7866
001324.SZ,20250303,249504.0,2.2694,40.7939
001324.SZ,20250228,250470.0,2.2782,40.9518
001324.SZ,20250227,261096.0,2.3748,42.6891
001324.SZ,20250226,261510.0,2.3786,42.7568
001324.SZ,20250225,261648.0,2.3798,42.7794
001324.SZ,20250224,267168.0,2.43,43.6819
001324.SZ,20250221,263166.0,2.3936,43.0276
001324.SZ,20250220,257232.0,2.3397,42.0574
001324.SZ,20250219,262338.0,2.3861,42.8922
001324.SZ,20250218,259992.0,2.3648,42.5086
001324.SZ,20250217,265788.0,2.4175,43.4563
001324.SZ,20250214,241638.0,2.1978,39.5078
001324.SZ,20250213,240120.0,2.184,39.2596
001324.SZ,20250212,245226.0,2.2305,40.0944
001324.SZ,20250211,245778.0,2.2355,40.1847
001324.SZ,20250210,248400.0,2.2593,40.6134
001324.SZ,20250207,248124.0,2.2568,40.5682
001324.SZ,20250206,247158.0,2.248,40.4103
001324.SZ,20250205,243708.0,2.2167,39.8462
001324.SZ,20250127,239292.0,2.1765,39.1242
001324.SZ,20250124,243708.0,2.2167,39.8462
001324.SZ,20250123,239706.0,2.1803,39.1919
001324.SZ,20250122,236670.0,2.1526,38.6955
001324.SZ,20250121,238740.0,2.1715,39.0339
001324.SZ,20250120,238188.0,2.1664,38.9437
001324.SZ,20250117,232116.0,2.1112,37.9509
001324.SZ,20250116,235290.0,2.1401,38.4699
001324.SZ,20250115,229356.0,2.0861,37.4997
001324.SZ,20250114,231564.0,2.1062,37.8607
001324.SZ,20250113,219558.0,1.997,35.8977
001324.SZ,20250110,218178.0,1.9844,35.6721
001324.SZ,20250109,225906.0,2.0547,36.9356
001324.SZ,20250108,224250.0,2.0397,36.6648
001324.SZ,20250107,226182.0,2.0572,36.9807
001324.SZ,20250106,219282.0,1.9945,35.8526
001324.SZ,20250103,215832.0,1.9631,35.2885
001324.SZ,20250102,229632.0,2.0886,37.5448
001324.SZ,20241231,236256.0,2.1489,38.6278
001324.SZ,20241230,234876.0,2.1363,38.4022
001324.SZ,20241227,240396.0,2.1865,39.3047
001324.SZ,20241226,238326.0,2.1677,38.9663
001324.SZ,20241225,235290.0,2.1401,38.4699
001324.SZ,20241224,244260.0,2.2217,39.9365
001324.SZ,20241223,238050.0,2.1652,38.9211
001324.SZ,20241220,251022.0,2.2832,41.0421
001324.SZ,20241219,249228.0,2.2669,40.7487
001324.SZ,20241218,247020.0,2.2468,40.3877
001324.SZ,20241217,249504.0,2.2694,40.7939
001324.SZ,20241216,268410.0,2.4413,43.885
001324.SZ,20241213,273654.0,2.489,44.7424
001324.SZ,20241212,285108.0,2.5932,46.6151
001324.SZ,20241211,290352.0,2.6409,47.4725
001324.SZ,20241210,281520.0,2.5606,46.0285
001324.SZ,20241209,270066.0,2.4564,44.1557
001324.SZ,20241206,279450.0,2.5417,45.69
001324.SZ,20241205,296562.0,2.6974,48.4878
001324.SZ,20241204,284970.0,2.592,46.5925
001324.SZ,20241203,259026.0,2.356,42.3507
001324.SZ,20241202,255576.0,2.3246,41.7866
001324.SZ,20241129,253092.0,2.302,41.3805
001324.SZ,20241128,249780.0,2.2719,40.839
001324.SZ,20241127,252540.0,2.297,41.2902
001324.SZ,20241126,244950.0,2.2279,40.0493
001324.SZ,20241125,254610.0,2.3158,41.6287
001324.SZ,20241122,248952.0,2.2644,40.7036
001324.SZ,20241121,259716.0,2.3623,42.4635
001324.SZ,20241120,251298.0,2.2857,41.0872
001324.SZ,20241119,228390.0,2.0773,37.3417
001324.SZ,20241118,221352.0,2.0133,36.191
001324.SZ,20241115,227976.0,2.0736,37.274
001324.SZ,20241114,233082.0,2.12,38.1089
001324.SZ,20241113,239154.0,2.1752,39.1016
001324.SZ,20241112,238740.0,2.1715,39.0339
001324.SZ,20241111,241776.0,2.1991,39.5303
001324.SZ,20241108,234048.0,2.1288,38.2668
001324.SZ,20241107,233496.0,2.1238,38.1766
001324.SZ,20241106,230460.0,2.0962,37.6802
001324.SZ,20241105,232254.0,2.1125,37.9735
001324.SZ,20241104,226596.0,2.061,37.0484
001324.SZ,20241101,217488.0,1.9782,35.5592
001324.SZ,20241031,225768.0,2.0535,36.913
001324.SZ,20241030,224526.0,2.0422,36.71
001324.SZ,20241029,226320.0,2.0865,31.0984
001324.SZ,20241028,234876.0,2.1653,32.2741
001324.SZ,20241025,231150.0,2.131,31.7621
001324.SZ,20241024,229080.0,2.1119,31.4777
001324.SZ,20241023,232530.0,2.1437,31.9517
001324.SZ,20241022,235014.0,2.1666,32.2931
001324.SZ,20241021,234048.0,2.1577,32.1603
001324.SZ,20241018,228666.0,2.1081,31.4208
001324.SZ,20241017,222180.0,2.0483,30.5296
001324.SZ,20241016,224664.0,2.0712,30.8709
001324.SZ,20241015,226872.0,2.0915,31.1743
001324.SZ,20241014,226596.0,2.089,31.1364
001324.SZ,20241011,220800.0,2.0356,30.3399
001324.SZ,20241010,231840.0,2.1373,31.8569
001324.SZ,20241009,227562.0,2.0979,31.2691
001324.SZ,20241008,251574.0,2.3193,34.5686
001324.SZ,20240930,240948.0,2.2213,33.1085
001324.SZ,20240927,223422.0,2.0597,30.7002
001324.SZ,20240926,214314.0,1.9758,29.4487
001324.SZ,20240925,210450.0,1.9401,28.9178
