ts_code,trade_date,total_mv,pb,pe_ttm
000885.SZ,20260416,873226.4268,0.9204,7.0642
000885.SZ,20260415,867447.7225,0.9143,7.0175
000885.SZ,20260414,882857.6006,0.9637,7.4168
000885.SZ,20260413,871300.192,0.9511,7.3198
000885.SZ,20260410,875152.6616,0.9553,7.3521
000885.SZ,20260409,866163.566,0.9455,7.2766
000885.SZ,20260408,879647.2094,0.9602,7.3899
000885.SZ,20260407,853322.0009,0.9315,7.1687
000885.SZ,20260403,852037.8444,0.9301,7.1579
000885.SZ,20260402,878363.0528,0.9588,7.3791
000885.SZ,20260401,884141.7571,0.9651,7.4276
000885.SZ,20260331,874510.5833,0.9546,7.3467
000885.SZ,20260330,880289.2876,0.9609,7.3953
000885.SZ,20260327,886710.0702,0.9679,7.4492
000885.SZ,20260326,889278.3832,0.9707,7.4708
000885.SZ,20260325,896341.244,0.9785,7.5301
000885.SZ,20260324,863595.253,0.9427,7.255
000885.SZ,20260323,839838.3575,0.9168,7.0554
000885.SZ,20260320,880289.2876,0.9609,7.3953
000885.SZ,20260319,895699.1657,0.9777,7.5247
000885.SZ,20260318,907256.5743,0.9904,7.6218
000885.SZ,20260317,910466.9656,0.9939,7.6488
000885.SZ,20260316,913035.2786,0.9967,7.6704
000885.SZ,20260313,931013.4698,1.0163,7.8214
000885.SZ,20260312,931013.4698,1.0163,7.8214
000885.SZ,20260311,921382.2959,1.0058,7.7405
000885.SZ,20260310,905330.3396,0.9883,7.6056
000885.SZ,20260309,896983.3222,0.9792,7.5355
000885.SZ,20260306,905972.4178,0.989,7.611
000885.SZ,20260305,882857.6006,0.9637,7.4168
000885.SZ,20260304,877720.9746,0.9581,7.3737
000885.SZ,20260303,900835.7918,0.9834,7.5679
000885.SZ,20260302,910466.9656,0.9939,7.6488
000885.SZ,20260227,907256.5743,0.9904,7.6218
000885.SZ,20260226,889278.3832,0.9707,7.4708
000885.SZ,20260225,877720.9746,0.9581,7.3737
000885.SZ,20260224,871300.192,0.9511,7.3198
000885.SZ,20260213,857816.5487,0.9364,7.2065
