trade_date,open,high,low,close,vol,amount,ts_code
2020-01-02,3.43,3.47,3.38,3.45,407062,159967004.0,002108.SZ
2020-01-03,3.42,3.52,3.38,3.39,371168,146005972.0,002108.SZ
2020-01-06,3.37,3.78,3.32,3.78,622755,256418706.0,002108.SZ
2020-01-07,3.82,3.98,3.7,3.74,1099800,475780912.0,002108.SZ
2020-01-08,3.72,3.97,3.65,3.83,896511,387749344.0,002108.SZ
2020-01-09,3.85,3.93,3.79,3.84,560791,243958959.0,002108.SZ
2020-01-10,3.8,3.82,3.65,3.67,451950,189966243.0,002108.SZ
2020-01-13,3.7,3.73,3.63,3.72,260338,109191480.0,002108.SZ
2020-01-14,3.78,3.89,3.72,3.77,481701,208178231.0,002108.SZ
2020-01-15,3.74,3.81,3.63,3.66,328898,137543147.0,002108.SZ
2020-01-16,3.67,3.69,3.54,3.57,297376,121858371.0,002108.SZ
2020-01-17,3.57,3.59,3.5,3.52,212622,85929186.0,002108.SZ
2020-01-20,3.54,3.58,3.5,3.57,195542,79120606.0,002108.SZ
2020-01-21,3.55,3.61,3.52,3.53,167668,67955895.0,002108.SZ
2020-01-22,3.5,3.53,3.38,3.47,255077,100772459.0,002108.SZ
2020-01-23,3.42,3.42,3.13,3.23,343059,129355514.0,002108.SZ
2020-02-03,2.86,2.86,2.86,2.86,48373,16253328.0,002108.SZ
2020-02-04,2.52,2.91,2.52,2.79,334474,109498752.0,002108.SZ
2020-02-05,2.8,2.98,2.8,2.85,321253,108727632.0,002108.SZ
2020-02-06,2.77,2.91,2.77,2.88,306825,103373595.0,002108.SZ
2020-02-07,2.87,2.9,2.8,2.89,288067,96633963.0,002108.SZ
2020-02-10,2.86,3.06,2.83,3.05,374401,129761490.0,002108.SZ
2020-02-11,3.07,3.07,2.95,2.97,232603,81089922.0,002108.SZ
2020-02-12,2.97,3.32,2.94,3.32,648719,242168589.0,002108.SZ
2020-02-13,3.35,3.65,3.24,3.43,1028866,408544160.0,002108.SZ
2020-02-14,3.38,3.46,3.28,3.34,543136,209087960.0,002108.SZ
2020-02-17,3.28,3.5,3.27,3.45,506420,197036496.0,002108.SZ
2020-02-18,3.4,3.53,3.39,3.5,475439,189140502.0,002108.SZ
2020-02-19,3.67,3.83,3.48,3.48,676257,278116000.0,002108.SZ
2020-02-20,3.48,3.76,3.46,3.62,636471,261656826.0,002108.SZ
2020-02-21,3.6,3.68,3.53,3.57,546472,224336745.0,002108.SZ
2020-02-24,3.56,3.66,3.55,3.6,457149,187555582.0,002108.SZ
2020-02-25,3.45,3.8,3.39,3.78,922250,380663216.0,002108.SZ
2020-02-26,3.68,3.76,3.56,3.59,609951,253777421.0,002108.SZ
2020-02-27,3.61,3.64,3.48,3.51,337957,136784987.0,002108.SZ
2020-02-28,3.31,3.42,3.16,3.18,426217,161806645.0,002108.SZ
2020-03-02,3.22,3.37,3.22,3.33,243377,92755025.0,002108.SZ
2020-03-03,3.41,3.47,3.34,3.38,270244,105769173.0,002108.SZ
2020-03-04,3.36,3.42,3.3,3.41,204760,79132157.0,002108.SZ
2020-03-05,3.45,3.56,3.4,3.51,379950,150970963.0,002108.SZ
2020-03-06,3.45,3.58,3.43,3.52,312616,125931971.0,002108.SZ
2020-03-09,3.47,3.56,3.4,3.41,305402,121744070.0,002108.SZ
2020-03-10,3.33,3.46,3.24,3.46,321202,123664063.0,002108.SZ
2020-03-11,3.48,3.51,3.35,3.36,245481,96500623.0,002108.SZ
2020-03-12,3.3,3.33,3.21,3.22,220266,82771492.0,002108.SZ
2020-03-13,2.91,3.23,2.9,3.17,261046,93493312.0,002108.SZ
2020-03-16,3.21,3.24,2.98,3.03,174456,62994454.0,002108.SZ
2020-03-17,3.04,3.1,2.86,2.98,162818,56485100.0,002108.SZ
2020-03-18,3.03,3.06,2.92,2.92,129859,45466997.0,002108.SZ
2020-03-19,2.93,2.98,2.86,2.96,117916,40371958.0,002108.SZ
2020-03-20,3.01,3.03,2.96,3.01,100181,35008382.0,002108.SZ
2020-03-23,2.96,2.96,2.8,2.84,123910,42095633.0,002108.SZ
2020-03-24,2.9,2.93,2.82,2.91,79974,27104642.0,002108.SZ
2020-03-25,2.99,3.0,2.95,2.99,109129,37966853.0,002108.SZ
2020-03-26,2.99,2.99,2.92,2.94,80807,27853798.0,002108.SZ
2020-03-27,2.96,2.98,2.89,2.9,85926,29604413.0,002108.SZ
2020-03-30,2.84,2.89,2.8,2.82,81417,27106907.0,002108.SZ
2020-03-31,2.88,2.88,2.82,2.83,54519,18196433.0,002108.SZ
2020-04-01,2.84,2.92,2.82,2.85,104348,35109438.0,002108.SZ
2020-04-02,2.82,2.89,2.8,2.88,83572,27934903.0,002108.SZ
2020-04-03,2.88,2.89,2.82,2.83,79653,26712167.0,002108.SZ
2020-04-07,2.88,2.91,2.84,2.9,118491,40112109.0,002108.SZ
2020-04-08,2.91,2.93,2.87,2.91,99672,33879024.0,002108.SZ
2020-04-09,2.92,2.94,2.91,2.92,101027,34567693.0,002108.SZ
2020-04-10,2.94,2.94,2.81,2.83,118287,39735678.0,002108.SZ
2020-04-13,2.81,2.83,2.78,2.79,69752,23064458.0,002108.SZ
2020-04-14,2.81,3.12,2.81,3.12,451740,161204913.0,002108.SZ
2020-04-15,3.11,3.13,2.98,3.0,383924,136011095.0,002108.SZ
2020-04-16,3.0,3.06,2.96,3.02,183373,64285823.0,002108.SZ
2020-04-17,3.0,3.11,2.97,2.99,214704,75925851.0,002108.SZ
2020-04-20,3.0,3.0,2.94,2.97,120261,41617448.0,002108.SZ
2020-04-21,2.95,2.95,2.87,2.91,124633,42306841.0,002108.SZ
2020-04-22,2.89,3.05,2.86,3.03,220899,77188148.0,002108.SZ
2020-04-23,3.02,3.05,2.95,2.95,122737,42949896.0,002108.SZ
2020-04-24,2.96,3.04,2.93,2.93,129167,44922813.0,002108.SZ
2020-04-27,2.93,3.03,2.92,2.95,125211,43592930.0,002108.SZ
2020-04-28,2.95,2.98,2.77,2.85,151291,50920335.0,002108.SZ
2020-04-29,2.83,2.89,2.82,2.86,73214,24601029.0,002108.SZ
2020-04-30,2.9,3.02,2.9,3.01,192131,66914208.0,002108.SZ
2020-05-06,2.99,3.06,2.96,3.04,134669,47474308.0,002108.SZ
2020-05-07,3.05,3.06,2.99,2.99,92284,32364700.0,002108.SZ
2020-05-08,3.02,3.05,3.0,3.02,90414,31925340.0,002108.SZ
2020-05-11,3.02,3.05,2.97,2.98,92762,32459154.0,002108.SZ
2020-05-12,3.02,3.14,2.98,3.1,223700,79728060.0,002108.SZ
2020-05-13,3.09,3.1,3.04,3.08,118995,42467683.0,002108.SZ
2020-05-14,3.06,3.06,3.01,3.01,89066,31418541.0,002108.SZ
2020-05-15,3.02,3.04,3.0,3.02,83162,29274068.0,002108.SZ
2020-05-18,3.02,3.02,2.95,3.0,75052,26204640.0,002108.SZ
2020-05-19,3.01,3.03,2.99,3.0,66611,23373911.0,002108.SZ
2020-05-20,3.01,3.11,3.01,3.05,222859,79593124.0,002108.SZ
2020-05-21,3.06,3.06,2.96,2.98,130734,45705909.0,002108.SZ
2020-05-22,2.97,2.97,2.88,2.89,92237,31500196.0,002108.SZ
2020-05-25,2.89,2.91,2.85,2.9,55689,18798687.0,002108.SZ
2020-05-26,2.9,2.94,2.9,2.94,54877,18788601.0,002108.SZ
2020-05-27,2.95,2.96,2.88,2.91,55538,18938209.0,002108.SZ
2020-05-28,2.91,3.12,2.86,2.99,181832,63270306.0,002108.SZ
2020-05-29,2.98,3.02,2.95,3.0,97652,34136061.0,002108.SZ
2020-06-01,3.04,3.11,3.02,3.1,183317,65535540.0,002108.SZ
2020-06-02,3.11,3.12,3.07,3.09,111211,39906845.0,002108.SZ
2020-06-03,3.11,3.13,3.05,3.07,118500,42478816.0,002108.SZ
2020-06-04,3.06,3.18,3.06,3.13,211676,77035672.0,002108.SZ
2020-06-05,3.13,3.13,3.06,3.08,117897,42279906.0,002108.SZ
2020-06-08,3.09,3.11,3.07,3.1,77471,27826662.0,002108.SZ
2020-06-09,3.08,3.15,3.08,3.09,97911,35389333.0,002108.SZ
2020-06-10,3.11,3.13,3.05,3.06,93362,32976957.0,002108.SZ
2020-06-11,3.08,3.21,3.05,3.09,201641,72396346.0,002108.SZ
2020-06-12,3.02,3.08,2.97,3.06,124723,43443923.0,002108.SZ
2020-06-15,3.07,3.11,3.02,3.03,101627,35681111.0,002108.SZ
2020-06-16,3.05,3.11,3.03,3.09,107566,37906050.0,002108.SZ
2020-06-17,3.09,3.12,3.06,3.1,100933,35730971.0,002108.SZ
2020-06-18,3.11,3.12,3.07,3.1,88452,31362756.0,002108.SZ
2020-06-19,3.09,3.16,3.08,3.13,164719,58914532.0,002108.SZ
2020-06-22,3.13,3.16,3.1,3.1,122164,43571637.0,002108.SZ
2020-06-23,3.11,3.12,3.03,3.05,119292,41893850.0,002108.SZ
2020-06-24,3.06,3.06,3.01,3.02,64056,22305579.0,002108.SZ
2020-06-29,3.01,3.03,2.99,3.01,61714,21399824.0,002108.SZ
2020-06-30,3.03,3.04,3.01,3.02,71474,24853996.0,002108.SZ
2020-07-01,3.04,3.04,3.01,3.04,98913,34378152.0,002108.SZ
2020-07-02,3.04,3.13,3.03,3.11,139577,49416860.0,002108.SZ
2020-07-03,3.13,3.21,3.11,3.19,254435,91695933.0,002108.SZ
2020-07-06,3.23,3.37,3.21,3.35,388644,145155281.0,002108.SZ
2020-07-07,3.36,3.5,3.31,3.35,425590,164443984.0,002108.SZ
2020-07-08,3.37,3.42,3.33,3.4,319982,122717722.0,002108.SZ
2020-07-09,3.39,3.46,3.36,3.45,324704,125609631.0,002108.SZ
2020-07-10,3.42,3.45,3.33,3.33,272452,104747193.0,002108.SZ
2020-07-13,3.37,3.6,3.37,3.55,467315,184948670.0,002108.SZ
2020-07-14,3.59,3.66,3.47,3.55,382506,153677507.0,002108.SZ
2020-07-15,3.56,3.59,3.38,3.39,268687,104939495.0,002108.SZ
2020-07-16,3.38,3.43,3.23,3.24,256136,97145876.0,002108.SZ
2020-07-17,3.25,3.3,3.19,3.28,167242,61849332.0,002108.SZ
2020-07-20,3.33,3.49,3.32,3.46,248459,96010192.0,002108.SZ
2020-07-21,3.48,3.55,3.44,3.47,201990,79525478.0,002108.SZ
2020-07-22,3.46,3.49,3.42,3.43,199156,77748033.0,002108.SZ
2020-07-23,3.41,3.44,3.32,3.41,156196,59862745.0,002108.SZ
2020-07-24,3.41,3.47,3.27,3.29,182584,69429686.0,002108.SZ
2020-07-27,3.34,3.37,3.23,3.31,132923,49713134.0,002108.SZ
2020-07-28,3.31,3.37,3.27,3.3,116974,44067353.0,002108.SZ
2020-07-29,3.3,3.39,3.26,3.39,171787,64908033.0,002108.SZ
2020-07-30,3.39,3.42,3.31,3.32,170311,64889392.0,002108.SZ
2020-07-31,3.28,3.37,3.28,3.33,148642,56031159.0,002108.SZ
2020-08-03,3.36,3.43,3.35,3.43,206552,79523423.0,002108.SZ
2020-08-04,3.45,3.47,3.38,3.41,178140,68844653.0,002108.SZ
2020-08-05,3.41,3.44,3.36,3.42,152132,58550335.0,002108.SZ
2020-08-06,3.43,3.43,3.33,3.39,167846,64209762.0,002108.SZ
2020-08-07,3.39,3.39,3.28,3.31,161086,60913170.0,002108.SZ
2020-08-10,3.33,3.43,3.29,3.41,200638,76933305.0,002108.SZ
2020-08-11,3.43,3.45,3.32,3.33,207074,79431928.0,002108.SZ
2020-08-12,3.44,3.71,3.41,3.71,305717,125930981.0,002108.SZ
2020-08-13,4.13,4.13,4.13,4.13,95073,43543429.0,002108.SZ
2020-08-14,4.59,4.59,4.36,4.59,2576413,1283826432.0,002108.SZ
2020-08-17,4.81,5.09,4.71,5.09,1096333,594365760.0,002108.SZ
2020-08-18,5.64,5.64,5.64,5.64,125391,76363271.0,002108.SZ
2020-08-19,6.25,6.25,6.15,6.25,1545744,1035468864.0,002108.SZ
2020-08-20,5.99,6.42,5.58,5.67,4241224,2732624400.0,002108.SZ
2020-08-21,5.94,6.28,5.25,6.28,4283597,2685623264.0,002108.SZ
2020-08-24,6.45,6.95,6.26,6.95,3579192,2537378384.0,002108.SZ
2020-08-25,6.94,6.94,6.21,6.21,3870565,2632573760.0,002108.SZ
2020-08-26,5.93,6.39,5.63,5.73,2859682,1844220800.0,002108.SZ
2020-08-27,5.75,6.25,5.49,5.87,3118725,1982532352.0,002108.SZ
2020-08-28,5.54,5.54,5.24,5.25,2806627,1607623872.0,002108.SZ
2020-08-31,5.25,5.42,5.16,5.28,1860140,1067503408.0,002108.SZ
2020-09-01,5.26,5.45,5.01,5.3,1909082,1077775264.0,002108.SZ
2020-09-02,5.23,5.37,5.09,5.11,1672328,946189392.0,002108.SZ
2020-09-03,4.98,5.03,4.75,4.84,1827039,970787584.0,002108.SZ
2020-09-04,4.74,4.9,4.65,4.74,1053748,547770320.0,002108.SZ
2020-09-07,4.71,4.81,4.61,4.61,1018470,524104704.0,002108.SZ
2020-09-08,4.73,4.89,4.67,4.84,1248666,651348896.0,002108.SZ
2020-09-09,4.66,4.73,4.36,4.47,1156944,585263872.0,002108.SZ
2020-09-10,4.53,4.57,4.3,4.32,815329,398497456.0,002108.SZ
2020-09-11,4.26,4.4,4.23,4.38,616571,294148016.0,002108.SZ
2020-09-14,4.39,4.52,4.33,4.41,714915,347265152.0,002108.SZ
2020-09-15,4.43,4.78,4.32,4.69,1331916,668328800.0,002108.SZ
2020-09-16,4.58,4.63,4.47,4.5,875449,436316640.0,002108.SZ
2020-09-17,4.48,4.62,4.41,4.5,647333,321776544.0,002108.SZ
2020-09-18,4.45,4.6,4.41,4.57,716017,354904160.0,002108.SZ
2020-09-21,4.55,4.62,4.44,4.46,551164,273625376.0,002108.SZ
2020-09-22,4.39,4.43,4.33,4.36,509147,245709102.0,002108.SZ
2020-09-23,4.36,4.59,4.33,4.48,761923,376082560.0,002108.SZ
2020-09-24,4.42,4.42,4.31,4.33,485017,233429232.0,002108.SZ
