trade_date,open,high,low,close,vol,amount,ts_code
2020-01-02,11.59,11.77,11.42,11.71,46786,88159012.0,002846.SZ
2020-01-03,11.71,11.76,11.49,11.6,31782,60021002.0,002846.SZ
2020-01-06,11.66,12.28,11.58,12.28,55083,107826672.0,002846.SZ
2020-01-07,12.4,12.49,11.74,12.04,42746,84178098.0,002846.SZ
2020-01-08,12.08,12.16,11.75,11.76,35265,68081633.0,002846.SZ
2020-01-09,12.04,12.3,11.82,11.98,88236,172776073.0,002846.SZ
2020-01-10,12.18,13.2,12.18,13.2,51137,108636405.0,002846.SZ
2020-01-13,13.43,13.81,12.99,13.79,78792,172565629.0,002846.SZ
2020-01-14,13.57,13.86,13.51,13.73,33130,73430366.0,002846.SZ
2020-01-15,13.87,14.23,12.99,13.34,78899,173792059.0,002846.SZ
2020-01-16,13.34,13.55,12.83,13.04,36875,78230944.0,002846.SZ
2020-01-17,13.23,13.42,12.98,13.04,27235,58175119.0,002846.SZ
2020-01-20,13.21,13.36,12.83,13.02,38293,80780074.0,002846.SZ
2020-01-21,13.01,13.54,12.61,12.93,52602,110022779.0,002846.SZ
2020-01-22,12.93,13.08,12.73,13.04,24495,51250488.0,002846.SZ
2020-01-23,13.24,13.3,12.63,12.93,37951,78963137.0,002846.SZ
2020-02-03,11.68,11.93,11.61,11.68,89427,169525297.0,002846.SZ
2020-02-04,11.1,12.51,11.1,12.46,37777,75346383.0,002846.SZ
2020-02-05,12.41,13.3,12.41,12.9,25030,52786317.0,002846.SZ
2020-02-06,12.64,13.17,12.61,12.92,41952,87576680.0,002846.SZ
2020-02-07,12.83,12.95,12.57,12.68,24042,49718957.0,002846.SZ
2020-02-10,12.68,13.1,12.68,12.86,25931,54476973.0,002846.SZ
2020-02-11,12.86,13.3,12.66,12.96,29508,61550779.0,002846.SZ
2020-02-12,13.11,14.1,12.93,13.9,37904,83095787.0,002846.SZ
2020-02-13,13.67,14.52,13.67,14.2,41420,95624366.0,002846.SZ
2020-02-14,14.12,14.48,13.61,13.7,23342,52934342.0,002846.SZ
2020-02-17,13.86,13.86,13.3,13.5,29436,64330719.0,002846.SZ
2020-02-18,13.5,13.6,13.3,13.5,28358,61716333.0,002846.SZ
2020-02-19,13.55,13.57,13.11,13.12,27237,58837754.0,002846.SZ
2020-02-20,13.15,13.4,13.08,13.2,24440,52477712.0,002846.SZ
2020-02-21,13.24,13.61,13.06,13.36,32348,69938006.0,002846.SZ
2020-02-24,13.26,13.47,12.93,13.15,40384,86342016.0,002846.SZ
2020-02-25,12.95,13.1,12.3,12.98,27100,56570582.0,002846.SZ
2020-02-26,13.08,13.23,12.81,12.83,24918,52711494.0,002846.SZ
2020-02-27,12.84,13.18,12.65,12.89,18204,38194494.0,002846.SZ
2020-02-28,12.85,12.85,12.17,12.3,32466,65521644.0,002846.SZ
2020-03-02,12.32,13.54,12.32,13.52,41239,88324955.0,002846.SZ
2020-03-03,13.76,13.77,13.37,13.54,35373,77947052.0,002846.SZ
2020-03-04,13.67,14.36,13.48,14.06,41894,95406597.0,002846.SZ
2020-03-05,13.86,14.94,13.86,14.66,45340,107096839.0,002846.SZ
2020-03-06,14.68,14.89,14.18,14.81,27487,65550473.0,002846.SZ
2020-03-09,14.61,14.9,13.93,14.19,41624,97889035.0,002846.SZ
2020-03-10,14.41,14.61,13.93,14.48,28503,66451451.0,002846.SZ
2020-03-11,14.51,15.02,13.98,14.03,33193,77268027.0,002846.SZ
2020-03-12,14.05,14.18,13.39,13.58,29745,65433219.0,002846.SZ
2020-03-13,13.11,13.67,12.7,13.6,21028,44804105.0,002846.SZ
2020-03-16,14.02,14.35,13.33,13.46,32752,74121858.0,002846.SZ
2020-03-17,13.58,14.3,12.81,14.18,32068,70338471.0,002846.SZ
2020-03-18,14.25,14.61,13.83,14.08,30618,70336329.0,002846.SZ
2020-03-19,14.18,14.75,13.78,14.57,83013,189298269.0,002846.SZ
2020-03-20,14.8,16.05,14.8,16.05,78931,200368051.0,002846.SZ
2020-03-23,15.61,16.3,15.11,15.15,112396,283880240.0,002846.SZ
2020-03-24,15.22,15.93,15.0,15.46,53865,134465660.0,002846.SZ
2020-03-25,16.05,17.03,15.4,17.03,106666,282557024.0,002846.SZ
2020-03-26,17.16,17.16,16.35,16.46,86881,232629909.0,002846.SZ
2020-03-27,16.61,17.01,16.24,16.6,74751,200712080.0,002846.SZ
2020-03-30,16.36,16.45,15.43,15.86,56421,145978647.0,002846.SZ
2020-03-31,16.05,16.99,15.93,16.48,53703,143068405.0,002846.SZ
2020-04-01,16.42,16.42,15.55,16.05,42147,110029967.0,002846.SZ
2020-04-02,16.01,17.68,15.93,17.68,87201,242460167.0,002846.SZ
2020-04-03,18.44,19.46,18.05,19.46,59845,184404436.0,002846.SZ
2020-04-07,20.35,21.43,19.66,21.43,91446,306540224.0,002846.SZ
2020-04-08,21.98,22.56,19.27,19.8,171928,557782592.0,002846.SZ
2020-04-09,19.18,19.53,17.8,18.55,126516,370833072.0,002846.SZ
2020-04-10,17.83,18.24,17.24,17.84,85734,245907081.0,002846.SZ
2020-04-13,17.61,18.18,16.88,16.96,67391,190666071.0,002846.SZ
2020-04-14,17.23,17.29,16.14,16.63,68172,181965888.0,002846.SZ
2020-04-15,16.61,16.65,16.05,16.24,50233,132456245.0,002846.SZ
2020-04-16,16.09,16.49,15.95,16.23,43246,113543633.0,002846.SZ
2020-04-17,16.27,16.38,16.02,16.03,32819,85736088.0,002846.SZ
2020-04-20,16.09,16.85,15.86,16.71,86566,227782377.0,002846.SZ
2020-04-21,16.49,16.95,16.4,16.76,55291,149326960.0,002846.SZ
2020-04-22,16.63,16.93,16.5,16.77,44035,119440034.0,002846.SZ
2020-04-23,16.7,16.93,15.68,15.96,87345,229931514.0,002846.SZ
2020-04-24,16.05,16.21,14.35,14.35,98843,242617449.0,002846.SZ
2020-04-27,13.83,14.02,12.89,12.89,56596,120636456.0,002846.SZ
2020-04-28,11.58,12.0,11.58,11.58,179209,338293472.0,002846.SZ
2020-04-29,11.18,11.21,10.41,10.41,158713,276474816.0,002846.SZ
2020-04-30,10.4,10.6,10.29,10.42,98490,168291336.0,002846.SZ
2020-05-06,10.33,10.61,10.06,10.55,89355,151891597.0,002846.SZ
2020-05-07,10.67,10.68,10.21,10.31,84756,143636711.0,002846.SZ
2020-05-08,10.36,10.54,10.28,10.53,80480,136798173.0,002846.SZ
2020-05-11,10.58,11.03,10.46,10.83,114464,200857703.0,002846.SZ
2020-05-12,10.75,11.04,10.73,10.88,97793,173855427.0,002846.SZ
2020-05-13,10.81,10.88,10.61,10.68,54916,95846328.0,002846.SZ
2020-05-14,10.76,10.81,10.39,10.39,51503,88293095.0,002846.SZ
2020-05-15,10.37,10.58,10.36,10.43,39820,67881628.0,002846.SZ
2020-05-18,10.36,10.41,10.11,10.24,45469,76040901.0,002846.SZ
2020-05-19,10.34,10.4,10.06,10.24,43850,73094831.0,002846.SZ
2020-05-20,10.25,10.37,10.13,10.3,37706,63065206.0,002846.SZ
2020-05-21,10.26,10.35,9.87,10.23,61803,101589466.0,002846.SZ
2020-05-22,10.09,10.23,9.84,10.15,57926,94668962.0,002846.SZ
2020-05-25,10.05,10.16,9.94,10.08,27034,44201997.0,002846.SZ
2020-05-26,10.11,10.16,10.01,10.12,30705,50474817.0,002846.SZ
2020-05-27,10.08,10.14,10.01,10.08,23855,39220725.0,002846.SZ
2020-05-28,10.07,10.07,9.86,9.9,22990,37320930.0,002846.SZ
2020-05-29,9.91,10.01,9.79,9.9,25308,41001338.0,002846.SZ
2020-06-01,10.01,10.54,9.92,10.5,65284,109197140.0,002846.SZ
2020-06-02,10.57,10.68,10.25,10.32,66638,112129039.0,002846.SZ
2020-06-03,10.41,10.43,10.26,10.33,58359,97637555.0,002846.SZ
2020-06-04,10.44,10.54,10.31,10.53,66844,112392960.0,002846.SZ
2020-06-05,10.5,10.6,10.34,10.51,55359,93691785.0,002846.SZ
2020-06-08,10.56,10.67,10.43,10.51,38626,65747172.0,002846.SZ
2020-06-09,10.53,10.53,10.41,10.44,26569,44908006.0,002846.SZ
2020-06-10,10.48,10.66,10.39,10.54,38814,66028664.0,002846.SZ
2020-06-11,10.57,10.58,10.41,10.44,30614,51948968.0,002846.SZ
2020-06-12,10.29,10.54,10.17,10.51,30449,51282679.0,002846.SZ
2020-06-15,10.53,10.53,10.38,10.41,34060,57685228.0,002846.SZ
2020-06-16,10.47,10.55,10.41,10.54,29229,49449924.0,002846.SZ
2020-06-17,10.54,11.12,10.46,10.88,83897,147603831.0,002846.SZ
2020-06-18,10.92,10.92,10.68,10.78,40731,70750351.0,002846.SZ
2020-06-19,10.78,10.8,10.61,10.64,30813,53146771.0,002846.SZ
2020-06-22,10.57,10.68,10.51,10.59,24414,41831338.0,002846.SZ
2020-06-23,10.53,10.6,10.47,10.48,24432,41598246.0,002846.SZ
2020-06-24,10.5,10.59,10.39,10.51,21381,36246608.0,002846.SZ
2020-06-29,10.55,10.57,10.31,10.33,20900,35100980.0,002846.SZ
2020-06-30,10.38,10.39,10.26,10.32,21027,35072741.0,002846.SZ
2020-07-01,10.31,10.31,9.99,10.19,28703,47352996.0,002846.SZ
2020-07-02,10.21,10.33,10.08,10.33,30000,49803439.0,002846.SZ
2020-07-03,10.31,10.39,10.24,10.38,29417,49210012.0,002846.SZ
2020-07-06,10.44,10.73,10.41,10.68,61085,104608976.0,002846.SZ
2020-07-07,10.76,10.99,10.58,10.85,80760,141226402.0,002846.SZ
2020-07-08,10.9,11.95,10.86,11.95,79681,149206705.0,002846.SZ
2020-07-09,12.74,13.16,12.51,13.16,214837,450249200.0,002846.SZ
2020-07-10,12.82,13.16,12.62,12.88,125621,260057140.0,002846.SZ
2020-07-13,12.69,14.13,12.69,13.6,153370,330679584.0,002846.SZ
2020-07-14,13.33,13.57,12.81,13.06,113537,241218206.0,002846.SZ
2020-07-15,13.09,13.74,12.94,12.96,104708,224965627.0,002846.SZ
2020-07-16,12.72,12.87,11.65,11.65,122890,241028419.0,002846.SZ
2020-07-17,11.32,11.51,10.6,10.74,99938,176307591.0,002846.SZ
2020-07-20,10.76,11.05,10.63,11.03,62389,109324750.0,002846.SZ
