trade_date,open,high,low,close,vol,amount,ts_code
2020-01-02,4.17,4.23,4.08,4.19,60592,50989202.0,002107.SZ
2020-01-03,4.18,4.18,4.12,4.15,30530,25675286.0,002107.SZ
2020-01-06,4.13,4.23,4.08,4.17,36552,30902076.0,002107.SZ
2020-01-07,4.16,4.21,4.15,4.19,22846,19331174.0,002107.SZ
2020-01-08,4.19,4.3,4.13,4.14,32230,27387531.0,002107.SZ
2020-01-09,4.66,4.66,4.66,4.66,29178,26960268.0,002107.SZ
2020-01-10,5.07,5.07,4.7,4.7,176247,168443564.0,002107.SZ
2020-01-13,4.73,5.01,4.71,4.89,137310,130943179.0,002107.SZ
2020-01-14,4.81,4.85,4.71,4.71,75877,71281541.0,002107.SZ
2020-01-15,4.68,4.74,4.53,4.74,62980,57804466.0,002107.SZ
2020-01-16,4.71,4.73,4.65,4.68,30399,28164495.0,002107.SZ
2020-01-17,4.68,5.26,4.68,5.19,127582,126670641.0,002107.SZ
2020-01-20,5.76,5.82,5.51,5.82,131114,144557539.0,002107.SZ
2020-01-21,6.39,6.51,6.17,6.51,118588,143359673.0,002107.SZ
2020-01-22,7.15,7.2,5.75,5.97,233565,275942720.0,002107.SZ
2020-01-23,5.8,6.45,5.49,6.2,182883,210095465.0,002107.SZ
2020-02-03,6.55,6.93,6.26,6.93,258407,323431776.0,002107.SZ
2020-02-04,7.01,7.26,6.15,6.68,227114,284193072.0,002107.SZ
2020-02-05,6.43,6.93,6.2,6.87,204286,252000753.0,002107.SZ
2020-02-06,6.67,7.01,6.61,6.7,212452,269686912.0,002107.SZ
2020-02-07,6.55,6.67,6.06,6.08,175057,208153901.0,002107.SZ
2020-02-10,6.06,6.06,5.55,5.81,104381,114641928.0,002107.SZ
2020-02-11,5.81,5.9,5.62,5.85,75040,82774950.0,002107.SZ
2020-02-12,5.85,5.98,5.72,5.82,58579,64870130.0,002107.SZ
2020-02-13,5.92,5.95,5.68,5.68,53695,58841833.0,002107.SZ
