ts_code,trade_date,open,high,low,close,vol,amount
301141.SZ,20260416,52.1,53.13,52.02,52.59,24191.66,127302.04
301141.SZ,20260415,52.62,53.19,52.1,52.3,25784.17,135642.5
301141.SZ,20260414,52.56,52.81,51.84,52.23,33256.26,173263.403
301141.SZ,20260413,53.77,54.25,52.65,52.89,37837.99,200927.448
301141.SZ,20260410,53.21,53.66,52.5,52.82,51554.67,272956.352
301141.SZ,20260409,51.01,55.07,51.0,53.93,70845.57,378855.435
301141.SZ,20260408,53.0,53.1,51.1,52.25,49491.6,256572.179
301141.SZ,20260407,47.72,53.2,47.72,51.4,48580.12,246026.807
301141.SZ,20260403,48.7,49.04,47.53,47.7,10005.0,47973.742
301141.SZ,20260402,49.46,49.69,48.02,48.35,14972.25,72975.046
301141.SZ,20260401,49.88,50.23,49.3,49.77,19066.72,94724.123
301141.SZ,20260331,49.5,49.9,48.8,48.82,15377.66,75857.92
301141.SZ,20260330,49.0,49.4,48.6,49.35,12769.04,62626.221
301141.SZ,20260327,47.57,49.61,47.44,49.25,16889.99,82797.892
301141.SZ,20260326,49.25,49.44,48.0,48.34,16958.59,82370.856
301141.SZ,20260325,48.5,49.45,48.5,49.26,22461.38,110229.333
301141.SZ,20260324,47.0,48.19,46.43,48.12,28456.3,134709.414
301141.SZ,20260323,48.21,48.68,45.57,45.83,27314.0,128223.566
301141.SZ,20260320,51.1,51.38,48.8,48.8,22038.3,109936.88
301141.SZ,20260319,52.56,52.56,50.37,50.7,23953.75,122673.156
301141.SZ,20260318,52.7,53.15,52.03,53.07,14506.32,76253.19
301141.SZ,20260317,54.73,54.8,52.42,52.45,21653.84,115959.87
301141.SZ,20260316,54.0,54.66,52.88,54.26,22595.62,121545.341
301141.SZ,20260313,55.31,56.1,54.0,54.26,28328.13,155551.082
301141.SZ,20260312,57.09,57.38,55.17,55.76,31055.85,173892.729
301141.SZ,20260311,59.25,59.95,56.75,56.95,39559.18,229370.761
301141.SZ,20260310,57.8,59.28,57.26,59.24,29650.86,173627.589
301141.SZ,20260309,58.0,58.0,55.08,57.27,40040.24,225510.253
301141.SZ,20260306,58.55,59.82,57.94,58.89,26219.63,154371.838
301141.SZ,20260305,60.56,61.18,58.1,58.78,39371.78,233891.687
301141.SZ,20260304,58.36,61.46,58.0,59.73,43281.07,260096.071
301141.SZ,20260303,63.56,63.85,59.25,59.42,74953.84,457176.701
301141.SZ,20260302,65.06,65.49,62.06,64.2,73061.45,465019.337
301141.SZ,20260227,62.5,65.68,62.0,65.21,78019.62,504955.796
301141.SZ,20260226,64.35,64.48,62.61,62.68,55760.05,352437.466
301141.SZ,20260225,61.99,65.38,61.21,64.35,87026.87,557967.951
301141.SZ,20260224,61.79,62.76,60.75,61.49,40668.95,250655.008
301141.SZ,20260213,61.73,62.6,60.5,60.6,43183.57,265562.138
301141.SZ,20260212,62.08,63.88,61.55,63.0,61282.91,387128.372
301141.SZ,20260211,60.52,64.57,60.51,62.25,65062.8,408125.8
301141.SZ,20260210,61.47,62.08,60.27,61.15,44257.15,270754.958
301141.SZ,20260209,59.13,62.28,59.09,61.33,64416.23,395608.257
301141.SZ,20260206,57.57,59.86,56.78,58.54,37479.74,219582.927
301141.SZ,20260205,59.31,59.96,57.84,58.19,39333.78,229835.56
301141.SZ,20260204,62.08,62.15,59.51,60.3,48025.45,289972.161
301141.SZ,20260203,56.98,61.68,56.0,61.59,85922.86,512028.028
301141.SZ,20260202,57.0,58.2,55.93,55.93,48951.41,279932.243
301141.SZ,20260130,63.0,63.9,58.25,59.93,92595.09,562251.962
301141.SZ,20260129,64.65,71.49,62.38,66.8,159612.87,1066802.471
301141.SZ,20260128,60.45,65.66,58.75,64.62,117350.42,742465.141
301141.SZ,20260127,61.0,62.4,59.0,60.46,45398.89,273343.98
301141.SZ,20260126,60.81,62.59,60.22,61.47,62864.6,385365.279
301141.SZ,20260123,60.01,60.8,59.33,60.8,46100.77,277484.747
301141.SZ,20260122,60.0,60.58,59.28,59.61,31744.5,189610.696
301141.SZ,20260121,57.99,60.49,57.86,60.25,46695.78,279202.145
301141.SZ,20260120,59.2,60.07,58.0,58.35,31404.82,183874.761
301141.SZ,20260119,60.67,61.38,59.6,59.62,40407.22,244111.319
301141.SZ,20260116,58.86,60.83,58.8,60.0,48202.89,289655.95
301141.SZ,20260115,59.0,60.58,58.62,58.74,34867.98,207378.321
301141.SZ,20260114,58.94,61.61,57.78,60.09,72122.86,429952.899
301141.SZ,20260113,63.2,63.2,59.82,59.89,69505.75,424020.522
301141.SZ,20260112,60.61,63.39,58.1,63.34,112683.03,683123.24
301141.SZ,20260109,56.95,61.7,56.58,59.83,102451.66,613396.16
301141.SZ,20260108,56.54,57.78,56.54,57.08,69101.99,394947.682
301141.SZ,20260107,56.6,60.6,55.56,58.47,121475.75,707984.763
301141.SZ,20260106,54.15,54.9,53.69,54.58,27641.34,150591.205
301141.SZ,20260105,52.9,53.92,52.24,53.92,23533.62,125789.631
301141.SZ,20251231,52.7,52.95,52.1,52.22,10894.72,57039.746
301141.SZ,20251230,52.5,53.23,52.26,52.46,15395.03,81167.824
301141.SZ,20251229,53.92,54.3,53.05,53.16,15054.0,80385.881
301141.SZ,20251226,53.98,54.6,53.47,53.57,21851.29,118084.309
301141.SZ,20251225,53.32,53.98,52.82,53.78,16382.19,87608.961
301141.SZ,20251224,52.75,53.53,52.5,53.34,13063.88,69560.341
301141.SZ,20251223,52.9,53.35,52.42,52.74,12643.4,66903.887
301141.SZ,20251222,53.02,53.6,52.78,52.93,16510.2,87753.956
301141.SZ,20251219,52.0,53.2,51.9,52.99,17987.76,94889.036
301141.SZ,20251218,51.94,53.26,51.37,51.87,16262.0,85258.614
301141.SZ,20251217,51.84,52.25,50.8,52.07,17680.49,90974.223
301141.SZ,20251216,53.12,53.15,51.55,51.84,17421.03,90471.246
301141.SZ,20251215,54.02,54.65,53.1,53.13,16216.29,87054.907
301141.SZ,20251212,53.6,54.78,53.15,54.41,23264.41,126081.152
301141.SZ,20251211,54.76,55.49,53.51,53.57,26270.86,142064.113
301141.SZ,20251210,55.0,55.0,53.75,54.77,15665.4,84976.392
301141.SZ,20251209,55.0,55.55,54.23,54.7,23207.69,127179.928
301141.SZ,20251208,53.79,55.93,53.79,55.59,34827.08,191117.819
301141.SZ,20251205,52.78,55.48,52.7,54.28,33857.58,183529.764
301141.SZ,20251204,53.45,53.78,52.5,52.78,14467.48,76548.532
301141.SZ,20251203,54.57,54.98,53.31,53.37,22956.19,123741.84
301141.SZ,20251202,55.0,55.32,53.7,54.55,18345.52,99271.336
301141.SZ,20251201,54.42,55.96,54.42,55.46,20802.94,115050.561
301141.SZ,20251128,54.0,54.46,53.61,54.42,11656.78,63008.165
301141.SZ,20251127,54.13,54.95,54.05,54.27,13163.0,71594.199
301141.SZ,20251126,55.52,55.52,54.07,54.13,19100.24,104397.214
301141.SZ,20251125,54.25,56.28,53.65,55.55,30642.97,169172.606
301141.SZ,20251124,52.51,54.4,52.31,54.12,27487.33,147653.765
301141.SZ,20251121,54.39,54.7,52.3,52.43,31036.93,165220.071
301141.SZ,20251120,55.97,57.55,55.0,55.07,39157.62,220172.008
301141.SZ,20251119,55.69,59.0,55.14,57.03,54740.44,313780.406
301141.SZ,20251118,55.63,56.31,55.0,55.4,18164.51,100560.931
301141.SZ,20251117,55.53,56.36,55.53,56.28,19655.67,110153.339
301141.SZ,20251114,55.0,55.7,54.56,55.09,17486.53,96557.796
301141.SZ,20251113,54.53,55.98,54.36,55.47,21720.58,120296.029
301141.SZ,20251112,56.1,56.79,54.18,54.5,24797.88,136076.668
301141.SZ,20251111,56.97,57.66,56.08,56.37,20074.78,113502.958
301141.SZ,20251110,57.23,57.98,56.75,56.87,18976.88,108381.199
301141.SZ,20251107,57.3,58.14,56.61,57.35,24150.06,138650.914
301141.SZ,20251106,57.88,57.98,57.12,57.44,22932.12,131747.215
301141.SZ,20251105,57.01,57.9,56.61,57.78,20144.85,115537.712
301141.SZ,20251104,58.33,58.76,57.3,57.75,24976.31,144887.781
301141.SZ,20251103,58.96,59.0,56.94,58.14,46165.82,266716.588
301141.SZ,20251031,61.01,61.99,59.71,60.02,68329.0,412534.528
301141.SZ,20251030,60.93,68.91,60.7,63.64,120415.64,774081.602
301141.SZ,20251029,59.48,60.34,58.84,60.2,31527.66,188079.061
301141.SZ,20251028,60.0,60.0,58.62,59.44,28262.73,167652.329
301141.SZ,20251027,58.64,60.4,58.6,60.08,34286.12,204498.205
301141.SZ,20251024,57.88,59.06,57.34,58.63,32792.71,192150.783
301141.SZ,20251023,57.8,58.48,56.57,57.68,29706.34,169782.515
301141.SZ,20251022,59.49,59.49,57.92,58.08,35169.35,205310.322
301141.SZ,20251021,60.78,61.0,59.5,60.15,32214.54,193442.404
