trade_date,open,high,low,close,vol,amount,ts_code
2020-01-02,4.34,4.39,4.31,4.36,85320,37055786.0,002121.SZ
2020-01-03,4.37,4.39,4.33,4.36,68454,29806495.0,002121.SZ
2020-01-06,4.34,4.58,4.27,4.44,182148,80821108.0,002121.SZ
2020-01-07,4.44,4.51,4.41,4.49,115303,51559786.0,002121.SZ
2020-01-08,4.5,4.66,4.44,4.54,237512,108229796.0,002121.SZ
2020-01-09,4.58,4.59,4.49,4.53,140151,63493650.0,002121.SZ
2020-01-10,4.54,4.56,4.41,4.45,103453,46047136.0,002121.SZ
2020-01-13,4.45,4.54,4.43,4.53,114084,51330128.0,002121.SZ
2020-01-14,4.56,4.58,4.43,4.44,93249,41863687.0,002121.SZ
2020-01-15,4.44,4.48,4.36,4.38,82956,36460461.0,002121.SZ
2020-01-16,4.38,4.41,4.31,4.32,51399,22415201.0,002121.SZ
2020-01-17,4.33,4.35,4.29,4.29,47095,20325349.0,002121.SZ
2020-01-20,4.25,4.28,4.21,4.25,85656,36253589.0,002121.SZ
2020-01-21,4.23,4.24,4.08,4.09,127028,52721510.0,002121.SZ
2020-01-22,3.68,3.94,3.68,3.9,253081,96108044.0,002121.SZ
2020-01-23,3.9,4.05,3.83,3.88,143999,56556113.0,002121.SZ
2020-02-03,3.52,3.62,3.49,3.49,136722,47879798.0,002121.SZ
2020-02-04,3.14,3.49,3.14,3.46,241337,79407686.0,002121.SZ
2020-02-05,3.46,3.56,3.36,3.43,169866,58782735.0,002121.SZ
2020-02-06,3.44,3.46,3.36,3.44,141173,48056380.0,002121.SZ
2020-02-07,3.43,3.43,3.35,3.4,111614,37775215.0,002121.SZ
2020-02-10,3.41,3.5,3.38,3.5,129147,44435789.0,002121.SZ
2020-02-11,3.5,3.53,3.44,3.5,101546,35384371.0,002121.SZ
2020-02-12,3.5,3.82,3.49,3.73,253189,93466529.0,002121.SZ
2020-02-13,3.66,4.1,3.63,3.98,370912,145792616.0,002121.SZ
2020-02-14,3.98,4.33,3.86,4.3,435863,181702825.0,002121.SZ
2020-02-17,4.3,4.39,4.18,4.25,307525,131233216.0,002121.SZ
2020-02-18,4.2,4.25,4.01,4.11,354257,145074429.0,002121.SZ
2020-02-19,4.11,4.52,4.11,4.34,457652,201452577.0,002121.SZ
2020-02-20,4.16,4.26,4.07,4.24,331676,138326406.0,002121.SZ
2020-02-21,4.17,4.23,4.14,4.16,194377,81030853.0,002121.SZ
2020-02-24,4.19,4.23,4.1,4.18,162123,67632561.0,002121.SZ
2020-02-25,4.04,4.14,3.97,4.08,218248,88534681.0,002121.SZ
2020-02-26,4.03,4.2,3.99,4.05,159806,65583557.0,002121.SZ
2020-02-27,4.07,4.14,4.03,4.06,91351,37189801.0,002121.SZ
2020-02-28,3.96,3.97,3.8,3.81,152646,59420683.0,002121.SZ
2020-03-02,3.81,3.98,3.81,3.94,115567,45273937.0,002121.SZ
2020-03-03,4.0,4.08,3.93,3.95,125261,50177337.0,002121.SZ
2020-03-04,3.9,4.0,3.9,3.95,79502,31317648.0,002121.SZ
2020-03-05,4.04,4.35,4.01,4.34,356278,149419553.0,002121.SZ
2020-03-06,4.25,4.38,4.18,4.23,258847,110981604.0,002121.SZ
2020-03-09,4.19,4.38,4.16,4.22,223917,95202321.0,002121.SZ
2020-03-10,4.15,4.3,4.02,4.27,259560,108514456.0,002121.SZ
2020-03-11,4.32,4.62,4.26,4.29,292525,128868541.0,002121.SZ
2020-03-12,4.15,4.28,4.05,4.09,271735,112261851.0,002121.SZ
2020-03-13,3.9,4.16,3.83,4.08,184698,73833667.0,002121.SZ
2020-03-16,4.15,4.17,3.9,3.93,146852,59330013.0,002121.SZ
2020-03-17,3.93,4.05,3.72,3.85,139457,53884593.0,002121.SZ
2020-03-18,3.92,3.97,3.8,3.81,104594,40832773.0,002121.SZ
2020-03-19,3.8,3.85,3.73,3.82,88410,33507170.0,002121.SZ
2020-03-20,3.86,4.03,3.82,4.02,162033,63813219.0,002121.SZ
2020-03-23,3.96,4.15,3.92,3.94,187120,75439348.0,002121.SZ
2020-03-24,4.03,4.14,3.92,4.11,196610,79483851.0,002121.SZ
2020-03-25,4.21,4.22,4.07,4.13,174634,72393307.0,002121.SZ
2020-03-26,4.08,4.14,4.04,4.07,103625,42248445.0,002121.SZ
2020-03-27,4.08,4.11,3.87,3.89,160367,63493091.0,002121.SZ
2020-03-30,3.78,3.78,3.58,3.59,204956,75359666.0,002121.SZ
2020-03-31,3.62,3.66,3.44,3.47,151585,53383559.0,002121.SZ
2020-04-01,3.47,3.61,3.37,3.5,140350,48357335.0,002121.SZ
2020-04-02,3.51,3.55,3.38,3.53,97878,33999596.0,002121.SZ
2020-04-03,3.54,3.54,3.45,3.52,66625,23286141.0,002121.SZ
2020-04-07,3.58,3.6,3.52,3.53,116396,41286121.0,002121.SZ
2020-04-08,3.48,3.5,3.39,3.43,145753,50008726.0,002121.SZ
2020-04-09,3.46,3.47,3.41,3.45,85225,29395729.0,002121.SZ
2020-04-10,3.5,3.5,3.32,3.39,117896,40256828.0,002121.SZ
2020-04-13,3.41,3.41,3.32,3.33,62084,20694550.0,002121.SZ
2020-04-14,3.33,3.39,3.33,3.38,70226,23540396.0,002121.SZ
2020-04-15,3.38,3.5,3.37,3.46,137926,47608786.0,002121.SZ
2020-04-16,3.45,3.81,3.41,3.81,374495,140887907.0,002121.SZ
2020-04-17,3.81,3.88,3.66,3.67,391429,147190491.0,002121.SZ
2020-04-20,3.7,3.73,3.59,3.7,174755,64029471.0,002121.SZ
2020-04-21,3.66,3.68,3.62,3.66,113547,41368538.0,002121.SZ
