trade_date,open,high,low,close,vol,amount,ts_code
2020-01-02,3.97,3.99,3.87,3.88,435562,262109106.0,002839.SZ
2020-01-03,3.85,3.89,3.83,3.87,224727,133644651.0,002839.SZ
2020-01-06,3.83,3.87,3.78,3.8,236409,139326103.0,002839.SZ
2020-01-07,3.8,3.85,3.78,3.83,168959,99388613.0,002839.SZ
2020-01-08,3.81,3.81,3.73,3.73,187356,109103153.0,002839.SZ
2020-01-09,3.76,3.78,3.71,3.75,156782,90950302.0,002839.SZ
2020-01-10,3.76,3.78,3.73,3.75,98068,56963741.0,002839.SZ
2020-01-13,3.73,3.78,3.68,3.78,149904,86635026.0,002839.SZ
2020-01-14,3.78,3.82,3.72,3.72,171549,99963399.0,002839.SZ
2020-01-15,3.71,3.74,3.66,3.68,117252,67226672.0,002839.SZ
2020-01-16,3.68,3.69,3.64,3.68,100058,57093987.0,002839.SZ
2020-01-17,3.68,3.73,3.66,3.67,100896,57919357.0,002839.SZ
2020-01-20,3.66,3.67,3.6,3.67,100829,57272844.0,002839.SZ
2020-01-21,3.63,3.63,3.53,3.53,197555,110284513.0,002839.SZ
2020-01-22,3.53,3.58,3.48,3.56,132796,73776809.0,002839.SZ
2020-01-23,3.54,3.6,3.43,3.48,193722,107224283.0,002839.SZ
2020-02-03,3.02,3.12,3.02,3.02,299942,148537726.0,002839.SZ
2020-02-04,3.0,3.22,3.0,3.17,353058,177351378.0,002839.SZ
2020-02-05,3.14,3.27,3.13,3.18,232175,119260376.0,002839.SZ
2020-02-06,3.19,3.26,3.15,3.23,232635,119779763.0,002839.SZ
2020-02-07,3.21,3.23,3.16,3.2,188361,96719279.0,002839.SZ
2020-02-10,3.18,3.24,3.15,3.24,174354,90011223.0,002839.SZ
2020-02-11,3.25,3.35,3.22,3.28,280781,148015819.0,002839.SZ
2020-02-12,3.28,3.38,3.24,3.35,215956,114068969.0,002839.SZ
2020-02-13,3.35,3.35,3.28,3.28,172693,91110659.0,002839.SZ
2020-02-14,3.27,3.35,3.26,3.3,135677,71500800.0,002839.SZ
2020-02-17,3.3,3.54,3.28,3.53,346834,186749717.0,002839.SZ
2020-02-18,3.47,3.48,3.41,3.43,262952,142991644.0,002839.SZ
2020-02-19,3.42,3.49,3.4,3.41,238679,130086551.0,002839.SZ
2020-02-20,3.42,3.59,3.38,3.54,400509,220135504.0,002839.SZ
2020-02-21,3.5,3.62,3.48,3.53,354520,196786597.0,002839.SZ
2020-02-24,3.5,3.53,3.45,3.48,279647,153421137.0,002839.SZ
2020-02-25,3.39,3.45,3.33,3.42,282939,152316264.0,002839.SZ
2020-02-26,3.38,3.62,3.35,3.54,554221,307814016.0,002839.SZ
2020-02-27,3.5,3.68,3.49,3.61,487790,272885424.0,002839.SZ
2020-02-28,3.5,3.56,3.4,3.4,353129,193528263.0,002839.SZ
2020-03-02,3.39,3.54,3.39,3.52,282578,155034376.0,002839.SZ
2020-03-03,3.54,3.59,3.48,3.51,328860,182520497.0,002839.SZ
2020-03-04,3.48,3.53,3.45,3.53,217670,119468013.0,002839.SZ
2020-03-05,3.55,3.98,3.53,3.98,779544,459215152.0,002839.SZ
2020-03-06,4.12,4.41,4.01,4.02,1755589,1107993952.0,002839.SZ
2020-03-09,3.86,3.97,3.74,3.77,993668,588592544.0,002839.SZ
2020-03-10,3.76,4.19,3.75,4.07,1228652,752197776.0,002839.SZ
2020-03-11,4.01,4.17,3.88,3.88,887595,541765536.0,002839.SZ
2020-03-12,4.03,4.17,3.99,4.11,1008208,625389104.0,002839.SZ
2020-03-13,3.92,4.63,3.84,4.63,1557494,1003330048.0,002839.SZ
2020-03-16,4.41,4.48,4.05,4.05,1545484,993053504.0,002839.SZ
2020-03-17,4.12,4.19,3.91,3.99,861470,532372688.0,002839.SZ
2020-03-18,4.02,4.04,3.71,3.71,875386,521228848.0,002839.SZ
2020-03-19,3.67,3.86,3.53,3.75,803477,459730000.0,002839.SZ
2020-03-20,3.76,3.78,3.6,3.71,649128,372315632.0,002839.SZ
2020-03-23,3.54,3.59,3.32,3.37,570391,311796960.0,002839.SZ
2020-03-24,3.47,3.58,3.38,3.5,502468,276069952.0,002839.SZ
2020-03-25,3.63,3.78,3.5,3.66,635659,360574448.0,002839.SZ
