trade_date,open,high,low,close,vol,amount,ts_code
2020-01-02,7.36,7.49,7.36,7.48,22474,18639228.0,002843.SZ
2020-01-03,7.5,7.58,7.44,7.52,23745,19835760.0,002843.SZ
2020-01-06,7.46,7.59,7.43,7.56,18688,15667085.0,002843.SZ
2020-01-07,7.52,7.63,7.52,7.61,16529,13957307.0,002843.SZ
2020-01-08,7.64,7.66,7.45,7.49,22273,18712886.0,002843.SZ
2020-01-09,7.5,7.63,7.5,7.56,20282,17090970.0,002843.SZ
2020-01-10,7.56,7.75,7.56,7.63,29073,24762266.0,002843.SZ
2020-01-13,7.63,7.65,7.45,7.64,18619,15670803.0,002843.SZ
2020-01-14,7.65,7.76,7.58,7.74,30934,26448186.0,002843.SZ
2020-01-15,7.76,7.76,7.56,7.64,20268,17144500.0,002843.SZ
2020-01-16,7.6,7.63,7.46,7.51,24884,20827284.0,002843.SZ
2020-01-17,7.49,7.56,7.35,7.35,19093,15823785.0,002843.SZ
2020-01-20,7.35,7.42,7.29,7.4,20452,16759188.0,002843.SZ
2020-01-21,7.33,7.44,7.23,7.26,17368,14167679.0,002843.SZ
2020-01-22,7.26,7.32,7.11,7.26,18335,14802367.0,002843.SZ
2020-01-23,7.3,7.3,6.92,7.01,24615,19605864.0,002843.SZ
2020-02-03,6.22,6.23,6.22,6.22,12014,8493903.0,002843.SZ
2020-02-04,5.52,6.04,5.51,5.94,35053,23342610.0,002843.SZ
2020-02-05,5.95,6.15,5.9,6.02,23326,16078808.0,002843.SZ
2020-02-06,5.96,6.22,5.96,6.14,25103,17441829.0,002843.SZ
2020-02-07,6.2,6.41,6.04,6.3,32935,23390724.0,002843.SZ
2020-02-10,6.29,6.43,6.15,6.37,16939,12166942.0,002843.SZ
2020-02-11,6.37,6.45,6.32,6.39,18753,13580826.0,002843.SZ
2020-02-12,6.36,7.11,6.33,6.71,46075,34756423.0,002843.SZ
2020-02-13,6.67,6.7,6.44,6.47,22354,16541883.0,002843.SZ
2020-02-14,6.41,6.61,6.33,6.39,16991,12365821.0,002843.SZ
2020-02-17,6.39,6.61,6.39,6.59,16715,12360823.0,002843.SZ
2020-02-18,6.59,6.74,6.55,6.72,26465,19810995.0,002843.SZ
2020-02-19,6.74,6.96,6.7,6.82,37316,28647658.0,002843.SZ
2020-02-20,6.85,6.88,6.7,6.85,31554,24128095.0,002843.SZ
2020-02-21,6.87,6.93,6.79,6.87,26592,20509947.0,002843.SZ
2020-02-24,6.86,6.92,6.7,6.86,23558,18090376.0,002843.SZ
2020-02-25,6.85,6.85,6.38,6.74,33524,25232416.0,002843.SZ
2020-02-26,6.8,6.83,6.61,6.72,23577,17940987.0,002843.SZ
2020-02-27,6.74,6.78,6.66,6.7,14819,11204262.0,002843.SZ
2020-02-28,6.63,6.63,6.21,6.22,30492,22053127.0,002843.SZ
2020-03-02,6.35,6.59,6.3,6.56,17444,12844377.0,002843.SZ
2020-03-03,6.6,7.1,6.59,7.06,94056,73113590.0,002843.SZ
2020-03-04,7.05,7.05,6.83,6.97,38777,30138292.0,002843.SZ
2020-03-05,6.97,7.46,6.97,7.36,109754,88493264.0,002843.SZ
2020-03-06,7.24,7.55,7.07,7.33,92449,75604524.0,002843.SZ
2020-03-09,7.14,7.25,6.87,6.89,49467,38825979.0,002843.SZ
2020-03-10,6.76,7.15,6.67,7.1,57129,44944368.0,002843.SZ
2020-03-11,7.27,7.27,7.0,7.0,43461,34841461.0,002843.SZ
2020-03-12,6.93,6.98,6.77,6.85,24092,18549332.0,002843.SZ
2020-03-13,6.63,6.91,6.33,6.8,47404,35973527.0,002843.SZ
2020-03-16,6.95,7.0,6.61,6.68,31932,24549273.0,002843.SZ
2020-03-17,6.55,6.83,6.45,6.66,18350,13696005.0,002843.SZ
2020-03-18,6.74,6.85,6.62,6.64,28638,21817816.0,002843.SZ
2020-03-19,6.66,7.39,6.61,7.39,89562,72176726.0,002843.SZ
2020-03-20,7.57,7.6,7.21,7.52,151188,125171194.0,002843.SZ
2020-03-23,7.25,7.7,7.25,7.41,84718,70401167.0,002843.SZ
2020-03-24,7.58,7.79,7.43,7.64,84845,71930256.0,002843.SZ
2020-03-25,7.78,7.93,7.68,7.82,66954,57948913.0,002843.SZ
2020-03-26,7.73,8.27,7.57,7.65,116270,101909759.0,002843.SZ
2020-03-27,7.78,7.91,7.65,7.79,72639,62771139.0,002843.SZ
2020-03-30,7.66,8.02,7.56,7.95,56956,49479259.0,002843.SZ
2020-03-31,7.9,8.06,7.69,7.74,40133,34811032.0,002843.SZ
