model,dependent_var,variable,coef,t_stat,p_value,n_obs,r2
model_moderate_es,CAR60,const,-0.15267725385990844,-2.5347526298732945,0.011252675639346938,2375,0.022927676512367046
model_moderate_es,CAR60,moderate_positive_ES_dummy,0.02252335234090895,1.9768071539960093,0.04806343274113387,2375,0.022927676512367046
model_moderate_es,CAR60,log_size,0.01661442574904791,3.6482603863483107,0.0002640219820810458,2375,0.022927676512367046
model_moderate_es,CAR60,beta,-0.06333658020108143,-5.876538424126558,4.189342007570066e-09,2375,0.022927676512367046
model_event_type,CAR60,const,-0.15164267263850276,-2.544808094002641,0.010933780948082955,2375,0.022227707722599965
model_event_type,CAR60,event_type_dummy,0.06294256218043612,1.4282827009718095,0.15321050496937008,2375,0.022227707722599965
model_event_type,CAR60,log_size,0.01664458999217479,3.706188160349535,0.000210402011488562,2375,0.022227707722599965
model_event_type,CAR60,beta,-0.062002598331473986,-5.798259255468196,6.700680777283505e-09,2375,0.022227707722599965
