event_id,ts_code,industry,event_type,event_subtype,period_end,announcement_date,event_trade_date,event_source,expectation_source,report_rc_match_quality,matched_report_date,matched_report_count,matched_broker_count,expected_np,expected_eps,expected_target_price,expected_rating,text_over_expectation_fraction,main_surprise_raw,main_surprise_pct,main_surprise_std,forecast_surprise_raw,express_surprise_raw,final_surprise_raw,revision_magnitude_np,revision_magnitude_eps,target_price_change,upward_revision_count,downward_revision_count,fraction_upgraded,event_value_np,event_value_eps,event_value_yoy,beta,total_mv,circ_mv,turnover_rate,turnover_rate_f,pe_ttm,pb,ps_ttm,turnover20,log_total_mv,book_to_market,CAR3,CAR5,CAR10,CAR20,CAR60
188,000401.SZ,水泥,preannouncement,initial,2020-06-30,2020-07-10,2020-07-13,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,101000.0,,-32.32,0.9874999512631898,2486179.7763,2485609.0016,4.2712,6.7806,10.4694,1.7337,0.7627,3.038415,14.72625786392488,0.5768010613139528,0.013538967508784177,0.03484759417473995,0.09008841791818423,0.06768994233455347,-0.10751032003664637
189,000531.SZ,火力发电,preannouncement,initial,2020-06-30,2020-07-10,2020-07-13,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,60760.0,,135.0,0.9066151883371215,740574.5284,740574.5284,5.9912,14.2435,9.9291,1.5728,2.3234,1.808635,13.515181553675482,0.6358087487283826,-0.017031854021928937,-0.022155562743532795,-0.010940458486429657,0.03913112776838334,-0.07892612324428044
190,000017.SZ,服饰,preannouncement,initial,2020-06-30,2020-07-13,2020-07-14,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,250.0,,412.93025,0.9291460049770247,155480.1211,85440.6443,7.1795,9.0835,,238.1927,25.2801,2.23539,11.954273163844169,0.004198281475460835,-0.002117564432456892,-0.0026191634001623172,-0.020356881819429774,0.016533574766467843,-0.06623296832999644
191,000025.SZ,综合类,preannouncement,initial,2020-06-30,2020-07-14,2020-07-15,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,2750.0,,-38.864999999999995,0.7363647667363714,922895.8631,840938.3831,4.0598,14.1476,44.6143,7.3358,17.1822,2.668825,13.735271682742809,0.13631778401810302,-0.023797378930269238,0.0034376573544721845,-0.05869834217610989,-0.04201792240658014,-0.05124391425873487
192,000049.SZ,电气设备,preannouncement,initial,2020-06-30,2020-07-14,2020-07-15,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,17050.0,,0.0,1.224173477995819,1087788.1245,1077529.6245,2.2998,4.1988,22.5898,5.1695,0.6089,3.11167,13.89965694892299,0.1934423058322855,-0.0022483299477356073,0.020597123353782144,0.10862501631771984,0.03819654128802192,-0.03822184429214318
193,000409.SZ,软件服务,preannouncement,initial,2020-06-30,2020-07-14,2020-07-15,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,3000.0,,152.6915,0.6419829039252348,221233.1914,175638.3287,1.478,1.7641,,4.3289,1.0136,1.2622550000000001,12.306972588910781,0.23100556723417034,0.023338185028154768,-0.0180692418846329,-0.018227715805096384,-0.03311422776042587,-0.06276964958905044
194,000421.SZ,供气供热,preannouncement,initial,2020-06-30,2020-07-14,2020-07-15,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,40721.5,,613.78,0.7030457657124943,318964.3422,318964.3422,6.963,15.2157,32.6774,1.2243,0.9754,1.0239550000000002,12.672834595581834,0.8167932696234583,0.35558695287007414,0.5227264480595629,0.567884754531364,0.45406238408048427,0.3482482903289443
195,000503.SZ,软件服务,preannouncement,initial,2020-06-30,2020-07-14,2020-07-15,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-12000.0,,-7.4372,1.0400546992839586,1137908.9103,1137908.9103,2.1588,2.9262,,9.843,87.3982,2.3253049999999997,13.944702846791637,0.1015950421619425,-0.008152647183543589,0.08151603527122972,0.03577791040973678,0.03899651528127264,-0.1485032148613203
196,000520.SZ,水运,preannouncement,initial,2020-06-30,2020-07-14,2020-07-15,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,460.0,,-80.47,0.643104448127282,373458.7949,373458.7949,1.0369,1.4108,176.5742,9.0795,4.894,0.8312799999999999,12.83056295591626,0.11013822347045543,0.009076776750386538,-0.0007653305837750585,-0.002486614362154667,-0.0013385753644581692,-0.05857004775232377
197,000529.SZ,食品,preannouncement,initial,2020-06-30,2020-07-14,2020-07-15,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,15500.0,,120.0,1.0290166362921602,496221.7805,484401.7205,3.1083,6.832,19.0738,2.9422,1.6232,2.4203449999999997,13.11477824387545,0.33988172116103593,-0.025182059964552583,-0.028881598149057573,0.036933559766930385,-0.02420477070980112,-0.0955556262229871
198,000539.SZ,火力发电,preannouncement,initial,2020-06-30,2020-07-14,2020-07-15,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,80000.0,,37.56,0.665940996182967,2047610.7545,996023.7456,0.9505,2.9789,19.6015,0.8022,0.7191,0.42036999999999997,14.532184185798306,1.2465719272001994,0.021384828332158705,0.023226179990709944,0.01040638588659872,0.02521447847869092,-0.019610589476003613
199,000007.SZ,其他商业,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-3750.0,,-813.5,0.3380859288075117,304874.2787,271874.2787,2.2027,3.4774,,16.3432,73.3813,2.556325,12.627654769627764,0.061187527534387394,-0.05329781238159678,-0.05596066196483062,-0.06702307372912572,-0.03968971860134975,0.018870358948448095
200,000008.SZ,运输设备,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-27000.0,,-507.77365000000003,0.8771221424091008,848142.5805,812915.7128,1.395,2.2737,26.974,1.1584,2.7985,1.222625,13.65080403802261,0.8632596685082872,0.03809775532406104,0.011916573542599458,0.005615110595989212,0.016411482565823702,-0.086386178658748
201,000014.SZ,全国地产,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,2300.0,,677.8894499999999,0.697406027597328,235389.9532,235389.9532,7.5253,11.4048,66.0968,2.625,4.5461,5.56036,12.368998793203371,0.38095238095238093,-0.020789502937939883,0.0471735712481669,0.04028890681403576,0.037716677099723026,-0.19886377976859212
202,000016.SZ,家用电器,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,10000.0,,-71.655,1.2144598220378753,1781879.6019,1181464.982,5.5239,8.2207,,2.3063,0.3417,6.259275000000001,14.393179321262364,0.4335949356111521,0.0061743959405312875,0.004380725257426946,-0.0505320366791749,-0.06881503695319535,-0.20356191469581575
203,000027.SZ,火力发电,revision,up,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,280000.0,,171.0,0.8067494365080715,2654623.5731,2654623.5731,1.004,3.8313,17.2042,0.8959,1.2995,0.67653,14.79181342222974,1.1161960040183057,-0.0037861282335901227,-0.014493826785850091,-0.0423979756554462,-0.034237546130162166,-0.025720173280357937
204,000039.SZ,运输设备,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,report_rc_below_min_count,weak_count,2020-03-29,0,1,,0.14,,谨慎增持,,,,,,,,,,,0.0,0.0,0.0,-22500.0,,-133.09655,0.8588176232992434,2868859.8416,1220266.112,1.3784,2.0885,57.9456,0.8374,0.3475,1.161295,14.86942524106888,1.1941724385001193,0.006659579256017371,-0.014975860187918185,-0.004133996294349818,0.12174844539994323,0.21637939425184838
205,000056.SZ,其他商业,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,1250.0,,-86.125,0.9154869858958491,476858.6603,366913.8859,1.8457,5.3304,749.4177,0.8746,5.4846,1.590945,13.074975416318496,1.143379830779785,0.010412289308683233,-0.016235670864716664,-0.06351226201014257,-0.031832815034479316,-0.21720292718443265
206,000061.SZ,农业综合,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,19019.0,,109.36999999999999,0.9138805804116533,1350783.4483,1349554.7045,2.0267,3.0721,43.9625,2.6273,4.5767,2.169965,14.11619531416115,0.38061888630913865,0.038833923570413514,0.03156333177594795,0.000752491972120602,0.033624515641759944,-0.10363590336026887
207,000066.SZ,IT设备,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-31000.0,,-316.19359999999995,1.4118123942866094,4389344.8974,3733585.2462,5.1505,7.4858,56.173,5.4752,4.3699,5.1435699999999995,15.294690547811248,0.1826417299824664,0.03080743198143556,0.08399418135531012,0.13786583269718847,0.21126759184491153,0.03069513600324982
208,000068.SZ,环境保护,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-5000.0,,-8.075000000000001,0.9911160541912711,373475.1131,373475.1131,3.3359,6.2313,457.4583,7.4338,16.0074,3.449935,12.830606649741988,0.1345207027361511,0.044115124623472585,0.03715172056888083,-0.027516133393555596,0.006571975922098797,-0.15395403866861535
209,000070.SZ,通信设备,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-4450.0,,-166.41500000000002,1.1026962965881457,836096.1659,814249.7905,3.7621,6.0996,37.9736,3.0012,2.0639,3.3418599999999996,13.636498916432144,0.3332000533120085,0.0973010783867451,0.068782156293961,0.11333152780233662,0.18130767124641534,-0.017206292074275376
210,000089.SZ,机场,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-14341.0,,-146.59345000000002,1.0093329825284298,1911317.1824,1911317.1824,2.4286,5.6437,63.7963,1.6229,5.5317,1.9054749999999998,14.463303186634441,0.616180910715386,-0.03468682140318344,-0.049537511151403146,-0.04858788691543367,0.04498829254848312,-0.0856834849904048
211,000157.SZ,工程机械,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,report_rc_below_min_count,weak_count,2020-07-15,0,1,,0.51,,增持,,,,,,,,,,,0.0,0.0,0.0,400000.0,,55.265,1.0501115024859435,6342718.9203,5173638.6762,1.9224,2.6805,14.4302,1.5834,1.4629,1.4242849999999998,15.6628180862651,0.6315523556902868,0.09349348636330593,0.07163763137374746,0.03516920922119829,-0.004756395726578705,0.041441836693908884
212,000158.SZ,软件服务,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-8000.0,,-365.955,1.3027294309285835,1614602.8882,1585609.2919,4.9202,8.5113,961.353,2.7773,1.878,5.731395,14.294599594743632,0.36006193065207215,-0.007834477266590232,-0.02643835416422335,-0.10690290464318147,-0.0021978641994982936,-0.3268099243005265
213,000301.SZ,化纤,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,5500.0,,-93.095,0.6832007932788573,2707523.765,682212.4092,1.2511,1.7024,18.1171,1.4765,1.093,0.9998100000000001,14.811545035288752,0.6772773450728073,0.06332225713558462,0.0867035301849155,0.03302420250362928,0.04743345383226216,0.15730559428623933
214,000402.SZ,全国地产,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,report_rc_below_min_count,weak_count,2020-04-30,0,1,,0.25,,增持,,,,,,,,,,,0.0,0.0,0.0,26316.0,,-75.0,0.9640844622414052,2095239.8648,2094329.7137,0.5219,0.758,6.9947,0.6157,0.854,0.56629,14.555178598722392,1.6241676140977748,0.018298154037013428,-0.003012466069441718,-0.024889551914225674,-0.015097725779470546,-0.07467117635917121
215,000410.SZ,机床制造,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-37500.0,,73.40620000000001,0.5280775997614828,740975.8154,739602.3554,0.3895,0.6348,,8.3762,9.6928,0.37738499999999997,13.515723265958824,0.11938587903822735,0.03238798250270161,0.022926788210202338,0.04546486401868692,0.11891661586746383,-0.012217988436669661
216,000420.SZ,化纤,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-8000.0,,-203.175,0.8951711300865941,411877.6911,411658.2323,2.4412,4.6743,47.0549,1.3613,1.5799,1.8750399999999998,12.928481717996016,0.7345919341805627,0.008685652416253657,-0.012465222416847105,-0.0052274763442517694,-0.0011717072546943898,-0.03890030406897894
217,000422.SZ,农药化肥,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-27000.0,,-635.93865,0.505793535203152,226262.4114,226248.872,0.7527,1.0322,,156.0725,0.1612,0.706615,12.329450717074156,0.006407278668567493,0.0005728982834060353,-0.014584239645277549,0.00482754293811908,0.015631249443537235,0.01846169957957022
218,000423.SZ,中成药,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-8297.5,,-143.0,0.8201527447616476,2164157.2659,2163646.9387,2.7869,4.0988,,2.2455,10.2831,1.552425,14.587541590014004,0.44533511467379205,0.04703909753812709,0.04525993328109035,0.11209170785126002,0.13904152612111506,0.18769302276411684
219,000426.SZ,铅锌,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-18500.0,,-137.05,1.2260792408125125,1660821.766,1333666.1647,2.6516,5.4063,325.0807,3.1617,22.4588,3.8909150000000006,14.322823077600004,0.3162855425878483,-0.03982513140077934,0.12595110714916202,0.06672389726192643,-0.08388410546770778,-0.19443588205115628
220,000428.SZ,酒店餐饮,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-22000.0,,-61.28,1.018622342861791,390248.658,390231.8635,6.9651,16.8576,,1.5945,4.0962,1.3936300000000001,12.874539399550498,0.6271558482282847,0.023040108581252404,-0.045273316629702576,-0.11477781772864623,-0.06649731984136818,-0.21620084418146465
221,000429.SZ,路桥,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-639.0,,-100.86755,0.5918100521228193,1469836.7066,915946.1054,0.5394,1.413,17.614,1.5278,5.8034,0.37757999999999997,14.200661868639063,0.6545359340227779,0.005726943765224892,-0.011249354287336418,0.0011102708819935893,-0.02695264482005066,-0.05656306504321974
222,000498.SZ,建筑工程,express,release,2020-06-30,2020-07-15,2020-07-16,express_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,400255600.0,0.3573,181336600.0,1.0764540280554125,641839.6831,641811.7493,3.457,9.4439,7.5838,1.1279,0.2515,1.293675,13.37209383669066,0.8866034222892101,-0.001405366818083318,-0.04740653537104844,-0.07374073536570577,-0.05396579708514815,-0.15803471198905786
223,000501.SZ,百货,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-4250.0,,-107.08500000000001,1.1539248966836768,1694090.9864,1691369.2328,2.813,4.9375,24.0228,1.8584,1.1848,5.540645,14.342656863731683,0.5380972879896685,0.01092619868093507,0.0705521474920269,0.14080074947267324,0.16059605716307782,-0.24671018265410255
224,000506.SZ,黄金,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-3700.0,,-1004.54355,0.9527298691902016,239686.5823,239597.1079,2.1737,3.4555,,2.3902,4.517,2.95938,12.38708744180105,0.4183750313781273,0.013558441807787784,0.01372403228030939,0.0900552653134016,0.12059451037243596,-0.021500337474850792
225,000509.SZ,元器件,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-725.0,,13.4271,0.5667579261011486,149412.4442,149411.857,2.0259,2.6703,,,22.7555,2.4719,11.914465842723438,,0.043212732789163405,0.09215341232165154,0.2269221353369027,0.28915547458335833,0.21885584565500785
226,000513.SZ,化学制药,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,99758.0,,35.0,0.6948302772039004,4600972.0659,2941964.5484,3.3706,5.5817,35.1364,4.367,4.9569,2.3012799999999998,15.34177815780859,0.2289901534234028,-0.0452753393042745,0.05462962855338205,0.06608076203817408,0.038509977585096195,-0.0015553140666219449
227,000514.SZ,区域地产,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,2530.0,,43.83,0.8391899498526957,353540.0343,353540.0343,1.9077,5.182,16.236,1.0936,4.2544,1.2083549999999998,12.775752009108594,0.91441111923921,-0.017003857064275627,-0.02664546981096538,-0.04857352089472941,-0.03139208820238759,-0.09683575109171674
228,000516.SZ,医疗保健,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-34500.0,,-6965.67165,0.9422627949410739,1105758.6584,1082169.92,3.8556,5.2842,,2.32,10.5721,2.9543150000000002,13.916042226041313,0.4310344827586207,-0.039185254774360495,0.08174478918918815,0.03226854087660183,0.10265439370328533,0.12438836081285538
229,000521.SZ,家用电器,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-21000.0,,-486.495,0.8459186761320678,323825.3431,270458.7346,1.8729,2.6187,,0.6922,0.2216,1.602915,12.687959584920787,1.444669170759896,0.00661506627882205,0.005767288841827093,0.11686461489222791,0.08617516630759814,0.0005311441328978844
230,000523.SZ,食品,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-9000.0,,-444.17744999999996,0.6325817862891623,354556.2156,354225.1318,1.8417,3.3673,112.0428,1.8762,0.3183,1.623865,12.778622189533209,0.5329922183136125,0.005969233486075835,0.051783848340984706,0.06236319213666679,0.07679844112231902,-0.3694741904344932
231,000524.SZ,旅游服务,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-13500.0,,-174.825,0.7308418769422435,677580.8916,677511.4055,0.7156,2.6991,79.0265,2.6855,0.9927,0.880105,13.426284221804288,0.3723701359150996,0.11575153951530265,0.052059852424395064,0.021648310022476216,0.5000475774576854,0.05663572685216816
232,000525.SZ,农药化肥,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,5625.0,,-77.525,1.0339538603436467,523857.1314,518212.3749,2.0876,4.6161,,1.1423,1.2724,4.82455,13.168974276127411,0.8754267705506433,-0.1484229373717738,-0.10853624823167109,-0.16779000648759732,-0.19026613829007025,-0.31132131476254393
233,000526.SZ,文教休闲,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,4500.0,,-52.235,0.6868942617214092,734545.8371,734545.8371,6.3113,12.0681,,86.4163,2.5928,4.513765,13.507007678503227,0.011571890951128433,-0.020204013090840953,-0.032641520804769134,-0.024547027186709647,-0.09027065138264571,-0.30154891116124555
234,000533.SZ,电气设备,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,1335.0,,186.57725,1.1006920222142762,196191.744,194512.2816,2.724,4.4684,240.5757,3.2021,1.4522,1.638515,12.186847745717328,0.31229505636925764,0.027417011298300237,0.04024522368803241,0.03894304018456621,0.06760242619667924,0.0432354052644804
235,000536.SZ,元器件,preannouncement,initial,2020-06-30,2020-07-15,2020-07-16,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-70000.0,,1.625,0.839481658726336,414904.9205,414462.2433,1.2051,2.5302,,0.9276,2.8304,0.9972150000000001,12.93580466573485,1.0780508840017249,0.03361932944514315,0.026488628862631373,0.04643239961402537,0.22733189338732962,0.2644011379772398
236,000415.SZ,多元金融,preannouncement,initial,2020-06-30,2020-07-16,2020-07-17,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-225000.0,,-224.53815,1.174240882427048,1781142.1292,1021650.222,3.4284,6.1475,18.5269,0.4679,0.4379,1.44558,14.392765362119711,2.137208805300278,-0.11874000673201765,-0.05201164784380517,-0.0663830235446179,-0.08819243387932126,-0.18581891966717837
237,000420.SZ,化纤,formal_release,release,2020-06-30,2020-07-25,2020-07-27,fina_indicator,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,-83672473.19,-0.0413,-219.72,0.8791673905967052,403994.8645,403779.6059,0.8999,1.6871,,1.3794,1.6928,2.038655,12.90915744522883,0.724952878062926,0.005372712734707696,-0.01651778630453742,0.010124901943306041,0.035421436111838116,-0.0442958136482219
238,000026.SZ,服饰,formal_release,release,2020-06-30,2020-07-30,2020-07-31,fina_indicator,report_rc_below_min_count,weak_count,2020-07-12,0,1,,0.13,,增持,,,,,,,,,,,0.0,0.0,0.0,68669477.45,0.1775,-39.57,1.099264901312262,791639.885,659568.5644,5.1941,9.5634,46.5253,3.1138,2.2612,5.859715,13.581861876736856,0.3211510052026463,0.0178429104583075,0.03220025567073599,-0.022263226710397682,-0.05538681662972961,-0.1673953616287019
239,000411.SZ,医药商业,preannouncement,initial,2020-06-30,2020-07-31,2020-08-03,forecast_vip,missing_report_rc,missing,,0,0,,,,,,,,,,,,,,,,,,8000.0,,-17.81,0.532134222475003,620856.1979,517061.2451,7.957,17.5574,40.3672,4.0359,0.2528,4.27896,13.338854768721792,0.2477762085284571,0.13298468921244078,0.1663283171683754,-0.04340943515859656,-0.16102077381409785,-0.09258101229059176
