ts_code,event_type,report_period,announcement_date,event_trading_date,earnings_surprise,guidance_yoy_midpoint,analyst_consensus_yoy_proxy,consensus_source,positive_revision_dummy,CAR20,CAR60,size,beta,book_to_market,turnover20
000039.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,195.64634999999998,329.94775,134.3014,cross_sectional_90d_median,0,-0.06350048039364223,0.010377338855891455,6524949.6659,0.9990333412869797,0.7100255609201931,
000048.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,413.91360000000003,548.215,134.3014,cross_sectional_90d_median,0,-0.2534099364371873,-0.3749411700181179,816104.3828,0.6878418013362939,0.5,
000058.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,254.1386,388.44,134.3014,cross_sectional_90d_median,0,-0.03942186202594924,0.025407746558447596,993578.9423,0.0807349194740952,0.20264245764772634,
000062.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-34.3014,100.0,134.3014,cross_sectional_90d_median,0,0.19288301498439117,0.22163129603161957,2993392.4796,0.31655873333881307,0.2249061017025392,
000068.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-128.8464,5.455,134.3014,cross_sectional_90d_median,0,-0.060739934276762636,-0.04179610942759493,333208.2546,0.11462022727863273,0.18112660749864154,
000070.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-15.497100000000003,118.8043,134.3014,cross_sectional_90d_median,0,0.029170707598429522,0.11512637196687649,1870016.0665,0.2926028929894524,0.08062825536581039,
000096.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,417.6986,552.0,134.3014,cross_sectional_90d_median,0,-0.035428658833279086,-0.02623242023037374,512688.0,0.308833730229244,0.5611987204669173,
000151.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-199.3014,-65.0,134.3014,cross_sectional_90d_median,0,-0.07396290193695168,-0.07261423272933196,418631.1992,0.06359428494010388,0.11569253551760841,
000158.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-122.73140000000001,11.57,134.3014,cross_sectional_90d_median,0,0.4798356308555418,0.7769369916414697,2850333.6135,0.2673296453967464,0.18962019075791192,
000159.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,73.6986,208.0,134.3014,cross_sectional_90d_median,0,0.12333561274118986,0.2131510362016772,303793.5476,0.2211977848056781,0.676544212164265,
000301.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,60.09359999999998,194.39499999999998,134.3014,cross_sectional_90d_median,0,0.0699814811195903,0.594696620028351,7629360.2636,1.3771037683306786,0.4380969070358363,
000403.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,0.698599999999999,135.0,134.3014,cross_sectional_90d_median,0,-0.029495194639754946,0.0514993880657606,1241218.9861,0.716535350748589,0.6466214031684449,
000407.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,507.9386,642.24,134.3014,cross_sectional_90d_median,0,0.0139934654399838,-0.02341559860887031,407479.1957,0.06594747631058791,0.749512816669165,
000409.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-13.527500000000003,120.7739,134.3014,cross_sectional_90d_median,0,0.009268780377205998,0.23526148973913202,757725.0646,0.31016241248010223,0.2118958320089844,
000410.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-80.8014,53.5,134.3014,cross_sectional_90d_median,0,0.06861329586098261,0.07794973820939996,1780177.062,-0.19270571131822983,0.331928170743851,
000417.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-68.47640000000001,65.82499999999999,134.3014,cross_sectional_90d_median,0,-0.0562176187954119,-0.14847907704027952,520962.6456,0.29614675681512437,0.9031791907514451,
000421.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,174.41359999999997,308.715,134.3014,cross_sectional_90d_median,0,-0.11970057346144215,-0.1904098932349556,349244.7663,0.23004548444483094,0.7848061528802386,
000423.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,41.6986,176.0,134.3014,cross_sectional_90d_median,0,-0.0531801130712454,-0.030721715361902283,3582443.0719,0.9581271814174671,0.2885253469517297,
000426.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,101.18360000000001,235.485,134.3014,cross_sectional_90d_median,0,0.1398738440743928,0.18251849741037818,7945969.932,0.8065716819704822,0.11525783176966875,
000428.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-110.73140000000001,23.57,134.3014,cross_sectional_90d_median,0,-0.16960213582782738,-0.24022861987718197,404513.622,-0.09713389312901814,0.3445543189883885,
000506.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-305.4425,-171.1411,134.3014,cross_sectional_90d_median,0,-0.01026580730329964,0.12296446096661576,1614632.8686,0.28228598903737273,0.055064866412634084,
000509.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,157.1295,291.4309,134.3014,cross_sectional_90d_median,0,-0.12716173277015244,0.1467804050569764,400276.7634,0.3693429684806011,0.030833459236625217,
000516.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-130.9092,3.3922,134.3014,cross_sectional_90d_median,0,0.119441761281525,-0.014292685982206371,1052281.4739,0.67467746582741,0.31717838112154273,
000519.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,237.58859999999999,371.89,134.3014,cross_sectional_90d_median,0,0.28100492193075344,0.14717501395575544,2478754.988,0.7476280893952032,0.4120992334954257,
000520.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,136.86859999999996,271.16999999999996,134.3014,cross_sectional_90d_median,0,-0.012505353994622184,0.015530066836999756,426087.1346,0.1502954001614683,0.09452421237700037,
000521.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-32.449600000000004,101.8518,134.3014,cross_sectional_90d_median,0,0.029642168771499253,-0.09361034578880045,589116.365,0.23065596506935004,1.0326311441553078,
000523.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-231.6664,-97.36500000000001,134.3014,cross_sectional_90d_median,0,-0.12924682417649686,0.23540026187316035,592856.3129,-0.23765460585977158,0.3236664940445365,
000524.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-125.7364,8.565,134.3014,cross_sectional_90d_median,0,-0.19267415132562368,-0.11238495533919424,723825.2848,0.1992675593777551,0.3159757330637007,
000525.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,52.243600000000015,186.54500000000002,134.3014,cross_sectional_90d_median,0,-0.5005926715549155,-0.18432794561045604,766257.2221,0.4018061417582922,0.34372529474444025,
000528.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,1.698599999999999,136.0,134.3014,cross_sectional_90d_median,0,-0.16459199458312515,-0.28617829187098975,1967511.894,1.1912324043979252,0.9282465422816301,
000530.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-81.17095,53.130449999999996,134.3014,cross_sectional_90d_median,0,-0.020586294535025276,0.0023264509964914144,510986.7792,0.21230303725437893,0.6227813414710096,
000531.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,-205.3014,-71.0,134.3014,cross_sectional_90d_median,0,-0.08150388890241834,-0.12452535854531872,695656.0898,0.2891677707271908,0.9697439875872771,
000533.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,233.61860000000001,367.92,134.3014,cross_sectional_90d_median,0,-0.12461972889835385,-0.19101750728555533,1083890.304,0.04626316556385657,0.0893854748603352,
000415.SZ,guidance_initial,2021-03-31,2021-04-16,2021-04-19,-335.0014,-205.08339999999998,129.918,cross_sectional_90d_median,0,-0.06454119721466961,0.009679937559805847,2838695.2684,-0.11456980609606747,1.0165700925078784,
000042.SZ,guidance_initial,2021-06-30,2021-04-27,2021-04-28,52.54,52.54,0.0,fallback_zero,0,-0.04225812196692415,-0.10322743981265933,592364.5448,0.16755404375096167,0.5564830272676684,
000429.SZ,guidance_initial,2021-06-30,2021-04-27,2021-04-28,3496.5,3496.5,0.0,fallback_zero,0,-0.07096842518321446,-0.033134789090396105,2686685.8719,0.08690589007504143,0.41375315486780584,
000029.SZ,guidance_initial,2021-06-30,2021-04-29,2021-04-30,38.78,38.78,0.0,fallback_zero,0,-0.03336496916042257,-0.004814930888121169,2039506.56,0.0936720111571731,0.17711654268508678,
000408.SZ,guidance_initial,2021-06-30,2021-04-30,2021-05-06,287.125,339.665,52.54,cross_sectional_90d_median,0,0.4133168512404076,0.9665797313157656,13808565.2015,0.5756844375661428,0.11763321962122104,
000062.SZ,guidance_initial,2021-06-30,2021-07-01,2021-07-02,7.460000000000001,60.0,52.54,cross_sectional_90d_median,0,-0.08062193759894018,-0.1627578351827522,2993392.4796,0.1465093804040424,0.2249061017025392,
000425.SZ,guidance_initial,2021-06-30,2021-07-01,2021-07-02,36.62,89.16,52.54,cross_sectional_90d_median,0,-0.010357809650055241,0.10352320270088614,11983588.067,1.236963362145778,0.4995004995004996,
000528.SZ,guidance_initial,2021-06-30,2021-07-01,2021-07-02,-34.94,17.6,52.54,cross_sectional_90d_median,0,-0.010917420622411373,0.08844445699919404,1967511.894,1.0969001386761232,0.9282465422816301,
000026.SZ,guidance_initial,2021-06-30,2021-07-03,2021-07-05,139.59500000000003,195.865,56.269999999999996,cross_sectional_90d_median,0,-0.05879138944401476,-0.12249650396354198,719419.5844,0.39812296960652893,0.46377887023467207,
000009.SZ,guidance_initial,2021-06-30,2021-07-06,2021-07-07,350.025,410.025,60.0,cross_sectional_90d_median,0,0.19828869769286384,0.19936094853722253,2305817.2847,0.5511556721000783,0.4370820402989641,
000012.SZ,guidance_initial,2021-06-30,2021-07-06,2021-07-07,189.0,249.0,60.0,cross_sectional_90d_median,0,0.12739954868912287,0.07075613342223903,1381280.8402,0.6122386446950252,0.9559315553006404,
000526.SZ,guidance_initial,2021-06-30,2021-07-06,2021-07-07,102.16500000000002,162.16500000000002,60.0,cross_sectional_90d_median,0,-0.39434288869842427,-0.1847507328477357,393367.6599,0.2200544637525426,0.25351755609075927,
000050.SZ,guidance_initial,2021-06-30,2021-07-08,2021-07-09,-60.43250000000002,65.22999999999999,125.66250000000001,cross_sectional_90d_median,0,0.029517674323572603,-0.0057742953871118205,2037472.811,0.44919230978732083,1.337255950788981,
000060.SZ,guidance_initial,2021-06-30,2021-07-08,2021-07-09,-47.7025,77.96000000000001,125.66250000000001,cross_sectional_90d_median,0,0.1060891145100414,0.18921194011960735,2908967.96,0.47195765236450776,0.6521455588887439,
000301.SZ,guidance_initial,2021-06-30,2021-07-08,2021-07-09,1598.6725000000001,1724.335,125.66250000000001,cross_sectional_90d_median,0,0.13543859360212773,0.2590822493126696,7629360.2636,1.3862608178312168,0.4380969070358363,
000063.SZ,guidance_initial,2021-06-30,2021-07-10,2021-07-12,28.900000000000006,118.06,89.16,cross_sectional_90d_median,0,0.27538136693865345,0.14956790715628107,16933713.5,0.7590417687617583,0.44541445815331165,
000516.SZ,guidance_initial,2021-06-30,2021-07-10,2021-07-12,-92.92235,-3.76235,89.16,cross_sectional_90d_median,0,-0.20357712472986791,-0.26574810896916445,1052281.4739,0.7553077365687595,0.31717838112154273,
000530.SZ,guidance_initial,2021-06-30,2021-07-10,2021-07-12,-59.062349999999995,30.097649999999998,89.16,cross_sectional_90d_median,0,-0.030040820646816277,0.06931132813580715,510986.7792,0.33992456529368315,0.6227813414710096,
000531.SZ,guidance_initial,2021-06-30,2021-07-12,2021-07-13,-148.56,-65.0,83.56,cross_sectional_90d_median,0,0.011023689807495726,0.05884835383268085,695656.0898,0.1412401694715554,0.9697439875872771,
000011.SZ,guidance_initial,2021-06-30,2021-07-13,2021-07-14,140.95,218.91,77.96000000000001,cross_sectional_90d_median,0,-0.008128127369800394,0.051144695440364506,500026.4582,0.34309114208289265,0.6789327177676692,
000025.SZ,guidance_initial,2021-06-30,2021-07-13,2021-07-14,-7.969999999999999,69.99000000000001,77.96000000000001,cross_sectional_90d_median,0,0.11498184684155631,0.022045466817241115,702194.0033,0.2782039869394087,0.2573870071038814,
000037.SZ,guidance_initial,2021-06-30,2021-07-13,2021-07-14,-175.17000000000002,-97.21,77.96000000000001,cross_sectional_90d_median,0,-0.08249442841792241,0.03946737898540808,606379.1716,-0.1237780409290422,0.2766481312418735,
000099.SZ,guidance_initial,2021-06-30,2021-07-13,2021-07-14,-7.960000000000008,70.0,77.96000000000001,cross_sectional_90d_median,0,0.12446548309157836,0.19088558394354302,1409574.3389,0.14052538790876945,0.38972680151213995,
000151.SZ,guidance_initial,2021-06-30,2021-07-13,2021-07-14,-646.475,-568.515,77.96000000000001,cross_sectional_90d_median,0,0.02310839694388467,0.11943942792667978,418631.1992,-0.004632325973828284,0.11569253551760841,
000006.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,0.0049999999999954525,70.0,69.995,cross_sectional_90d_median,0,-0.010211075458147086,-0.0463898186676293,1268995.3432,0.10093708044173558,0.4224935569732562,
000017.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,-125.31500000000001,-55.32000000000001,69.995,cross_sectional_90d_median,0,0.004096420350402087,-0.10103948625083553,474848.4188,-0.03560193788622966,0.07882208279471577,
000049.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,-18.930000000000007,51.065,69.995,cross_sectional_90d_median,0,-0.10164534026446187,-0.3127612286699817,1050063.1978,0.8259911046681063,0.6344775077723495,
000068.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,-60.435,9.559999999999999,69.995,cross_sectional_90d_median,0,0.025216257702483313,0.14040378945954132,333208.2546,-0.07691409710860223,0.18112660749864154,
000096.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,-17.995000000000005,52.0,69.995,cross_sectional_90d_median,0,-0.06846294402163759,-0.02993626792719821,512688.0,0.0018944324182641646,0.5611987204669173,
000401.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,-44.995000000000005,25.0,69.995,cross_sectional_90d_median,0,0.05929854383689965,0.10453413771036765,1270627.8383,0.14269170709563572,2.14638334406525,
000417.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,-20.260000000000005,49.735,69.995,cross_sectional_90d_median,0,0.009903960644467812,0.004834870057314283,520962.6456,0.07038149684913034,0.9031791907514451,
000421.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,-164.725,-94.72999999999999,69.995,cross_sectional_90d_median,0,-0.036660183902222636,-0.01890771536076901,349244.7663,0.18423404694782453,0.7848061528802386,
000422.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,297.7537,367.7487,69.995,cross_sectional_90d_median,0,0.11016231137601057,0.9761175726366298,1731434.8615,0.11047896576551482,0.34051826880512137,
000501.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,1092.0550000000003,1162.0500000000002,69.995,cross_sectional_90d_median,0,-0.09880134503502719,-0.10028801597431619,661333.7487,0.1030730195711767,1.6490765171503956,
000503.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,-58.595800000000004,11.3992,69.995,cross_sectional_90d_median,0,-0.03200967478723564,-0.08973465799146291,757941.4133,0.12025100657154154,0.16579073892932342,
000507.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,12.504999999999995,82.5,69.995,cross_sectional_90d_median,0,0.20436041708911618,0.14970803044715378,489298.9641,0.03470550014615767,1.1186933661483387,
000536.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,19.50999999999999,89.505,69.995,cross_sectional_90d_median,0,0.02990028029473086,-0.09596230340970549,1175563.9413,-0.07283562534906918,0.04865043688092319,
000007.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,25.54480000000001,90.7748,65.22999999999999,cross_sectional_90d_median,0,-0.12164869680841651,0.003968305589516989,474287.3722,0.015303371429694216,0.03851516341983839,
000008.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-13.17519999999999,52.0548,65.22999999999999,cross_sectional_90d_median,0,-0.0033739175272725665,0.10550502083615709,733421.9744,0.08890277029410934,0.3996642820031174,
000014.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-257.18895,-191.95895000000002,65.22999999999999,cross_sectional_90d_median,0,-0.04027092340527995,-0.025048085693565883,322647.6166,0.03843729109852344,0.45660015524405273,
000020.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,87.49000000000001,152.72,65.22999999999999,cross_sectional_90d_median,0,0.024330646195432227,-0.036802325226904194,450226.3509,0.2737351734241778,0.09438058025180739,
000034.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-220.6321,-155.40210000000002,65.22999999999999,cross_sectional_90d_median,0,-0.0025533347669787244,-0.10953322458502258,2604893.4714,0.221717664661491,0.4225292601512655,
000036.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-134.725,-69.495,65.22999999999999,cross_sectional_90d_median,0,-0.05119414323713589,0.05508392833308948,706120.8187,0.19363968830976802,0.7197869430648528,
000039.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,2387.1061999999997,2452.3361999999997,65.22999999999999,cross_sectional_90d_median,0,0.0728119851682354,0.09029431608719306,6524949.6659,0.4037026448938933,0.7100255609201931,
000045.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,10459.77,10525.0,65.22999999999999,cross_sectional_90d_median,0,-0.012656818248135585,0.00027902578114409604,615930.5684,-0.021649919929150437,0.4837695321948624,
000048.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,182.36,247.59,65.22999999999999,cross_sectional_90d_median,0,0.03670870983018036,-0.027264745006920922,816104.3828,0.6482155156389038,0.5,
000056.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-253.47,-188.24,65.22999999999999,cross_sectional_90d_median,0,0.34518374840754396,0.35155729880028647,221132.7771,-0.19411294416653765,,
000059.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,135.6533,200.8833,65.22999999999999,cross_sectional_90d_median,0,-0.023107408518987193,0.00830041430827997,844505.6595,0.013741981118803965,1.1936022917164002,
000066.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,3.126550000000009,68.35655,65.22999999999999,cross_sectional_90d_median,0,0.166559948682927,-0.018841135137432942,5032246.5773,0.8591499921673996,0.2204342554833021,
000070.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,67.80520000000001,133.0352,65.22999999999999,cross_sectional_90d_median,0,0.012892584540991955,-0.12280081358438334,1870016.0665,0.18667629808377884,0.08062825536581039,
000089.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,91.965,157.195,65.22999999999999,cross_sectional_90d_median,0,-0.06205810869201721,0.06489931479974616,1402726.3442,0.15411847956993294,0.8250144377526607,
000100.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,389.27,454.5,65.22999999999999,cross_sectional_90d_median,0,-0.003901904279378427,-0.17387423845201808,9006773.4396,1.014098545409728,0.682081713389264,
000158.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-29.544999999999987,35.685,65.22999999999999,cross_sectional_90d_median,0,-0.11724050449183467,-0.22015597344242627,2850333.6135,0.4532755586678944,0.18962019075791192,
000402.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,74.77000000000001,140.0,65.22999999999999,cross_sectional_90d_median,0,-0.0635923323257457,-0.03463617889209774,848856.0936,0.09360369961298613,2.7739251040221915,
000403.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,119.77000000000001,185.0,65.22999999999999,cross_sectional_90d_median,0,-0.1401601494186359,-0.1765334765192681,1241218.9861,0.6526313469855949,0.6466214031684449,
000407.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,78.305,143.535,65.22999999999999,cross_sectional_90d_median,0,0.020384588876227617,0.16460071335212356,407479.1957,0.13333845219367202,0.749512816669165,
000408.SZ,guidance_upward_revision,2021-06-30,2021-07-15,2021-07-16,49.34499999999997,389.01,339.665,prior_guidance_same_period,1,0.09453873189262098,0.261240166605658,13808565.2015,0.6208596337318271,0.11763321962122104,
000409.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-120.85,-55.62,65.22999999999999,cross_sectional_90d_median,0,-0.050464394164963636,0.05071027302847326,757725.0646,0.19538331975950077,0.2118958320089844,
000410.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-12.539999999999992,52.69,65.22999999999999,cross_sectional_90d_median,0,0.08911629804401111,0.21318303208967385,1780177.062,-0.03707853746764874,0.331928170743851,
000420.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,85.12500000000003,150.35500000000002,65.22999999999999,cross_sectional_90d_median,0,0.1729330651837968,0.40156600062209963,1231893.0398,0.18380879653962964,0.35905353488205094,
000423.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,209.27,274.5,65.22999999999999,cross_sectional_90d_median,0,-0.07125763316889601,0.23450230981435238,3582443.0719,0.9498660038630131,0.2885253469517297,
000426.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,154.43,219.66,65.22999999999999,cross_sectional_90d_median,0,0.24095115688987045,0.10270500620636787,7945969.932,0.4495190065968882,0.11525783176966875,
000428.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-27.77499999999999,37.455,65.22999999999999,cross_sectional_90d_median,0,0.07354498175809242,0.4098695094241562,404513.622,-0.12478296884187394,0.3445543189883885,
000506.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-145.6157,-80.3857,65.22999999999999,cross_sectional_90d_median,0,0.30046477213117484,0.32879410282911997,1614632.8686,0.10636768385641424,0.055064866412634084,
000509.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,186.20430000000002,251.4343,65.22999999999999,cross_sectional_90d_median,0,-0.07704772350064916,0.06408370912494694,400276.7634,0.1378055071251228,0.030833459236625217,
000510.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,216.23000000000005,281.46000000000004,65.22999999999999,cross_sectional_90d_median,0,0.21505180359832662,0.3268151028441956,982543.5373,0.0361409904386132,0.12562656248037085,
000514.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-217.15005,-151.92005,65.22999999999999,cross_sectional_90d_median,0,-0.006669695917128415,-0.0015510882631661112,405010.0632,0.19557746968042874,0.9363295880149812,
000519.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,8.600000000000009,73.83,65.22999999999999,cross_sectional_90d_median,0,0.10562971017349478,0.9229056395604847,2478754.988,0.5286430935814035,0.4120992334954257,
000520.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,553.1949999999999,618.425,65.22999999999999,cross_sectional_90d_median,0,0.021744050496539154,0.22759920792555932,426087.1346,0.02748527092639356,0.09452421237700037,
000521.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,53.09195000000001,118.32195,65.22999999999999,cross_sectional_90d_median,0,0.05328574729359768,0.06809064804244175,589116.365,0.3562397176098152,1.0326311441553078,
000523.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-32.62129999999999,32.6087,65.22999999999999,cross_sectional_90d_median,0,0.11784921519044265,0.120023107736264,592856.3129,-0.5545706312242139,0.3236664940445365,
000524.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-36.334999999999994,28.895,65.22999999999999,cross_sectional_90d_median,0,-0.06369387905265654,0.007938047622952896,723825.2848,0.2199839258144599,0.3159757330637007,
000525.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-116.47,-51.24,65.22999999999999,cross_sectional_90d_median,0,-0.0749320418934878,0.28367993601332103,766257.2221,0.17938464861163003,0.34372529474444025,
000539.SZ,guidance_initial,2021-06-30,2021-07-15,2021-07-16,-151.09499999999997,-85.865,65.22999999999999,cross_sectional_90d_median,0,0.07924058722636905,0.2523412169208532,2929658.4642,-0.023779178861342346,0.8002560819462228,
000415.SZ,guidance_initial,2021-06-30,2021-07-16,2021-07-19,-5.795000000000002,64.205,70.0,cross_sectional_90d_median,0,0.12944010032493497,0.20798600459649658,2838695.2684,-0.2588062433870064,1.0165700925078784,
000060.SZ,guidance_initial,2021-09-30,2021-10-09,2021-10-11,61.415,61.415,0.0,fallback_zero,0,-0.08855486159983428,-0.050079863490519475,2908967.96,0.10576078112144263,0.6521455588887439,
000151.SZ,guidance_initial,2021-09-30,2021-10-09,2021-10-11,-494.58849999999995,-494.58849999999995,0.0,fallback_zero,0,-0.046228442068684594,0.06799704429559296,418631.1992,0.3313983344022349,0.11569253551760841,
000408.SZ,guidance_initial,2021-09-30,2021-10-09,2021-10-11,1729.37,1729.37,0.0,fallback_zero,0,0.029056572748557656,0.4255856278959772,13808565.2015,0.9860312873699739,0.11763321962122104,
000037.SZ,guidance_initial,2021-09-30,2021-10-11,2021-10-12,-196.53549999999998,-135.1205,61.415,cross_sectional_90d_median,0,-0.20336681225411843,-0.094412951239283,606379.1716,0.604707587928711,0.2766481312418735,
000403.SZ,guidance_initial,2021-09-30,2021-10-11,2021-10-12,133.585,195.0,61.415,cross_sectional_90d_median,0,0.1842936864787887,0.07292936264990779,1241218.9861,0.8104311508368287,0.6466214031684449,
000520.SZ,guidance_initial,2021-09-30,2021-10-11,2021-10-12,391.425,452.84000000000003,61.415,cross_sectional_90d_median,0,-0.13049573844903242,-0.05782758246754862,426087.1346,0.2812218210425231,0.09452421237700037,
000009.SZ,guidance_initial,2021-09-30,2021-10-12,2021-10-13,-60.44750000000002,67.75999999999999,128.2075,cross_sectional_90d_median,0,0.23496281177913897,-0.14936534944580615,2305817.2847,0.7093579799027686,0.4370820402989641,
000026.SZ,guidance_initial,2021-09-30,2021-10-12,2021-10-13,-65.9325,62.275000000000006,128.2075,cross_sectional_90d_median,0,-0.058149333368552034,0.045222300024981,719419.5844,0.6329715925351798,0.46377887023467207,
000011.SZ,guidance_initial,2021-09-30,2021-10-13,2021-10-14,237.2425,302.26,65.0175,cross_sectional_90d_median,0,-0.0785994253133301,0.021287069365561517,500026.4582,0.42478838633503924,0.6789327177676692,
000066.SZ,guidance_initial,2021-09-30,2021-10-13,2021-10-14,96.45285,161.47035,65.0175,cross_sectional_90d_median,0,0.04923679071216168,0.119610177613754,5032246.5773,0.7559965146179982,0.2204342554833021,
000422.SZ,guidance_initial,2021-09-30,2021-10-13,2021-10-14,57465.274,57530.2915,65.0175,cross_sectional_90d_median,0,0.38861415902447394,0.09568071826755842,1731434.8615,0.10981762101715853,0.34051826880512137,
000514.SZ,guidance_initial,2021-09-30,2021-10-13,2021-10-14,-250.05020000000002,-185.0327,65.0175,cross_sectional_90d_median,0,-0.026241444014940996,0.30846205471256394,405010.0632,0.2752225675731196,0.9363295880149812,
000539.SZ,guidance_initial,2021-09-30,2021-10-13,2021-10-14,-179.35424999999998,-114.33675,65.0175,cross_sectional_90d_median,0,0.07637328798130924,0.2910313649846628,2929658.4642,-0.17633368872340943,0.8002560819462228,
000014.SZ,guidance_initial,2021-09-30,2021-10-14,2021-10-15,-391.9104,-324.1504,67.75999999999999,cross_sectional_90d_median,0,0.015269399860874031,0.1813192421843906,322647.6166,0.36685557208472375,0.45660015524405273,
000025.SZ,guidance_initial,2021-09-30,2021-10-14,2021-10-15,1.2600000000000193,69.02000000000001,67.75999999999999,cross_sectional_90d_median,0,0.022218479255560943,0.06366318789241679,702194.0033,0.37982362660900826,0.2573870071038814,
000036.SZ,guidance_initial,2021-09-30,2021-10-14,2021-10-15,-138.63,-70.87,67.75999999999999,cross_sectional_90d_median,0,0.12813382941571635,0.09579324962606456,706120.8187,0.37956943612911664,0.7197869430648528,
000039.SZ,guidance_initial,2021-09-30,2021-10-14,2021-10-15,1093.74,1161.5,67.75999999999999,cross_sectional_90d_median,0,-0.0666394937636207,0.016872057951544513,6524949.6659,0.17451573566307613,0.7100255609201931,
