ts_code,event_type,report_period,announcement_date,event_trading_date,earnings_surprise,guidance_yoy_midpoint,analyst_consensus_yoy_proxy,consensus_source,positive_revision_dummy,CAR20,CAR60,size,beta,book_to_market,turnover20,log_size,high_ES_dummy,strong_ES_dummy
000014.SZ,guidance_initial,2020-09-30,2020-10-13,2020-10-14,142.96359999999999,224.6661,81.7025,cross_sectional_90d_median,0,-0.20232322097298852,-0.4502965736084451,322647.6166,1.114011571374609,0.45660015524405273,,12.684316036384898,1,1
000037.SZ,guidance_initial,2020-09-30,2020-10-13,2020-10-14,1320.0275,1401.73,81.7025,cross_sectional_90d_median,0,-0.321408123174734,-0.5676523211078629,606379.1716,0.7652641045800008,0.2766481312418735,,13.315260765095076,1,1
000514.SZ,guidance_initial,2020-09-30,2020-10-13,2020-10-14,50.2325,131.935,81.7025,cross_sectional_90d_median,0,-0.05864612113229182,-0.18231954341870402,405010.0632,0.7268898742838306,0.9363295880149812,,12.911667193187391,1,1
000090.SZ,guidance_initial,2020-09-30,2020-10-14,2020-10-15,326.4,441.57,115.17,cross_sectional_90d_median,0,-0.10251612959350181,-0.42173647566661954,682019.0834,1.2640110105519409,1.655355073663301,,13.43281291795905,1,1
000159.SZ,guidance_initial,2020-09-30,2020-10-14,2020-10-15,543.7,658.87,115.17,cross_sectional_90d_median,0,-0.07574759489062005,-0.28236908061152055,303793.5476,1.5343890071321296,0.676544212164265,,12.624103629945251,1,1
000532.SZ,guidance_initial,2020-09-30,2020-10-14,2020-10-15,332.83,448.0,115.17,cross_sectional_90d_median,0,-0.011838453366795284,-0.2227086429729368,475697.5092,0.9884333786813196,0.34223134839151265,,13.07253744633351,1,1
000017.SZ,guidance_initial,2020-09-30,2020-10-15,2020-10-16,1978.2099999999998,2076.615,98.405,cross_sectional_90d_median,0,-0.011090795066913945,-0.20726954171318338,474848.4188,0.6736817259869209,0.07882208279471577,,13.070750913771905,1,1
000027.SZ,guidance_upward_revision,2020-09-30,2020-10-15,2020-10-16,26.955,125.36,98.405,prior_guidance_same_period,1,-0.06283041976888196,-0.07999485397291317,3192208.6336,1.029871811446022,1.0256410256410258,,14.976223596819382,1,1
000409.SZ,guidance_initial,2020-09-30,2020-10-15,2020-10-16,42.072100000000006,140.4771,98.405,cross_sectional_90d_median,0,-0.04160591647670845,-0.18187155656215584,757725.0646,0.5683842258264077,0.2118958320089844,,13.538075887219243,1,1
000531.SZ,guidance_initial,2020-09-30,2020-10-15,2020-10-16,24.595,123.0,98.405,cross_sectional_90d_median,0,-0.07296268929255903,-0.18897809156220438,695656.0898,1.2341520873625058,0.9697439875872771,,13.452610693346562,1,1
000533.SZ,guidance_initial,2020-09-30,2020-10-15,2020-10-16,1146.595,1245.0,98.405,cross_sectional_90d_median,0,0.03240002058580046,-0.22413789799200928,1083890.304,0.8699192277652243,0.0893854748603352,,13.896067260289156,1,1
000100.SZ,guidance_initial,2020-12-31,2021-01-12,2021-01-13,65.0,65.0,0.0,fallback_zero,0,0.06260684672998972,0.22023745992333627,9006773.4396,1.5590276563906738,0.682081713389264,,16.01348745663582,1,0
000050.SZ,guidance_initial,2020-12-31,2021-01-14,2021-01-15,86.89,86.89,0.0,fallback_zero,0,-0.09018197081329218,-0.039582717348439406,2037472.811,1.1670141013752335,1.337255950788981,,14.527220779713641,1,1
000536.SZ,guidance_initial,2020-12-31,2021-01-15,2021-01-18,127.05499999999999,127.05499999999999,0.0,fallback_zero,0,-0.2089543143990376,-0.002453277927512265,1175563.9413,0.33409549553630563,0.04865043688092319,,13.977258540463767,1,1
000037.SZ,guidance_initial,2020-12-31,2021-01-21,2021-01-22,150.75,157.02,6.27,cross_sectional_90d_median,0,-0.09518164441018012,-0.07286705402588117,606379.1716,1.1167823926060123,0.2766481312418735,,13.315260765095076,1,1
000045.SZ,guidance_initial,2020-12-31,2021-01-21,2021-01-22,81.74,88.00999999999999,6.27,cross_sectional_90d_median,0,0.00795530532101377,0.20740925011487124,615930.5684,1.1493032652347945,0.4837695321948624,,13.330889522526634,1,1
000157.SZ,guidance_initial,2020-12-31,2021-01-21,2021-01-22,59.58,65.85,6.27,cross_sectional_90d_median,0,0.25368071402297243,0.17817423813064348,7091798.8935,1.3548187754850225,0.8117542008279893,,15.774449588963684,1,0
000009.SZ,guidance_initial,2020-12-31,2021-01-22,2021-01-25,72.435,137.435,65.0,cross_sectional_90d_median,0,0.2891401060579155,0.4297166087855069,2305817.2847,1.1633672903169954,0.4370820402989641,,14.65094574193643,1,1
000159.SZ,guidance_initial,2020-12-31,2021-01-22,2021-01-25,98.02000000000001,163.02,65.0,cross_sectional_90d_median,0,-0.031199689921796628,0.16715897658747314,303793.5476,0.8875036946497608,0.676544212164265,,12.624103629945251,1,1
000027.SZ,guidance_initial,2020-12-31,2021-01-25,2021-01-26,67.185,132.185,65.0,cross_sectional_90d_median,0,0.02474602249184319,0.569661864496164,3192208.6336,0.7386194086644141,1.0256410256410258,,14.976223596819382,1,0
000410.SZ,guidance_initial,2020-12-31,2021-01-26,2021-01-27,10.149999999999991,75.57499999999999,65.425,cross_sectional_90d_median,0,0.20564742468381175,0.2371567381983151,1780177.062,-0.07463527061018889,0.331928170743851,,14.39222339035486,1,0
000531.SZ,guidance_initial,2020-12-31,2021-01-26,2021-01-27,22.075000000000003,87.5,65.425,cross_sectional_90d_median,0,-0.008228008092229136,0.017537454031135533,695656.0898,1.1623731051788404,0.9697439875872771,,13.452610693346562,1,0
000404.SZ,guidance_initial,2020-12-31,2021-01-27,2021-01-28,226.39499999999998,291.82,65.425,cross_sectional_90d_median,0,0.019134098055323172,0.000501377414158127,496245.133,0.42067983625319494,0.856898029134533,,13.114825303378767,1,1
000516.SZ,guidance_initial,2020-12-31,2021-01-28,2021-01-29,57.96000000000001,113.74000000000001,55.78,cross_sectional_90d_median,0,-0.042582536627911394,0.4547155187756916,1052281.4739,0.46861552513078947,0.31717838112154273,,13.866471197233246,1,0
000532.SZ,guidance_initial,2020-12-31,2021-01-28,2021-01-29,67.99499999999999,123.77499999999999,55.78,cross_sectional_90d_median,0,0.03141321585223772,0.11701237954148139,475697.5092,0.9624411335861526,0.34223134839151265,,13.07253744633351,1,0
000533.SZ,guidance_initial,2020-12-31,2021-01-28,2021-01-29,1008.72,1064.5,55.78,cross_sectional_90d_median,0,0.06081356291965673,0.1539656997888105,1083890.304,0.6014940108343514,0.0893854748603352,,13.896067260289156,1,1
000016.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,94.41749999999999,126.38,31.9625,cross_sectional_90d_median,0,-0.03184442816179738,0.04992429442001217,792214.0392,1.0406013152463252,0.1597597213790459,,13.582586885800351,1,1
000017.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,189.7867,221.7492,31.9625,cross_sectional_90d_median,0,0.10650724449004595,0.22881854950110905,474848.4188,0.4427203783249722,0.07882208279471577,,13.070750913771905,1,1
000021.SZ,guidance_initial,2020-12-31,2021-01-29,2021-02-01,84.365,149.79,65.425,cross_sectional_90d_median,0,0.0970376590930731,-0.1318080745826748,4521724.8503,1.0264356763714424,0.2816346072605402,,15.32440408306478,1,1
000039.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,215.0375,247.0,31.9625,cross_sectional_90d_median,0,-0.0009966372630010913,0.17327410356727896,6524949.6659,1.4808099435878344,0.7100255609201931,,15.691143797104964,1,1
000409.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,142.59029999999998,174.5528,31.9625,cross_sectional_90d_median,0,0.19579784173189158,0.23699544911635945,757725.0646,0.32003172648610995,0.2118958320089844,,13.538075887219243,1,1
000421.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,80.3825,112.345,31.9625,cross_sectional_90d_median,0,0.07797753386171333,0.035936417239732676,349244.7663,0.5544057443339793,0.7848061528802386,,12.76352829146648,1,1
000423.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,77.41205,109.37455,31.9625,cross_sectional_90d_median,0,0.13024043564954663,0.11342901426721327,3582443.0719,0.8897743529601779,0.2885253469517297,,15.091555547951089,1,1
000509.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,74.60140000000001,106.5639,31.9625,cross_sectional_90d_median,0,0.11468958735875806,0.2126067198277112,400276.7634,0.7031211823227272,0.030833459236625217,,12.89991149533179,1,1
000510.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,0.2675000000000054,32.230000000000004,31.9625,cross_sectional_90d_median,0,0.15051559105680648,0.28379996914604916,982543.5373,0.48740715145045876,0.12562656248037085,,13.797899934517309,1,0
000525.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,83.47749999999999,115.44,31.9625,cross_sectional_90d_median,0,0.1413425608699908,-0.14574287263091643,766257.2221,0.48115319940153645,0.34372529474444025,,13.549273191440996,1,1
000526.SZ,guidance_initial,2020-12-31,2021-01-30,2021-02-01,207.01749999999998,238.98,31.9625,cross_sectional_90d_median,0,0.05502873134622671,-0.20813565663031225,393367.6599,0.8770563663817861,0.25351755609075927,,12.882499974898055,1,1
000063.SZ,guidance_initial,2021-03-31,2021-03-17,2021-03-18,169.235,169.235,0.0,fallback_zero,0,-0.05578888655861606,0.06773899009696081,16933713.5,0.7744222177349678,0.44541445815331165,,16.644817074415986,1,1
000533.SZ,guidance_upward_revision,2020-12-31,2021-03-24,2021-03-25,1748.0,2812.5,1064.5,prior_guidance_same_period,1,0.002818892325604682,-0.08568444611071648,1083890.304,0.1928935749016205,0.0893854748603352,,13.896067260289156,1,1
000157.SZ,guidance_initial,2021-03-31,2021-03-31,2021-04-01,133.89999999999998,133.89999999999998,0.0,fallback_zero,0,-0.08662866212195688,-0.3442420039409691,7091798.8935,1.771510460597626,0.8117542008279893,,15.774449588963684,1,1
000338.SZ,guidance_initial,2021-03-31,2021-03-31,2021-04-01,50.0,50.0,0.0,fallback_zero,0,-0.07086878061644367,-0.09800927236136787,23871968.043,1.1388004939777558,0.3903505347802327,,16.988215443303428,1,0
000026.SZ,guidance_initial,2021-03-31,2021-04-01,2021-04-02,890.9701000000001,1024.8701,133.89999999999998,cross_sectional_90d_median,0,0.03727764945996961,-0.17275027350234287,719419.5844,0.5598088566899667,0.46377887023467207,,13.486200033114706,1,1
000009.SZ,guidance_initial,2021-03-31,2021-04-02,2021-04-06,196.3075,347.875,151.5675,cross_sectional_90d_median,0,0.1660477523327865,0.7039202946112227,2305817.2847,0.7541622665784782,0.4370820402989641,,14.65094574193643,1,1
000422.SZ,guidance_initial,2021-03-31,2021-04-02,2021-04-06,64.74745000000001,216.31495,151.5675,cross_sectional_90d_median,0,0.1568512006661646,0.7771988042062804,1731434.8615,0.10992810396926027,0.34051826880512137,,14.364461022423068,1,0
000045.SZ,guidance_initial,2021-03-31,2021-04-10,2021-04-12,685.815,829.35,143.535,cross_sectional_90d_median,0,0.018178559867133848,0.20294684929885598,615930.5684,0.15529098069990713,0.4837695321948624,,13.330889522526634,1,1
000049.SZ,guidance_initial,2021-03-31,2021-04-09,2021-04-12,43.285000000000025,177.185,133.89999999999998,cross_sectional_90d_median,0,-0.36196656313490283,-0.29082065322541245,1050063.1978,0.9159159504314377,0.6344775077723495,,13.86436090870341,1,0
000089.SZ,guidance_initial,2021-03-31,2021-04-09,2021-04-12,9.63500000000002,143.535,133.89999999999998,cross_sectional_90d_median,0,-0.06534675272242803,-0.11672888719391811,1402726.3442,0.21115817918924681,0.8250144377526607,,14.15392828959649,1,0
000501.SZ,guidance_initial,2021-03-31,2021-04-10,2021-04-12,72.1,215.635,143.535,cross_sectional_90d_median,0,-0.08374360991319514,-0.09681888820055014,661333.7487,0.21717953260465322,1.6490765171503956,,13.402013906233245,1,0
000402.SZ,guidance_initial,2021-03-31,2021-04-12,2021-04-13,78.61500000000001,235.0,156.385,cross_sectional_90d_median,0,-0.03496687264853347,-0.050067632794768974,848856.0936,0.062052624309131596,2.7739251040221915,,13.651644949866485,1,1
000507.SZ,guidance_initial,2021-03-31,2021-04-12,2021-04-13,393.615,550.0,156.385,cross_sectional_90d_median,0,0.050150059647192324,0.04648832005298855,489298.9641,0.21680564333435962,1.1186933661483387,,13.100728960168905,1,1
000100.SZ,guidance_initial,2021-03-31,2021-04-13,2021-04-14,325.765,495.0,169.235,cross_sectional_90d_median,0,-0.06434118995556962,-0.1256917799394102,9006773.4396,1.3450217481626687,0.682081713389264,,16.01348745663582,1,1
000408.SZ,guidance_initial,2021-03-31,2021-04-13,2021-04-14,19.889999999999986,189.125,169.235,cross_sectional_90d_median,0,0.2772016785456027,0.8970135185272281,13808565.2015,0.4276537884032267,0.11763321962122104,,16.440799624368836,1,0
000025.SZ,guidance_initial,2021-03-31,2021-04-14,2021-04-15,178.54680000000002,317.46500000000003,138.9182,cross_sectional_90d_median,0,-0.06943793551725633,-0.04783725706578664,702194.0033,0.31071558691884626,0.2573870071038814,,13.461965002805325,1,1
000029.SZ,guidance_initial,2021-03-31,2021-04-14,2021-04-15,46.02679999999998,184.945,138.9182,cross_sectional_90d_median,0,-0.04907108856253388,-0.0036448208012338293,2039506.56,0.0912101489653123,0.17711654268508678,,14.528218454209204,1,0
000059.SZ,guidance_initial,2021-03-31,2021-04-14,2021-04-15,20.231799999999993,159.15,138.9182,cross_sectional_90d_median,0,0.1726701589766191,0.2476270717210417,844505.6595,0.526505418379494,1.1936022917164002,,13.646506716806115,1,0
000429.SZ,guidance_initial,2021-03-31,2021-04-14,2021-04-15,555.3395,694.2577,138.9182,cross_sectional_90d_median,0,-0.038415492906237296,-0.04374445334918061,2686685.8719,0.09463772682644742,0.41375315486780584,,14.803818974139029,1,1
000517.SZ,guidance_initial,2021-03-31,2021-04-14,2021-04-15,552.5618,691.48,138.9182,cross_sectional_90d_median,0,-0.0573557405790293,-0.1078313441528863,614497.0396,0.33566680729968507,0.9363295880149812,,13.328559390401358,1,1
000012.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,279.1986,413.5,134.3014,cross_sectional_90d_median,0,0.1825301266482235,0.480514326575171,1381280.8402,0.7971911983818808,0.9559315553006404,,14.138521771745546,1,1
000020.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,1213.5136,1347.815,134.3014,cross_sectional_90d_median,0,-0.052772036455830756,0.06765701409520974,450226.3509,0.39895953942067286,0.09438058025180739,,13.017505737283402,1,1
000039.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,195.64634999999998,329.94775,134.3014,cross_sectional_90d_median,0,-0.06350048039364223,0.010377338855891455,6524949.6659,0.9990333412869797,0.7100255609201931,,15.691143797104964,1,1
000048.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,413.91360000000003,548.215,134.3014,cross_sectional_90d_median,0,-0.2534099364371873,-0.3749411700181179,816104.3828,0.6878418013362939,0.5,,13.612297545863205,1,1
000058.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,254.1386,388.44,134.3014,cross_sectional_90d_median,0,-0.03942186202594924,0.025407746558447596,993578.9423,0.0807349194740952,0.20264245764772634,,13.80906879659941,1,1
000096.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,417.6986,552.0,134.3014,cross_sectional_90d_median,0,-0.035428658833279086,-0.02623242023037374,512688.0,0.308833730229244,0.5611987204669173,,13.147422751997587,1,1
000159.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,73.6986,208.0,134.3014,cross_sectional_90d_median,0,0.12333561274118986,0.2131510362016772,303793.5476,0.2211977848056781,0.676544212164265,,12.624103629945251,1,0
000301.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,60.09359999999998,194.39499999999998,134.3014,cross_sectional_90d_median,0,0.0699814811195903,0.594696620028351,7629360.2636,1.3771037683306786,0.4380969070358363,,15.84751455486997,1,0
000403.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,0.698599999999999,135.0,134.3014,cross_sectional_90d_median,0,-0.029495194639754946,0.0514993880657606,1241218.9861,0.716535350748589,0.6466214031684449,,14.03160450800721,1,0
000407.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,507.9386,642.24,134.3014,cross_sectional_90d_median,0,0.0139934654399838,-0.02341559860887031,407479.1957,0.06594747631058791,0.749512816669165,,12.917745156862848,1,1
000421.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,174.41359999999997,308.715,134.3014,cross_sectional_90d_median,0,-0.11970057346144215,-0.1904098932349556,349244.7663,0.23004548444483094,0.7848061528802386,,12.76352829146648,1,1
000423.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,41.6986,176.0,134.3014,cross_sectional_90d_median,0,-0.0531801130712454,-0.030721715361902283,3582443.0719,0.9581271814174671,0.2885253469517297,,15.091555547951089,1,0
000426.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,101.18360000000001,235.485,134.3014,cross_sectional_90d_median,0,0.1398738440743928,0.18251849741037818,7945969.932,0.8065716819704822,0.11525783176966875,,15.888175431307236,1,1
000509.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,157.1295,291.4309,134.3014,cross_sectional_90d_median,0,-0.12716173277015244,0.1467804050569764,400276.7634,0.3693429684806011,0.030833459236625217,,12.89991149533179,1,1
000519.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,237.58859999999999,371.89,134.3014,cross_sectional_90d_median,0,0.28100492193075344,0.14717501395575544,2478754.988,0.7476280893952032,0.4120992334954257,,14.723266971118708,1,1
000520.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,136.86859999999996,271.16999999999996,134.3014,cross_sectional_90d_median,0,-0.012505353994622184,0.015530066836999756,426087.1346,0.1502954001614683,0.09452421237700037,,12.96239914565034,1,1
000525.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,52.243600000000015,186.54500000000002,134.3014,cross_sectional_90d_median,0,-0.5005926715549155,-0.18432794561045604,766257.2221,0.4018061417582922,0.34372529474444025,,13.549273191440996,1,0
000528.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,1.698599999999999,136.0,134.3014,cross_sectional_90d_median,0,-0.16459199458312515,-0.28617829187098975,1967511.894,1.1912324043979252,0.9282465422816301,,14.492280304490492,1,0
000533.SZ,guidance_initial,2021-03-31,2021-04-15,2021-04-16,233.61860000000001,367.92,134.3014,cross_sectional_90d_median,0,-0.12461972889835385,-0.19101750728555533,1083890.304,0.04626316556385657,0.0893854748603352,,13.896067260289156,1,1
000042.SZ,guidance_initial,2021-06-30,2021-04-27,2021-04-28,52.54,52.54,0.0,fallback_zero,0,-0.04225812196692415,-0.10322743981265933,592364.5448,0.16755404375096167,0.5564830272676684,,13.29187750948341,1,0
000429.SZ,guidance_initial,2021-06-30,2021-04-27,2021-04-28,3496.5,3496.5,0.0,fallback_zero,0,-0.07096842518321446,-0.033134789090396105,2686685.8719,0.08690589007504143,0.41375315486780584,,14.803818974139029,1,1
000029.SZ,guidance_initial,2021-06-30,2021-04-29,2021-04-30,38.78,38.78,0.0,fallback_zero,0,-0.03336496916042257,-0.004814930888121169,2039506.56,0.0936720111571731,0.17711654268508678,,14.528218454209204,1,0
000408.SZ,guidance_initial,2021-06-30,2021-04-30,2021-05-06,287.125,339.665,52.54,cross_sectional_90d_median,0,0.4133168512404076,0.9665797313157656,13808565.2015,0.5756844375661428,0.11763321962122104,,16.440799624368836,1,1
000062.SZ,guidance_initial,2021-06-30,2021-07-01,2021-07-02,7.460000000000001,60.0,52.54,cross_sectional_90d_median,0,-0.08062193759894018,-0.1627578351827522,2993392.4796,0.1465093804040424,0.2249061017025392,,14.911917910746908,1,0
000425.SZ,guidance_initial,2021-06-30,2021-07-01,2021-07-02,36.62,89.16,52.54,cross_sectional_90d_median,0,-0.010357809650055241,0.10352320270088614,11983588.067,1.236963362145778,0.4995004995004996,,16.29904861056691,1,0
000026.SZ,guidance_initial,2021-06-30,2021-07-03,2021-07-05,139.59500000000003,195.865,56.269999999999996,cross_sectional_90d_median,0,-0.05879138944401476,-0.12249650396354198,719419.5844,0.39812296960652893,0.46377887023467207,,13.486200033114706,1,1
000009.SZ,guidance_initial,2021-06-30,2021-07-06,2021-07-07,350.025,410.025,60.0,cross_sectional_90d_median,0,0.19828869769286384,0.19936094853722253,2305817.2847,0.5511556721000783,0.4370820402989641,,14.65094574193643,1,1
000012.SZ,guidance_initial,2021-06-30,2021-07-06,2021-07-07,189.0,249.0,60.0,cross_sectional_90d_median,0,0.12739954868912287,0.07075613342223903,1381280.8402,0.6122386446950252,0.9559315553006404,,14.138521771745546,1,1
000526.SZ,guidance_initial,2021-06-30,2021-07-06,2021-07-07,102.16500000000002,162.16500000000002,60.0,cross_sectional_90d_median,0,-0.39434288869842427,-0.1847507328477357,393367.6599,0.2200544637525426,0.25351755609075927,,12.882499974898055,1,1
000301.SZ,guidance_initial,2021-06-30,2021-07-08,2021-07-09,1598.6725000000001,1724.335,125.66250000000001,cross_sectional_90d_median,0,0.13543859360212773,0.2590822493126696,7629360.2636,1.3862608178312168,0.4380969070358363,,15.84751455486997,1,1
000063.SZ,guidance_initial,2021-06-30,2021-07-10,2021-07-12,28.900000000000006,118.06,89.16,cross_sectional_90d_median,0,0.27538136693865345,0.14956790715628107,16933713.5,0.7590417687617583,0.44541445815331165,,16.644817074415986,1,0
000011.SZ,guidance_initial,2021-06-30,2021-07-13,2021-07-14,140.95,218.91,77.96000000000001,cross_sectional_90d_median,0,-0.008128127369800394,0.051144695440364506,500026.4582,0.34309114208289265,0.6789327177676692,,13.122416292404305,1,1
000006.SZ,guidance_initial,2021-06-30,2021-07-14,2021-07-15,0.0049999999999954525,70.0,69.995,cross_sectional_90d_median,0,-0.010211075458147086,-0.0463898186676293,1268995.3432,0.10093708044173558,0.4224935569732562,,14.05373607702864,1,0
