ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
600048.SH,20230106,20221231,281110870200.0,34680124400.0,35233571600.0,18302965300.0,1474008654500.0,196591294200.0,1.53,9.16,27387836600.0,,,,,0
000563.SZ,20230109,20221231,1897920300.0,1213608400.0,1210284200.0,910101900.0,21836375800.0,16289836300.0,0.2296,7.3,732224700.0,,,,,0
002066.SZ,20230110,20221231,4819831500.0,177228500.0,177918700.0,67003600.0,4221323800.0,604751600.0,0.2901,11.73,47784000.0,,,,,0
600233.SH,20230110,20221231,53545667400.0,5084993900.0,5047031000.0,3919561100.0,39268613500.0,26668881500.0,1.1402,15.91,2103408500.0,,,,,0
601231.SH,20230110,20221231,68532570163.67,,,,,,,,,,,,,0
002258.SZ,20230111,20221231,10124250200.0,2428160800.0,2366688500.0,1812009600.0,12867630600.0,7269195600.0,2.4245,31.31,1072386600.0,,,,,0
600018.SH,20230111,20221231,37560000000.0,20660000000.0,20180000000.0,17360000000.0,181160000000.0,113490000000.0,0.7491,16.3,14680000000.0,,,,,0
601958.SH,20230111,20221231,9570072600.0,1942161700.0,1936086800.0,1389838600.0,15894357900.0,13209599900.0,0.431,10.97,494790800.0,,,,,0
601965.SH,20230111,20221231,3289056800.0,831135200.0,827506500.0,693028000.0,8072404500.0,5949626400.0,0.71,12.41,691667700.0,,,,,0
605177.SH,20230111,20221231,1179556669.18,121449534.44,115950269.99,103822779.03,2463678211.13,1839188172.2,0.91,5.78,68492057.55,,,,,0
601139.SH,20230111,20221231,30059310000.0,1609110000.0,1655880000.0,1180290000.0,39046540000.0,13067650000.0,0.41,9.34,1353970000.0,,,,,0
600674.SH,20230112,20221231,1417983293.28,3599268422.55,3601222303.49,3506722249.06,54053449883.94,33188480389.44,0.7938,10.89,3087390563.92,,,,,0
688700.SH,20230112,20221231,1018196000.0,239286100.0,238737200.0,216063100.0,1759281700.0,940701800.0,1.47,25.39,160878200.0,,,,,0
002238.SZ,20230112,20221231,1505719800.0,105854600.0,106922900.0,109683100.0,4009642500.0,2303235000.0,0.1367,4.79,142033400.0,,,,,0
603866.SH,20230112,20221231,6686305000.0,822100500.0,826473000.0,647971900.0,6637582500.0,5034076200.0,0.4861,13.26,763265700.0,,,,,0
300699.SZ,20230112,20221231,2518476500.0,1065114400.0,1060214700.0,931910500.0,6271682000.0,4877655400.0,1.8,21.19,758382700.0,,,,,0
601918.SH,20230112,20221231,12040538900.0,3370839800.0,3361962100.0,2170396700.0,32920820600.0,11572529700.0,0.84,20.91,2433924500.0,,,,,0
000906.SZ,20230112,20221231,195428820800.0,1694972400.0,1718349300.0,1004293300.0,27237584300.0,5286320500.0,1.41,24.5,819141800.0,,,,,0
600829.SH,20230113,20221231,9647606300.0,350219500.0,348129800.0,257403700.0,7124088900.0,2457654800.0,0.4439,11.05,277296200.0,,,,,0
600664.SH,20230113,20221231,13892929500.0,677511200.0,682717900.0,430615400.0,13446264900.0,4298504000.0,0.17,10.57,371083700.0,,,,,0
600710.SH,20230113,20221231,151008582000.0,3691520500.0,3780392500.0,901022200.0,52853419500.0,6220978600.0,0.69,15.18,767070000.0,,,,,0
603122.SH,20230111,20221231,1279320700.0,,,,,,,,,,,,,0
600101.SH,20230113,20221231,2376911700.0,186407900.0,184969000.0,158899900.0,3791257000.0,2665798700.0,0.377,5.81,123275800.0,,,,,0
600030.SH,20230113,20221231,65533000000.0,28618000000.0,28758000000.0,21121000000.0,1310149000000.0,252985000000.0,1.41,8.59,23100000000.0,,,,,0
601998.SH,20230113,20221231,211382000000.0,73300000000.0,73398000000.0,62103000000.0,8549076000000.0,665446000000.0,1.17,10.79,55641000000.0,,,,,0
000728.SZ,20230113,20221231,5357837800.0,2064222200.0,2066742000.0,1718290700.0,130765208100.0,32927214900.0,0.39,5.29,1909272800.0,,,,,0
