ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
601231.SH,20250110,20241231,60690651098.1,,,,,,,,,,,,,0
002051.SZ,20250108,20241231,12272981035.1,553794115.51,520465036.34,360654067.34,24566090706.97,11428629176.67,0.29,3.19,360516551.19,,,,,0
601918.SH,20250109,20241231,12791188000.0,3713508900.0,3721060200.0,2370731900.0,44347866600.0,15513797100.0,0.915,16.32,2109359700.0,,,,,0
603122.SH,20250111,20241231,939140100.0,,,,,,,,,,,,,0
603877.SH,20250111,20241231,6830696200.0,372765200.0,378008700.0,257138200.0,8509749600.0,4503614900.0,0.55,5.72,421942200.0,,,,,0
601139.SH,20250111,20241231,28348120000.0,1817040000.0,1829250000.0,1457020000.0,45730260000.0,15559950000.0,0.51,9.68,1439940000.0,,,,,0
688128.SH,20250111,20241231,4524501400.0,506294800.0,527036500.0,465404000.0,7449351000.0,3219424300.0,1.15,15.17,410090900.0,,,,,0
000728.SZ,20250111,20241231,7838551000.0,2768474800.0,2758978100.0,2284689700.0,172526443200.0,37081084100.0,0.52,6.37,1867698700.0,,,,,0
600729.SH,20250114,20241231,17116126247.3,1451304030.9,1459505275.19,1314633994.73,19516504192.33,7486621898.01,3.0,18.59,1307763736.59,,,,,0
002911.SZ,20250114,20241231,31544756671.19,1271448469.39,1275615702.72,848147346.73,19308772923.44,8417652326.08,0.61,19.49,844454914.68,,,,,0
002066.SZ,20250114,20241231,4381619200.0,141083400.0,144659900.0,62075300.0,4955569600.0,722384900.0,0.2687,8.84,72804500.0,,,,,0
002049.SZ,20250114,20241231,5511050000.0,1288703700.0,1287738100.0,1190518300.0,16852610300.0,12405587600.0,1.4119,9.97,2532477900.0,,,,,0
601998.SH,20250115,20241231,213646000000.0,80926000000.0,80863000000.0,68576000000.0,9530321000000.0,789194000000.0,1.22,9.79,67016000000.0,,,,,0
600036.SH,20250115,20241231,337537000000.0,179019000000.0,178652000000.0,148391000000.0,12152000000000.0,1226014000000.0,5.66,14.49,146602000000.0,,,,,0
000563.SZ,20250115,20241231,2923196700.0,1781094500.0,1771110900.0,1324455700.0,25469912600.0,17850913900.0,0.259,7.57,1082484800.0,,,,,0
873703.BJ,20250115,20241231,540515730.52,,177040843.46,154220768.35,1298789548.22,1080601409.24,1.44,15.17,125639301.32,,,,,0
002320.SZ,20250115,20241231,4224819300.0,1404525000.0,1395063400.0,260276700.0,7769525100.0,4289801800.0,0.1168,6.17,433534400.0,,,,,0
603518.SH,20250116,20241231,4395000000.0,405000000.0,405000000.0,307000000.0,5907000000.0,3617000000.0,0.89,8.75,298000000.0,,,,,0
601166.SH,20250116,20241231,212226000000.0,87197000000.0,87120000000.0,77205000000.0,10510731000000.0,881908000000.0,3.51,9.89,77116000000.0,,,,,0
603060.SH,20250116,20241231,2619321936.95,303585386.41,320225834.12,203173250.8,5643539594.83,2078876356.91,0.2527,9.87,257097142.29,,,,,0
601888.SH,20250117,20241231,56492158900.0,6166231300.0,6136123700.0,4262971900.0,76729464700.0,55096009600.0,2.0605,7.87,6713686700.0,,,,,0
301508.SZ,20250117,20241231,831406800.0,165616600.0,165048800.0,132111100.0,2523875200.0,1935951700.0,0.5843,6.92,139407600.0,,,,,0
601958.SH,20250117,20241231,13555373900.0,4025133000.0,3902691200.0,3000467900.0,20628598300.0,17016876400.0,0.93,18.57,3099157000.0,,,,,0
000686.SZ,20250117,20241231,6548910500.0,1218242300.0,1191854000.0,902855000.0,90038867000.0,19147082500.0,0.3858,4.8,668450400.0,,,,,0
600000.SH,20250117,20241231,170748000000.0,47443000000.0,48366000000.0,45257000000.0,9461880000000.0,736329000000.0,1.36,6.28,36702000000.0,,,,,0
300012.SZ,20250117,20241231,6080525500.0,1031743100.0,1032488000.0,934253100.0,9411291900.0,6925279800.0,0.5579,14.26,910203500.0,,,,,0
600269.SH,20250118,20241231,5980047400.0,2050865900.0,1851617900.0,1277814200.0,37230894600.0,18640422800.0,0.55,7.05,1177302700.0,,,,,0
688538.SH,20250118,20241231,4957860700.0,-2515056700.0,-2513781300.0,-2513781300.0,29593496500.0,10038369400.0,-0.18,-22.27,-3244391200.0,,,,,0
002116.SZ,20250118,20241231,6821648826.17,377678620.62,378338452.89,336069760.92,6250807157.47,2548764896.01,0.73,13.9,310339571.09,,,,,0
600999.SH,20250118,20241231,20872363000.0,11208626500.0,11200453800.0,10366835300.0,721645691000.0,130155923000.0,1.13,8.81,8763959200.0,,,,,0
600710.SH,20250118,20241231,117277287700.0,4076792400.0,4155173600.0,1131488900.0,54791796400.0,7472922700.0,0.87,15.59,1028147300.0,,,,,0
600048.SH,20250118,20241231,312808160200.0,15078008400.0,15550296700.0,5016079700.0,1334322588300.0,197647070900.0,0.42,2.53,12067156800.0,,,,,0
600030.SH,20250118,20241231,63789000000.0,28506000000.0,28418000000.0,21704000000.0,1711869000000.0,293109000000.0,1.41,8.09,19721000000.0,,,,,0
600101.SH,20250118,20241231,2842126400.0,216929300.0,220206900.0,208964600.0,4105629600.0,2993534700.0,0.3814,7.16,179338600.0,,,,,0
601577.SH,20250118,20241231,25935801000.0,9785723000.0,9741623000.0,7979550000.0,1147017905000.0,78166620000.0,1.91,12.04,7462951000.0,,,,,0
603328.SH,20250118,20241231,3506461968.65,500547290.98,499678148.59,445673361.58,5567012509.71,4042480614.47,0.446,11.39,355001303.03,,,,,0
002028.SZ,20250118,20241231,15458349735.81,2429977302.74,2428332484.63,2086527160.25,23520451797.43,12419971383.63,2.69,18.06,1559170409.63,,,,,0
688197.SH,20250118,20241231,3942000.0,-201060500.0,-201063800.0,-201063800.0,933123000.0,819888300.0,-1.35,-21.84,-185571700.0,,,,,0
600018.SH,20250120,20241231,37920000000.0,17530000000.0,18230000000.0,14600000000.0,210130000000.0,132650000000.0,0.63,11.4,13200000000.0,,,,,0
603153.SH,20250121,20241231,4157873720.56,410135207.14,409501693.99,345145437.89,5199374837.52,3584034346.76,0.84,9.79,315760908.29,,,,,0
600900.SH,20250121,20241231,84198000000.0,39648000000.0,38866000000.0,32520000000.0,566637000000.0,211152000000.0,1.3291,15.72,27245000000.0,,,,,0
601018.SH,20250121,20241231,28637234000.0,6912586000.0,6928375000.0,4880986000.0,112720397000.0,78264187000.0,0.25,6.4,4668391000.0,,,,,0
603320.SH,20250121,20241231,1056810300.0,86971100.0,83244000.0,67697100.0,1389369900.0,925067900.0,0.52,8.38,41540300.0,,,,,0
