ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
688067.SH,20220226,20211231,210768000.0,34302100.0,34009200.0,31358200.0,547497600.0,477662900.0,0.53,8.78,30100300.0,,,,,0
688050.SH,20220224,20211231,433070700.0,184992700.0,187769600.0,171345200.0,2044406700.0,1673846600.0,1.63,10.78,96558300.0,,,,,0
603439.SH,20220222,20211231,943880100.0,185111300.0,182569600.0,152707200.0,1410103300.0,1031882700.0,0.37,15.29,93952800.0,,,,,0
688526.SH,20220226,20211231,1103021004.82,661002183.88,659225277.3,570795353.23,3725448512.59,3152901463.45,1.23,19.56,447803050.21,,,,,0
834415.BJ,20220301,20211231,193336290.9,,,23129529.39,603972726.97,509499635.55,0.17,4.65,20628778.53,,,,,0
688068.SH,20220228,20211231,5372279300.0,2602770700.0,2577136200.0,2192930800.0,3619837100.0,2850939700.0,35.26,122.87,112066600.0,,,,,0
300853.SZ,20220307,20211231,769336967.78,205848493.08,205445846.59,180329929.98,1764842295.21,1304953434.08,1.23,14.7,162119595.05,,,,,0
601568.SH,20220129,20211231,13153768300.0,2194040100.0,2206778900.0,1852042200.0,16799570500.0,13472852400.0,0.51,14.33,1684223800.0,,,,,0
836826.BJ,20220226,20211231,344227142.5,,,42833410.08,278888291.39,213951650.46,0.4866,22.87,26635745.39,,,,,0
688010.SH,20220228,20211231,674640300.0,50538200.0,50297000.0,45038800.0,2690138600.0,1774264300.0,0.3,2.53,51020200.0,,,,,0
688218.SH,20220226,20211231,587427400.0,21609700.0,23389700.0,20954400.0,1516751200.0,860446300.0,0.18,2.46,29538700.0,,,,,0
688556.SH,20220222,20211231,1566596700.0,211651800.0,187076400.0,172692100.0,3234930800.0,1154114400.0,1.07,16.22,58863900.0,,,,,0
688378.SH,20220225,20211231,405946400.0,134906800.0,147353800.0,136059200.0,2179583100.0,1655500600.0,1.86,8.4,71916400.0,,,,,0
688108.SH,20220226,20211231,194356000.0,-165507600.0,-165310000.0,-133902300.0,1109516600.0,924601300.0,-0.33,-13.41,22493200.0,,,,,0
688129.SH,20220219,20211231,492745670.04,107494492.62,107403796.97,95042672.52,983200732.92,864912609.53,0.79,11.51,78353311.24,,,,,0
688319.SH,20220223,20211231,487303036.66,102053145.07,108213581.42,110624538.17,1211747902.01,847319335.34,0.2873,18.08,36130174.95,,,,,0
603203.SH,20220412,20211231,780569837.92,289556916.63,289662928.63,267439183.76,1666578648.09,1288118805.73,1.42,22.72,177189135.86,,,,,0
300839.SZ,20220119,20211231,1490609622.33,43796061.01,43968418.3,40911918.47,1725946444.4,865059080.98,0.3,4.82,57792763.87,,,,,0
300685.SZ,20220228,20211231,917030500.0,257366200.0,256107300.0,231448200.0,1518536100.0,1356455300.0,1.05,18.6,180326400.0,,,,,0
688135.SH,20220226,20211231,398051200.0,121678000.0,120379800.0,111231700.0,1268063000.0,1056079800.0,0.82,11.04,51947200.0,,,,,0
600183.SH,20220228,20211231,20274263000.0,3318285900.0,3312667700.0,2832277700.0,24423251400.0,13088500900.0,1.23,24.36,1680510200.0,,,,,0
600207.SH,20220226,20211231,3338522100.0,253655600.0,252101300.0,209817600.0,4619740100.0,1883068800.0,0.2431,11.14,111089200.0,,,,,0
