ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
000651.SZ,20210415,20201231,170497000000.0,26042000000.0,26309000000.0,22175000000.0,279037000000.0,115190000000.0,3.71,18.78,24697000000.0,,,,,0
000656.SZ,20210202,20201231,87807385800.0,12392301300.0,12341133800.0,7020171900.0,380911239300.0,34807764400.0,1.3,23.31,5675826300.0,,,,,0
000657.SZ,20210415,20201231,9919458000.0,330284800.0,336966500.0,221112300.0,9203180400.0,4302337000.0,0.23,5.14,124013000.0,,,,,0
000659.SZ,20210415,20201231,1260540367.98,-114586285.87,-144202710.4,-179191698.45,2198332430.62,564162614.75,-0.1394,-27.7,18069754.51,,,,,0
000663.SZ,20210415,20201231,580791500.0,28594400.0,30788200.0,36383300.0,1518856800.0,596454700.0,0.11,6.22,-235965800.0,,,,,0
000665.SZ,20210415,20201231,2383677100.0,-602837600.0,-665048700.0,-690293500.0,11673737400.0,6149072500.0,-0.71,-10.67,102927000.0,,,,,0
688338.SH,20210205,20201231,222398393.41,84814554.2,79844942.45,69188424.17,1401464960.27,1356152023.97,0.99,8.71,71040074.5,,,,,0
300818.SZ,20210225,20201231,371395024.22,55262730.26,55304273.94,43955780.64,1719767227.17,877760287.83,0.64,5.44,69409111.97,,,,,0
688123.SH,20210223,20201231,493852065.62,174976854.71,177678547.88,162881251.11,1556678447.46,1461004686.31,1.35,11.7,95106151.48,,,,,0
688309.SH,20210226,20201231,174589300.0,54517200.0,54724900.0,45760000.0,782976300.0,711637300.0,0.6696,10.54,64426500.0,,,,,0
688069.SH,20210225,20201231,486390600.0,222139600.0,224642800.0,190783700.0,1633282800.0,1410766300.0,3.76,24.18,100424200.0,,,,,0
003027.SZ,20210227,20201231,767544119.4,196375837.53,205894823.52,154060545.17,2047450024.45,1486235271.27,2.37,24.19,170292796.12,,,,,0
688600.SH,20210227,20201231,417400400.0,49692700.0,64377100.0,58907100.0,1025173800.0,833947900.0,0.5,10.24,66504900.0,,,,,0
603966.SH,20210318,20201231,1294294301.24,187880005.82,190827385.66,155929696.93,2770703855.54,1206888463.11,0.74,14.07,102639715.76,,,,,0
600908.SH,20210121,20201231,3896000000.0,1492000000.0,1491000000.0,1312000000.0,180048000000.0,13987000000.0,0.71,10.87,1250000000.0,,,,,0
000008.SZ,20210415,20201231,1917519166.43,-856789151.98,-867714099.89,-894441536.86,12828310640.73,6544641780.09,-0.33,-12.78,434380320.18,,,,,0
000010.SZ,20210415,20201231,1408542234.95,122318623.63,116785217.06,39839573.38,3541730495.91,491517102.32,0.0486,8.51,46474799.71,,,,,0
000017.SZ,20210415,20201231,117872900.0,4294200.0,4809400.0,3972700.0,92072700.0,11092000.0,0.007,43.63,-7186900.0,,,,,0
000019.SZ,20210415,20201231,11884527500.0,455471000.0,457842400.0,405088400.0,7309384100.0,4595332000.0,0.3515,8.99,363501800.0,,,,,0
000020.SZ,20210415,20201231,691742269.12,9010187.52,9090034.92,7347556.77,628002105.45,336766106.66,0.0259,2.21,5460049.15,,,,,0
000021.SZ,20210210,20201231,14942126800.0,1113386600.0,1113466100.0,841642400.0,21456182800.0,7569678500.0,0.5721,11.63,352301200.0,,,,,0
000023.SZ,20210415,20201231,1783181400.0,44108800.0,39461700.0,-8155200.0,2327881400.0,464457800.0,-0.0588,-1.74,50824600.0,,,,,0
000666.SZ,20210409,20201231,9014562161.0,1573661986.0,1627022353.0,410478764.0,37104516853.0,9154440274.0,0.583,4.58,490335005.0,,,,,0
000667.SZ,20210415,20201231,4252900000.0,-88890000.0,-177310000.0,94600000.0,28314210000.0,7221560000.0,0.0383,1.32,66890000.0,,,,,0
000668.SZ,20210415,20201231,109583338.38,-21162854.74,-21112915.11,-23179103.91,2619251905.01,944093268.94,-0.16,-2.41,36647705.01,,,,,0
000669.SZ,20210415,20201231,2268017856.6,163603677.02,160997151.48,16206876.62,4147761690.64,1274136338.39,0.02,1.32,-1313582622.34,,,,,0
000670.SZ,20210415,20201231,699966125.52,34678683.01,35405047.86,13048572.57,1468419837.16,15769789.16,0.016,-379.58,-206113476.37,,,,,0
000671.SZ,20210116,20201231,82727656600.0,9042064000.0,8970084300.0,5283304000.0,346088104500.0,30431660200.0,1.22,20.33,4020173900.0,,,,,0
688006.SH,20210226,20201231,1492867989.37,436894659.32,436654656.35,381101817.68,3883255868.05,2576311744.45,0.95,15.91,291187625.69,,,,,0
601838.SH,20210305,20201231,14600000000.0,6837000000.0,6804000000.0,6025000000.0,652434000000.0,40034000000.0,1.67,15.93,5551000000.0,,,,,0
600926.SH,20210227,20201231,24803000000.0,8061000000.0,8043000000.0,7145000000.0,1171281000000.0,80892000000.0,1.17,11.15,6602000000.0,,,,,0
839946.BJ,20210318,20201231,325269367.78,,,52889499.06,411492515.19,194489786.55,0.52,30.56,36233922.42,,,,,0
002975.SZ,20210413,20201231,1375964700.0,396462000.0,395976500.0,341245100.0,1687923000.0,1348894300.0,2.48,29.65,150419700.0,,,,,0
002061.SZ,20210227,20201231,36754184259.32,1394379247.69,1396347737.67,982445949.74,41842267543.94,8694279399.55,0.71,11.95,722436420.98,,,,,0
603323.SH,20210116,20201231,3691670000.0,1012150000.0,1034200000.0,956200000.0,138774460000.0,12066900000.0,0.53,8.07,913230000.0,,,,,0
002966.SZ,20210218,20201231,10364000000.0,3326000000.0,3308000000.0,2572000000.0,388054000000.0,29716000000.0,0.77,8.96,2473000000.0,,,,,0
300643.SZ,20210412,20201231,769957901.48,46068487.89,46491251.9,37173840.36,946028349.46,457697381.77,0.19,8.38,19835829.89,,,,,0
002900.SZ,20210129,20201231,1344016771.91,34899563.51,32886567.52,29832226.77,2478763870.92,1775788191.37,0.1,1.61,177184368.25,,,,,0
688678.SH,20210227,20201231,515883300.0,122238500.0,126933800.0,110944400.0,1641686100.0,1315298500.0,0.85,19.69,107358800.0,,,,,0
836433.BJ,20210226,20201231,217849842.51,,,60657684.68,648431456.57,516713018.69,0.37,17.14,54211551.61,,,,,0
002948.SZ,20210205,20201231,10540661000.0,2720237000.0,2728296000.0,2394072000.0,459827605000.0,22431210000.0,0.42,8.56,2284815000.0,,,,,0
000025.SZ,20210414,20201231,423572500.0,78013100.0,79506100.0,62051600.0,1711817900.0,1314912400.0,0.144,4.8,219669700.0,,,,,0
000026.SZ,20210205,20201231,4243440000.0,371904300.0,373460600.0,294115200.0,4018712700.0,2799948400.0,0.6764,10.78,215909000.0,,,,,0
000027.SZ,20210415,20201231,20454506100.0,2600064800.0,4561734100.0,3984059400.0,114062264200.0,37963028600.0,0.78,14.57,1701216800.0,,,,,0
000028.SZ,20210316,20201231,59649455000.0,2163841100.0,2157236400.0,1401892600.0,39594533500.0,13948322700.0,3.27,10.49,1267931300.0,,,,,0
000030.SZ,20210415,20201231,11113430326.49,924769835.87,928101033.83,901325550.29,14461488628.26,7262601986.21,0.52,12.94,890996344.6,,,,,0
000036.SZ,20210414,20201231,2705064944.82,994041838.19,991940207.28,552398388.87,10844059971.28,4906605372.63,0.37,10.57,817574062.09,,,,,0
000040.SZ,20210415,20201231,3471428400.0,-868551800.0,-951194500.0,-934487100.0,26265761100.0,12228451300.0,-0.6285,-6.78,-957109200.0,,,,,0
000046.SZ,20210415,20201231,14056819200.0,-4313857900.0,-4496448700.0,-4621157900.0,180990832200.0,16606566200.0,-0.8893,-24.1,1094824700.0,,,,,0
000673.SZ,20210415,20201231,202306051.83,-151459538.0,12236741.84,24685702.41,1528333326.17,-140717350.7,0.0312,,-612800645.35,,,,,0
000676.SZ,20210130,20201231,10523863087.65,-2681146669.58,-2839436562.43,-2819437165.94,6155878975.6,3805447571.72,-2.224,-53.79,619697152.88,,,,,0
000677.SZ,20210414,20201231,680252665.05,26520932.65,26508899.39,6540157.8,867228057.45,287461783.27,0.0076,2.3,7125933.02,,,,,0
000678.SZ,20210415,20201231,1191531500.0,-95996100.0,-98320800.0,-91314200.0,2596692900.0,1090672600.0,-0.2,-7.97,12264100.0,,,,,0
000680.SZ,20210413,20201231,7098162000.0,107172000.0,105161900.0,100754400.0,9702686600.0,3509467500.0,0.0812,2.91,56644100.0,,,,,0
688198.SH,20210130,20201231,181927082.03,66795521.69,65899563.76,56020939.91,867269377.07,836404695.58,0.58,6.97,63084913.37,,,,,0
002935.SZ,20210209,20201231,916394500.0,108971400.0,109627900.0,101451300.0,1829064400.0,1346484700.0,0.4877,7.8,111454600.0,,,,,0
688100.SH,20210220,20201231,1449240600.0,320911200.0,324967300.0,275727600.0,3277114500.0,2355389900.0,0.56,12.46,217375300.0,,,,,0
601108.SH,20210128,20201231,6484736800.0,2742663400.0,2711960200.0,2249081100.0,96661148000.0,23405375000.0,0.62,10.34,1873062500.0,,,,,0
601066.SH,20210123,20201231,23350880000.0,12165150000.0,12125720000.0,9509430000.0,371228140000.0,67735180000.0,1.2,18.18,5501690000.0,,,,,0
002338.SZ,20210226,20201231,446311791.79,62840826.2,62902150.37,56673456.25,1076793304.84,893368367.61,0.24,6.52,48282866.43,,,,,0
300026.SZ,20210226,20201231,6488021100.0,655672100.0,684983200.0,575588600.0,10179795100.0,7197186300.0,0.19,8.25,402529500.0,,,,,0
002116.SZ,20210121,20201231,5086997977.15,93092929.98,93487175.68,61453535.99,4536307572.4,1404338794.4,0.15,4.4,58609152.13,,,,,0
002331.SZ,20210415,20201231,1576540922.23,-167678192.15,-171987381.12,-188180376.35,2847088428.56,2047976149.93,-0.4567,-8.68,168576777.26,,,,,0
601958.SH,20210130,20201231,7627175600.0,312624500.0,300326400.0,173237800.0,14292319300.0,12281045900.0,0.05,1.36,568927500.0,,,,,0
002088.SZ,20210227,20201231,2325686118.59,417909006.49,425573918.6,370091470.28,3303982158.43,2377557181.37,1.04,16.0,340262932.35,,,,,0
000058.SZ,20210415,20201231,1403665817.37,70686424.62,72531039.04,22900462.55,5817119088.03,1902713228.5,0.0185,1.21,78447278.89,,,,,0
000063.SZ,20210123,20201231,101379340000.0,5537288000.0,5133797000.0,4366642000.0,151037564000.0,43162992000.0,0.95,10.45,5147877000.0,,,,,0
000066.SZ,20210412,20201231,14446088072.53,1047942299.33,1045842481.28,929661963.28,27532066204.41,8961301207.33,0.317,10.74,1114993660.75,,,,,0
000068.SZ,20210415,20201231,228679256.43,-177294048.25,-178177328.42,-166107336.06,3713822584.91,362632223.29,-0.165,-37.26,5999003.63,,,,,0
000070.SZ,20210415,20201231,4722428300.0,170328400.0,123624200.0,11445500.0,10719606200.0,2969191100.0,0.014,0.39,323176300.0,,,,,0
000088.SZ,20210205,20201231,529551318.1,416555094.59,417495195.72,388365611.45,13239791237.07,8583551035.76,0.19,5.08,359430924.14,,,,,0
000096.SZ,20210324,20201231,1228821500.0,150289300.0,151261500.0,130053700.0,3076202900.0,2837914400.0,0.25,4.69,124873100.0,,,,,0
000683.SZ,20210415,20201231,7698057885.71,254773270.83,254635239.37,74803480.58,23262851077.71,10233836562.74,0.02,0.73,673477464.71,,,,,0
