ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
300962.SZ,20241008,20240930,271524383.77,114250562.94,113811796.57,95891712.03,1139612726.06,935487776.78,0.3632,10.3,96507053.17,,,,,0
601231.SH,20241009,20240930,44006707552.1,,,,,,,,,,,,,0
002980.SZ,20241010,20240930,560818902.54,122645635.65,122389492.3,110393973.15,1367810110.36,1051114209.85,0.98,10.26,91030035.1,,,,,0
600674.SH,20241010,20240930,1086553082.31,4558423999.34,4560034745.64,4421925308.59,64540827113.95,42067081295.01,0.9133,10.89,3841676555.79,,,,,0
605128.SH,20241011,20240930,1499086315.96,119843511.12,119400281.19,108363483.77,2491438864.36,1256434238.2,0.9,8.6,63623505.17,,,,,0
301339.SZ,20241010,20240930,533774300.0,181727500.0,192427500.0,167112200.0,5480113600.0,2666444900.0,0.4106,6.32,155328300.0,,,,,0
600025.SH,20241011,20240930,19417632100.0,9059503100.0,9052728200.0,7225690500.0,203940381100.0,73993195600.0,,,6703849900.0,,,,,0
600161.SH,20241012,20240930,4073361800.0,1726594700.0,1724433500.0,1051719500.0,15553620700.0,10641259000.0,0.53,10.27,887400400.0,,,,,0
600131.SH,20241012,20240930,3747080000.0,299709900.0,297194700.0,298110800.0,12468457800.0,6380675800.0,0.25,4.66,342445700.0,,,,,0
601139.SH,20241012,20240930,20739470000.0,1295300000.0,1301470000.0,1055670000.0,44666670000.0,15162560000.0,0.37,7.07,1105420000.0,,,,,0
605339.SH,20241012,20240930,276377800.0,,,,,,,,,,,,,0
603122.SH,20241012,20240930,710974400.0,,,,,,,,,,,,,0
000563.SZ,20241015,20240930,2016284200.0,1233985500.0,1232960400.0,934382700.0,25250658500.0,17614260100.0,0.1827,5.37,832175300.0,,,,,0
601958.SH,20241016,20240930,10097493700.0,2902111300.0,2910075600.0,2194894500.0,19894298500.0,16282266400.0,0.68,13.68,2336791600.0,,,,,0
601888.SH,20241016,20240930,43020585400.0,5459138400.0,5448190600.0,3920477900.0,75585100300.0,54232749400.0,1.895,7.23,5206229300.0,,,,,0
603019.SH,20241016,20240930,8041454505.76,1058754695.28,1057815411.87,767970600.49,32614548563.97,19181170427.91,0.526,4.05,750275354.57,,,,,0
000928.SZ,20241017,20240930,12602258500.0,850640900.0,859087600.0,636771900.0,25771493200.0,8204181400.0,0.4439,7.86,491176600.0,,,,,0
600995.SH,20241017,20240930,4519028579.88,1639300107.18,1635129922.74,1045172249.69,48700093200.21,21612731640.92,0.33,4.92,818984862.77,,,,,0
600853.SH,20241022,20240930,11168901393.94,302831356.3,300138173.18,234239303.42,35872274510.67,3516966748.22,0.23,7.89,170938549.6,,,,,0
601878.SH,20241023,20240930,11896361363.3,1563053888.2,1562662115.61,1264933805.07,145459588226.93,27965822834.96,0.33,4.59,1330379184.93,,,,,0
000028.SZ,20241023,20240930,56466354500.0,1344444900.0,1356463300.0,1065542100.0,51980855600.0,18101879100.0,1.91,5.99,1189663600.0,,,,,0
301382.SZ,20241024,20240930,1095117995.82,99437921.52,99506388.04,91668317.96,2872334680.25,1714510977.69,0.42,5.36,89929317.3,,,,,0
002692.SZ,20241025,20240930,3178631400.0,53751200.0,55468000.0,51382000.0,3156796000.0,1155592000.0,0.0715,4.51,32004700.0,,,,,0
600653.SH,20241029,20240930,3106764331.57,-53920621.39,-53180669.01,-56238318.79,3137398564.47,727353970.9,-0.0289,-7.444,-69810106.73,,,,,0
