ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
600502.SH,20210421,20210331,14112510700.0,479869000.0,481920100.0,291085700.0,111021481700.0,10522118200.0,0.17,2.78,66374300.0,,,,,0
000932.SZ,20210413,20210331,38646129200.0,2604610700.0,2597691100.0,2053655100.0,100119995900.0,35726474600.0,0.3351,5.92,1134215700.0,,,,,0
300613.SZ,20210416,20210331,211884400.0,38322300.0,38328500.0,34681300.0,1567959700.0,1372640200.0,0.43,2.56,30341400.0,,,,,0
000498.SZ,20210415,20210331,6512699600.0,281710200.0,281484100.0,159437900.0,59760744000.0,8834367600.0,0.1024,1.83,124057800.0,,,,,0
000728.SZ,20210420,20210331,921835900.0,401755200.0,401923800.0,333823800.0,99078431700.0,31187859500.0,0.08,1.08,282876800.0,,,,,0
601139.SH,20210409,20210331,4351810000.0,380200000.0,378760000.0,286970000.0,25734540000.0,12181290000.0,0.1,2.38,217070000.0,,,,,0
002601.SZ,20210416,20210331,4598317359.99,1268812923.92,1259398594.64,1061397947.27,37214281823.65,17532202807.31,0.52,7.2,901257471.39,,,,,0
600644.SH,20210414,20210331,611009600.0,37307700.0,38620600.0,37243100.0,3881072800.0,1629171200.0,0.069,2.31,40754100.0,,,,,0
601888.SH,20210414,20210331,18133528946.78,4457931798.49,4462232622.5,2848819565.61,49891039229.07,25190944920.11,1.4591,12.0,-21864463.12,,,,,0
600674.SH,20210414,20210331,212558556.42,663561640.13,663366620.37,646737324.55,41853759551.16,29462558063.61,0.15,2.22,525375437.22,,,,,0
300825.SZ,20210419,20210331,201642800.0,38339500.0,38369900.0,36850500.0,2205033100.0,1516420600.0,0.1206,2.47,21584000.0,,,,,0
600958.SH,20210427,20210331,5193090800.0,1348100100.0,1439376300.0,1176318700.0,308574741400.0,61330486700.0,0.16,2.03,813084200.0,,,,,0
601901.SH,20210420,20210331,2048606100.0,1119298500.0,1119170900.0,888527800.0,138384648000.0,40338963900.0,0.11,2.22,378859200.0,,,,,0
600917.SH,20210417,20210331,2001367600.0,105829600.0,109818500.0,94628700.0,9457341500.0,4591787400.0,0.06,2.1,53150500.0,,,,,0
601231.SH,20210410,20210331,10934611963.61,,,,,,,,,,,,,0
002532.SZ,20210414,20210331,6816701600.0,1034273500.0,1036404900.0,818545500.0,50256456700.0,20114913100.0,0.18,4.15,203439500.0,,,,,0
601878.SH,20210413,20210331,3260988127.48,562574931.72,562343091.75,420955579.2,105390604707.73,19772527509.41,0.12,2.15,319193627.46,,,,,0
300824.SZ,20210413,20210331,174740000.0,32375800.0,32510300.0,28617400.0,880879500.0,689344900.0,0.1316,4.24,21597600.0,,,,,0
002801.SZ,20210423,20210331,229925000.0,46391600.0,46384300.0,40110700.0,1393916800.0,1214212600.0,0.26,3.36,43006300.0,,,,,0
603060.SH,20210413,20210331,354780971.21,-19595609.55,-16125778.55,-14083171.87,2473477104.04,1381904128.8,-0.0327,-1.02,-35384350.76,,,,,0
601016.SH,20210415,20210331,884964818.38,381797697.04,382264012.31,298847913.68,34778750941.85,10130752697.34,0.06,2.99,136770809.73,,,,,0
603866.SH,20210412,20210331,1326819800.0,204789500.0,208248500.0,162788300.0,5864678400.0,4997965300.0,0.2398,3.31,194409700.0,,,,,0
