ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
600853.SH,20260105,20251231,17684876700.0,503805300.0,492415300.0,404513100.0,38803155400.0,4055785000.0,0.4,10.34,412960400.0,,,,,0
601139.SH,20260110,20251231,29795670000.0,1912390000.0,1850510000.0,1406780000.0,48526450000.0,16499550000.0,0.49,8.77,1457070000.0,,,,,0
000563.SZ,20260110,20251231,2928373600.0,1918909100.0,1916703800.0,1438641900.0,29749719000.0,19165833100.0,0.2813,7.82,1361053900.0,,,,,0
601918.SH,20260113,20251231,12343124500.0,3043146300.0,3071230700.0,2064370500.0,52705715200.0,16882062900.0,0.797,12.67,2392941100.0,,,,,0
603122.SH,20260113,20251231,688632400.0,,,,,,,,,,,,,0
600018.SH,20260113,20251231,39440000000.0,17550000000.0,18070000000.0,13400000000.0,220070000000.0,140880000000.0,0.58,9.8,14950000000.0,,,,,0
605339.SH,20260113,20251231,276967100.0,,,,,,,,,,,,,0
600000.SH,20260114,20251231,173964000000.0,53608000000.0,53374000000.0,50017000000.0,10081746000000.0,816914000000.0,1.52,6.76,45257000000.0,,,,,0
600900.SH,20260114,20251231,85882000000.0,42183000000.0,41324000000.0,34167000000.0,559063000000.0,221529000000.0,1.3964,15.74,32496000000.0,,,,,0
600729.SH,20260115,20251231,14712361959.18,1130758346.55,1120030461.34,1020732660.9,19848740764.58,7839451098.43,2.32,13.28,1314640206.21,,,,,0
601998.SH,20260115,20251231,212475000000.0,83674000000.0,84043000000.0,70618000000.0,10131658000000.0,828809000000.0,1.2,9.39,68576000000.0,,,,,0
600030.SH,20260115,20251231,74830000000.0,40140000000.0,39788000000.0,30051000000.0,2083534000000.0,319905000000.0,1.96,10.58,21704000000.0,,,,,0
002028.SZ,20260116,20251231,21205376446.04,3724371692.27,3714001800.72,3162751580.09,30155243977.68,15501317671.68,4.06,22.38,2049069550.48,,,,,0
300824.SZ,20260115,20251231,949872500.0,124029400.0,123968400.0,110552400.0,1076879200.0,748389100.0,0.3408,15.22,69508700.0,,,,,0
301508.SZ,20260115,20251231,879450700.0,190729000.0,188945800.0,151916500.0,2893196600.0,2041610700.0,0.6719,7.65,132430400.0,,,,,0
600101.SH,20260116,20251231,3018409000.0,228874200.0,224392300.0,183887500.0,4111110000.0,3084579400.0,0.3356,6.02,209316400.0,,,,,0
600456.SH,20260116,20251231,6173305508.82,563655214.37,577623954.5,415626103.53,15857321395.7,7223027929.91,0.8699,5.8746,576447716.38,,,,,0
000883.SZ,20260116,20251231,17439969036.42,3530194001.62,3566843523.09,1895982649.78,100080859381.24,37222092788.21,0.29,5.45,1814078574.64,,,,,0
600269.SH,20260117,20251231,6292390600.0,1950520600.0,1927074000.0,1319883000.0,37772076400.0,19539873000.0,0.57,6.92,1279193000.0,,,,,0
688128.SH,20260117,20251231,4765864300.0,591626300.0,608131900.0,532632400.0,8391188100.0,3563432100.0,1.32,15.7,467054800.0,,,,,0
601965.SH,20260117,20251231,4967544400.0,1344488100.0,1344041700.0,1060113800.0,14004367800.0,7833942700.0,1.07,14.34,899542000.0,,,,,0
002911.SZ,20260120,20251231,33754172803.23,1381413065.12,1415048830.04,1000682279.92,20193069338.84,9001513049.81,0.69,17.98,853354068.6,,,,,0
688662.SH,20260120,20251231,534876500.0,45338000.0,45616900.0,39886900.0,945426800.0,730616400.0,0.46,5.65,44479200.0,,,,,0
002051.SZ,20260120,20251231,11408597686.51,507211281.83,501096822.88,307371153.86,25433535476.33,11643131792.86,0.25,2.67,361306146.95,,,,,0
600048.SH,20260120,20251231,308261487900.0,9534157500.0,9724354600.0,1025618400.0,1182763958600.0,192030733000.0,0.09,0.52,5001183300.0,,,,,0
002415.SZ,20260121,20251231,92517540779.05,16978423252.44,17028778516.34,14188269426.14,138149978346.0,83337912557.34,1.545,17.29,11977327023.54,,,,,0
688475.SH,20260121,20251231,5901160800.0,626153500.0,626247200.0,566565200.0,9067789400.0,5789787200.0,0.72,10.08,503927700.0,,,,,0
002142.SZ,20260121,20251231,71968000000.0,32340000000.0,32160000000.0,29333000000.0,3628601000000.0,247325000000.0,4.29,13.11,27127000000.0,,,,,0
603060.SH,20260121,20251231,2603423931.17,164727558.32,181470789.6,116854279.15,5628531729.87,2113701270.53,0.1454,5.59,203642206.75,,,,,0
601952.SH,20260122,20251231,10185712700.0,599671900.0,602126400.0,553570800.0,14272222900.0,7042581800.0,0.4,7.97,730052500.0,,,,,0
601166.SH,20260122,20251231,212741000000.0,89948000000.0,89973000000.0,77469000000.0,11093667000000.0,902199000000.0,3.46,9.15,77205000000.0,,,,,0
603323.SH,20260122,20251231,4191000000.0,2282000000.0,2296000000.0,2043000000.0,231103000000.0,18975000000.0,1.01,10.84,1945000000.0,,,,,0
