ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
688018.SH,20240111,20231231,1435510700.0,107162800.0,107299600.0,137875900.0,2202472800.0,1914393400.0,1.7221,7.22,97323100.0,,,,,0
002066.SZ,20240105,20231231,4628355200.0,177097800.0,180958800.0,74780500.0,4834378300.0,685000700.0,0.3237,11.6,66241000.0,,,,,0
600161.SH,20240111,20231231,5181523500.0,1806194100.0,1796940700.0,1103146000.0,14297851100.0,9815854800.0,0.67,11.85,880904400.0,,,,,0
600674.SH,20240110,20231231,1485936636.85,4549588406.75,4571196997.42,4403240355.22,60288665863.72,37056011246.07,0.9871,11.89,3515265709.37,,,,,0
601918.SH,20240111,20231231,12849890500.0,3376289900.0,3435041700.0,2104957300.0,36097565900.0,13483515400.0,0.813,16.84,2064306500.0,,,,,0
601231.SH,20240109,20231231,60791909537.87,,,,,,,,,,,,,0
000563.SZ,20240109,20231231,2735359600.0,1453229600.0,1444529300.0,1089826600.0,23688429100.0,17096336700.0,0.2131,6.55,837981700.0,,,,,0
601888.SH,20240109,20231231,67576311000.0,8668799300.0,8646270300.0,6716579500.0,81299853600.0,53876157700.0,3.2465,13.11,5030381600.0,,,,,0
601952.SH,20240113,20231231,12201136342.09,863669416.08,858525272.16,818491624.94,14424440188.48,6632510023.24,0.59,12.8,826247710.19,,,,,0
000728.SZ,20240113,20231231,6375088500.0,2196112800.0,2193090000.0,1867817200.0,133200177000.0,34578952200.0,0.43,5.55,1732822000.0,,,,,0
600926.SH,20240113,20231231,35016000000.0,16287000000.0,16282000000.0,14383000000.0,1841342000000.0,111299000000.0,2.31,15.57,11679000000.0,,,,,0
601139.SH,20240112,20231231,30923970000.0,1890810000.0,1882130000.0,1426220000.0,44366710000.0,14441530000.0,0.5,10.37,1222310000.0,,,,,0
603319.SH,20240112,20231231,1940900880.38,254717229.02,254173076.88,225745182.9,3045145036.64,1733664624.08,1.08,13.49,169586790.58,,,,,0
603122.SH,20240111,20231231,1099103400.0,,,,,,,,,,,,,0
002911.SZ,20240113,20231231,25539350218.16,1351469381.43,1346492178.06,829235772.95,17477476062.9,6619314953.98,0.81,13.94,655255943.57,,,,,0
688338.SH,20240116,20231231,276212831.3,133838984.46,133819742.08,116041667.88,1700755292.79,1599377021.69,1.09,7.48,104114179.36,,,,,0
603060.SH,20240117,20231231,2658524734.95,384616601.63,398470616.42,255547924.12,5026437220.26,1910723536.3,0.3184,13.91,252949461.3,,,,,0
600101.SH,20240117,20231231,2657097000.0,219398500.0,215102100.0,178886500.0,3885351800.0,2818329900.0,0.4245,6.56,159181500.0,,,,,0
600549.SH,20240117,20231231,39420482100.0,2932004700.0,2913892200.0,1599120100.0,39277371600.0,11208759500.0,1.1333,15.16,1446186700.0,,,,,0
