ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
600039.SH,20220422,20220331,18285967900.0,1906998500.0,1918042100.0,1572342000.0,140484815400.0,28827178800.0,0.33,5.62,1201011800.0,,,,,0
600030.SH,20220413,20220331,15216000000.0,7091000000.0,7081000000.0,5229000000.0,1362131000000.0,244320000000.0,0.36,2.26,5165000000.0,,,,,0
600963.SH,20220412,20220331,1669314400.0,148943600.0,147374900.0,125490200.0,16671976200.0,9250439200.0,0.071,1.42,167039400.0,,,,,0
002066.SZ,20220412,20220331,1225593200.0,45763000.0,45460500.0,18076300.0,4353932800.0,555824300.0,0.0783,3.31,14229800.0,,,,,0
000028.SZ,20220420,20220331,17150856900.0,375078300.0,376766100.0,252361900.0,44844103300.0,15177183500.0,0.59,1.68,328800600.0,,,,,0
000719.SZ,20220419,20220331,1763036600.0,108375300.0,107846000.0,96480600.0,14991416000.0,9579799100.0,0.09,1.01,95923900.0,,,,,0
600674.SH,20220412,20220331,173905845.68,557585258.6,557579985.48,557809822.78,49007808870.11,31720989217.71,0.1266,1.78,646267472.68,,,,,0
600679.SH,20220430,20220331,414919700.0,26099600.0,29723800.0,24589300.0,3364186000.0,2491073500.0,0.0477,0.9908,21269300.0,,,,,0
600748.SH,20220430,20220331,1000000000.0,16626600.0,17055900.0,-9547900.0,39548449500.0,10014482500.0,-0.01,-0.1,174783400.0,,,,,0
600781.SH,20220430,20220331,349318866.29,-178706891.86,178831898.46,-177265301.52,8217639048.78,622738614.13,-0.28,-8.68,-38466420.69,,,,,0
600878.SH,20220408,20220331,195605056.33,,,15238411.75,519225670.98,318272578.64,0.01,4.91,766384.24,,,,,0
603993.SH,20220427,20220331,44524843547.77,3267533713.96,3231702146.13,1792062256.48,166579325103.43,40980537412.92,0.084,4.43,1007464715.66,,,,,0
002422.SZ,20220419,20220331,4482032500.0,335185800.0,325735800.0,291379000.0,33952897900.0,14442123700.0,0.2,2.08,175439000.0,,,,,0
002386.SZ,20220413,20220331,3890034800.0,217430200.0,212666200.0,171213300.0,15990886900.0,5910145400.0,0.22,2.96,121233600.0,,,,,0
601139.SH,20220409,20220331,6785530000.0,342800000.0,343680000.0,226580000.0,34022190000.0,12774330000.0,0.08,1.79,286970000.0,,,,,0
002258.SZ,20220407,20220331,2612935700.0,700540700.0,697576000.0,534331700.0,11203104800.0,5273726500.0,1.0143,10.19,220781400.0,,,,,0
002212.SZ,20220426,20220331,378417200.0,-98279100.0,-98011400.0,-64735900.0,11008613600.0,9343860500.0,-0.06,-0.69,-95392000.0,,,,,0
601231.SH,20220411,20220331,13953702502.36,,,,,,,,,,,,,0
603896.SH,20220407,20220331,203720149.88,58027331.41,58008377.34,57790970.91,2029212978.77,1677872330.5,0.38,3.51,41233413.79,,,,,0
002276.SZ,20220418,20220331,3128120896.59,46161161.79,45138820.01,40644308.39,10965059710.04,4590222587.97,0.0404,0.89,-40741043.08,,,,,0
603696.SH,20220422,20220331,108933184.15,3218316.61,3218316.87,2909333.94,624819275.93,551345356.94,0.01,0.53,13546976.38,,,,,0
603122.SH,20220412,20220331,307985000.0,,,,,,,,,,,,,0
603165.SH,20220428,20220331,609074642.45,81204878.56,80184878.56,80006222.05,2754212678.08,1961973602.25,0.3,4.19,72326763.38,,,,,0
605016.SH,20220409,20220331,197845500.0,48231600.0,47916800.0,40729300.0,1340835000.0,1244190600.0,0.32,3.33,17452200.0,,,,,0
300962.SZ,20220406,20220331,78834006.63,34487040.38,34512380.97,28482576.99,1033994702.85,874035983.63,0.1079,3.31,22890054.71,,,,,0
603866.SH,20220412,20220331,1451985300.0,199162900.0,202374700.0,157940200.0,6284776200.0,5098597400.0,0.1659,3.15,162483700.0,,,,,0
601016.SH,20220414,20220331,1190129070.64,458721691.89,482144601.25,421982836.25,40791764821.03,11508858225.84,0.084,3.73,382342022.12,,,,,0
