ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
600428.SH,20230706,20230630,5866439400.0,739675300.0,745440500.0,643409000.0,27504469000.0,11128351200.0,0.3,5.87,335705000.0,,,,,0
000915.SZ,20230708,20230630,1153217104.5,735669527.91,736233154.37,321841708.89,4623381525.86,2718464789.51,1.37,11.86,304643012.93,,,,,0
002911.SZ,20230712,20230630,11126339883.05,498911124.55,495089735.4,273810983.21,16616479538.33,5311858726.87,0.2868,5.03,268148299.06,,,,,0
002028.SZ,20230712,20230630,5303238026.81,800090353.42,798060451.64,700535793.78,16047250958.7,9659776642.48,0.91,7.35,473073175.9,,,,,0
600048.SH,20230707,20230630,138376427200.0,19589642200.0,19774765600.0,11999359300.0,1430715069300.0,199293481400.0,1.0,5.99,10825861800.0,,,,,0
300962.SZ,20230703,20230630,169572967.0,76651874.77,76640665.2,63991344.39,1066816738.49,872070038.69,0.2424,7.06,59643545.34,,,,,0
601139.SH,20230712,20230630,15222720000.0,920560000.0,925810000.0,649560000.0,40090300000.0,13424470000.0,0.23,4.82,538770000.0,,,,,0
002236.SZ,20230712,20230630,14633547280.64,2246771438.13,2249924487.9,1976009457.45,48836135761.0,32364721045.02,0.63,6.7,1519848967.71,,,,,0
000728.SZ,20230712,20230630,3110841500.0,1088113800.0,1092618600.0,913917300.0,136259314300.0,33709197500.0,0.21,2.73,748238100.0,,,,,0
000928.SZ,20230713,20230630,10633308100.0,473027400.0,472553900.0,343641200.0,27377195500.0,6609954500.0,0.2676,5.15,264945600.0,,,,,0
603866.SH,20230713,20230630,3206519900.0,365260700.0,369649200.0,291698000.0,6497780700.0,4795541000.0,0.1823,5.84,357709100.0,,,,,0
601231.SH,20230710,20230630,26865634172.78,,,,,,,,,,,,,0
600674.SH,20230708,20230630,547434395.24,2122368937.67,2126236918.4,2084319545.46,61326126116.89,34116339174.71,0.4672,5.6,1560007497.92,,,,,0
601888.SH,20230708,20230630,35858180700.0,4947221700.0,4949390600.0,3864123200.0,78910293000.0,51360404400.0,1.8678,7.61,3937841500.0,,,,,0
000563.SZ,20230711,20230630,1258329100.0,799666200.0,799456100.0,599320700.0,23678833000.0,16663617700.0,0.1172,3.63,465601600.0,,,,,0
603043.SH,20230714,20230630,1744955600.0,115010400.0,115110200.0,76163800.0,5931577400.0,3176219000.0,0.1339,2.26,54456900.0,,,,,0
600161.SH,20230714,20230630,2692383700.0,936117200.0,936556700.0,563826100.0,13892028800.0,9277176000.0,0.34,6.21,384954400.0,,,,,0
600436.SH,20230714,20230630,5045285400.0,1854705200.0,1853553000.0,1530270500.0,15893035800.0,12113841500.0,2.54,12.65,1314364300.0,,,,,0
001979.SZ,20230714,20230630,51442432800.0,4894906300.0,4973314000.0,2152800300.0,947579937800.0,101857193800.0,0.22,1.99,1886912400.0,,,,,0
000537.SZ,20230715,20230630,1917622167.7,701378979.52,702804880.33,554753706.97,38948387699.41,16795347870.59,0.3,3.34,410435729.58,,,,,0
300425.SZ,20230714,20230630,595327300.0,56178700.0,55951100.0,48095800.0,4158130200.0,2179959200.0,0.0712,0.0222,46818400.0,,,,,0
601678.SH,20230715,20230630,3426035800.0,205302800.0,211390600.0,149888200.0,18958749900.0,11192982800.0,0.08,1.31,688226700.0,,,,,0
600549.SH,20230715,20230630,18730093600.0,1457380300.0,1449668200.0,791855500.0,37968513800.0,10351206500.0,0.5612,7.6,908320800.0,,,,,0
300394.SZ,20230714,20230630,664170359.25,266488676.84,266632168.9,233864554.69,3024945513.1,2683684579.98,0.5932,8.51,172995372.27,,,,,0
688778.SH,20230715,20230630,8121442100.0,275689200.0,273938000.0,254665500.0,12902275500.0,8304497600.0,0.61,3.06,549697600.0,,,,,0
603053.SH,20230715,20230630,2707525000.0,398266600.0,408638000.0,338594900.0,7816947400.0,4234078100.0,0.38,7.53,325947400.0,,,,,0
600710.SH,20230715,20230630,64504272700.0,1772447700.0,1876753100.0,512535700.0,56428894900.0,6300017300.0,0.39,8.0,453133300.0,,,,,0
603100.SH,20230718,20230630,3600000000.0,375000000.0,390000000.0,348000000.0,7700000000.0,3534650000.0,0.88,9.82,253880000.0,,,,,0
000582.SZ,20230718,20230630,3176078800.0,796509500.0,790539000.0,607084000.0,30968450600.0,13211268600.0,0.343,4.61,553882200.0,,,,,0
600101.SH,20230719,20230630,1296215800.0,123273800.0,120775800.0,101633200.0,4040142900.0,2740962800.0,0.2412,3.741,78984100.0,,,,,0
601528.SH,20230719,20230630,1892000000.0,725000000.0,784000000.0,730000000.0,189910000000.0,15569000000.0,0.37,9.53,625000000.0,,,,,0
601878.SH,20230719,20230630,8445490618.63,1181801992.84,1181032988.9,901392660.02,146242911954.39,26174258753.91,0.24,3.4,727475315.9,,,,,0
000528.SZ,20230719,20230630,15073453700.0,813764800.0,826951800.0,611697800.0,45728582800.0,16266916700.0,0.3135,3.82,479440200.0,,,,,0
601958.SH,20230720,20230630,5510168300.0,1962767300.0,1957793500.0,1443994000.0,17377926700.0,14657443700.0,0.448,10.36,664971400.0,,,,,0
000719.SZ,20230720,20230630,4323376200.0,496426700.0,494127000.0,471671300.0,15971406900.0,9929753200.0,0.46,4.77,457645900.0,,,,,0
300824.SZ,20230719,20230630,321416500.0,40871500.0,40602700.0,37634500.0,998799800.0,710910200.0,0.1153,5.27,22568200.0,,,,,0
002238.SZ,20230720,20230630,621422300.0,58319400.0,58333000.0,63147600.0,4163824200.0,2286273800.0,0.0787,2.7,55028800.0,,,,,0
688257.SH,20230720,20230630,778433100.0,120886200.0,120766200.0,85580500.0,3331970600.0,2078188600.0,0.6587,4.1,75493800.0,,,,,0
