ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
300962.SZ,20230404,20230331,80334442.58,35726939.73,35736977.07,29302851.57,1104020717.93,916582114.97,0.111,3.25,28482576.99,,,,,0
000906.SZ,20230407,20230331,43272851200.0,438893200.0,452680100.0,265126900.0,41443484900.0,5554052000.0,0.36,5.72,166795700.0,,,,,0
600674.SH,20230410,20230331,250526581.62,1155475999.38,1155513384.83,1135979029.85,59183905078.98,34884980584.94,0.2547,3.31,557809822.78,,,,,0
603551.SH,20230410,20230331,346592163.12,68232418.48,69155792.02,59974079.75,2380545004.04,1593241080.26,0.15,3.97,27863529.69,,,,,0
600958.SH,20230410,20230331,4436963400.0,1515481900.0,1708531000.0,1428089600.0,353723800800.0,79201066400.0,0.16,1.87,228249400.0,,,,,0
601128.SH,20230410,20230331,2409000000.0,1014000000.0,1018000000.0,795000000.0,316966000000.0,,0.29,,659000000.0,,,,,0
600356.SH,20230411,20230331,633857946.72,32242129.47,32780337.42,25133305.27,3069526211.38,2426058022.31,0.08,1.04,22630676.53,,,,,0
603856.SH,20230412,20230331,641661000.0,61074400.0,61369500.0,47942600.0,3760275100.0,2168317600.0,0.19,2.24,43286600.0,,,,,0
603093.SH,20230413,20230331,1383698300.0,71940000.0,71255300.0,62327500.0,35406495300.0,3366067500.0,0.1022,1.87,28108000.0,,,,,0
601139.SH,20230413,20230331,7577670000.0,365810000.0,366580000.0,258300000.0,39457150000.0,13407000000.0,0.09,1.95,226580000.0,,,,,0
600161.SH,20230413,20230331,1291975900.0,427356700.0,427952200.0,261909000.0,13512920100.0,9057649400.0,0.16,2.93,125175800.0,,,,,0
603081.SH,20230413,20230331,333388100.0,21776800.0,20591900.0,21455500.0,7510393300.0,2875221200.0,0.05,0.75,69737500.0,,,,,0
601231.SH,20230411,20230331,12998168439.83,,,,,,,,,,,,,0
601901.SH,20230414,20230331,1772663400.0,657874400.0,657601600.0,556003700.0,193620559300.0,43644557800.0,0.07,1.28,477045100.0,,,,,0
603866.SH,20230414,20230331,1476034100.0,174145700.0,175848900.0,138743500.0,6800371400.0,5170497100.0,0.1041,2.72,157940200.0,,,,,0
603712.SH,20230414,20230331,472426100.0,16380600.0,16360200.0,24975700.0,9636441300.0,4332205900.0,0.032,0.58,20346400.0,,,,,0
000166.SZ,20230415,20230331,5765114200.0,2600826000.0,2593657300.0,2010990400.0,632689075400.0,97486946400.0,0.08,2.09,1070996600.0,,,,,0
000686.SZ,20230415,20230331,1849797600.0,503160500.0,503335400.0,378092000.0,83630425400.0,18419883700.0,0.16,2.07,-259094200.0,,,,,0
601528.SH,20230415,20230331,914000000.0,333000000.0,339000000.0,347000000.0,181504000000.0,15299000000.0,0.23,2.3,299000000.0,,,,,0
000028.SZ,20230418,20230331,18686817800.0,576353100.0,578487100.0,362205300.0,47885197900.0,16488091400.0,0.85,2.22,252361900.0,,,,,0
600267.SH,20230420,20230331,3063534000.0,295762700.0,295646600.0,232298800.0,18837252000.0,8317395000.0,0.19,2.83,135128800.0,,,,,0
603619.SH,20230420,20230331,899025685.75,269519342.32,269249424.17,212611631.27,7327118707.06,2550763914.23,0.53,8.77,72465174.95,,,,,0
002801.SZ,20230420,20230331,301803500.0,87404800.0,87404800.0,75863200.0,1816223500.0,1608566400.0,0.33,4.83,77353400.0,,,,,0
601555.SH,20230421,20230331,2254473400.0,780171700.0,779867700.0,583119400.0,174069397000.0,39137035600.0,0.12,1.51,113704700.0,,,,,0
600909.SH,20230422,20230331,1034524655.46,473450992.48,473009357.74,364221044.69,81318338430.81,20529572253.91,0.08,1.79,106378328.14,,,,,0
601066.SH,20230424,20230331,6700380000.0,3021540000.0,2956230000.0,2432550000.0,525172110000.0,95761690000.0,0.28,3.15,1541710000.0,,,,,0
