ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,open_net_assets,open_bps,perf_summary,update_flag
601568.SH,20211009,20210930,9535920600.0,1794947900.0,1809938800.0,1520982200.0,16643239300.0,13141792400.0,0.42,11.81,1170164600.0,,,,,0
000498.SZ,20211015,20210930,39098051600.0,2073143900.0,2073260400.0,1298383600.0,75633027200.0,9898202500.0,0.8339,13.97,686025100.0,,,,,0
000563.SZ,20211012,20210930,1474287300.0,775419000.0,775464100.0,584268500.0,15473349000.0,12104550900.0,0.1474,4.88,538067800.0,,,,,0
000728.SZ,20211016,20210930,3708298300.0,1686342000.0,1686262900.0,1325931400.0,109578355000.0,31996029500.0,0.3,4.22,1080319900.0,,,,,0
601139.SH,20211011,20210930,14572650000.0,1552550000.0,1558480000.0,1203870000.0,29949660000.0,12352890000.0,0.42,9.9,1091930000.0,,,,,0
600644.SH,20211019,20210930,1900243600.0,186409000.0,188367300.0,172355100.0,3978874000.0,1764283200.0,0.3201,10.28,174365400.0,,,,,0
600674.SH,20211013,20210930,893055276.43,2859480974.81,2859268141.53,2779626204.57,45117089373.28,31313017785.12,0.6311,9.2,2708883809.0,,,,,0
601901.SH,20211020,20210930,6458626900.0,2612640400.0,2620134000.0,1928277100.0,148507421700.0,41398515200.0,0.23,4.76,1482426500.0,,,,,0
600917.SH,20211016,20210930,5399642900.0,360031900.0,370927000.0,314597800.0,9275940200.0,4619464500.0,0.2,6.94,292434100.0,,,,,0
601231.SH,20211009,20210930,36517833898.06,,,,,,,,,,,,,0
601878.SH,20211023,20210930,12078590540.0,2083603771.49,2114829605.35,1587816810.33,122354699466.51,23232699978.13,0.42,7.32,1027294998.12,,,,,0
688239.SH,20211026,20210930,627732700.0,102776800.0,102451500.0,90913100.0,2090023800.0,992377400.0,0.78,12.72,48810600.0,,,,,0
300962.SZ,20211008,20210930,229842284.49,98499484.91,98294966.24,81372705.04,999228971.38,839806423.14,0.3362,10.9,46474978.31,,,,,0
688004.SH,20211019,20210930,164507400.0,16755000.0,16749000.0,16518200.0,776486400.0,715062300.0,0.29,2.32,16074500.0,,,,,0
300824.SZ,20211019,20210930,543395100.0,80534500.0,77957100.0,68723800.0,948749700.0,675101300.0,0.3161,10.34,68113400.0,,,,,0
601016.SH,20211019,20210930,2591042337.22,906723682.84,906613691.72,741343102.42,39439467408.42,10623096786.89,0.148,7.28,535800192.48,,,,,0
603866.SH,20211012,20210930,4663470000.0,719913300.0,729986300.0,568715400.0,5699951200.0,4734923400.0,0.5973,12.0,686028000.0,,,,,0
