ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
300567.SZ,精测电子,20200430,精测电子：公司研发高投入，持续提升核心盈利能力——2019年报点评,点评,一般报告,东兴证券,龙海敏,2020Q4,281052.0,,43900.0,35500.0,1.45,44.36,,21.54,29.55,强烈推荐,,
600066.SH,宇通客车,20200430,汽车：4月乘用车市场零售情况——经销商走访销量拟合,非个股,一般报告,申万宏源证券,"宋亭亭,竺绍迪",2021Q4,,,,221393.922,1.0,,,,,无,,
601808.SH,中海油服,20200430,中海油服2020一季报点评：一季度业绩超市场预期，远期看油价低迷下业绩或受影响，但不应过分悲观,点评,首份报告,中航证券,"张超,刘庆东,宋博",2020Q4,3542246.0,,422314.0,304342.0,0.64,,0.4,7.74,8.07,持有,,
002019.SZ,亿帆医药,20200430,亿帆医药：泛酸钙提价带动业绩大幅增长，创新药即将破局,点评,一般报告,太平洋证券,"杜佐远,王斌",2021Q4,757800.0,,,140000.0,1.13,,,,,买入,,24.25
600378.SH,昊华科技,20200430,昊华科技：技术驱动型新材料科技企业，市场化改革促成长,点评,一般报告,太平洋证券,柳强,2022Q4,667900.0,195600.0,83900.0,72500.0,0.81,21.59,,9.13,27.29,买入,,21.4
603197.SH,保隆科技,20200430,保隆科技2019主要经营业绩和2020年一季报点评：海内外齐头并进，自主研发价值显现,点评,一般报告,国元证券,薛雨冰,2021Q4,412700.0,,39300.0,25200.0,1.51,16.81,,17.0,8.0,买入,,35.0
601139.SH,深圳燃气,20200430,深圳燃气：利持续改善更新财务预测数据——2019年年报及2020年第一季度报告点评,点评,一般报告,东兴证券,"罗四维,徐昆仑,沈一凡,薛阳",2021Q4,1477845.0,,166181.0,132725.0,0.46,16.43,,10.61,9.11,推荐,,
600483.SH,福能股份,20200430,福能股份公司动态点评：疫情及分红等影响Q1业绩，期待后续修复，期待海上风电投产带动业绩增长,点评,首次关注,长城证券,"于夕朦,金欣欣",2020Q4,999298.0,,192281.0,145200.0,0.94,8.05,,10.3,11.97,推荐,,
600872.SH,中炬高新,20200430,中炬高新一季报点评：主营业务稳健，业绩略超预期,点评,一般报告,太平洋证券,"黄付生,郑汉镇",2022Q4,829700.0,,,148200.0,1.86,,,,,买入,,50.0
603600.SH,永艺股份,20200430,永艺股份2019年报＆2020年一季报点评：内外销渠道同步拓展，Q1疫情致业绩承压，越南生产基地成新增长点,点评,一般报告,华创证券,"郭庆龙,陈梦,葛文欣",2021Q4,297300.0,,27000.0,22100.0,0.73,16.0,,14.3,12.0,推荐,,14.0
688363.SH,华熙生物,20200430,华熙生物：业绩符合预期，护肤品表现亮眼,,一般报告,安信证券,"刘文正,杜一帆",2021Q4,338340.0,,121710.0,101570.0,2.12,44.8,0.0,16.0,32.9,买入,,
300183.SZ,东软载波,20200430,东软载波2020年一季报点评：一季报基本符合预期，长期看好向外拓展业务,点评,一般报告,中信证券,顾海波,2021Q4,99305.0,,25700.0,22630.0,0.48,29.0,,7.17,,增持,,
603881.SH,数据港,20200430,通信行业：数据中心专题报告：关注上游设备及深耕一线商圈的IDC服务商,非个股,一般报告,东莞证券,"魏红梅,罗炜斌",2021Q4,,,,24428.035,1.16,,,,,推荐,,
002142.SZ,宁波银行,20200430,悲观预期修复，盈利企稳可期——银行业2020年一季报综述,非个股,一般报告,国泰君安,"袁梓芳,郭昶皓",2020Q4,,,,1525277.302,2.71,,,,,增持,,31.11
002419.SZ,天虹股份,20200430,天虹股份2020年一季报点评：业绩符合预告，超市业态表现优异,点评,一般报告,光大证券,"唐佳睿,孙路",2021Q4,1536400.0,,107600.0,80600.0,0.67,14.0,3.7,10.68,6.7,买入,,
601021.SH,春秋航空,20200430,春秋航空：国际航线维持高增速，低成本航空具备长期成长空间,点评,一般报告,平安证券,严家源,2020Q4,1010400.0,,30000.0,22600.0,0.25,150.5,,1.5,30.4,推荐,,
002126.SZ,银轮股份,20200430,银轮股份：保规模增长、抢全球份额仍是第一要务,点评,一般报告,太平洋证券,"白宇,赵水平",2022Q4,746700.0,,68800.0,53800.0,0.68,12.38,,10.49,7.48,买入,,14.86
601688.SH,华泰证券,20200430,华泰证券：经纪业务份额提升，投行、资管保持增势,点评,一般报告,方正证券,左欣然,2022Q4,4115000.0,,,1414800.0,1.56,,,,,推荐,,
002717.SZ,岭南股份,20200430,岭南股份2019年报点评：生态与文旅双驱动，拟定增缓解资金压力,点评,一般报告,国泰君安,"韩其成,陈笑",2021Q4,1118000.0,,,43000.0,0.28,14.24,0.8,7.6,8.82,增持,,5.18
