ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
600329.SH,中新药业,20201231,中新药业公司深度报告：混改落地将会开启公司价值回归之路,深度,首次关注,长城证券,"刘鹏,赵浩然,苏剑晓",2021Q4,785585.0,,107595.0,90614.0,1.171,15.84,,13.85,9.86,推荐,,
600329.SH,中新药业,20201231,中新药业公司深度报告：混改落地将会开启公司价值回归之路,深度,首次关注,长城证券,"刘鹏,赵浩然,苏剑晓",2020Q4,684499.0,,79852.0,67250.0,0.869,21.34,,11.39,13.7,推荐,,
600329.SH,中新药业,20201231,中新药业公司深度报告：混改落地将会开启公司价值回归之路,深度,首次关注,长城证券,"刘鹏,赵浩然,苏剑晓",2022Q4,916620.0,,137798.0,116050.0,1.5,12.37,,15.77,7.35,推荐,,
002946.SZ,新乳业,20201231,新乳业公司深度报告：从产品端和品牌端，看差异化“鲜”战略,深度,一般报告,长城证券,"刘鹏,陈姝",2020Q4,745009.0,,35885.0,32089.0,0.38,47.09,,13.8,24.04,推荐,,
002946.SZ,新乳业,20201231,新乳业公司深度报告：从产品端和品牌端，看差异化“鲜”战略,深度,一般报告,长城证券,"刘鹏,陈姝",2021Q4,993857.0,,49260.0,44651.0,0.52,33.84,,16.9,18.67,推荐,,
002946.SZ,新乳业,20201231,新乳业公司深度报告：从产品端和品牌端，看差异化“鲜”战略,深度,一般报告,长城证券,"刘鹏,陈姝",2022Q4,1301953.0,,65016.0,58646.0,0.69,25.77,,19.2,14.54,推荐,,
600809.SH,山西汾酒,20201231,山西汾酒公司动态点评：两大品牌双轮驱动，推进汾酒文化复兴,点评,一般报告,长城证券,"刘鹏,苏剑晓",2022Q4,2501943.0,,605165.0,413269.0,4.74,79.14,,26.8,52.74,推荐,,
600809.SH,山西汾酒,20201231,山西汾酒公司动态点评：两大品牌双轮驱动，推进汾酒文化复兴,点评,一般报告,长城证券,"刘鹏,苏剑晓",2020Q4,1425609.0,,397714.0,270243.0,3.1,121.03,,29.6,80.87,推荐,,
600809.SH,山西汾酒,20201231,山西汾酒公司动态点评：两大品牌双轮驱动，推进汾酒文化复兴,点评,一般报告,长城证券,"刘鹏,苏剑晓",2021Q4,1853291.0,,488253.0,333996.0,3.83,97.93,,28.0,65.79,推荐,,
688157.SH,松井股份,20201231,松井股份重大事项点评：出台股权激励计划，护航公司长远发展,点评,一般报告,中信证券,"王喆,袁健聪",2021Q4,68442.0,,15800.0,13941.0,1.75,47.0,,11.13,,买入,,
688608.SH,恒玄科技,20201231,恒玄科技：国内智能音频SoC芯片领导者，全面布局AIoT,深度,首次关注,东北证券,"吴若飞,杨一飞",2020Q4,102200.0,,18800.0,18800.0,1.57,215.61,0.0,26.49,,增持,,387.2
688157.SH,松井股份,20201231,松井股份重大事项点评：出台股权激励计划，护航公司长远发展,点评,一般报告,中信证券,"王喆,袁健聪",2022Q4,89596.0,,21400.0,18912.0,2.38,35.0,,13.12,,买入,,
688157.SH,松井股份,20201231,松井股份：首次股权激励绑定核心员工，长期成长蓝图逐步显现,点评,一般报告,国盛证券,"王席鑫,杨义韬",2022Q4,95600.0,,25400.0,22500.0,2.82,36.9,,26.4,28.6,买入,,
688005.SH,容百科技,20201231,容百科技：三元材料否极泰来，高镍龙头乘势而上,一般,首次关注,东方证券,"卢日鑫,李梦强,顾高臣",2022Q4,1281300.0,,81100.0,73400.0,1.65,31.1,,13.8,18.1,买入,,73.14
688157.SH,松井股份,20201231,松井股份重大事项点评：出台股权激励计划，护航公司长远发展,点评,一般报告,中信证券,"王喆,袁健聪",2020Q4,49501.0,,10700.0,9399.0,1.18,70.0,,8.45,,买入,,
688608.SH,恒玄科技,20201231,恒玄科技：国内智能音频SoC芯片领导者，全面布局AIoT,深度,首次关注,东北证券,"吴若飞,杨一飞",2022Q4,257700.0,,58200.0,58200.0,4.85,69.63,0.0,35.08,,增持,,387.2
688157.SH,松井股份,20201231,松井股份：首次股权激励绑定核心员工，长期成长蓝图逐步显现,点评,一般报告,国盛证券,"王席鑫,杨义韬",2021Q4,67100.0,,18300.0,16200.0,2.03,51.2,,25.6,42.2,买入,,
688005.SH,容百科技,20201231,容百科技：三元材料否极泰来，高镍龙头乘势而上,一般,首次关注,东方证券,"卢日鑫,李梦强,顾高臣",2020Q4,457720.0,,23800.0,21600.0,0.49,106.0,,4.9,58.2,买入,,73.14
688157.SH,松井股份,20201231,松井股份：推出限制性股票激励计划，建立长效激励机制，绑定核心员工,点评,一般报告,申万宏源证券,"任慕华,周羽希",2021Q4,76900.0,42100.0,19700.0,16700.0,2.1,37.0,,12.9,,买入,,
688365.SH,光云科技,20201231,光云科技公司跟踪报告：战略投资跨境电商ERP服务商，多维赋能拓展业务版图,点评,一般报告,海通证券,"郑宏达,洪琳,黄竞晶,杨林",2020Q4,53800.0,,11300.0,10600.0,0.26,98.28,0.0,12.2,107.13,优于大市,,
688005.SH,容百科技,20201231,容百科技：三元材料否极泰来，高镍龙头乘势而上,一般,首次关注,东方证券,"卢日鑫,李梦强,顾高臣",2021Q4,892010.0,,51700.0,46800.0,1.06,48.8,,9.9,29.0,买入,,73.14
