ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
000733.SZ,振华科技,20220429,振华科技：2022Q1归母净利润同比增长146％，结构优化持续增强盈利能力,点评,一般报告,安信证券,"张宝涵,温肇东,马卓群",2023Q4,1019000.0,,333000.0,280000.0,5.41,17.8,0.4,23.2,13.7,买入,,125.0
000733.SZ,振华科技,20220429,振华科技：2022Q1归母净利润同比增长146％，结构优化持续增强盈利能力,点评,一般报告,安信证券,"张宝涵,温肇东,马卓群",2022Q4,781000.0,,266000.0,223000.0,4.3,22.4,0.3,23.6,17.9,买入,,125.0
688385.SH,复旦微电,20220429,复旦微电：Q1业绩大幅增长，高可靠产品引领毛利率显著上升,点评,一般报告,方正证券,陈杭,2024Q4,523300.0,,147700.0,128400.0,1.58,36.32,,21.61,29.37,推荐,,
688385.SH,复旦微电,20220429,复旦微电：Q1业绩大幅增长，高可靠产品引领毛利率显著上升,点评,一般报告,方正证券,陈杭,2023Q4,411300.0,,109000.0,94900.0,1.16,49.19,,19.97,38.34,推荐,,
688385.SH,复旦微电,20220429,复旦微电：Q1业绩大幅增长，高可靠产品引领毛利率显著上升,点评,一般报告,方正证券,陈杭,2022Q4,344000.0,,84300.0,74400.0,0.91,62.7,,19.24,48.11,推荐,,
688066.SH,北京航天宏图,20220429,北京航天宏图：业绩保持较快增速，高速扩张动能不减,点评,一般报告,中金,"刘中玉,陈显帆,刘运昌,刘婧,孔令鑫",2023Q4,320000.0,164900.0,46300.0,43700.0,2.37,23.6,0.4,15.9,19.1,跑赢行业,,81.5
688066.SH,北京航天宏图,20220429,北京航天宏图：业绩保持较快增速，高速扩张动能不减,点评,一般报告,中金,"刘中玉,陈显帆,刘运昌,刘婧,孔令鑫",2022Q4,224400.0,113000.0,31800.0,30100.0,1.63,34.3,0.1,12.5,26.6,跑赢行业,,81.5
601966.SH,玲珑轮胎,20220429,玲珑轮胎2021年报及2022年一季报点评：中高端配套持续突破，静待行业边际改善,一般,一般报告,国海证券,"李永磊,董伯骏",2024Q4,3208400.0,,460200.0,400400.0,2.698,6.19,,16.0,5.31,买入,,
601966.SH,玲珑轮胎,20220429,玲珑轮胎2021年报及2022年一季报点评：中高端配套持续突破，静待行业边际改善,一般,一般报告,国海证券,"李永磊,董伯骏",2023Q4,3160900.0,,315000.0,274100.0,1.847,9.04,,13.0,7.7,买入,,
601966.SH,玲珑轮胎,20220429,玲珑轮胎2021年报及2022年一季报点评：中高端配套持续突破，静待行业边际改善,一般,一般报告,国海证券,"李永磊,董伯骏",2022Q4,2062700.0,,176300.0,153400.0,1.034,16.15,,9.0,11.1,买入,,
600325.SH,华发股份,20220429,华发股份投资价值分析报告：天时地利兼备，二次成长可期,深度,首次评级,中信证券,"陈聪,张全国,李宗儒",2024Q4,7047600.0,,825800.0,384600.0,1.82,4.0,,13.4,19.2,买入,,11.6
600325.SH,华发股份,20220429,华发股份投资价值分析报告：天时地利兼备，二次成长可期,深度,首次评级,中信证券,"陈聪,张全国,李宗儒",2023Q4,6975800.0,,824600.0,383000.0,1.81,4.0,,14.7,19.6,买入,,11.6
600325.SH,华发股份,20220429,华发股份投资价值分析报告：天时地利兼备，二次成长可期,深度,首次评级,中信证券,"陈聪,张全国,李宗儒",2022Q4,5981500.0,,748500.0,350200.0,1.65,4.4,,15.0,21.3,买入,,11.6
600027.SH,华电国际,20220429,华电国际一季报点评：一季度利润回正，盈利有望持续改善,点评,首次评级,国海证券,"杨阳,钟琪",2024Q4,11175100.0,,635400.0,506300.0,0.51,7.33,,7.0,8.33,买入,,
600027.SH,华电国际,20220429,华电国际一季报点评：一季度利润回正，盈利有望持续改善,点评,首次评级,国海证券,"杨阳,钟琪",2023Q4,10794500.0,,575300.0,459700.0,0.47,8.07,,7.0,8.53,买入,,
600027.SH,华电国际,20220429,华电国际一季报点评：一季度利润回正，盈利有望持续改善,点评,首次评级,国海证券,"杨阳,钟琪",2022Q4,10523800.0,,488700.0,397700.0,0.4,9.33,,6.0,9.11,买入,,
301155.SZ,海力风电,20220429,海力风电2021年报及2022年一季报点评：风自海上，蓄力前行,一般,首次关注,民生证券,"邓永康,王一如",2024Q4,528100.0,,119900.0,96800.0,4.45,12.0,0.0,13.06,4.7,推荐,,
301155.SZ,海力风电,20220429,海力风电2021年报及2022年一季报点评：风自海上，蓄力前行,一般,首次关注,民生证券,"邓永康,王一如",2023Q4,428400.0,,89400.0,72200.0,3.32,15.0,0.0,11.2,6.11,推荐,,
301155.SZ,海力风电,20220429,海力风电2021年报及2022年一季报点评：风自海上，蓄力前行,一般,首次关注,民生证券,"邓永康,王一如",2022Q4,274900.0,,48200.0,38900.0,1.79,29.0,0.0,6.8,12.47,推荐,,
300687.SZ,赛意信息,20220429,赛意信息：智能制造持续高速增长，一季度利润超预告上限,点评,一般报告,天风证券,"缪欣君,罗戴熠",2024Q4,460512.0,,54441.0,51161.0,1.28,15.09,,20.13,12.77,买入,,
300687.SZ,赛意信息,20220429,赛意信息：智能制造持续高速增长，一季度利润超预告上限,点评,一般报告,天风证券,"缪欣君,罗戴熠",2023Q4,346492.0,,41299.0,38935.0,0.98,19.83,,18.43,16.49,买入,,
300687.SZ,赛意信息,20220429,赛意信息：智能制造持续高速增长，一季度利润超预告上限,点评,一般报告,天风证券,"缪欣君,罗戴熠",2022Q4,259029.0,,31507.0,29715.0,0.75,25.98,,16.78,21.74,买入,,
300496.SZ,中科创达,20220429,中科创达：一季度表现强劲，智能汽车与智能物联网业务快速增长,点评,一般报告,国盛证券,"刘高畅,孙行臻",2024Q4,1107300.0,,155600.0,152500.0,3.59,36.3,,17.5,29.9,买入,,
300496.SZ,中科创达,20220429,中科创达：一季度表现强劲，智能汽车与智能物联网业务快速增长,点评,一般报告,国盛证券,"刘高畅,孙行臻",2023Q4,806200.0,,116300.0,115600.0,2.72,47.9,,15.8,39.8,买入,,
