ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
002044.SZ,美年健康,20210131,美年健康：公司修正2020年度业绩预告，四季度业绩略超预期,点评,一般报告,安信证券,马帅,2022Q4,1199760.0,,169150.0,110920.0,0.28,50.1,0.2,10.8,23.6,增持,,
002044.SZ,美年健康,20210131,美年健康：公司修正2020年度业绩预告，四季度业绩略超预期,点评,一般报告,安信证券,马帅,2021Q4,964570.0,,129320.0,84800.0,0.22,65.5,0.2,9.0,29.6,增持,,
688222.SH,成都先导,20210131,成都先导2020年业绩预告点评：恢复明显，2021年看好低基数下高增长,,一般报告,浙商证券,孙建,2022Q4,48500.0,,19000.0,18100.0,0.45,59.16,,22.0,52.27,增持,,
688222.SH,成都先导,20210131,成都先导2020年业绩预告点评：恢复明显，2021年看好低基数下高增长,,一般报告,浙商证券,孙建,2021Q4,36500.0,,11200.0,10700.0,0.27,100.14,,16.0,87.01,增持,,
688222.SH,成都先导,20210131,成都先导2020年业绩预告点评：恢复明显，2021年看好低基数下高增长,,一般报告,浙商证券,孙建,2020Q4,24300.0,,7100.0,6500.0,0.16,164.19,,12.0,134.7,增持,,
600754.SH,锦江酒店,20210131,锦江酒店2020年业绩预减公告点评：Q4大陆境内市场强势复苏，危机中抓住机遇加速扩张,点评,一般报告,光大证券,"唐佳睿,李泽楠",2022Q4,1693500.0,,203100.0,147300.0,1.54,34.0,1.4,9.75,20.0,买入,,
002044.SZ,美年健康,20210131,美年健康：公司修正2020年度业绩预告，四季度业绩略超预期,点评,一般报告,安信证券,马帅,2020Q4,778010.0,,91170.0,59780.0,0.15,92.9,0.1,6.9,20.2,增持,,
600570.SH,恒生电子,20210131,恒生电子：新准则导致公司业绩下滑，证券IT龙头基本面持续向好,点评,一般报告,东吴证券,郝彪,2022Q4,626100.0,,187100.0,178300.0,1.71,60.02,,20.8,55.46,买入,,
600570.SH,恒生电子,20210131,恒生电子：新准则导致公司业绩下滑，证券IT龙头基本面持续向好,点评,一般报告,东吴证券,郝彪,2021Q4,532700.0,,158500.0,151100.0,1.45,70.82,,21.0,66.3,买入,,
600570.SH,恒生电子,20210131,恒生电子：新准则导致公司业绩下滑，证券IT龙头基本面持续向好,点评,一般报告,东吴证券,郝彪,2020Q4,434500.0,,131500.0,123800.0,1.19,86.43,,20.5,78.25,买入,,
600754.SH,锦江酒店,20210131,锦江酒店2020年业绩预减公告点评：Q4大陆境内市场强势复苏，危机中抓住机遇加速扩张,点评,一般报告,光大证券,"唐佳睿,李泽楠",2021Q4,1568300.0,,181900.0,131400.0,1.37,38.0,1.3,9.27,21.0,买入,,
600754.SH,锦江酒店,20210131,锦江酒店2020年业绩预减公告点评：Q4大陆境内市场强势复苏，危机中抓住机遇加速扩张,点评,一般报告,光大证券,"唐佳睿,李泽楠",2020Q4,970900.0,,57900.0,33500.0,0.35,149.0,0.4,2.57,79.0,买入,,
300348.SZ,长亮科技,20210131,长亮科技2020年度业绩预告点评：业绩同比大幅上升，打开国有大行市场,点评,一般报告,国元证券,"耿军军,陈图南",2022Q4,224325.0,,33547.0,32044.0,0.44,36.6,,14.29,31.06,买入,,28.0
300348.SZ,长亮科技,20210131,长亮科技2020年度业绩预告点评：业绩同比大幅上升，打开国有大行市场,点评,一般报告,国元证券,"耿军军,陈图南",2021Q4,181217.0,,26346.0,25269.0,0.35,46.42,,12.94,38.75,买入,,28.0
300348.SZ,长亮科技,20210131,长亮科技2020年度业绩预告点评：业绩同比大幅上升，打开国有大行市场,点评,一般报告,国元证券,"耿军军,陈图南",2020Q4,145697.0,,21739.0,20948.0,0.29,55.99,,12.18,45.78,买入,,28.0
300168.SZ,万达信息,20210131,万达信息2020年业绩预告点评：Q4单季收入同比增速超150％，21年有望迎来发展新阶段,点评,一般报告,华创证券,"王文龙,邓怡",2022Q4,677500.0,,61400.0,61700.0,0.52,37.0,,19.0,14.0,无,,
300168.SZ,万达信息,20210131,万达信息2020年业绩预告点评：Q4单季收入同比增速超150％，21年有望迎来发展新阶段,点评,一般报告,华创证券,"王文龙,邓怡",2021Q4,504600.0,,33900.0,34000.0,0.29,66.0,,13.0,20.0,无,,
300168.SZ,万达信息,20210131,万达信息2020年业绩预告点评：Q4单季收入同比增速超150％，21年有望迎来发展新阶段,点评,一般报告,华创证券,"王文龙,邓怡",2020Q4,286200.0,,-116000.0,-116600.0,-0.98,,,-51.2,,无,,
002410.SZ,广联达,20210131,广联达：造价业务签署云合同额大幅增长，施工业务增速回升,点评,一般报告,平安证券,"闫磊,付强",2022Q4,601600.0,,115900.0,96000.0,0.81,102.5,,13.1,80.4,强烈推荐,,
002410.SZ,广联达,20210131,广联达：造价业务签署云合同额大幅增长，施工业务增速回升,点评,一般报告,平安证券,"闫磊,付强",2021Q4,499900.0,,85400.0,70700.0,0.6,139.2,,10.9,110.7,强烈推荐,,
