ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
300673.SZ,佩蒂股份,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2024Q4,261500.0,,,29143.3322,1.15,,,,,无,,
300673.SZ,佩蒂股份,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2023Q4,213200.0,,,23314.6658,0.92,,,,,无,,
300673.SZ,佩蒂股份,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2022Q4,170100.0,,,17485.9993,0.69,,,,,无,,
002891.SZ,中宠股份,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2024Q4,544200.0,,,30587.7208,1.04,,,,,无,,
002891.SZ,中宠股份,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2023Q4,442700.0,,,21764.34,0.74,,,,,无,,
002891.SZ,中宠股份,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2022Q4,356300.0,,,14999.7477,0.51,,,,,无,,
002006.SZ,精功科技,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2023Q4,,,,60536.28,1.33,,,,,无,,
002006.SZ,精功科技,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2022Q4,,,,37778.28,0.83,,,,,无,,
688295.SH,中复神鹰,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2023Q4,,,,92700.0,1.03,,,,,无,,
688295.SH,中复神鹰,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2022Q4,,,,59400.0,0.66,,,,,无,,
301335.SZ,天元宠物,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2024Q4,351000.0,,,19300.0,2.16,,,,,无,,
301335.SZ,天元宠物,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2023Q4,267800.0,,,15200.0,1.7,,,,,无,,
301335.SZ,天元宠物,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2022Q4,205400.0,,,12100.0,1.35,,,,,无,,
001222.SZ,源飞宠物,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2024Q4,170600.0,,,27406.35,2.01,,,,,无,,
001222.SZ,源飞宠物,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2023Q4,132600.0,,,20452.5,1.5,,,,,无,,
001222.SZ,源飞宠物,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2022Q4,117400.0,,,18407.25,1.35,,,,,无,,
300567.SZ,精测电子,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2023Q4,,,,37271.35,1.34,,,,,无,,
300567.SZ,精测电子,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2022Q4,,,,26701.862,0.96,,,,,无,,
002353.SZ,杰瑞股份,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2023Q4,,,,274196.435,2.67,,,,,无,,
002353.SZ,杰瑞股份,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2022Q4,,,,223875.741,2.18,,,,,无,,
001206.SZ,依依股份,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2024Q4,176500.0,,,20800.0,1.58,,,,,无,,
001206.SZ,依依股份,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2023Q4,159700.0,,,17400.0,1.32,,,,,无,,
001206.SZ,依依股份,20230131,宠物行业覆盖报告：子赛道爆发在即，把握自主品牌崛起机遇,非个股,一般报告,太平洋证券,"陈天蛟,刘洁冰",2022Q4,144600.0,,,14900.0,1.13,,,,,无,,
000821.SZ,京山轻机,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2023Q4,,,,45469.859,0.73,,,,,无,,
000821.SZ,京山轻机,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2022Q4,,,,29897.989,0.48,,,,,无,,
688516.SH,奥特维,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2023Q4,,,,68275.744,4.42,,,,,无,,
688516.SH,奥特维,20230131,本月业绩预告披露高峰期，光伏电池片生产质量与效率齐提升——机械设备月报,非个股,一般报告,长城证券,"于夕朦,陈郁双,孙培德",2022Q4,,,,68275.744,4.42,,,,,无,,
300782.SZ,卓胜微,20230131,卓胜微深度报告：射频前端龙头新起点,深度,首次关注,浙商证券,"蒋高振,赵洪",2024Q4,537169.0,,274700.0,243348.0,4.559,18.35,,20.54,13.99,增持,,
300782.SZ,卓胜微,20230131,卓胜微深度报告：射频前端龙头新起点,深度,首次关注,浙商证券,"蒋高振,赵洪",2023Q4,437529.0,,204600.0,181318.0,3.397,24.63,,18.64,19.6,增持,,
300782.SZ,卓胜微,20230131,卓胜微深度报告：射频前端龙头新起点,深度,首次关注,浙商证券,"蒋高振,赵洪",2022Q4,368651.0,,133500.0,118524.0,2.221,37.68,,14.41,31.09,增持,,
600887.SH,伊利股份,20230131,伊利股份：春节动销好于预期，节后渠道库存大幅降低；调整2022－2024E盈利预测，上调目标价,点评,一般报告,浦银国际,"林闻嘉,桑若楠",2024Q4,14879400.0,4903800.0,1520800.0,1264500.0,1.98,16.5,4.2,21.7,,买入,,39.4
600887.SH,伊利股份,20230131,伊利股份：春节动销好于预期，节后渠道库存大幅降低；调整2022－2024E盈利预测，上调目标价,点评,一般报告,浦银国际,"林闻嘉,桑若楠",2023Q4,13682900.0,4430600.0,1308300.0,1086000.0,1.7,19.2,3.6,20.0,,买入,,39.4
600887.SH,伊利股份,20230131,伊利股份：春节动销好于预期，节后渠道库存大幅降低；调整2022－2024E盈利预测，上调目标价,点评,一般报告,浦银国际,"林闻嘉,桑若楠",2022Q4,12274400.0,3882300.0,1077600.0,923900.0,1.44,22.6,3.1,18.0,,买入,,39.4
600801.SH,华新水泥,20230131,华新水泥投资价值分析报告：布局骨料市场打造第二成长曲线，地产利好叠加促进水泥需求回暖,深度,首次关注,华通证券国际,无,2024Q4,4435100.0,,807500.0,587400.0,2.8,5.73,7.1,16.47,2.04,推荐,,
600801.SH,华新水泥,20230131,华新水泥投资价值分析报告：布局骨料市场打造第二成长曲线，地产利好叠加促进水泥需求回暖,深度,首次关注,华通证券国际,无,2023Q4,4051300.0,,683200.0,497000.0,2.37,6.77,6.16,15.44,2.72,推荐,,
600801.SH,华新水泥,20230131,华新水泥投资价值分析报告：布局骨料市场打造第二成长曲线，地产利好叠加促进水泥需求回暖,深度,首次关注,华通证券国际,无,2022Q4,3348600.0,,569600.0,414400.0,1.98,8.12,4.69,14.14,3.87,推荐,,
300687.SZ,赛意信息,20230131,赛意信息公司简评报告：业绩稳健，自研产品＋高景气行业拓展——23年增长可期,点评,一般报告,首创证券,"翟炜,傅梦欣",2024Q4,401180.0,,52940.0,49370.0,1.223,28.3,,15.5,13.02,买入,,
300687.SZ,赛意信息,20230131,赛意信息公司简评报告：业绩稳健，自研产品＋高景气行业拓展——23年增长可期,点评,一般报告,首创证券,"翟炜,傅梦欣",2023Q4,310350.0,,39660.0,37040.0,0.917,37.7,,13.4,17.43,买入,,
300687.SZ,赛意信息,20230131,赛意信息公司简评报告：业绩稳健，自研产品＋高景气行业拓展——23年增长可期,点评,一般报告,首创证券,"翟炜,傅梦欣",2022Q4,238740.0,,26560.0,24870.0,0.62,56.1,,10.4,26.23,买入,,
001269.SZ,欧晶科技,20230131,欧晶科技首次覆盖证券研究报告：原材料供应为胜负手，石英坩埚迎大机遇,深度,首次关注,太平洋证券,刘强,2024Q4,344900.0,101200.0,,65000.0,4.73,25.0,,,,买入,,
001269.SZ,欧晶科技,20230131,欧晶科技首次覆盖证券研究报告：原材料供应为胜负手，石英坩埚迎大机遇,深度,首次关注,太平洋证券,刘强,2023Q4,230000.0,71600.0,,46500.0,3.38,35.0,,,,买入,,
001269.SZ,欧晶科技,20230131,欧晶科技首次覆盖证券研究报告：原材料供应为胜负手，石英坩埚迎大机遇,深度,首次关注,太平洋证券,刘强,2022Q4,141400.0,39500.0,,24400.0,1.74,67.0,,,,买入,,
000821.SZ,京山轻机,20230131,京山轻机：业绩预告符合预期，钙钛矿布局值得期待,点评,首次关注,东北证券,刘军,2024Q4,742300.0,,54700.0,57500.0,0.92,25.44,0.0,12.77,,增持,,
