ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
688728.SH,格科微,20220131,格科微：4Q21预告业绩环比提升，关注32MP研发和验证进展,点评,一般报告,中金,"石晓彬,臧若晨,彭虎",2023Q4,1329900.0,367100.0,226600.0,208400.0,0.83,30.8,0.0,20.7,22.5,跑赢行业,,35.78
300268.SZ,佳沃食品,20220131,佳沃食品：掌握稀缺资源，市场复苏支撑业绩大幅减亏,点评,首份报告,华西证券,周莎,2023Q4,816100.0,,64900.0,40300.0,2.31,7.55,,19.2,,增持,,
300268.SZ,佳沃食品,20220131,佳沃食品：掌握稀缺资源，市场复苏支撑业绩大幅减亏,点评,首份报告,华西证券,周莎,2022Q4,686900.0,,25200.0,15600.0,0.89,19.53,,11.2,,增持,,
300268.SZ,佳沃食品,20220131,佳沃食品：掌握稀缺资源，市场复苏支撑业绩大幅减亏,点评,首份报告,华西证券,周莎,2021Q4,578900.0,,-31300.0,-19100.0,-1.1,,,-19.8,,增持,,
300059.SZ,东方财富,20220131,东方财富：业绩预增上限超出预期，21Q4基金保有量市场份额继续提升,点评,一般报告,中信建投,赵然,2023Q4,2125800.0,,1606200.0,1380900.0,,,,,,买入,,50.1
300059.SZ,东方财富,20220131,东方财富：业绩预增上限超出预期，21Q4基金保有量市场份额继续提升,点评,一般报告,中信建投,赵然,2022Q4,1784400.0,,1342600.0,1154100.0,,,,,,买入,,50.1
300059.SZ,东方财富,20220131,东方财富：业绩预增上限超出预期，21Q4基金保有量市场份额继续提升,点评,一般报告,中信建投,赵然,2021Q4,1310900.0,,990700.0,851100.0,,,,,,买入,,50.1
688728.SH,格科微,20220131,格科微：4Q21预告业绩环比提升，关注32MP研发和验证进展,点评,一般报告,中金,"石晓彬,臧若晨,彭虎",2022Q4,938100.0,279200.0,163600.0,150600.0,0.6,42.6,0.0,18.2,30.3,跑赢行业,,35.78
688728.SH,格科微,20220131,格科微：4Q21预告业绩环比提升，关注32MP研发和验证进展,点评,一般报告,中金,"石晓彬,臧若晨,彭虎",2021Q4,705000.0,232700.0,136100.0,125200.0,0.5,51.2,0.0,24.5,38.0,跑赢行业,,35.78
600172.SH,黄河旋风,20220131,黄河旋风2021年业绩预告点评：培育钻石行业高景气，公司扭亏为盈,点评,一般报告,国信证券,"吴双,田丰,年亚颂,李雨轩",2023Q4,359185.0,,51000.0,50088.0,0.35,21.34,9.9,29.37,15.76,买入,,
600172.SH,黄河旋风,20220131,黄河旋风2021年业绩预告点评：培育钻石行业高景气，公司扭亏为盈,点评,一般报告,国信证券,"吴双,田丰,年亚颂,李雨轩",2022Q4,296154.0,,31200.0,30655.0,0.21,34.86,11.2,13.58,18.24,买入,,
600172.SH,黄河旋风,20220131,黄河旋风2021年业绩预告点评：培育钻石行业高景气，公司扭亏为盈,点评,一般报告,国信证券,"吴双,田丰,年亚颂,李雨轩",2021Q4,253165.0,,4200.0,4107.0,0.0285,260.24,1.0,1.3,24.0,买入,,
002352.SZ,顺丰控股,20220131,SF_Holding－A：Core_net_profit_in_4Q21_below_expectation_but_recovery_trend_will_continue,点评,一般报告,招银国际,冯键嵘,2023Q4,32040700.0,4113200.0,1829800.0,1108100.0,2.26,,0.7,12.2,12.2,BUY,,94.0
002352.SZ,顺丰控股,20220131,SF_Holding－A：Core_net_profit_in_4Q21_below_expectation_but_recovery_trend_will_continue,点评,一般报告,招银国际,冯键嵘,2022Q4,27980800.0,3308100.0,1265600.0,759400.0,1.55,,0.5,9.2,16.0,BUY,,94.0
002352.SZ,顺丰控股,20220131,SF_Holding－A：Core_net_profit_in_4Q21_below_expectation_but_recovery_trend_will_continue,点评,一般报告,招银国际,冯键嵘,2021Q4,21622000.0,2350000.0,718300.0,442800.0,0.903,,0.2,4.1,25.8,BUY,,94.0
600958.SH,东方证券,20220131,东方证券：公募资管或贡献最大增量，业绩预增整体符合预期（更新）,点评,一般报告,中信建投,赵然,2021Q4,2675200.0,,651000.0,560100.0,0.8,,,,,增持,,
600958.SH,东方证券,20220131,东方证券：公募资管或贡献最大增量，业绩预增整体符合预期（更新）,点评,一般报告,中信建投,赵然,2022Q4,2942700.0,,744600.0,633200.0,0.91,,,,,增持,,
600872.SH,中炬高新,20220131,中炬高新：调味品业务逐步回暖，地产贡献短期弹性,点评,一般报告,西南证券,"朱会振,舒尚立,王书龙,夏霁",2023Q4,685672.0,,117706.0,92750.0,1.16,32.85,0.75,14.61,19.45,买入,,
600872.SH,中炬高新,20220131,中炬高新：调味品业务逐步回暖，地产贡献短期弹性,点评,一般报告,西南证券,"朱会振,舒尚立,王书龙,夏霁",2022Q4,590868.0,,97915.0,75928.0,0.95,40.13,0.63,13.7,22.56,买入,,
600872.SH,中炬高新,20220131,中炬高新：调味品业务逐步回暖，地产贡献短期弹性,点评,一般报告,西南证券,"朱会振,舒尚立,王书龙,夏霁",2021Q4,511939.0,,83307.0,63511.0,0.8,47.98,0.88,13.04,25.69,买入,,
688212.SH,澳华内镜,20220131,医药行业2022年2月投资月报：大幅回调后，迎来逐步布局时机,非个股,一般报告,西南证券,杜向阳,2023Q4,66000.0,,,10000.0,0.75,,,,,无,,
688212.SH,澳华内镜,20220131,医药行业2022年2月投资月报：大幅回调后，迎来逐步布局时机,非个股,一般报告,西南证券,杜向阳,2022Q4,44000.0,,,6200.0,0.46,,,,,无,,
