ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
003012.SZ,东鹏控股,20230831,长江大宗：2023年9月金股推荐,非个股,一般报告,长江证券,无,2025Q4,1109000.0,,,150000.0,1.279,,,,,无,,
003012.SZ,东鹏控股,20230831,长江大宗：2023年9月金股推荐,非个股,一般报告,长江证券,无,2024Q4,957000.0,,,127300.0,1.085,,,,,无,,
003012.SZ,东鹏控股,20230831,长江大宗：2023年9月金股推荐,非个股,一般报告,长江证券,无,2023Q4,817000.0,,,102900.0,0.877,,,,,无,,
002142.SZ,宁波银行,20230831,底部信号明显，把握增配时机：中信证券亮马组合,非个股,一般报告,中信证券,无,2025Q4,,,,3453677.984,5.23,,,,,无,,
002142.SZ,宁波银行,20230831,底部信号明显，把握增配时机：中信证券亮马组合,非个股,一般报告,中信证券,无,2024Q4,,,,2971615.856,4.5,,,,,无,,
002142.SZ,宁波银行,20230831,底部信号明显，把握增配时机：中信证券亮马组合,非个股,一般报告,中信证券,无,2023Q4,,,,2568796.818,3.89,,,,,无,,
301363.SZ,美好医疗,20230831,大消费行业2023年9月金股推荐,非个股,一般报告,长江证券,无,2025Q4,310000.0,,,89600.0,2.203,,,,,买入,,
301363.SZ,美好医疗,20230831,大消费行业2023年9月金股推荐,非个股,一般报告,长江证券,无,2024Q4,237700.0,,,67800.0,1.67,,,,,买入,,
301363.SZ,美好医疗,20230831,大消费行业2023年9月金股推荐,非个股,一般报告,长江证券,无,2023Q4,182700.0,,,52000.0,1.28,,,,,买入,,
601899.SH,紫金矿业,20230831,长江大宗：2023年9月金股推荐,非个股,一般报告,长江证券,无,2024Q4,,,,2770700.0,1.052,,,,,无,,
601899.SH,紫金矿业,20230831,长江大宗：2023年9月金股推荐,非个股,一般报告,长江证券,无,2023Q4,,,,2259800.0,0.858,,,,,无,,
603816.SH,顾家家居,20230831,大消费行业2023年9月金股推荐,非个股,一般报告,长江证券,无,2025Q4,,,,271224.201,3.3,,,,,买入,,
603816.SH,顾家家居,20230831,大消费行业2023年9月金股推荐,非个股,一般报告,长江证券,无,2024Q4,,,,238348.541,2.9,,,,,买入,,
603816.SH,顾家家居,20230831,大消费行业2023年9月金股推荐,非个股,一般报告,长江证券,无,2023Q4,,,,205472.88,2.5,,,,,买入,,
002475.SZ,立讯精密,20230831,民生研究：2023年9月金股推荐,非个股,一般报告,民生证券,无,2025Q4,,,,1818724.111,2.55,,,,,无,,
002475.SZ,立讯精密,20230831,民生研究：2023年9月金股推荐,非个股,一般报告,民生证券,无,2024Q4,,,,1454979.288,2.04,,,,,无,,
