ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
688053.SH,思科瑞,20220630,思科瑞：军用电子元器件可靠性检测领域新星,新股,首份报告,中航证券,"邹润芳,张超",2023Q4,37568.0,,19939.0,17070.0,1.71,,,,,无,,
688053.SH,思科瑞,20220630,思科瑞：军用电子元器件可靠性检测领域新星,新股,首份报告,中航证券,"邹润芳,张超",2024Q4,46723.0,,24259.0,20768.0,2.08,,,,,无,,
688053.SH,思科瑞,20220630,思科瑞：军用电子元器件可靠性检测领域新星,新股,首份报告,中航证券,"邹润芳,张超",2022Q4,30040.0,,16895.0,14464.0,1.45,,,,,无,,
688696.SH,极米科技,20220630,极米科技深度报告：乘风而起，迈向全球,深度,一般报告,民生证券,"王刚,邵逸轩",2024Q4,858403.0,,129000.0,116100.0,16.58,18.0,2.05,24.46,12.3,推荐,,
688696.SH,极米科技,20220630,极米科技深度报告：乘风而起，迈向全球,深度,一般报告,民生证券,"王刚,邵逸轩",2023Q4,686414.0,,98200.0,88400.0,12.63,23.0,1.71,22.76,16.9,推荐,,
688696.SH,极米科技,20220630,极米科技深度报告：乘风而起，迈向全球,深度,一般报告,民生证券,"王刚,邵逸轩",2022Q4,529543.0,,76500.0,68800.0,9.83,30.0,1.37,21.17,23.82,推荐,,
688053.SH,思科瑞,20220630,思科瑞：军用电子元器件可靠性检测领域新星,,首次关注,中航证券,"邹润芳,张超",2024Q4,46723.0,,24259.0,20768.0,2.08,,,,,无,,
688053.SH,思科瑞,20220630,思科瑞：军用电子元器件可靠性检测领域新星,,首次关注,中航证券,"邹润芳,张超",2023Q4,37568.0,,19939.0,17070.0,1.71,,,,,无,,
688053.SH,思科瑞,20220630,思科瑞：军用电子元器件可靠性检测领域新星,,首次关注,中航证券,"邹润芳,张超",2022Q4,30040.0,,16895.0,14464.0,1.45,,,,,无,,
600754.SH,锦江酒店,20220630,锦江酒店动态点评：疫情管控政策边际性改善，看好连锁酒店龙头复苏,点评,一般报告,东方财富证券,"姜楠,来舒楠",2024Q4,1923876.0,,,234190.0,2.19,28.01,,,17.75,增持,,
