ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
002468.SZ,申通快递,20230630,申通快递：能力提升进入质变阶段，静待业绩持续高速增长,深度,首次关注,华安证券,金荣,2025Q4,5679200.0,,275000.0,204200.0,1.33,8.11,,21.6,4.92,增持,,
002468.SZ,申通快递,20230630,申通快递：能力提升进入质变阶段，静待业绩持续高速增长,深度,首次关注,华安证券,金荣,2024Q4,4861700.0,,194100.0,143200.0,0.94,11.56,,16.7,6.55,增持,,
002468.SZ,申通快递,20230630,申通快递：能力提升进入质变阶段，静待业绩持续高速增长,深度,首次关注,华安证券,金荣,2023Q4,4191700.0,,94700.0,68300.0,0.45,24.25,,8.4,9.49,增持,,
688563.SH,航材股份,20230630,航材股份,新股,首份报告,华金证券,李蕙,,,,,,,,,,,无,,
688401.SH,路维光电,20230630,路维光电：国产掩膜版大有可为,深度,首次关注,中泰证券,"王芳,杨旭",2025Q4,158630.0,,40300.0,32616.0,1.69,,,15.5,37.0,买入,,
688401.SH,路维光电,20230630,路维光电：国产掩膜版大有可为,深度,首次关注,中泰证券,"王芳,杨旭",2024Q4,117510.0,,30200.0,25204.0,1.3,,,14.1,46.0,买入,,
688401.SH,路维光电,20230630,路维光电：国产掩膜版大有可为,深度,首次关注,中泰证券,"王芳,杨旭",2023Q4,87040.0,,21200.0,17322.0,0.9,,,11.2,58.0,买入,,
601138.SH,工业富联,20230630,工业富联：布局“高端智能制造＋工业互联网”，受益AI算力井喷需求,深度,一般报告,国信证券,"胡剑,胡慧,周靖翔,李梓澎,叶子,詹浏洋,李书颖",2025Q4,76013800.0,,3599100.0,3289400.0,1.66,13.9,3.1,18.25,16.0,买入,27.97,26.75
601138.SH,工业富联,20230630,工业富联：布局“高端智能制造＋工业互联网”，受益AI算力井喷需求,深度,一般报告,国信证券,"胡剑,胡慧,周靖翔,李梓澎,叶子,詹浏洋,李书颖",2024Q4,67900600.0,,3121000.0,2852400.0,1.44,16.0,2.5,17.64,18.5,买入,27.97,26.75
601138.SH,工业富联,20230630,工业富联：布局“高端智能制造＋工业互联网”，受益AI算力井喷需求,深度,一般报告,国信证券,"胡剑,胡慧,周靖翔,李梓澎,叶子,詹浏洋,李书颖",2023Q4,59430500.0,,2642900.0,2415500.0,1.22,18.9,1.9,16.73,21.2,买入,27.97,26.75
600879.SH,航天电子,20230630,航天电子：航天电子配套龙头，无人系统开启第二增长曲线,深度,首次评级,中金,"刘中玉,陈显帆,刘婧",2024Q4,2274700.0,450600.0,99200.0,84900.0,0.31,27.2,0.7,5.0,15.6,跑赢行业,,10.93
600879.SH,航天电子,20230630,航天电子：航天电子配套龙头，无人系统开启第二增长曲线,深度,首次评级,中金,"刘中玉,陈显帆,刘婧",2023Q4,1970500.0,388700.0,83000.0,70000.0,0.26,33.0,0.6,4.4,17.1,跑赢行业,,10.93
600216.SH,浙江医药,20230630,浙江医药：“超抗”出海，维生素筑底，ADC获批在望,深度,首次评级,国金证券,赵海春,2025Q4,1075000.0,400988.0,140200.0,122200.0,1.266,8.65,,10.8,,买入,,
600216.SH,浙江医药,20230630,浙江医药：“超抗”出海，维生素筑底，ADC获批在望,深度,首次评级,国金证券,赵海春,2024Q4,944733.0,336374.0,107300.0,90800.0,0.941,11.63,,8.76,,买入,,
600216.SH,浙江医药,20230630,浙江医药：“超抗”出海，维生素筑底，ADC获批在望,深度,首次评级,国金证券,赵海春,2023Q4,853146.0,298836.0,78900.0,63100.0,0.654,16.75,,6.5,,买入,,
301499.SZ,维科精密,20230630,维科精密,新股,首份报告,华金证券,李蕙,,,,,,,,,,,无,,
301468.SZ,博盈特焊,20230630,博盈特焊,新股,首份报告,华金证券,李蕙,,,,,,,,,,,无,,
300019.SZ,硅宝科技,20230630,硅宝科技深度报告：有机硅胶龙头，布局新能源赛道未来可期,深度,一般报告,东北证券,濮阳,2025Q4,425000.0,,54100.0,48700.0,1.25,13.39,3.6,17.2,,增持,,
300019.SZ,硅宝科技,20230630,硅宝科技深度报告：有机硅胶龙头，布局新能源赛道未来可期,深度,一般报告,东北证券,濮阳,2024Q4,336200.0,,43500.0,39200.0,1.0,16.65,3.0,15.18,,增持,,
300019.SZ,硅宝科技,20230630,硅宝科技深度报告：有机硅胶龙头，布局新能源赛道未来可期,深度,一般报告,东北证券,濮阳,2023Q4,270900.0,,35100.0,31500.0,0.81,20.68,2.4,13.23,,增持,,
000596.SZ,古井贡酒,20230630,古井贡酒：坚定次高端持续聚焦古20，产能升级支撑规模扩张,点评,一般报告,方正证券,王泽华,,,,,,,,,,,无,,
