ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
600600.SH,青岛啤酒,20200831,青岛啤酒：Q2业绩超出预期，逻辑逐步验证,点评,一般报告,招商证券,"杨勇胜,李泽明",2020Q4,2758700.0,,328800.0,222800.0,1.633,55.2,,10.8,27.8,强烈推荐,,106.0
002304.SZ,洋河股份,20200831,洋河股份2020年中报点评：Q2继续下滑，业绩逐步筑底,点评,一般报告,中信证券,"薛缘,印高远",2021Q4,2372728.0,,1098900.0,825802.0,5.48,26.0,,19.08,,买入,,
600335.SH,国机汽车,20200831,国机汽车2020年中报点评：业绩符合预期，特斯拉项目签约落地,点评,首份报告,中信证券,"陈俊斌,尹欣驰",2022Q4,5859686.0,,79700.0,60434.0,0.41,12.0,,5.31,,买入,,
002013.SZ,中航机电,20200831,中航机电2020年中报点评：业绩符合预期，航空业务高速增长,点评,一般报告,国泰君安,"彭磊,滕光耀,杨宇",2020Q4,1277900.0,,,113500.0,0.31,32.64,0.6,10.5,20.54,增持,,12.7
300604.SZ,长川科技,20200831,长川科技：业绩实现快速增长，定增加速探针台产业化,点评,一般报告,东北证券,"刘军,朱宇航",2020Q4,81200.0,,11100.0,9500.0,0.3,95.33,0.0,8.73,,增持,,32.0
002507.SZ,涪陵榨菜,20200831,涪陵榨菜：战略明晰优势强化，潜力有望激发,调研,一般报告,招商证券,"杨勇胜,于佳琦",2020Q4,221700.0,,92400.0,77900.0,0.99,51.0,,22.8,32.6,强烈推荐,,
600499.SH,科达制造,20200831,科达制造事件点评：疫情和蓝科锂业拖累业绩，静待拐点出现,点评,一般报告,国海证券,"谭倩,任春阳",2022Q4,938400.0,,105800.0,68300.0,0.36,12.39,,9.77,,增持,,
002019.SZ,亿帆医药,20200831,亿帆医药2020年半年报点评：泛酸钙强力拉动业绩增长，生物创新药取得阶段性进展,点评,一般报告,光大证券,"林小伟,经煜甚,王明瑞",2021Q4,767000.0,,179700.0,147300.0,1.19,25.0,0.5,14.9,15.4,买入,,
002019.SZ,亿帆医药,20200831,亿帆医药2020年半年报点评：泛酸钙强力拉动业绩增长，生物创新药取得阶段性进展,点评,一般报告,光大证券,"林小伟,经煜甚,王明瑞",2022Q4,917900.0,,216500.0,177500.0,1.44,20.0,0.6,15.48,12.6,买入,,
300604.SZ,长川科技,20200831,长川科技：业绩实现快速增长，定增加速探针台产业化,点评,一般报告,东北证券,"刘军,朱宇航",2022Q4,148600.0,,25900.0,22000.0,0.7,40.98,0.0,15.08,,增持,,32.0
000998.SZ,隆平高科,20200831,隆平高科：业绩短期承压，看好公司中长期发展,点评,首份报告,方正证券,"程一胜,江娜",2022Q4,540749.0,,67094.0,56433.0,0.43,48.21,,8.0,28.03,推荐,,
002013.SZ,中航机电,20200831,中航机电2020年中报点评：业绩符合预期，航空业务高速增长,点评,一般报告,国泰君安,"彭磊,滕光耀,杨宇",2020Q3,,,,,0.18,,,,,增持,,12.7
600499.SH,科达制造,20200831,科达制造事件点评：疫情和蓝科锂业拖累业绩，静待拐点出现,点评,一般报告,国海证券,"谭倩,任春阳",2020Q4,696600.0,,47700.0,25100.0,0.13,33.75,,4.44,,增持,,
002507.SZ,涪陵榨菜,20200831,涪陵榨菜：战略明晰优势强化，潜力有望激发,调研,一般报告,招商证券,"杨勇胜,于佳琦",2021Q4,243900.0,,102100.0,86000.0,1.09,46.3,,21.3,29.6,强烈推荐,,
002304.SZ,洋河股份,20200831,洋河股份2020年中报点评：Q2继续下滑，业绩逐步筑底,点评,一般报告,中信证券,"薛缘,印高远",2022Q4,2610000.0,,1236100.0,930052.0,6.17,23.0,,19.53,,买入,,
002019.SZ,亿帆医药,20200831,亿帆医药2020年半年报点评：泛酸钙强力拉动业绩增长，生物创新药取得阶段性进展,点评,一般报告,光大证券,"林小伟,经煜甚,王明瑞",2020Q4,642200.0,,145600.0,119400.0,0.97,30.0,0.4,13.93,19.1,买入,,
002271.SZ,东方雨虹,20200831,东方雨虹2020年半年报点评：毛利率显著提升，净利同比增长31％,点评,一般报告,民生证券,杨侃,2021Q4,2630600.0,,438000.0,348700.0,2.221,25.0,1.3,24.4,17.7,推荐,,
002507.SZ,涪陵榨菜,20200831,涪陵榨菜：战略明晰优势强化，潜力有望激发,调研,一般报告,招商证券,"杨勇胜,于佳琦",2022Q4,268300.0,,112500.0,94700.0,1.2,42.0,,20.0,26.9,强烈推荐,,
600745.SH,闻泰科技,20200831,闻泰科技中报点评：上半年ODM逆势扩张，H2看好整体表现,点评,一般报告,中信证券,徐涛,2022Q4,12331532.0,,776500.0,550793.0,4.42,31.0,,14.16,,买入,,
000034.SZ,神州数码,20200831,神州数码2020H1中报点评：营业收入平稳回升，大华为战略持续推进,点评,一般报告,民生证券,"强超廷,郭新宇",2021Q4,10387500.0,,185100.0,138800.0,2.12,10.5,0.0,20.6,8.1,推荐,,
000703.SZ,恒逸石化,20200831,恒逸石化2020年中报点评：垂直一体化经受住市场低迷的考验，下半年将受益于需求回暖,点评,一般报告,光大证券,"傅锴铭,裘孝锋",2022Q4,11093900.0,,943500.0,649200.0,1.76,7.0,5.6,18.74,7.7,买入,,15.9
000596.SZ,古井贡酒,20200831,古井贡酒2020年中报点评：Q2逐步恢复，利润短期承压,点评,一般报告,中信证券,"薛缘,印高远",2021Q4,1312537.0,,374900.0,270561.0,5.37,50.0,,22.28,,买入,,
000596.SZ,古井贡酒,20200831,古井贡酒2020年中报点评：Q2逐步恢复，利润短期承压,点评,一般报告,中信证券,"薛缘,印高远",2020Q4,1093781.0,,297300.0,213871.0,4.25,64.0,,20.71,,买入,,
000703.SZ,恒逸石化,20200831,恒逸石化2020年中报点评：垂直一体化经受住市场低迷的考验，下半年将受益于需求回暖,点评,一般报告,光大证券,"傅锴铭,裘孝锋",2020Q4,8829800.0,,641300.0,435900.0,1.18,10.0,3.8,16.47,8.9,买入,,15.9
600745.SH,闻泰科技,20200831,闻泰科技2020年半年报点评：业绩符合预期，安世收购顺利,点评,一般报告,光大证券,"刘凯,栾玉民",2022Q4,10485160.0,,634500.0,589078.0,4.73,29.0,0.4,13.04,24.0,买入,,
601336.SH,新华保险,20200831,新华保险：规模增长目标兑现，价值增长有待观察,点评,一般报告,招商证券,"郑积沙,刘雨辰,曾广荣",2021Q4,22070000.0,,1640000.0,1320000.0,,,,,,强烈推荐,75.0,75.0
002024.SZ,苏宁易购,20200831,苏宁易购2020年中报点评：减亏增效，步入持续改善周期,点评,一般报告,中信证券,"徐晓芳,林伟强",2021Q4,32186437.0,,379600.0,372800.0,0.4,25.0,,3.97,,买入,,
