ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
600388.SH,龙净环保,20200930,龙净环保公司深度报告：大气治理龙头，转型环境综合服务商初见成效,深度,一般报告,长城证券,"于夕朦,范杨春晓",2022Q4,1439648.0,352900.0,159646.0,135770.0,1.27,7.65,,16.0,5.74,推荐,,
600388.SH,龙净环保,20200930,龙净环保公司深度报告：大气治理龙头，转型环境综合服务商初见成效,深度,一般报告,长城证券,"于夕朦,范杨春晓",2021Q4,1282690.0,310100.0,137177.0,116662.0,1.09,8.9,,15.9,7.13,推荐,,
600388.SH,龙净环保,20200930,龙净环保公司深度报告：大气治理龙头，转型环境综合服务商初见成效,深度,一般报告,长城证券,"于夕朦,范杨春晓",2020Q4,1101413.0,252800.0,101577.0,86385.0,0.81,12.02,,13.5,9.46,推荐,,
300374.SZ,中铁装配,20200930,中铁装配公司动态点评：国企改革三年行动部署，提升国企活力和效率,点评,一般报告,长城证券,濮阳,2022Q4,141186.0,,17568.0,14300.0,0.58,27.21,,7.8,13.22,推荐,,
300374.SZ,中铁装配,20200930,中铁装配公司动态点评：国企改革三年行动部署，提升国企活力和效率,点评,一般报告,长城证券,濮阳,2021Q4,123079.0,,13302.0,10800.0,0.44,35.93,,6.3,15.58,推荐,,
300374.SZ,中铁装配,20200930,中铁装配公司动态点评：国企改革三年行动部署，提升国企活力和效率,点评,一般报告,长城证券,濮阳,2020Q4,107989.0,,10101.0,8200.0,0.33,47.32,,5.1,18.69,推荐,,
688200.SH,华峰测控,20200930,华峰测控：半导体测试设备龙头，充分受益进口替代,深度,首次关注,申万宏源证券,"韩强,耿耘,李蕾,刘建伟",2022Q4,84256.0,69141.0,40494.0,34687.0,5.67,45.0,,12.8,,买入,,
688039.SH,当虹科技,20200930,当虹科技：限制性股票激励计划为未来发展保驾护航,点评,一般报告,国盛证券,"刘高畅,杨烨",2022Q4,79600.0,,28500.0,26800.0,3.35,22.7,,13.8,18.2,买入,,
688039.SH,当虹科技,20200930,当虹科技：限制性股票激励计划为未来发展保驾护航,点评,一般报告,国盛证券,"刘高畅,杨烨",2020Q4,36600.0,,14500.0,13700.0,1.71,44.4,,9.1,42.4,买入,,
688368.SH,晶丰明源,20200930,晶丰明源公司研究报告：LED照明驱动芯片龙头受益照明智能化趋势，顺势切入PMIC领域,点评,首次关注,海通证券,"陈平,尹苓",2022Q4,156800.0,,23700.0,22300.0,3.62,37.48,0.0,14.6,32.94,优于大市,,
688200.SH,华峰测控,20200930,华峰测控：半导体测试设备龙头，充分受益进口替代,深度,首次关注,申万宏源证券,"韩强,耿耘,李蕾,刘建伟",2021Q4,63548.0,52126.0,30701.0,26299.0,4.3,59.0,,10.8,,买入,,
